3389_13248_000000_000000	Chapter Four	Chapter Four	true	19.29	20.23	18.307209
3389_13248_000001_000000	DURING the week he was in receipt of numerous letters commenting on the absence from the News of the account of the prize fight.	DURING the week he was in receipt of numerous letters commenting on the absence from the News of the account of the prize fight.	true	21.95	27.25	17.773499
3389_13248_000001_000001	Two or three of these letters may be of interest.	Two or three of these letters may be of interest.	true	27.5	29.56	21.10026
3389_13248_000002_000000	Editor of the News:	Editor of the News:	true	30.47	31.72	21.762018
3389_13248_000003_000000	Dear Sir--I have been thinking for some time of changing my paper.	Dear Sir-I have been thinking for some time of changing my paper.	true	31.85	35.77	21.459066
3389_13248_000003_000001	I want a journal that is up to the times, progressive and enterprising, supplying the public demand at all points.	I want a journal that is up to the times, progressive and enterprising, supplying the public demand at all points.	true	35.93	41.86	20.596107
3389_13248_000003_000002	The recent freak of your paper in refusing to print the account of the famous contest at the Resort has decided me finally to change my paper.	The recent freak of your paper in refusing to print the account of the famous contest at the Resort has decided me finally to change my paper.	true	42.02	49.18	21.764956
3389_13248_000004_000000	Please discontinue it.	Please discontinue it.	false	49.58	51.51	21.951246
3389_13248_000005_000000	Very truly yours,-------	Very truly yours,-------	false	51.51	54.12	16.61736
3389_13248_000006_000000	Here followed the name of a business man who had been a subscriber for many years.	Here followed the name of a business man who had been a subscriber for many years.	false	54.12	57.52	17
3389_13248_000007_000000	Edward Norman,	Edward Norman,	true	58.7	59.77	21.890625
3389_13248_000008_000000	Editor of the Daily News, Raymond:	Editor of the Daily News, Raymond:	false	59.81	61.74	19
3389_13248_000009_000000	Dear Ed.--What is this sensation you have given the people of your burg?	Dear Ed.--What is this sensation you have given the people of your burg?	false	61.74	65.805	20.719536
3389_13248_000009_000001	What new policy have you taken up?	What new policy have you taken up?	true	65.805	67.63	19.690382
3389_13248_000009_000002	Hope you don't intend to try the "Reform Business" through the avenue of the press.	Hope you don't intend to try the "Reform Business" through the avenue of the press.	true	67.91	71.8	19
3389_13248_000009_000003	It's dangerous to experiment much along that line.	It's dangerous to experiment much along that line.	true	71.96	74.74	21
3389_13248_000009_000004	Take my advice and stick to the enterprising modern methods you have made so successful for the News.	Take my advice and stick to the enterprising modern methods you have made so successful for the News.	true	74.84	79.45	18.582397
3389_13248_000009_000005	The public wants prize fights and such.	The public wants prize fights and such.	true	79.52	81.45	22
3389_13248_000009_000006	Give it what it wants, and let some one else do the reforming business.	Give it what it wants, and let some one else do the reforming business.	true	81.45	84.19	13
3389_13248_000010_000000	Yours,-------	Yours,-------	true	84.35	85.3	21.797106
3389_13248_000011_000000	Here followed the name of one of Norman's old friends, the editor of a daily in an adjoining town.	Here followed the name of one of Norman's old friends, the editor of a daily in an adjoining town.	true	86.03	90.7	20
3389_13248_000012_000000	My Dear Mr. Norman:	My Dear mr Norman:	true	92.03	93.37	22.14133
3389_13248_000013_000000	I hasten to write you a note of appreciation for the evident carrying out of your promise.	I hasten to write you a note of appreciation for the evident carrying out of your promise.	false	93.41	97.6	17
3389_13248_000013_000001	It is a splendid beginning and no one feels the value of it more than I do.	It is a splendid beginning and no one feels the value of it more than I do.	true	97.94	101.115	20
