3781_156981_000000_000000	_Questions for Further Consideration_.	underscore Questions for Further Consideration underscore.	false	0	0.81	25.962795
3781_156981_000001_000000	Does idol worship exist in any part of the civilized world to-day? If so, where and in what forms?	Does idol worship exist in any part of the civilized world to day? If so, where and in what forms?	false	0.81	3.78	19
3781_156981_000002_000000	Are those addicted to profanity necessarily and intentionally irreverent?	Are those addicted to profanity necessarily and intentionally irreverent?	false	3.78	4.53	28.431599
3781_156981_000002_000001	What is the origin of this habit?	What is the origin of this habit?	false	4.53	6.21	8
3781_156981_000002_000002	How may it be eradicated?	How may it be eradicated?	false	6.21	7.62	18.727186
3781_156981_000002_000003	What are some of the best methods by which children may be guarded against it?	What are some of the best methods by which children may be guarded against it?	false	7.62	8.745	8
3781_156981_000003_000000	Do you think it is right for the state to become responsible for the religious education of its citizens?	Do you think it is right for the state to become responsible for the religious education of its citizens?	false	8.745	9.93	23.955421
3781_156981_000004_000000	What is the fundamental difference between the so-called "Continental Sabbath" and that observed by Jesus?	What is the fundamental difference between the so-called "Continental Sabbath" and that observed by Jesus?	false	9.93	10.065	-20
3781_156981_000005_000000	In what way may Sunday be made a day of greater profit and significance to the working man?	In what way may Sunday be made a day of greater profit and significance to the working man?	false	10.065	12.18	8
3781_156981_000006_000000	What attitude should one take regarding so-called "white" or "society lies"?	What attitude should one take regarding so-called "white" or "society lies"?	false	12.18	15.24	26.370659
3781_156981_000006_000001	Under what circumstances, if any, is it right to lie?	Under what circumstances, if any, is it right to lie?	false	15.24	15.45	7
3781_156981_000007_000000	_Subjects for Further Study_.	underscore Subjects for Further Study underscore.	false	15.45	15.6	-10
3781_156981_000008_000000	(1) The Decalogues in Exodus 20-23. _Hist.	(one) The Decalogues in exodus chapters twenty to twenty three. underscore Hist.	false	15.6	15.93	24
3781_156981_000008_000001	Bible_ II, 209-24.	Bible underscore two, two hundred nine to twenty four.	false	15.93	16.11	9
3781_156981_000009_000000	(2) Jesus' Version of the Ancient Prophetic Decalogue.	(two) Jesus' Version of the Ancient Prophetic Decalogue.	false	16.11	16.44	-2
3781_156981_000009_000001	See Matt. 5:17, 18; 6:19-21; 12:1-12, 31, 32; 15:3-5; 22: 36-39.	See Matt. five seventeen, eighteen; six nineteen minus twenty one; twelve to one minus twelve, thirty one, thirty two; fifteen to three minus five; twenty two thirty six minus thirty nine.	false	16.44	17.28	20.723238
3781_156981_000010_000000	(3) Compare the Moral Ideals of the Decalogue with those of the Present-Day Socialists.	(three) Compare the Moral Ideals of the Decalogue with those of the Present Day Socialists.	false	17.28	22.59	18
3781_156981_000010_000001	Cross, _The Essentials of Socialism_; Walling, _Socialism as It Is_; Spargo, _Elements of Socialism_.	Cross, underscore The Essentials of Socialism underscore; Walling, underscore Socialism as It Is underscore; Spargo, underscore Elements of Socialism underscore.	false	22.59	23.79	22.888788
3781_156981_000011_000000	STUDY XI	STUDY XI	false	23.79	23.79	
3781_156981_000012_000000	THE EARLY TRAINING OF A RACE.	THE EARLY TRAINING OF A RACE.	false	23.79	25.57	16
3781_156981_000013_000000	ISRAEL'S EXPERIENCE IN THE WILDERNESS AND EAST OF THE JORDAN--Num. 11-14; 21:21-31; 32:39-42.	ISRAEL'S EXPERIENCE IN THE WILDERNESS AND EAST OF THE JORDAN-Num. eleven to fourteen; twenty one twenty one minus thirty one; thirty two to thirty nine minus forty two.	false	25.85	38.04	20
3781_156981_000014_000000	_Parallel Readings_.	underscore Parallel Readings underscore.	false	38.04	40.11	15.503301
3781_156981_000015_000000	_Hist.	underscore Hist.	false	40.11	40.8	16
3781_156981_000015_000001	Bible_ I, 204-29. Edward Jenks, _Hist. of Politics_, Chap, III.	Bible underscore I, two hundred four to twenty nine. Edward Jenks, underscore Hist. of Politics underscore, Chap, three.	false	40.8	48.49	19
3781_156981_000016_000000	Then as they journeyed from the mountain of Jehovah the ark of Jehovah went before them, to seek out a halting place for them. And whenever the ark started, Moses would say,	Then as they journeyed from the mountain of Jehovah the ark of Jehovah went before them, to seek out a halting place for them. And whenever the ark started, Moses would say,	true	48.5	60.73	19
3781_156981_000017_000000	Arise, O Jehovah, And let thine enemies be scattered, And let those who hate thee flee before thee.	Arise, O Jehovah, And let thine enemies be scattered, And let those who hate thee flee before thee.	true	60.89	69.01	22
3781_156981_000018_000000	And when it rested, he would say,	And when it rested, he would say,	true	69.08	71.56	20
3781_156981_000019_000000	Return, O Jehovah, to the ten thousand of thousands of Israel.--_Num. 10:33, 35, 36_.	Return, O Jehovah, to the ten thousand of thousands of Israel.--underscore Num. ten thirty three, thirty five, thirty six underscore.	false	71.69	82.02	21.117283
3781_156981_000020_000000	As an eagle stirreth up her nest, hovereth over her young, taketh them, beareth them upon her wings, so the Lord his God did lead him and there was no strange God with him.--_Deut. 32: 11_.	As an eagle stirreth up her nest, hovereth over her young, taketh them, beareth them upon her wings, so the Lord his God did lead him and there was no strange God with him.--underscore Deut. thirty two to eleven underscore.	false	82.02	98.94	20.282145
3781_156981_000021_000000	Before man made us citizens, great Nature made us men--_Lowell_.	Before man made us citizens, great Nature made us men-underscore Lowell underscore.	false	98.94	105.24	20.98858
3781_156981_000022_000000	Oh, East is East, and West is West, and never the twain shall meet Till earth and sky stand presently at God's great judgment seat; But there is neither East, nor West, border nor breed nor birth When two strong men stand face to face, tho' they come from the ends of the earth. --_Rudyard Kipling_.	Oh, East is East, and West is West, and never the twain shall meet Till earth and sky stand presently at God's great judgment seat; But there is neither East, nor West, border nor breed nor birth When two strong men stand face to face, tho' they come from the ends of the earth. --underscore Rudyard Kipling underscore.	false	105.24	130.38	22.16892
3781_156981_000023_000000	The measure of the success of our lives can only lie in the stature of our manhood, in the growth in unworldliness and in the moral elevation of our inner self.--_Henry Drummond_.	The measure of the success of our lives can only lie in the stature of our manhood, in the growth in unworldliness and in the moral elevation of our inner self.--underscore Henry Drummond underscore.	false	130.38	143.67	18.711388
3781_156981_000024_000000	I.	I.	false	143.67	143.94	1
3781_156981_000025_000000	THE WILDERNESS ENVIRONMENT.	THE WILDERNESS ENVIRONMENT.	true	143.94	145.87	20.402344
