5139_61422_000000_000000	It was Alice Greggory.	It was Alice Greggory.	false	0	2.67	23.697527
5139_61422_000001_000000	"Billy, dear," she called, "can't you come out?	"Billy, dear," she called, "can't you come out?	false	2.67	5.91	26.080639
5139_61422_000001_000001	Mr. Arkwright and Mr. Calderwell are here, and they've brought some new music.	mr Arkwright and mr Calderwell are here, and they've brought some new music.	false	5.91	8.55	23.263212
5139_61422_000001_000002	We want you. Will you come?"	We want you. Will you come?"	false	8.55	9.15	22
5139_61422_000002_000000	"I can't, dear.	"I can't, dear.	false	9.15	9.51	10
5139_61422_000002_000001	Bertram wants me.	Bertram wants me.	false	9.51	9.87	-4
5139_61422_000002_000002	He's sent for me.	He's sent for me.	false	9.87	10.44	100
5139_61422_000002_000003	I've got some _housewifely_ duties to perform to-day," returned Billy, in a voice so curiously triumphant that Alice, at her end of the wires, frowned in puzzled wonder as she turned away from the telephone.	I've got some underscore housewifely underscore duties to perform to day," returned Billy, in a voice so curiously triumphant that Alice, at her end of the wires, frowned in puzzled wonder as she turned away from the telephone.	false	10.44	20.7	23.413084
5139_61422_000003_000000	CHAPTER XVI.	CHAPTER sixteen.	true	20.7	22.18	23.747866
5139_61422_000003_000001	INTO TRAINING FOR MARY ELLEN	INTO TRAINING FOR MARY ELLEN	true	22.73	24.73	25.331545
5139_61422_000004_000000	Bertram told a friend afterwards that he never knew the meaning of the word "chaos" until he had seen the Strata during the weeks immediately following the laying away of his old servant.	Bertram told a friend afterwards that he never knew the meaning of the word "chaos" until he had seen the Strata during the weeks immediately following the laying away of his old servant.	true	26.72	36.49	22
5139_61422_000005_000000	"Every stratum was aquiver with apprehension," he declared; "and there was never any telling when the next grand upheaval would rock the whole structure to its foundations."	"Every stratum was aquiver with apprehension," he declared; "and there was never any telling when the next grand upheaval would rock the whole structure to its foundations."	true	37.19	46.72	25.254633
5139_61422_000006_000000	Nor was Bertram so far from being right.	Nor was Bertram so far from being right.	true	47.78	50.32	25.507393
5139_61422_000006_000001	It was, indeed, a chaos, as none knew better than did Bertram's wife.	It was, indeed, a chaos, as none knew better than did Bertram's wife.	true	50.51	54.67	26.08726
