6637_71405_000000_000000	"Gentlemen of the jury, have you agreed upon a verdict?" was the question put.	"Gentlemen of the jury, have you agreed upon a verdict?" was the question put.	false	0.84	2.25	8
6637_71405_000001_000000	"We have," was the unanimous answer.	"We have," was the unanimous answer.	false	2.25	2.43	6
6637_71405_000002_000000	"Who will speak for you?"	"Who will speak for you?"	false	2.43	2.565	-20
6637_71405_000003_000000	"Mr. Blackwell, our foreman."	"mr Blackwell, our foreman."	false	2.565	3.3	12
6637_71405_000004_000000	"Very well.	"Very well.	false	3.3	3.57	8
6637_71405_000004_000001	Ahem!	Ahem!	false	3.57	3.69	-20
6637_71405_000004_000002	Mr. Blackwell, what is the verdict?"	mr Blackwell, what is the verdict?"	false	3.69	4.23	14.635758
6637_71405_000005_000000	Mr. Blackwell, a well-known citizen of the town, stood up.	mr Blackwell, a well-known citizen of the town, stood up.	false	4.23	6.435	20.202734
6637_71405_000005_000001	The courtroom became intensely silent.	The courtroom became intensely silent.	false	6.435	6.75	5
6637_71405_000006_000000	"We find that Mr. and Mrs. Barry Langmore came to their deaths either by being smothered, chloroformed, poisoned, or in some similar fashion, the direct means not yet being brought to light, and we find that the evidence points to Margaret Langmore as the one who committed the murders."	"We find that mr and mrs Barry Langmore came to their deaths either by being smothered, chloroformed, poisoned, or in some similar fashion, the direct means not yet being brought to light, and we find that the evidence points to Margaret Langmore as the one who committed the murders."	false	6.75	14.22	20.896605
6637_71405_000007_000000	Hardly was the verdict rendered than a wild cry rang out through the courtroom.	Hardly was the verdict rendered than a wild cry rang out through the courtroom.	false	14.22	18.42	25.650269
6637_71405_000007_000001	Margaret staggered to her feet, put out her hands in an uncertain fashion, and then dropped senseless into Raymond's arms.	Margaret staggered to her feet, put out her hands in an uncertain fashion, and then dropped senseless into Raymond's arms.	false	18.42	23.34	20.464544
6637_71405_000008_000000	CHAPTER XIV	CHAPTER fourteen	true	23.34	24.73	21.297567
6637_71405_000009_000000	IS THIS MADNESS?	IS THIS MADNESS?	true	25.19	26.68	20.571325
6637_71405_000010_000000	Instantly there was wild confusion, and half a dozen persons sprang forward to assist Raymond with his burden.	Instantly there was wild confusion, and half a dozen persons sprang forward to assist Raymond with his burden.	true	28.85	35.95	15
6637_71405_000010_000001	But he waved them back.	But he waved them back.	true	36.26	38.32	17
6637_71405_000011_000000	"Let her have air," he said.	"Let her have air," he said.	true	38.57	40.51	17.427738
6637_71405_000011_000001	"Don't crowd so close.	"Don't crowd so close.	true	40.52	42.09	15.707572
6637_71405_000011_000002	She must have air," and he moved towards a window.	She must have air," and he moved towards a window.	true	42.09	46.27	20.699657
6637_71405_000011_000003	The crowd separated to let him pass and allowed him the use of an entire bench, while more water was brought and the bottle of smelling salts was again produced.	The crowd separated to let him pass and allowed him the use of an entire bench, while more water was brought and the bottle of smelling salts was again produced.	true	46.82	57.37	16
6637_71405_000011_000004	In the meantime the coroner whispered to the chief of police, who in turn whispered to a policeman, and the two minions of the law followed Raymond.	In the meantime the coroner whispered to the chief of police, who in turn whispered to a policeman, and the two minions of the law followed Raymond.	true	58.01	68.08	19.25482
6637_71405_000012_000000	Margaret lay like one dead, every particle of color having forsaken her cheeks.	Margaret lay like one dead, every particle of color having forsaken her cheeks.	true	68.99	75.25	19.377083
6637_71405_000012_000001	Raymond waited anxiously, and then applied his ear to her heart.	Raymond waited anxiously, and then applied his ear to her heart.	true	75.98	81.46	21.081337
6637_71405_000013_000000	"A doctor!" he cried hoarsely.	"A doctor!" he cried hoarsely.	true	81.95	84.16	19.288078
6637_71405_000013_000001	"A doctor, for Heaven's sake!	"A doctor, for Heaven's sake!	true	84.41	85.98	17
6637_71405_000013_000002	She is dying!"	She is dying!"	true	85.98	87.46	18
6637_71405_000014_000000	Doctor Bardon came forward, followed by Doctor Bird, and both looked at the unconscious one closely and critically.	Doctor Bardon came forward, followed by Doctor Bird, and both looked at the unconscious one closely and critically.	true	88.28	96.58	21.404043
6637_71405_000014_000001	There was no shamming here--the shock had been heavy--the bolt had struck home.	There was no shamming here-the shock had been heavy-the bolt had struck home.	true	97.19	104.05	20.261326
6637_71405_000015_000000	"This is serious, truly," murmured the older physician.	"This is serious, truly," murmured the older physician.	true	104.96	108.64	15
6637_71405_000015_000001	"We had better remove her to a side room and loosen up her garments."	"We had better remove her to a side room and loosen up her garments."	true	109.1	112.45	15
6637_71405_000016_000000	Many were willing to assist, but Raymond shook them off and he and Doctor Bird carried Margaret into the room where the jury had arrived at the verdict which had so stunned her.	Many were willing to assist, but Raymond shook them off and he and Doctor Bird carried Margaret into the room where the jury had arrived at the verdict which had so stunned her.	true	113.6	124.74	15
6637_71405_000016_000001	Then a nurse who happened to be in the court-room was called in, and she and the physician began to work over the suffering girl.	Then a nurse who happened to be in the court room was called in, and she and the physician began to work over the suffering girl.	false	124.74	133.42	18.276855
6637_71405_000017_000000	"Doctor--" Raymond could scarcely speak.	"Doctor-" Raymond could scarcely speak.	true	134.3	137.68	19.751009
6637_71405_000017_000001	"She will--will come around all right?"	"She will-will come around all right?"	true	138.14	141.37	20.743917
6637_71405_000018_000000	"Why, I guess so.	"Why, I guess so.	true	142.34	143.62	19
6637_71405_000018_000001	She has swooned, that is all.	She has swooned, that is all.	true	144.02	146.08	14
6637_71405_000018_000002	The trial was too much for her.	The trial was too much for her.	true	146.42	148.63	19.369953
6637_71405_000018_000003	And then there was such a crowd, and the ventilation being poor--"	And then there was such a crowd, and the ventilation being poor-"	true	148.79	152.41	11
6637_71405_000019_000000	The young man waited, five, ten, fifteen minutes--it was as an eternity.	The young man waited, five, ten, fifteen minutes-it was as an eternity.	false	153.38	160.21	22.637184
6637_71405_000019_000001	The doctor still continued to work, and so did the nurse. Then the latter whispered something and Raymond caught the words, "a mental shock, by her eyes."	The doctor still continued to work, and so did the nurse. Then the latter whispered something and Raymond caught the words, "a mental shock, by her eyes."	true	160.91	171.46	19.936592
6637_71405_000020_000000	"What's that?" he questioned.	"What's that?" he questioned.	true	172.16	174.01	20.896805
6637_71405_000020_000001	He looked at Margaret and saw that her eyes were wide open and she was staring hard at him.	He looked at Margaret and saw that her eyes were wide open and she was staring hard at him.	true	174.62	180.76	16
6637_71405_000020_000002	"Margaret!"	"Margaret!"	true	181.22	182.23	17.466726
6637_71405_000021_000000	She did not answer, but continued to stare, turning from him to the nurse and then to the old doctor.	She did not answer, but continued to stare, turning from him to the nurse and then to the old doctor.	true	183.2	190.96	21.545492
6637_71405_000021_000001	The chief of police was at the doorway and she gave him a look that fairly froze his blood.	The chief of police was at the doorway and she gave him a look that fairly froze his blood.	true	191.39	197.38	17
6637_71405_000022_000000	"Who--" she began and stopped short.	"Who-" she began and stopped short.	true	198.23	201.58	18.363945
6637_71405_000022_000001	"How light it is!	"How light it is!	true	202.64	204.1	18.38583
6637_71405_000022_000002	What struck me?	What struck me?	true	204.98	206.44	20.627525
6637_71405_000022_000003	Why are you all staring at me in this manner?	Why are you all staring at me in this manner?	true	207.2	209.745	15
6637_71405_000022_000004	What have I done? Where am I? Have I been sick?"	What have I done? Where am I? Have I been sick?"	true	209.745	213.49	21.896374
6637_71405_000023_000000	"Margaret!" Raymond came closer and took her hand.	"Margaret!" Raymond came closer and took her hand.	true	214.19	217.845	21.808908
6637_71405_000023_000001	"Margaret!"	"Margaret!"	true	217.845	218.74	17.125591
6637_71405_000024_000000	She stared at him and flung his hand away.	She stared at him and flung his hand away.	true	219.47	222.37	18.705793
6637_71405_000024_000001	"I've had a horrible dream--I dreamed papa was murdered--that somebody had strangled him! Strangled him to get my engagement ring from me!	"I've had a horrible dream-I dreamed papa was murdered-that somebody had strangled him! Strangled him to get my engagement ring from me!	true	223.07	231.46	18.891386
6637_71405_000024_000002	And there was blood there, blood, and nobody could come to the lawn party.	And there was blood there, blood, and nobody could come to the lawn party.	true	232.01	237.1	19.852936
6637_71405_000024_000003	Oh, if they knew--and my poor head--it swims so!	Oh, if they knew-and my poor head-it swims so!	true	237.26	242.32	19.632032
6637_71405_000024_000004	And the bottle--the handkerchief--"	And the bottle-the handkerchief-"	true	242.54	245.05	20.72059
6637_71405_000025_000000	"Margaret, Margaret!	"Margaret, Margaret!	true	245.72	246.96	22.647978
6637_71405_000025_000001	Don't go on so!" He caught her hand again and sank down on his knees beside her.	Don't go on so!" He caught her hand again and sank down on his knees beside her.	true	246.96	252.67	18.650875
6637_71405_000025_000002	"Be calm.	"Be calm.	false	253.67	255.45	17.22694
6637_71405_000025_000003	It will all come out right.	It will all come out right.	true	255.45	257.31	22
6637_71405_000025_000004	You fainted, that's all.	You fainted, that's all.	true	257.31	258.975	18
6637_71405_000025_000005	Don't you remember, Margaret?"	Don't you remember, Margaret?"	true	258.975	260.59	16
6637_71405_000026_000000	"Yes, yes, I remember.	"Yes, yes, I remember.	true	261.77	264.34	17.918974
6637_71405_000026_000001	You said you would marry me, and then you said, you," she tore her hand away and pointed her finger at him, "you said I had murdered papa and murdered her!	You said you would marry me, and then you said, you," she tore her hand away and pointed her finger at him, "you said I had murdered papa and murdered her!	true	264.86	276.13	18.459322
6637_71405_000026_000002	Oh, the shame of it, the shame!" And then she gave a shriek and began to rave, tearing at her clothes and her hair, until the latter fell all over her face.	Oh, the shame of it, the shame!" And then she gave a shriek and began to rave, tearing at her clothes and her hair, until the latter fell all over her face.	true	276.62	287.86	17.94015
