3703_73732_000002_000000	MISS GRANDISON had resolved upon taking a house in London for the season, and had obtained a promise from her uncle and aunt to be her guests.	MISS GRANDISON had resolved upon taking a house in London for the season, and had obtained a promise from her uncle and aunt to be her guests.
3703_73732_000002_000002	As for Ferdinand, the spring had gradually restored him to health, but not to his former frame of mind.	As for Ferdinand, the spring had gradually restored him to health, but not to his former frame of mind.
3703_73732_000002_000003	He remained moody and indolent, incapable of exertion, and a prey to the darkest humours; circumstances, however, occurred which rendered some energy on his part absolutely necessary. His creditors grew importunate, and the arrangement of his affairs or departure from his native land was an alternative now inevitable.	He remained moody and indolent, incapable of exertion, and a prey to the darkest humours; circumstances, however, occurred which rendered some energy on his part absolutely necessary. His creditors grew importunate, and the arrangement of his affairs or departure from his native land was an alternative now inevitable.
3703_73732_000002_000004	The month of April, which witnessed the arrival of the Temples and Lord Montfort in England, welcomed also to London Miss Grandison and her guests.	The month of April, which witnessed the arrival of the Temples and Lord Montfort in England, welcomed also to London Miss Grandison and her guests.
3703_73732_000003_000000	A sudden residence in a vast metropolis, after a life of rural seclusion, has without doubt a very peculiar effect upon the mind.	A sudden residence in a vast metropolis, after a life of rural seclusion, has without doubt a very peculiar effect upon the mind.
3703_73732_000004_000000	It was in this mood, exhausted by a visit to his lawyer, that he stepped into a military club and took up a newspaper.	It was in this mood, exhausted by a visit to his lawyer, that he stepped into a military club and took up a newspaper.
3703_73732_000004_000001	Caring little for politics, his eye wandered over, uninterested, its pugnacious leading articles and tedious parliamentary reports; and he was about to throw it down when a paragraph caught his notice which instantly engrossed all his attention.	Caring little for politics, his eye wandered over, uninterested, its pugnacious leading articles and tedious parliamentary reports; and he was about to throw it down when a paragraph caught his notice which instantly engrossed all his attention.
3703_73732_000004_000002	It was in the 'Morning Post' that he thus read:	It was in the 'Morning Post' that he thus read:
3703_73732_000005_000001	His lordship is considered one of the most accomplished noblemen of the day, and was celebrated at Rome for his patronage of the arts. Lord Montfort will shortly be united to the beautiful Miss Temple, the only daughter of the Right Honourable Pelham Temple.	His lordship is considered one of the most accomplished noblemen of the day, and was celebrated at Rome for his patronage of the arts. Lord Montfort will shortly be united to the beautiful Miss Temple, the only daughter of the Right Honourable Pelham Temple.
3703_73732_000005_000002	Miss Temple is esteemed one of the richest heiresses in England, as she will doubtless inherit the whole of the immense fortune to which her father so unexpectedly acceded.	Miss Temple is esteemed one of the richest heiresses in England, as she will doubtless inherit the whole of the immense fortune to which her father so unexpectedly acceded.
