6637_69607_000000_000000	"Captain Warkworth."	"Captain Warkworth."	false	1.47	7.23	22.723188
6637_69607_000001_000000	VI	VI	false	7.23	8.775	8
6637_69607_000002_000000	The new-comer drew all eyes as he approached the group surrounding Lady Henry.	The new comer drew all eyes as he approached the group surrounding Lady Henry.	false	8.775	38.59	20.561228
6637_69607_000002_000001	Montresor put up his glasses and bestowed on him a few moments of scrutiny, during which the Minister's heavily marked face took on the wary, fighting aspect which his department and the House of Commons knew.	Montresor put up his glasses and bestowed on him a few moments of scrutiny, during which the Minister's heavily marked face took on the wary, fighting aspect which his department and the House of Commons knew.	true	39.02	52.54	21.867517
6637_69607_000002_000002	The statesman slipped in for an instant between the trifler coming and the trifler gone.	The statesman slipped in for an instant between the trifler coming and the trifler gone.	true	53.12	58.51	22.185932
6637_69607_000003_000000	As for Wilfrid Bury, he was dazzled by the young man's good looks. "'Young Harry with his beaver up!'" he thought, admiring against his will, as the tall, slim soldier paid his respects to Lady Henry, and, with a smiling word or two to the rest of those present, took his place beside her in the circle.	As for Wilfrid Bury, he was dazzled by the young man's good looks. "'Young Harry with his beaver up!'" he thought, admiring against his will, as the tall, slim soldier paid his respects to Lady Henry, and, with a smiling word or two to the rest of those present, took his place beside her in the circle.	true	59.51	82.42	20.790644
6637_69607_000004_000000	"Well, have you come for your letters?" said Lady Henry, eying him with a grim favor.	"Well, have you come for your letters?" said Lady Henry, eying him with a grim favor.	false	84.05	90.43	23.883043
6637_69607_000005_000000	"I think I came--for conversation," was Warkworth's laughing reply, as he looked first at his hostess and then at the circle.	"I think I came-for conversation," was Warkworth's laughing reply, as he looked first at his hostess and then at the circle.	false	91.82	101.59	23.517374
6637_69607_000006_000000	"Then I fear you won't get it," said Lady Henry, throwing herself back in her chair.	"Then I fear you won't get it," said Lady Henry, throwing herself back in her chair.	true	103.01	108.13	24.143282
6637_69607_000006_000001	"Mr. Montresor can do nothing but quarrel and contradict."	"mr Montresor can do nothing but quarrel and contradict."	true	109.16	114.13	22.141527
6637_69607_000007_000000	Montresor lifted his hands in wonder.	Montresor lifted his hands in wonder.	true	115.13	118.12	21.330767
6637_69607_000008_000000	"Had I been AEsop," he said, slyly, "I would have added another touch to a certain tale.	"Had I been AEsop," he said, slyly, "I would have added another touch to a certain tale.	true	119.42	125.35	20.161352
6637_69607_000008_000001	Observe, please!--even after the Lamb has been devoured he is still the object of calumny on the part of the Wolf!	Observe, please!--even after the Lamb has been devoured he is still the object of calumny on the part of the Wolf!	true	125.66	135.61	21.592255
6637_69607_000008_000002	Well, well! Mademoiselle, come and console me.	Well, well! Mademoiselle, come and console me.	true	136.49	142.69	19.020481
6637_69607_000008_000003	Tell me what new follies the Duchess has on foot."	Tell me what new follies the Duchess has on foot."	true	143.09	146.74	21.713871
6637_69607_000009_000000	And, pushing his chair back till he found himself on a level with Julie Le Breton, the great man plunged into a lively conversation with her. Sir Wilfrid, Warkworth, and a few other _habitues_ endeavored meanwhile to amuse Lady Henry.	And, pushing his chair back till he found himself on a level with Julie Le Breton, the great man plunged into a lively conversation with her. Sir Wilfrid, Warkworth, and a few other underscore habitues underscore endeavored meanwhile to amuse Lady Henry.	false	148.01	166.36	21.588816
6637_69607_000009_000001	But it was not easy.	But it was not easy.	true	166.94	168.61	25.241917
6637_69607_000009_000002	Her brow was lowering, her talk forced.	Her brow was lowering, her talk forced.	true	169.67	173.14	18.915205
6637_69607_000009_000003	Throughout, Sir Wilfrid perceived in her a strained attention directed towards the conversation on the other side of the room.	Throughout, Sir Wilfrid perceived in her a strained attention directed towards the conversation on the other side of the room.	true	173.63	181.39	21.110905
6637_69607_000009_000004	She could neither see it nor hear it, but she was jealously conscious of it.	She could neither see it nor hear it, but she was jealously conscious of it.	true	182.09	187.84	21.934772
6637_69607_000009_000005	As for Montresor, there was no doubt an element of malice in the court he was now paying to Mademoiselle Julie.	As for Montresor, there was no doubt an element of malice in the court he was now paying to Mademoiselle Julie.	true	188.69	196.33	18.851091
6637_69607_000009_000006	Lady Henry had been thorny over much during the afternoon; even for her oldest friend she had passed bounds; he desired perhaps to bring it home to her.	Lady Henry had been thorny over much during the afternoon; even for her oldest friend she had passed bounds; he desired perhaps to bring it home to her.	true	197.27	208.78	21.707819
6637_69607_000010_000000	Meanwhile, Julie Le Breton, after a first moment of reserve and depression, had been beguiled, carried away.	Meanwhile, Julie Le Breton, after a first moment of reserve and depression, had been beguiled, carried away.	true	210.32	220.06	21.180262
6637_69607_000010_000001	She yielded to her own instincts, her own gifts, till Montresor, drawn on and drawn out, found himself floating on a stream of talk, which Julie led first into one channel and then into another, as she pleased; and all to the flattery and glorification of the talker.	She yielded to her own instincts, her own gifts, till Montresor, drawn on and drawn out, found himself floating on a stream of talk, which Julie led first into one channel and then into another, as she pleased; and all to the flattery and glorification of the talker.	false	220.79	244.72	21.275927
6637_69607_000010_000002	The famous Minister had come to visit Lady Henry, as he had done for many Sundays in many years; but it was not Lady Henry, but her companion, to whom his homage of the afternoon was paid, who gave him his moment of enjoyment--the moment that would bring him there again.	The famous Minister had come to visit Lady Henry, as he had done for many Sundays in many years; but it was not Lady Henry, but her companion, to whom his homage of the afternoon was paid, who gave him his moment of enjoyment-the moment that would bring him there again.	true	244.79	265.18	19.601698
6637_69607_000010_000003	Lady Henry's fault, no doubt; but Wilfrid Bury, uneasily aware every now and then of the dumb tumult that was raging in the breast of the haughty being beside him, felt the pathos of this slow discrowning, and was inclined, once more, rather to be sorry for the older woman than to admire the younger.	Lady Henry's fault, no doubt; but Wilfrid Bury, uneasily aware every now and then of the dumb tumult that was raging in the breast of the haughty being beside him, felt the pathos of this slow discrowning, and was inclined, once more, rather to be sorry for the older woman than to admire the younger.	false	265.94	292.15	20.740881
6637_69607_000011_000000	At last Lady Henry could bear it no longer.	At last Lady Henry could bear it no longer.	true	293.27	297.22	21.768574
6637_69607_000012_000000	"Mademoiselle, be so good as to return his father's letters to Captain Warkworth," she said, abruptly, in her coldest voice, just as Montresor, dropping his--head thrown back and knees crossed--was about to pour into the ears of his companion the whole confidential history of his appointment to office three years before.	"Mademoiselle, be so good as to return his father's letters to Captain Warkworth," she said, abruptly, in her coldest voice, just as Montresor, dropping his-head thrown back and knees crossed-was about to pour into the ears of his companion the whole confidential history of his appointment to office three years before.	true	297.89	322.36	20.207205
6637_69607_000013_000000	Julie Le Breton rose at once.	Julie Le Breton rose at once.	true	324.23	326.47	21.316963
6637_69607_000013_000001	She went towards a table at the farther end of the large room, and Captain Warkworth followed her.	She went towards a table at the farther end of the large room, and Captain Warkworth followed her.	false	326.81	333.22	22.271137
6637_69607_000013_000002	Montresor, perhaps repenting himself a little, returned to Lady Henry; and though she received him with great coolness, the circle round her, now augmented by Dr. Meredith, and another politician or two, was reconstituted; and presently, with a conscious effort, visible at least to Bury, she exerted herself to hold it, and succeeded.	Montresor, perhaps repenting himself a little, returned to Lady Henry; and though she received him with great coolness, the circle round her, now augmented by dr Meredith, and another politician or two, was reconstituted; and presently, with a conscious effort, visible at least to Bury, she exerted herself to hold it, and succeeded.	true	333.92	360.31	21.973286
6637_69607_000014_000000	Suddenly--just as Bury had finished a very neat analysis of the Shah's public and private character, and while the applauding laughter of the group of intimates amid which he sat told him that his epigrams had been good--he happened to raise his eyes towards the distant settee where Julie Le Breton was sitting.	Suddenly-just as Bury had finished a very neat analysis of the Shah's public and private character, and while the applauding laughter of the group of intimates amid which he sat told him that his epigrams had been good-he happened to raise his eyes towards the distant settee where Julie Le Breton was sitting.	false	361.1	380.89	21.18743
6637_69607_000015_000000	His smile stiffened on his lips.	His smile stiffened on his lips.	true	382.43	384.67	22.043205
6637_69607_000015_000001	Like an icy wave, a swift and tragic impression swept through him.	Like an icy wave, a swift and tragic impression swept through him.	true	385.52	390.34	20.383722
6637_69607_000015_000002	He turned away, ashamed of having seen, and hid himself, as it were, with relief, in the clamor of amusement awakened by his own remarks.	He turned away, ashamed of having seen, and hid himself, as it were, with relief, in the clamor of amusement awakened by his own remarks.	true	390.71	401.17	21.56488
6637_69607_000016_000000	What had he seen?	What had he seen?	true	401.81	403.27	18.788515
6637_69607_000016_000001	Merely, or mainly, a woman's face.	Merely, or mainly, a woman's face.	true	403.94	407.68	20.019886
6637_69607_000016_000002	Young Warkworth stood beside the sofa, on which sat Lady Henry's companion, his hands in his pockets, his handsome head bent towards her.	Young Warkworth stood beside the sofa, on which sat Lady Henry's companion, his hands in his pockets, his handsome head bent towards her.	true	409.01	419.71	22.465322
6637_69607_000016_000003	They had been talking earnestly, wholly forgetting and apparently forgotten by the rest of the room.	They had been talking earnestly, wholly forgetting and apparently forgotten by the rest of the room.	true	420.35	426.43	22.329473
6637_69607_000016_000004	On his side there was an air of embarrassment.	On his side there was an air of embarrassment.	true	428.06	430.75	19.184738
6637_69607_000016_000005	He seemed to be choosing his words with difficulty, his eyes on the floor.	He seemed to be choosing his words with difficulty, his eyes on the floor.	true	431.21	436.03	20.918056
6637_69607_000016_000006	Julie Le Breton, on the contrary, was looking at him--looking with all her soul, her ardent, unhappy soul--unconscious of aught else in the wide world.	Julie Le Breton, on the contrary, was looking at him-looking with all her soul, her ardent, unhappy soul-unconscious of aught else in the wide world.	true	436.88	452.17	23.212849
6637_69607_000017_000000	"Good God! she is in love with him!" was the thought that rushed through Sir Wilfrid's mind.	"Good God! she is in love with him!" was the thought that rushed through Sir Wilfrid's mind.	true	453.32	460.96	22.352655
6637_69607_000017_000001	"Poor thing!	"Poor thing!	true	461.63	463.12	21.617546
6637_69607_000017_000002	Poor thing!"	Poor thing!"	true	463.73	465.13	21.941992
6637_69607_000018_000000	Sir Wilfrid outstayed his fellow-guests.	Sir Wilfrid outstayed his fellow guests.	true	468.05	470.89	23.975021
6637_69607_000018_000001	By seven o'clock all were gone. Mademoiselle Le Breton had retired.	By seven o'clock all were gone. Mademoiselle Le Breton had retired.	true	471.44	477.16	20.930573
6637_69607_000018_000002	He and Lady Henry were left alone.	He and Lady Henry were left alone.	true	477.44	480.04	20.74734
6637_69607_000019_000000	"Shut the doors!" she said, peremptorily, looking round her as the last guest disappeared.	"Shut the doors!" she said, peremptorily, looking round her as the last guest disappeared.	false	481.25	487.99	21.50459
6637_69607_000019_000001	"I must have some private talk with you.	"I must have some private talk with you.	true	488.72	491.5	22.95707
6637_69607_000019_000002	Well, I understand you walked home from the Crowboroughs' the other night with--that woman."	Well, I understand you walked home from the Crowboroughs' the other night with-that woman."	true	492.59	499.78	20.968401
6637_69607_000020_000000	She turned sharply upon him.	She turned sharply upon him.	true	500.6	502.72	22.540945
6637_69607_000020_000001	The accent was indescribable.	The accent was indescribable.	true	503.12	505.45	23.161913
6637_69607_000020_000002	And with a fierce hand she arranged the folds of her own thick silk dress, as though, for some relief to the stormy feeling within, she would rather have torn than smoothed it.	And with a fierce hand she arranged the folds of her own thick silk dress, as though, for some relief to the stormy feeling within, she would rather have torn than smoothed it.	false	505.91	517.92	20.813087
6637_69607_000021_000000	Sir Wilfrid seated himself beside her, knees crossed, finger-tips lightly touching, the fair eyelashes somewhat lowered--Calm beside Tempest.	Sir Wilfrid seated himself beside her, knees crossed, finger tips lightly touching, the fair eyelashes somewhat lowered-Calm beside Tempest.	false	517.92	531.46	20.471624
6637_69607_000022_000000	"I am sorry to hear you speak so," he said, gravely, after a pause. "Yes, I talked with her.	"I am sorry to hear you speak so," he said, gravely, after a pause. "Yes, I talked with her.	true	533.45	540.52	20.733599
6637_69607_000022_000001	She met me very fairly, on the whole.	She met me very fairly, on the whole.	true	540.71	543.28	19.793446
6637_69607_000022_000002	It seemed to me she was quite conscious that her behavior had not been always what it should be, and that she was sincerely anxious to change it.	It seemed to me she was quite conscious that her behavior had not been always what it should be, and that she was sincerely anxious to change it.	true	543.53	551.68	19.54328
6637_69607_000022_000003	I did my best as a peacemaker.	I did my best as a peacemaker.	true	551.9	554.26	23.20953
6637_69607_000022_000004	Has she made no signs since--no advances?"	Has she made no signs since-no advances?"	true	554.66	558.16	18.509644
6637_69607_000023_000000	Lady Henry threw out her hand in disdain.	Lady Henry threw out her hand in disdain.	true	558.86	562.15	21.91781
6637_69607_000024_000000	"She confessed to me that she had pledged a great deal of the time for which I pay her to Evelyn Crowborough's bazaar, and asked what she was to do.	"She confessed to me that she had pledged a great deal of the time for which I pay her to Evelyn Crowborough's bazaar, and asked what she was to do.	false	562.97	573.76	22.365488
6637_69607_000024_000001	I told her, of course, that I would put up with nothing of the kind."	I told her, of course, that I would put up with nothing of the kind."	true	574.28	579.43	21.757988
6637_69607_000025_000000	"And were more annoyed, alack!	"And were more annoyed, alack!	false	580.82	582.96	13
6637_69607_000025_000001	than propitiated by her confession?" said Sir Wilfrid, with a shrug.	than propitiated by her confession?" said Sir Wilfrid, with a shrug.	true	582.96	587.65	19.055895
6637_69607_000026_000000	"I dare say," said Lady Henry.	"I dare say," said Lady Henry.	true	588.14	590.68	21.541925
6637_69607_000026_000001	"You see, I guessed that it was not spontaneous; that you had wrung it out of her."	"You see, I guessed that it was not spontaneous; that you had wrung it out of her."	true	591.11	597.82	22.262346
6637_69607_000027_000000	"What else did you expect me to do?" cried Sir Wilfrid.	"What else did you expect me to do?" cried Sir Wilfrid.	true	599	602.44	23.59717
6637_69607_000027_000001	"I seem, indeed, to have jolly well wasted my time."	"I seem, indeed, to have jolly well wasted my time."	true	602.9	606.61	18.107445
6637_69607_000028_000000	"Oh no.	"Oh no	true	606.83	608.05	27.088915
6637_69607_000028_000001	You were very kind.	You were very kind.	true	608.48	610.18	21.882265
6637_69607_000028_000002	And I dare say you might have done some good.	And I dare say you might have done some good.	true	610.46	613.99	21.341915
6637_69607_000028_000003	I was beginning to--to have some returns on myself, when the Duchess appeared on the scene."	I was beginning to-to have some returns on myself, when the Duchess appeared on the scene."	true	614.87	623.67	20.189714
6637_69607_000029_000000	"Oh, the little fool!" ejaculated Sir Wilfrid, under his breath.	"Oh, the little fool!" ejaculated Sir Wilfrid, under his breath.	false	623.67	628.93	20.052267
6637_69607_000030_000000	"She came, of course, to beg and protest.	"She came, of course, to beg and protest.	true	629.6	634.42	22.841616
6637_69607_000030_000001	She offered me her valuable services for all sorts of superfluous things that I didn't want--if only I would spare her Julie for this ridiculous bazaar.	She offered me her valuable services for all sorts of superfluous things that I didn't want-if only I would spare her Julie for this ridiculous bazaar.	true	634.49	646.78	21.266922
6637_69607_000030_000002	So then my back was put up again, and I told her a few home truths about the way in which she had made mischief and forced Julie into a totally false position. On which she flew into a passion, and said a lot of silly nonsense about Julie, that showed me, among other things, that Mademoiselle Le Breton had broken her solemn compact with me, and had told her family history both to Evelyn and to Jacob Delafield.	So then my back was put up again, and I told her a few home truths about the way in which she had made mischief and forced Julie into a totally false position. On which she flew into a passion, and said a lot of silly nonsense about Julie, that showed me, among other things, that Mademoiselle Le Breton had broken her solemn compact with me, and had told her family history both to Evelyn and to Jacob Delafield.	true	647.18	679.69	21.765585
6637_69607_000030_000003	That alone would be sufficient to justify me in dismissing her.	That alone would be sufficient to justify me in dismissing her.	true	679.97	683.73	20.986483
6637_69607_000030_000004	_N'est-ce pas?_"	underscore N'est c e pas?underscore"	false	683.73	686.79	20.702564
6637_69607_000031_000000	"Oh yes," murmured Sir Wilfrid, "if you want to dismiss her."	"Oh yes," murmured Sir Wilfrid, "if you want to dismiss her."	true	686.79	691.54	21.217287
6637_69607_000032_000000	"We shall come to that presently," said Lady Henry, shortly.	"We shall come to that presently," said Lady Henry, shortly.	true	692.78	697.06	21.766119
6637_69607_000032_000001	"Imagine, please, the kind of difficulties in which these confidences, if they have gone any further--and who knows?--may land me.	"Imagine, please, the kind of difficulties in which these confidences, if they have gone any further-and who knows?--may land me.	true	698.42	710.38	19.653988
6637_69607_000032_000002	I shall have old Lord Lackington--who behaved like a brute to his daughter while she was alive, and is, all the same, a _poseur_ from top to toe--walking in here one night and demanding his granddaughter--spreading lies, perhaps, that I have been ill-treating her.	I shall have old Lord Lackington-who behaved like a brute to his daughter while she was alive, and is, all the same, a underscore poseur underscore from top to toe-walking in here one night and demanding his granddaughter-spreading lies, perhaps, that I have been ill treating her.	false	711.14	730.96	20.868818
6637_69607_000032_000003	Who can say what absurdities may happen if it once gets out that she is Lady Rose's child?	Who can say what absurdities may happen if it once gets out that she is Lady Rose's child?	true	731.09	738.55	22.703964
6637_69607_000032_000004	I could name half a dozen people, who come here habitually, who would consider themselves insulted if they knew--what you and I know."	I could name half a dozen people, who come here habitually, who would consider themselves insulted if they knew-what you and I know."	true	738.89	749.65	20.729517
6637_69607_000033_000000	"Insulted?	"Insulted?	true	751.16	752.44	24.55669
6637_69607_000033_000001	Because her mother--"	Because her mother-"	true	752.78	754.18	21.612814
6637_69607_000034_000000	"Because her mother broke the seventh commandment?	"Because her mother broke the seventh commandment?	true	754.73	757.66	20.349985
6637_69607_000034_000001	Oh, dear, no! That, in my opinion, doesn't touch people much nowadays.	Oh, dear, no! That, in my opinion, doesn't touch people much nowadays.	true	757.82	764.11	22.999575
6637_69607_000034_000002	Insulted because they had been kept in the dark--that's all.	Insulted because they had been kept in the dark-that's all.	true	764.54	769.6	22.270033
6637_69607_000034_000003	Vanity, not morals."	Vanity, not morals."	true	770.06	774.28	20.894293
6637_69607_000035_000000	"As far as I can ascertain," said Sir Wilfrid, meditatively, "only the Duchess, Delafield, Montresor, and myself are in the secret."	"As far as I can ascertain," said Sir Wilfrid, meditatively, "only the Duchess, Delafield, Montresor, and myself are in the secret."	true	774.41	785.56	20.751951
6637_69607_000036_000000	"Montresor!" cried Lady Henry, beside herself.	"Montresor!" cried Lady Henry, beside herself.	true	786.35	790.23	23.254438
