7704_106969_000001_000000	First Victories	First Victories
7704_106969_000002_000000	'Please, sir, may I speak to you?'	'Please, sir, may I speak to you?'
7704_106969_000004_000000	He smiled when he saw the boy.	He smiled when he saw the boy.
7704_106969_000006_000000	'I want you to give me a name for my enemy, please, sir.'	'I want you to give me a name for my enemy, please, sir.'
7704_106969_000007_000000	Mr. Upton looked amused.	mr Upton looked amused.
7704_106969_000007_000001	'Have you had any battles with him yet?'	'Have you had any battles with him yet?'
7704_106969_000008_000000	'I think I had one yesterday.	'I think I had one yesterday.
7704_106969_000008_000002	Granny was very angry with me because I had made Uncle Jake's best handkerchief into a banner of love.	Granny was very angry with me because I had made Uncle Jake's best handkerchief into a banner of love.
7704_106969_000008_000003	I didn't really think it was naughty.	I didn't really think it was naughty.
7704_106969_000008_000004	I wrote "Love" in ink right across it; and I took such pains, for I wanted to show it to Nancy.	I wrote "Love" in ink right across it; and I took such pains, for I wanted to show it to Nancy.
7704_106969_000008_000005	And when I got home granny was so angry that she took me by the collar and she locked me into the back kitchen; and mother was out, and I cried, I was so miserable.	And when I got home granny was so angry that she took me by the collar and she locked me into the back kitchen; and mother was out, and I cried, I was so miserable.
7704_106969_000008_000008	And I was very happy then, and I jumped right out, and then I remembered, but I didn't want to go back again.'	And I was very happy then, and I jumped right out, and then I remembered, but I didn't want to go back again.'
7704_106969_000009_000000	'And then the fight began?' suggested the rector, as the boy paused.	'And then the fight began?' suggested the rector, as the boy paused.
7704_106969_000010_000000	Teddy nodded.	Teddy nodded.
7704_106969_000010_000001	'I asked God to drive my enemy away, but I was an awful long time thinking it out.	'I asked God to drive my enemy away, but I was an awful long time thinking it out.
7704_106969_000010_000002	Is thinking fighting?'	Is thinking fighting?'
7704_106969_000012_000001	Was that being a soldier?'	Was that being a soldier?'
7704_106969_000013_000000	'Yes, my boy.'	'Yes, my boy.'
7704_106969_000014_000000	'And granny let me out soon after; and I kissed her and said I was sorry, but I told her how nearly I had run away, and asked her to see that the window was locked next time, so that I shouldn't have to fight so hard.'	'And granny let me out soon after; and I kissed her and said I was sorry, but I told her how nearly I had run away, and asked her to see that the window was locked next time, so that I shouldn't have to fight so hard.'
7704_106969_000015_000000	'You will have plenty of fighting.	'You will have plenty of fighting.
7704_106969_000015_000001	Don't shirk the hottest part of the field; that isn't being brave.'	Don't shirk the hottest part of the field; that isn't being brave.'
7704_106969_000016_000000	'Will you give me a horrid, ugly name, please, sir?'	'Will you give me a horrid, ugly name, please, sir?'
7704_106969_000017_000000	'I thought your enemy's name was Teddy.'	'I thought your enemy's name was Teddy.'
7704_106969_000018_000000	'No, that's mine; I must have a name for him--a different one, you know.'	'No, that's mine; I must have a name for him-a different one, you know.'
7704_106969_000020_000000	'What funny names!	'What funny names!
7704_106969_000024_000001	Will that be deserting to the enemy?'	Will that be deserting to the enemy?'
7704_106969_000025_000000	'It will be sure and certain defeat.'	'It will be sure and certain defeat.'
7704_106969_000028_000000	Not long after this, Teddy and his schoolfellows were having a delightful afternoon in the woods.	Not long after this, Teddy and his schoolfellows were having a delightful afternoon in the woods.
