7910_294690_000000_000001	THE CURTAIN FALLS.	THE CURTAIN FALLS.
7910_294690_000001_000000	FOR the rest of the day, and through the night, I was kept a close prisoner in my room, watched by a man on whose fidelity my father could depend.	FOR the rest of the day, and through the night, I was kept a close prisoner in my room, watched by a man on whose fidelity my father could depend.
7910_294690_000002_000000	The next morning I made an effort to escape, and was discovered before I had got free of the house.	The next morning I made an effort to escape, and was discovered before I had got free of the house.
7910_294690_000002_000002	Useless!	Useless!
7910_294690_000002_000004	The woman was suspected and followed, and the letter was taken from her.	The woman was suspected and followed, and the letter was taken from her.
7910_294690_000002_000005	My father tore it up with his own hands.	My father tore it up with his own hands.
7910_294690_000003_000000	Later in the day, my mother was permitted to see me.	Later in the day, my mother was permitted to see me.
7910_294690_000004_000000	She was quite unfit, poor soul, to intercede for me, or to serve my interests in any way.	She was quite unfit, poor soul, to intercede for me, or to serve my interests in any way.
7910_294690_000004_000001	My father had completely overwhelmed her by announcing that his wife and his son were to accompany him, when he returned to America.	My father had completely overwhelmed her by announcing that his wife and his son were to accompany him, when he returned to America.
7910_294690_000005_000001	He has raised money in London; he has let the house to some rich tradesman for seven years; he has sold the plate, and the jewels that came to me from his mother.	He has raised money in London; he has let the house to some rich tradesman for seven years; he has sold the plate, and the jewels that came to me from his mother.
7910_294690_000005_000003	We have no home, George, and no choice but to go with him."	We have no home, George, and no choice but to go with him."
7910_294690_000006_000000	An hour afterward the post-chaise was at the door.	An hour afterward the post chaise was at the door.
7910_294690_000007_000000	My father himself took me to the carriage.	My father himself took me to the carriage.
7910_294690_000007_000001	I broke away from him, with a desperation which not even his resolution could resist.	I broke away from him, with a desperation which not even his resolution could resist.
7910_294690_000007_000002	I ran, I flew, along the path that led to Dermody's cottage.	I ran, I flew, along the path that led to Dermody's cottage.
7910_294690_000007_000003	The door stood open; the parlor was empty.	The door stood open; the parlor was empty.
7910_294690_000007_000004	I went into the kitchen; I went into the upper rooms. Solitude everywhere.	I went into the kitchen; I went into the upper rooms. Solitude everywhere.
7910_294690_000007_000005	The bailiff had left the place; and his mother and his daughter had gone with him.	The bailiff had left the place; and his mother and his daughter had gone with him.
7910_294690_000007_000006	No friend or neighbor lingered near with a message; no letter lay waiting for me; no hint was left to tell me in what direction they had taken their departure.	No friend or neighbor lingered near with a message; no letter lay waiting for me; no hint was left to tell me in what direction they had taken their departure.
7910_294690_000007_000007	After the insulting words which his master had spoken to him, Dermody's pride was concerned in leaving no trace of his whereabouts; my father might consider it as a trace purposely left with the object of reuniting Mary and me.	After the insulting words which his master had spoken to him, Dermody's pride was concerned in leaving no trace of his whereabouts; my father might consider it as a trace purposely left with the object of reuniting Mary and me.
7910_294690_000007_000008	I had no keepsake to speak to me of my lost darling but the flag which she had embroidered with her own hand.	I had no keepsake to speak to me of my lost darling but the flag which she had embroidered with her own hand.
7910_294690_000007_000009	The furniture still remained in the cottage.	The furniture still remained in the cottage.
