8684_293663_000000_000000	But Jim knew that he could not fail.	But Jim knew that he could not fail.	false	0	6.72	27.269789
8684_293663_000000_000001	At a distance of fifty feet he drew a bead upon the centre of the Eye and pressed the trigger.	At a distance of fifty feet he drew a bead upon the centre of the Eye and pressed the trigger.	false	6.72	24.24	23.935398
8684_293663_000001_000000	And instantly the light went out....	And instantly the light went out....	false	24.24	28.215	25.499525
8684_293663_000002_000000	CHAPTER X	CHAPTER ten	false	28.215	32.85	26.37707
8684_293663_000003_000000	_The Fight in the Dark_	underscore The Fight in the Dark underscore	false	32.85	36.48	23.75456
8684_293663_000004_000000	He dropped down softly to the causeway.	He dropped down softly to the causeway.	true	36.48	39.04	23.833181
8684_293663_000004_000001	Within the city he heard a sound such as he had never heard before, as if some ancient prophecy of doom had been fulfilled, a wailing "Aiah!	Within the city he heard a sound such as he had never heard before, as if some ancient prophecy of doom had been fulfilled, a wailing "Aiah!	false	39.41	49.29	23.886929
8684_293663_000004_000002	Aiah!	Aiah!	false	49.29	50.31	22.60267
8684_293663_000004_000003	Aiah!" that was caught up from throat to throat and rose upon the wind in a clamor wild and mournful as that of the sea-birds around the broken Eye.	Aiah!" that was caught up from throat to throat and rose upon the wind in a clamor wild and mournful as that of the sea birds around the broken Eye.	false	50.31	59.2	22.84543
8684_293663_000004_000004	It was the death-keening of proud Atlantis, Queen of the Atlantic for fifty thousand years.	It was the death keening of proud Atlantis, Queen of the Atlantic for fifty thousand years.	true	59.57	65.56	23.503174
8684_293663_000004_000005	She was dying in darkness.	She was dying in darkness.	true	65.75	68.02	22.900938
8684_293663_000005_000000	For, with the blinding of the Eye, all the soft lights within the city had gone out.	For, with the blinding of the Eye, all the soft lights within the city had gone out.	true	68.66	73.93	25.558
8684_293663_000005_000001	Dense, utter, impenetrable darkness reigned, and even the gibbous moon, floating overhead, seemed to give no light.	Dense, utter, impenetrable darkness reigned, and even the gibbous moon, floating overhead, seemed to give no light.	true	74.33	82.54	24.754786
8684_293663_000006_000000	Jim dropped to the causeway and began running in the direction of the city.	Jim dropped to the causeway and began running in the direction of the city.	true	83.18	87.25	23.558973
8684_293663_000006_000001	But, feeling the drag of his wings, he unbuckled the strap and flung them away.	But, feeling the drag of his wings, he unbuckled the strap and flung them away.	true	87.62	92.62	23.74714
8684_293663_000006_000002	He might need them, but his one thought was to get to Lucille, if she were still alive.	He might need them, but his one thought was to get to Lucille, if she were still alive.	true	92.87	98.14	24.395798
8684_293663_000006_000003	And he felt that each moment lost might mean that he would be too late.	And he felt that each moment lost might mean that he would be too late.	true	98.15	102.61	24.312963
8684_293663_000007_000000	Through the blackness he raced forward, hearing that sobbing ululation within the walls.	Through the blackness he raced forward, hearing that sobbing ululation within the walls.	true	103.04	108.25	23.151855
8684_293663_000007_000001	But behind him he heard another sound, and shuddered at it, all his hopes suddenly reversed.	But behind him he heard another sound, and shuddered at it, all his hopes suddenly reversed.	true	108.71	114.82	22.080803
