28_12332_000006_000000	THE ADVENTURE OF THE CANTANKEROUS OLD LADY	THE ADVENTURE OF THE CANTANKEROUS OLD LADY
28_12332_000007_000000	On the day when I found myself with twopence in my pocket, I naturally made up my mind to go round the world.	On the day when I found myself with twopence in my pocket, I naturally made up my mind to go round the world.
28_12332_000008_000000	It was my stepfather's death that drove me to it.	It was my stepfather's death that drove me to it.
28_12332_000008_000001	I had never seen my stepfather.	I had never seen my stepfather.
28_12332_000008_000003	I owed him nothing, except my poverty.	I owed him nothing, except my poverty.
28_12332_000008_000004	He married my dear mother when I was a girl at school in Switzerland; and he proceeded to spend her little fortune, left at her sole disposal by my father's will, in paying his gambling debts.	He married my dear mother when I was a girl at school in Switzerland; and he proceeded to spend her little fortune, left at her sole disposal by my father's will, in paying his gambling debts.
28_12332_000008_000006	So, when the Colonel died, in the year I was leaving college, I did not think it necessary to go into mourning for him.	So, when the Colonel died, in the year I was leaving college, I did not think it necessary to go into mourning for him.
28_12332_000008_000007	Especially as he chose the precise moment when my allowance was due, and bequeathed me nothing but his consolidated liabilities.	Especially as he chose the precise moment when my allowance was due, and bequeathed me nothing but his consolidated liabilities.
28_12332_000009_000000	'Of course you will teach,' said Elsie Petheridge, when I explained my affairs to her.	'Of course you will teach,' said Elsie Petheridge, when I explained my affairs to her.
28_12332_000010_000000	I looked at her, aghast.	I looked at her, aghast.
28_12332_000010_000003	That's just like you dear good schoolmistresses!	That's just like you dear good schoolmistresses!
28_12332_000010_000004	You go to Cambridge, and get examined till the heart and life have been examined out of you; then you say to yourselves at the end of it all, "Let me see; what am I good for now?	You go to Cambridge, and get examined till the heart and life have been examined out of you; then you say to yourselves at the end of it all, "Let me see; what am I good for now?
28_12332_000010_000007	Nature did not cut me out for a high-school teacher.	Nature did not cut me out for a high-school teacher.
28_12332_000010_000008	I couldn't swallow a poker if I tried for weeks.	I couldn't swallow a poker if I tried for weeks.
28_12332_000010_000009	Pokers don't agree with me.	Pokers don't agree with me.
28_12332_000010_000010	Between ourselves, I am a bit of a rebel.'	Between ourselves, I am a bit of a rebel.'
