5588_68192_000000_000000	Chapter 22.	Chapter twenty two.	false	0.51	9.765	17.373478
5588_68192_000000_000001	The Opening of the Flower	The Opening of the Flower	true	9.765	11.47	18.929155
5588_68192_000001_000000	The night passed away very sweetly for Cornelius, although in great agitation.	The night passed away very sweetly for Cornelius, although in great agitation.	true	11.81	16.51	18.386164
5588_68192_000001_000001	Every instant he fancied he heard the gentle voice of Rosa calling him.	Every instant he fancied he heard the gentle voice of Rosa calling him.	true	16.85	20.74	17
5588_68192_000001_000002	He then started up, went to the door, and looked through the grating, but no one was behind it, and the lobby was empty.	He then started up, went to the door, and looked through the grating, but no one was behind it, and the lobby was empty.	true	21.02	28.39	19.981823
5588_68192_000002_000000	Rosa, no doubt, would be watching too, but, happier than he, she watched over the tulip; she had before her eyes that noble flower, that wonder of wonders, which not only was unknown, but was not even thought possible until then.	Rosa, no doubt, would be watching too, but, happier than he, she watched over the tulip; she had before her eyes that noble flower, that wonder of wonders, which not only was unknown, but was not even thought possible until then.	true	29	44.44	18.151787
5588_68192_000003_000000	What would the world say when it heard that the black tulip was found, that it existed and that it was the prisoner Van Baerle who had found it?	What would the world say when it heard that the black tulip was found, that it existed and that it was the prisoner Van Baerle who had found it?	true	44.9	53.17	18.630852
5588_68192_000004_000000	How Cornelius would have spurned the offer of his liberty in exchange for his tulip!	How Cornelius would have spurned the offer of his liberty in exchange for his tulip!	true	53.78	58.66	19.7582
5588_68192_000005_000000	Day came, without any news; the tulip was not yet in flower.	Day came, without any news; the tulip was not yet in flower.	true	59.24	63.55	18.567123
5588_68192_000006_000000	The day passed as the night.	The day passed as the night.	true	64.07	65.74	14.131003
5588_68192_000006_000001	Night came, and with it Rosa, joyous and cheerful as a bird.	Night came, and with it Rosa, joyous and cheerful as a bird.	true	65.99	70.72	20.159624
5588_68192_000007_000000	"Well?" asked Cornelius.	"Well?" asked Cornelius.	true	71	73.12	21.80975
5588_68192_000008_000000	"Well, all is going on prosperously.	"Well, all is going on prosperously.	true	73.91	76.3	19.393293
