176_123270_000000_000000	"There it is!	"There it is!	false	0	3.15	21.062037
176_123270_000000_000001	there it is!" shouted the Professor.	there it is!" shouted the Professor.	false	3.15	5.7	22
176_123270_000001_000000	"Now for the centre of the globe!" he added in Danish.	"Now for the centre of the globe!" he added in Danish.	false	5.7	13.53	22.376507
176_123270_000002_000000	I looked at Hans, to hear what he would say.	I looked at Hans, to hear what he would say.	false	13.53	20.76	20.259184
176_123270_000003_000000	"_Foruet!_" was his tranquil answer.	"underscore Foruet!underscore" was his tranquil answer.	false	20.76	24.69	20
176_123270_000004_000000	"Forward!" replied my uncle.	"Forward!" replied my uncle.	false	24.69	26.46	28.423483
176_123270_000005_000000	It was thirteen minutes past one.	It was thirteen minutes past one.	false	26.46	30.42	19.760372
176_123270_000006_000000	CHAPTER XVII.	CHAPTER seventeen.	true	30.42	31.9	26.883432
176_123270_000007_000000	VERTICAL DESCENT	VERTICAL DESCENT	true	32	33.4	23.527225
176_123270_000008_000000	Now began our real journey.	Now began our real journey.	true	33.98	35.71	20.594868
176_123270_000008_000001	Hitherto our toil had overcome all difficulties, now difficulties would spring up at every step.	Hitherto our toil had overcome all difficulties, now difficulties would spring up at every step.	true	35.99	42.07	27.685482
176_123270_000009_000000	I had not yet ventured to look down the bottomless pit into which I was about to take a plunge.	I had not yet ventured to look down the bottomless pit into which I was about to take a plunge.	true	42.38	47.41	23.328455
176_123270_000009_000001	The supreme hour had come.	The supreme hour had come.	true	47.69	49.57	20.335955
176_123270_000009_000002	I might now either share in the enterprise or refuse to move forward.	I might now either share in the enterprise or refuse to move forward.	true	49.85	53.86	21.521687
176_123270_000009_000003	But I was ashamed to recoil in the presence of the hunter.	But I was ashamed to recoil in the presence of the hunter.	true	53.96	56.98	23.586582
176_123270_000009_000004	Hans accepted the enterprise with such calmness, such indifference, such perfect disregard of any possible danger that I blushed at the idea of being less brave than he.	Hans accepted the enterprise with such calmness, such indifference, such perfect disregard of any possible danger that I blushed at the idea of being less brave than he.	true	57.41	67.12	21
176_123270_000009_000005	If I had been alone I might have once more tried the effect of argument; but in the presence of the guide I held my peace; my heart flew back to my sweet Virlandaise, and I approached the central chimney.	If I had been alone I might have once more tried the effect of argument; but in the presence of the guide I held my peace; my heart flew back to my sweet Virlandaise, and I approached the central chimney.	false	67.52	79.24	23.329851
176_123270_000010_000000	I have already mentioned that it was a hundred feet in diameter, and three hundred feet round.	I have already mentioned that it was a hundred feet in diameter, and three hundred feet round.	true	79.97	84.67	21.689585
176_123270_000010_000001	I bent over a projecting rock and gazed down.	I bent over a projecting rock and gazed down.	true	84.89	87.79	23.786163
176_123270_000010_000002	My hair stood on end with terror.	My hair stood on end with terror.	true	87.95	90.07	18.494522
176_123270_000010_000003	The bewildering feeling of vacuity laid hold upon me.	The bewildering feeling of vacuity laid hold upon me.	true	90.26	93.52	21.738857
176_123270_000010_000004	I felt my centre of gravity shifting its place, and giddiness mounting into my brain like drunkenness.	I felt my centre of gravity shifting its place, and giddiness mounting into my brain like drunkenness.	true	93.71	100	22.401606
176_123270_000010_000005	There is nothing more treacherous than this attraction down deep abysses.	There is nothing more treacherous than this attraction down deep abysses.	true	100.31	104.11	21
176_123270_000010_000006	I was just about to drop down, when a hand laid hold of me.	I was just about to drop down, when a hand laid hold of me.	true	104.33	108.04	23.733229
176_123270_000010_000007	It was that of Hans.	It was that of Hans.	true	108.41	109.75	19.715204
176_123270_000010_000008	I suppose I had not taken as many lessons on gulf exploration as I ought to have done in the Frelsers Kirk at Copenhagen.	I suppose I had not taken as many lessons on gulf exploration as I ought to have done in the Frelsers Kirk at Copenhagen.	false	110.21	116.86	21.491339
176_123270_000011_000000	But, however short was my examination of this well, I had taken some account of its conformation.	But, however short was my examination of this well, I had taken some account of its conformation.	true	117.83	123.91	22.788149
176_123270_000011_000001	Its almost perpendicular walls were bristling with innumerable projections which would facilitate the descent.	Its almost perpendicular walls were bristling with innumerable projections which would facilitate the descent.	true	124.28	130.3	22.348167
176_123270_000011_000002	But if there was no want of steps, still there was no rail. A rope fastened to the edge of the aperture might have helped us down.	But if there was no want of steps, still there was no rail. A rope fastened to the edge of the aperture might have helped us down.	false	130.52	138.46	22.506863
176_123270_000011_000003	But how were we to unfasten it, when arrived at the other end?	But how were we to unfasten it, when arrived at the other end?	true	138.53	142	21.455143
176_123270_000012_000000	My uncle employed a very simple expedient to obviate this difficulty. He uncoiled a cord of the thickness of a finger, and four hundred feet long; first he dropped half of it down, then he passed it round a lava block that projected conveniently, and threw the other half down the chimney.	My uncle employed a very simple expedient to obviate this difficulty. He uncoiled a cord of the thickness of a finger, and four hundred feet long; first he dropped half of it down, then he passed it round a lava block that projected conveniently, and threw the other half down the chimney.	true	142.55	159.43	23.060902
176_123270_000012_000001	Each of us could then descend by holding with the hand both halves of the rope, which would not be able to unroll itself from its hold; when two hundred feet down, it would be easy to get possession of the whole of the rope by letting one end go and pulling down by the other.	Each of us could then descend by holding with the hand both halves of the rope, which would not be able to unroll itself from its hold; when two hundred feet down, it would be easy to get possession of the whole of the rope by letting one end go and pulling down by the other.	true	159.59	174.37	20.532246
176_123270_000012_000002	Then the exercise would go on again _ad infinitum_.	Then the exercise would go on again underscore ad infinitum underscore.	false	174.44	178.11	21.493443
176_123270_000013_000000	"Now," said my uncle, after having completed these preparations, "now let us look to our loads.	"Now," said my uncle, after having completed these preparations, "now let us look to our loads.	true	178.11	183.85	24.238077
176_123270_000013_000001	I will divide them into three lots; each of us will strap one upon his back.	I will divide them into three lots; each of us will strap one upon his back.	true	183.92	188.95	22.050648
176_123270_000013_000002	I mean only fragile articles."	I mean only fragile articles."	true	188.96	190.96	20.56519
176_123270_000014_000000	Of course, we were not included under that head.	Of course, we were not included under that head.	true	191.12	194.02	21.617098
176_123270_000015_000000	"Hans," said he, "will take charge of the tools and a portion of the provisions; you, Axel, will take another third of the provisions, and the arms; and I will take the rest of the provisions and the delicate instruments."	"Hans," said he, "will take charge of the tools and a portion of the provisions; you, Axel, will take another third of the provisions, and the arms; and I will take the rest of the provisions and the delicate instruments."	false	194.24	208.12	21.897963
176_123270_000016_000000	"But," said I, "the clothes, and that mass of ladders and ropes, what is to become of them?"	"But," said I, "the clothes, and that mass of ladders and ropes, what is to become of them?"	true	208.52	214.05	22.565939
176_123270_000017_000000	"They will go down by themselves."	"They will go down by themselves."	false	214.05	216.4	18.485023
176_123270_000018_000000	"How so?" I asked.	"How so?" I asked.	true	216.71	218.47	23.395988
176_123270_000019_000000	"You will see presently."	"You will see presently."	true	218.48	220.09	23.334173
176_123270_000020_000000	My uncle was always willing to employ magnificent resources.	My uncle was always willing to employ magnificent resources.	true	221	224.74	21
176_123270_000020_000001	Obeying orders, Hans tied all the non-fragile articles in one bundle, corded them firmly, and sent them bodily down the gulf before us.	Obeying orders, Hans tied all the non fragile articles in one bundle, corded them firmly, and sent them bodily down the gulf before us.	true	224.93	233.11	22.570292
176_123270_000021_000000	I listened to the dull thuds of the descending bale.	I listened to the dull thuds of the descending bale.	true	233.63	236.56	21.467867
176_123270_000021_000001	My uncle, leaning over the abyss, followed the descent of the luggage with a satisfied nod, and only rose erect when he had quite lost sight of it.	My uncle, leaning over the abyss, followed the descent of the luggage with a satisfied nod, and only rose erect when he had quite lost sight of it.	true	236.78	244.75	20.215137
176_123270_000022_000000	"Very well, now it is our turn."	"Very well, now it is our turn."	false	244.97	247.33	22.197598
176_123270_000023_000000	Now I ask any sensible man if it was possible to hear those words without a shudder.	Now I ask any sensible man if it was possible to hear those words without a shudder.	true	247.52	252.7	21
176_123270_000024_000000	The Professor fastened his package of instruments upon his shoulders; Hans took the tools; I took the arms: and the descent commenced in the following order; Hans, my uncle, and myself.	The Professor fastened his package of instruments upon his shoulders; Hans took the tools; I took the arms: and the descent commenced in the following order; Hans, my uncle, and myself.	true	253.25	264.73	22.942078
