1513_140222_000001_000000	PERSONS OF THE DIALOGUE: Socrates, Ion.	PERSONS OF THE DIALOGUE: Socrates, Ion.
1513_140222_000003_000000	ION: No, Socrates; but from Epidaurus, where I attended the festival of Asclepius.	ION: No, Socrates; but from Epidaurus, where I attended the festival of Asclepius.
1513_140222_000008_000000	SOCRATES: Well done; and I hope that you will do the same for us at the Panathenaea.	SOCRATES: Well done; and I hope that you will do the same for us at the Panathenaea.
1513_140222_000021_000000	ION: Very true:	ION: Very true:
1513_140222_000023_000000	ION: A prophet.	ION: A prophet.
1513_140222_000025_000000	ION: Clearly.	ION: Clearly.
1513_140222_000029_000000	ION: Yes, Socrates; but not in the same way as Homer.	ION: Yes, Socrates; but not in the same way as Homer.
1513_140222_000030_000000	SOCRATES: What, in a worse way?	SOCRATES: What, in a worse way?
1513_140222_000031_000000	ION: Yes, in a far worse.	ION: Yes, in a far worse.
1513_140222_000035_000000	ION: Yes.	ION: Yes.
1513_140222_000041_000000	ION: Clearly the same.	ION: Clearly the same.
1513_140222_000047_000000	ION: Yes.	ION: Yes.
1513_140222_000049_000000	ION: Yes; and I am right in saying so.	ION: Yes; and I am right in saying so.
1513_140222_000051_000000	ION: That is true.	ION: That is true.
1513_140222_000055_000000	ION: Yes.	ION: Yes.
1513_140222_000056_000001	Would you like me to explain my meaning, Ion?	Would you like me to explain my meaning, Ion?
1513_140222_000058_000002	Let us consider this matter; is not the art of painting a whole?	Let us consider this matter; is not the art of painting a whole?
1513_140222_000059_000000	ION: Yes.	ION: Yes.
1513_140222_000060_000000	SOCRATES: And there are and have been many painters good and bad?	SOCRATES: And there are and have been many painters good and bad?
1513_140222_000061_000000	ION: Yes.	ION: Yes.
1513_140222_000063_000000	ION: No indeed, I have never known such a person.	ION: No indeed, I have never known such a person.
1513_140222_000065_000000	ION: No indeed; no more than the other.	ION: No indeed; no more than the other.
1513_140222_000067_000000	ION: I cannot deny what you say, Socrates.	ION: I cannot deny what you say, Socrates.
1513_140222_000067_000001	Nevertheless I am conscious in my own self, and the world agrees with me in thinking that I do speak better and have more to say about Homer than any other man.	Nevertheless I am conscious in my own self, and the world agrees with me in thinking that I do speak better and have more to say about Homer than any other man.
1513_140222_000068_000001	The gift which you possess of speaking excellently about Homer is not an art, but, as I was just saying, an inspiration; there is a divinity moving you, like that contained in the stone which Euripides calls a magnet, but which is commonly known as the stone of Heraclea.	The gift which you possess of speaking excellently about Homer is not an art, but, as I was just saying, an inspiration; there is a divinity moving you, like that contained in the stone which Euripides calls a magnet, but which is commonly known as the stone of Heraclea.
1513_140222_000068_000003	In like manner the Muse first of all inspires men herself; and from these inspired persons a chain of other persons is suspended, who take the inspiration.	In like manner the Muse first of all inspires men herself; and from these inspired persons a chain of other persons is suspended, who take the inspiration.
1513_140222_000068_000004	For all good poets, epic as well as lyric, compose their beautiful poems not by art, but because they are inspired and possessed.	For all good poets, epic as well as lyric, compose their beautiful poems not by art, but because they are inspired and possessed.
1513_140222_000068_000007	And this is true.	And this is true.
1513_140222_000068_000011	And Tynnichus the Chalcidian affords a striking instance of what I am saying: he wrote nothing that any one would care to remember but the famous paean which is in every one's mouth, one of the finest poems ever written, simply an invention of the Muses, as he himself says.	And Tynnichus the Chalcidian affords a striking instance of what I am saying: he wrote nothing that any one would care to remember but the famous paean which is in every one's mouth, one of the finest poems ever written, simply an invention of the Muses, as he himself says.
1513_140222_000068_000012	For in this way the God would seem to indicate to us and not allow us to doubt that these beautiful poems are not human, or the work of man, but divine and the work of God; and that the poets are only the interpreters of the Gods by whom they are severally possessed.	For in this way the God would seem to indicate to us and not allow us to doubt that these beautiful poems are not human, or the work of man, but divine and the work of God; and that the poets are only the interpreters of the Gods by whom they are severally possessed.
