6426_64290_000002_000000	THE SAPPHIRE.	THE SAPPHIRE.
6426_64290_000003_000000	One morning, as Mary sat at her piano, Mewks was shown into the room. He brought the request from his master that she would go to him; he wanted particularly to see her.	One morning, as Mary sat at her piano, Mewks was shown into the room. He brought the request from his master that she would go to him; he wanted particularly to see her.
6426_64290_000003_000001	She did not much like it, neither did she hesitate.	She did not much like it, neither did she hesitate.
6426_64290_000004_000000	She was shown into the room Mr. Redmain called his study, which communicated by a dressing-room with his bedroom.	She was shown into the room mr Redmain called his study, which communicated by a dressing room with his bedroom.
6426_64290_000004_000001	He was seated, evidently waiting for her.	He was seated, evidently waiting for her.
6426_64290_000006_000000	"You are very kind, sir," Mary answered.	"You are very kind, sir," Mary answered.
6426_64290_000008_000000	"I am so glad!" she said, and took it in her hand.	"I am so glad!" she said, and took it in her hand.
6426_64290_000009_000000	"There's the point!" he returned.	"There's the point!" he returned.
6426_64290_000009_000001	"That is just why I sent for you!	"That is just why I sent for you!
6426_64290_000009_000002	Can you suggest any explanation of the fact that it was found, after all, in a corner of my wife's jewel-box?	Can you suggest any explanation of the fact that it was found, after all, in a corner of my wife's jewel box?
6426_64290_000009_000003	Who searched the box last?"	Who searched the box last?"
6426_64290_000010_000000	"I do not know, sir."	"I do not know, sir."
6426_64290_000011_000000	"Did you search it?"	"Did you search it?"
6426_64290_000012_000000	"No, sir.	"No, sir.
6426_64290_000012_000001	I offered to help Mrs. Redmain to look for the ring, but she said it was no use.	I offered to help mrs Redmain to look for the ring, but she said it was no use.
6426_64290_000012_000002	Who found it, sir?"	Who found it, sir?"
6426_64290_000013_000000	"I will tell you who found it, if you will tell me who put it there."	"I will tell you who found it, if you will tell me who put it there."
6426_64290_000014_000000	"I don't know what you mean, sir.	"I don't know what you mean, sir.
6426_64290_000014_000001	It must have been there all the time."	It must have been there all the time."
6426_64290_000015_000000	"That's the point again!	"That's the point again!
6426_64290_000015_000001	Mrs. Redmain swears it was not, and could not have been, there when she looked for it.	mrs Redmain swears it was not, and could not have been, there when she looked for it.
6426_64290_000015_000002	It is not like a small thing, you see.	It is not like a small thing, you see.
6426_64290_000015_000003	There is something mysterious about it."	There is something mysterious about it."
6426_64290_000016_000000	He looked hard at Mary.	He looked hard at Mary.
6426_64290_000017_000000	Now, Mary had very much admired the ring, as any one must who had an eye for stones; and had often looked at it--into the heart of it--almost loving it; and while they were talking now, she kept gazing at it.	Now, Mary had very much admired the ring, as any one must who had an eye for stones; and had often looked at it-into the heart of it-almost loving it; and while they were talking now, she kept gazing at it.
6426_64290_000017_000001	When Mr. Redmain ended, she stood silent.	When mr Redmain ended, she stood silent.
6426_64290_000017_000003	She stood long, looking closely at it, moving it about a little, and changing the direction of the light; and, while her gaze was on the ring, Mr. Redmain's gaze was on her, watching her with equal attention.	She stood long, looking closely at it, moving it about a little, and changing the direction of the light; and, while her gaze was on the ring, mr Redmain's gaze was on her, watching her with equal attention.
6426_64290_000017_000004	At last, with a sigh, as if she waked from a reverie, she laid the ring on the table.	At last, with a sigh, as if she waked from a reverie, she laid the ring on the table.
6426_64290_000017_000005	But Mr. Redmain still stared in her face.	But mr Redmain still stared in her face.
6426_64290_000018_000000	"Now what is it you've got in your head?" he said at last.	"Now what is it you've got in your head?" he said at last.
6426_64290_000018_000001	"I have been watching you think for three minutes and a half, I do believe.	"I have been watching you think for three minutes and a half, I do believe.
6426_64290_000018_000002	Come, out with it!"	Come, out with it!"
6426_64290_000019_000001	"I was only plaguing myself between my recollection of the stone and the actual look of it.	"I was only plaguing myself between my recollection of the stone and the actual look of it.
6426_64290_000019_000002	It is so annoying to find what seemed a clear recollection prove a deceitful one!	It is so annoying to find what seemed a clear recollection prove a deceitful one!
6426_64290_000019_000003	It may appear a presumptuous thing to say, but my recollection seems of a finer color."	It may appear a presumptuous thing to say, but my recollection seems of a finer color."
6426_64290_000021_000001	"You haven't the face to hint that the stone has been changed?"	"You haven't the face to hint that the stone has been changed?"
6426_64290_000022_000000	Mary laughed.	Mary laughed.
6426_64290_000023_000000	"Such a thing never came into my head, sir; but now that you have put it there, I could almost believe it."	"Such a thing never came into my head, sir; but now that you have put it there, I could almost believe it."
6426_64290_000024_000000	"Go along with you!" he cried, casting at her a strange look which she could not understand, and the same moment pulling the bell hard.	"Go along with you!" he cried, casting at her a strange look which she could not understand, and the same moment pulling the bell hard.
6426_64290_000025_000000	That done, he began to examine the ring intently, as Mary had been doing, and did not speak a word.	That done, he began to examine the ring intently, as Mary had been doing, and did not speak a word.
