6458_232057_000001_000000	The excellent Mr. Morris was an Englishman, and he lived in the days of Queen Victoria the Good.	The excellent mr Morris was an Englishman, and he lived in the days of Queen Victoria the Good.
6458_232057_000001_000002	He was one of those people who do everything that is right and proper and sensible with inevitable regularity.	He was one of those people who do everything that is right and proper and sensible with inevitable regularity.
6458_232057_000002_000000	Everything that it was right and proper for a man in his position to possess, he possessed; and everything that it was not right and proper for a man in his position to possess, he did not possess.	Everything that it was right and proper for a man in his position to possess, he possessed; and everything that it was not right and proper for a man in his position to possess, he did not possess.
6458_232057_000003_000002	His boys went to good solid schools, and were put to respectable professions; his girls, in spite of a fantastic protest or so, were all married to suitable, steady, oldish young men with good prospects.	His boys went to good solid schools, and were put to respectable professions; his girls, in spite of a fantastic protest or so, were all married to suitable, steady, oldish young men with good prospects.
6458_232057_000003_000003	And when it was a fit and proper thing for him to do so, Mr. Morris died.	And when it was a fit and proper thing for him to do so, mr Morris died.
6458_232057_000003_000004	His tomb was of marble, and, without any art nonsense or laudatory inscription, quietly imposing--such being the fashion of his time.	His tomb was of marble, and, without any art nonsense or laudatory inscription, quietly imposing-such being the fashion of his time.
6458_232057_000004_000000	He underwent various changes according to the accepted custom in these cases, and long before this story begins his bones even had become dust, and were scattered to the four quarters of heaven.	He underwent various changes according to the accepted custom in these cases, and long before this story begins his bones even had become dust, and were scattered to the four quarters of heaven.
6458_232057_000004_000005	He had grave doubts, indeed, if there was any future for mankind after he was dead.	He had grave doubts, indeed, if there was any future for mankind after he was dead.
6458_232057_000005_000000	It seemed quite impossible and quite uninteresting to imagine anything happening after he was dead.	It seemed quite impossible and quite uninteresting to imagine anything happening after he was dead.
6458_232057_000006_000000	And, strange to tell, and much as Mr. Morris would have been angered if any one had foreshadowed it to him, all over the world there were scattered a multitude of people, filled with the breath of life, in whose veins the blood of Mr. Morris flowed.	And, strange to tell, and much as mr Morris would have been angered if any one had foreshadowed it to him, all over the world there were scattered a multitude of people, filled with the breath of life, in whose veins the blood of mr Morris flowed.
6458_232057_000008_000001	It is doubtful which would have been the more shocked and pained to find himself in the clothing of the other.	It is doubtful which would have been the more shocked and pained to find himself in the clothing of the other.
6458_232057_000008_000004	His legs he encased in pleasant pink and amber garments of an air-tight material, which with the help of an ingenious little pump he distended so as to suggest enormous muscles.	His legs he encased in pleasant pink and amber garments of an air tight material, which with the help of an ingenious little pump he distended so as to suggest enormous muscles.
6458_232057_000008_000006	Over this he flung a scarlet cloak with its edge fantastically curved.	Over this he flung a scarlet cloak with its edge fantastically curved.
6458_232057_000008_000007	On his head, which had been skilfully deprived of every scrap of hair, he adjusted a pleasant little cap of bright scarlet, held on by suction and inflated with hydrogen, and curiously like the comb of a cock.	On his head, which had been skilfully deprived of every scrap of hair, he adjusted a pleasant little cap of bright scarlet, held on by suction and inflated with hydrogen, and curiously like the comb of a cock.
6458_232057_000008_000008	So his toilet was complete; and, conscious of being soberly and becomingly attired, he was ready to face his fellow-beings with a tranquil eye.	So his toilet was complete; and, conscious of being soberly and becomingly attired, he was ready to face his fellow beings with a tranquil eye.
6458_232057_000009_000001	He lived in a vast hotel near that part of London called Seventh Way, and had very large and comfortable apartments on the seventeenth floor.	He lived in a vast hotel near that part of London called Seventh Way, and had very large and comfortable apartments on the seventeenth floor.
