6300_39660_000000_000000	"One moment,--does not the king sign the ordonances?"	"One moment,--does not the king sign the ordonances?"	false	0	2.22	23.658186
6300_39660_000001_000000	Mazarin passed from sighs to groans.	Mazarin passed from sighs to groans.	false	2.22	2.22	
6300_39660_000001_000001	"Absolution!	"Absolution!	false	2.22	2.22	
6300_39660_000001_000002	absolution!" cried he.	absolution!" cried he.	false	2.22	2.46	8
6300_39660_000002_000000	"Impossible, my lord.	"Impossible, my lord.	false	2.46	3.48	12
6300_39660_000002_000001	Restitution! restitution!" replied the Theatin.	Restitution! restitution!" replied the Theatin.	false	3.48	5.22	37.51597
6300_39660_000003_000000	"But you absolve me from all other sins, why not from that?"	"But you absolve me from all other sins, why not from that?"	false	5.22	8.19	25.754633
6300_39660_000004_000000	"Because," replied the father, "to absolve you for that motive would be a sin for which the king would never absolve me, my lord."	"Because," replied the father, "to absolve you for that motive would be a sin for which the king would never absolve me, my lord."	false	8.19	12.09	22.699917
6300_39660_000005_000000	Thereupon the confessor quitted his penitent with an air full of compunction.	Thereupon the confessor quitted his penitent with an air full of compunction.	false	12.09	16.5	24.495064
6300_39660_000005_000001	He then went out in the same manner he had entered.	He then went out in the same manner he had entered.	false	16.5	20.04	23.934553
6300_39660_000006_000000	"Oh, good God!" groaned the cardinal.	"Oh, good God!" groaned the cardinal.	false	20.04	21.15	29.42642
6300_39660_000006_000001	"Come here, Colbert, I am very, very ill indeed, my friend."	"Come here, Colbert, I am very, very ill indeed, my friend."	false	21.15	23.175	21.794903
6300_39660_000007_000000	Chapter XLVI.	Chapter forty six.	true	23.175	24.67	24.802197
6300_39660_000007_000001	The Donation.	The Donation.	true	24.95	27.25	22.548283
6300_39660_000008_000000	Colbert reappeared beneath the curtains.	Colbert reappeared beneath the curtains.	true	27.8	30.28	25.242012
6300_39660_000009_000000	"Have you heard?" said Mazarin.	"Have you heard?" said Mazarin.	true	31.61	34.57	18.806612
6300_39660_000010_000000	"Alas! yes, my lord."	"Alas! yes, my lord."	true	35.69	38.02	20.835314
6300_39660_000011_000000	"Can he be right?	"Can he be right?	true	38.96	40.36	22.221184
6300_39660_000011_000001	Can all this money be badly acquired?"	Can all this money be badly acquired?"	true	40.73	43.65	23
6300_39660_000012_000000	"A Theatin, monseigneur, is a bad judge in matters of finance," replied Colbert, coolly.	"A Theatin, monseigneur, is a bad judge in matters of finance," replied Colbert, coolly.	false	43.65	51.04	17.896263
6300_39660_000012_000001	"And yet it is very possible that, according to his theological views, your eminence has been, in a certain degree, in the wrong.	"And yet it is very possible that, according to his theological views, your eminence has been, in a certain degree, in the wrong.	true	51.65	59.14	14
6300_39660_000012_000002	People generally find they have been so,--when they die."	People generally find they have been so,--when they die."	true	59.72	64	20.240807
6300_39660_000013_000000	"In the first place, they commit the wrong of dying, Colbert."	"In the first place, they commit the wrong of dying, Colbert."	true	65.15	68.56	20.365078
6300_39660_000014_000000	"That is true, my lord.	"That is true, my lord.	true	69.35	70.9	21.275036
6300_39660_000014_000001	Against whom, however, did the Theatin make out that you had committed these wrongs?	Against whom, however, did the Theatin make out that you had committed these wrongs?	false	71.57	75.85	19
6300_39660_000014_000002	Against the king?"	Against the king?"	true	76.16	77.53	21.650585
6300_39660_000015_000000	Mazarin shrugged his shoulders.	Mazarin shrugged his shoulders.	true	78.62	80.62	19.613781
6300_39660_000015_000001	"As if I had not saved both his state and his finances."	"As if I had not saved both his state and his finances."	true	81.68	85.09	19
6300_39660_000016_000000	"That admits of no contradiction, my lord."	"That admits of no contradiction, my lord."	true	86.57	89.2	21.76838
6300_39660_000017_000000	"Does it?	"Does it?	true	90.02	91.06	25.181463
6300_39660_000017_000001	Then I have received a merely legitimate salary, in spite of the opinion of my confessor?"	Then I have received a merely legitimate salary, in spite of the opinion of my confessor?"	true	91.76	97.12	18
6300_39660_000018_000000	"That is beyond doubt."	"That is beyond doubt."	true	97.67	99.58	26.640049
6300_39660_000019_000000	"And I might fairly keep for my own family, which is so needy, a good fortune,--the whole, even, of which I have earned?"	"And I might fairly keep for my own family, which is so needy, a good fortune,--the whole, even, of which I have earned?"	true	100.94	108.55	23.434183
6300_39660_000020_000000	"I see no impediment to that, monseigneur."	"I see no impediment to that, monseigneur."	true	109.19	111.46	24
6300_39660_000021_000000	"I felt assured that in consulting you, Colbert, I should have good advice," replied Mazarin, greatly delighted.	"I felt assured that in consulting you, Colbert, I should have good advice," replied Mazarin, greatly delighted.	true	112.34	119.77	20.293709
6300_39660_000022_000000	Colbert resumed his pedantic look.	Colbert resumed his pedantic look.	true	120.29	122.95	18.674067
6300_39660_000022_000001	"My lord," interrupted he, "I think it would be quite as well to examine whether what the Theatin said is not a snare."	"My lord," interrupted he, "I think it would be quite as well to examine whether what the Theatin said is not a snare."	false	123.44	131.14	18.943985
6300_39660_000023_000000	"Oh! no; a snare?	"Oh! no; a snare?	true	132.05	135.85	23.18233
6300_39660_000023_000001	What for?	What for?	true	136.22	137.47	24.547098
6300_39660_000023_000002	The Theatin is an honest man."	The Theatin is an honest man."	false	137.99	140.26	26.121746
6300_39660_000024_000000	"He believed your eminence to be at death's door, because your eminence consulted him.	"He believed your eminence to be at death's door, because your eminence consulted him.	true	141.38	145.81	18.88269
6300_39660_000024_000001	Did I not hear him say--'Distinguish that which the king has given you from that which you have given yourself.' Recollect, my lord, if he did not say something a little like that to you?--that is quite a theatrical speech."	Did I not hear him say-'Distinguish that which the king has given you from that which you have given yourself.' Recollect, my lord, if he did not say something a little like that to you?--that is quite a theatrical speech."	true	146.42	161.65	23.94151
6300_39660_000025_000000	"That is possible."	"That is possible."	true	163.1	164.53	25.231638
6300_39660_000026_000000	"In which case, my lord, I should consider you as required by the Theatin to--"	"In which case, my lord, I should consider you as required by the Theatin to-"	false	165.74	170.01	20
6300_39660_000027_000000	"To make restitution!" cried Mazarin, with great warmth.	"To make restitution!" cried Mazarin, with great warmth.	true	170.01	174	24.640009
6300_39660_000028_000000	"Eh!	"Eh!	false	174	174.96	100
6300_39660_000028_000001	I do not say no."	I do not say no"	false	174.96	177.69	23.308727
6300_39660_000029_000000	"What, of all!	"What, of all!	true	177.69	178.5	20
6300_39660_000029_000001	You do not dream of such a thing!	You do not dream of such a thing!	false	178.5	180.85	20.554493
6300_39660_000029_000002	You speak just as the confessor did."	You speak just as the confessor did."	true	181.07	183.31	22.906666
6300_39660_000030_000000	"To make restitution of a part,--that is to say, his majesty's part; and that, monseigneur, may have its dangers.	"To make restitution of a part,--that is to say, his majesty's part; and that, monseigneur, may have its dangers.	true	184.4	192.91	25.635208
6300_39660_000030_000001	Your eminence is too skillful a politician not to know that, at this moment, the king does not possess a hundred and fifty thousand livres clear in his coffers."	Your eminence is too skillful a politician not to know that, at this moment, the king does not possess a hundred and fifty thousand livres clear in his coffers."	true	193.34	201.91	20
6300_39660_000031_000000	"That is not my affair," said Mazarin, triumphantly; "that belongs to M. le Surintendant Fouquet, whose accounts I gave you to verify some months ago."	"That is not my affair," said Mazarin, triumphantly; "that belongs to m le Surintendant Fouquet, whose accounts I gave you to verify some months ago."	false	202.7	213.61	22.358482
6300_39660_000032_000000	Colbert bit his lips at the name of Fouquet.	Colbert bit his lips at the name of Fouquet.	false	214.94	218.4	20.08157
6300_39660_000032_000001	"His majesty," said he, between his teeth, "has no money but that which M. Fouquet collects: your money, monseigneur, would afford him a delicious banquet."	"His majesty," said he, between his teeth, "has no money but that which m Fouquet collects: your money, monseigneur, would afford him a delicious banquet."	false	218.4	229.51	24.46436
6300_39660_000033_000000	"Well, but I am not the superintendent of his majesty's finances--I have my purse--surely I would do much for his majesty's welfare--some legacy--but I cannot disappoint my family."	"Well, but I am not the superintendent of his majesty's finances-I have my purse-surely I would do much for his majesty's welfare-some legacy-but I cannot disappoint my family."	false	230.6	243.37	22.71331
6300_39660_000034_000000	"The legacy of a part would dishonor you and offend the king.	"The legacy of a part would dishonor you and offend the king.	true	244.88	248.47	22.108776
6300_39660_000034_000001	Leaving a part to his majesty, is to avow that that part has inspired you with doubts as to the lawfulness of the means of acquisition."	Leaving a part to his majesty, is to avow that that part has inspired you with doubts as to the lawfulness of the means of acquisition."	true	248.84	255.67	20
6300_39660_000035_000000	"Monsieur Colbert!"	"Monsieur Colbert!"	true	255.95	257.56	25.279356
6300_39660_000036_000000	"I thought your eminence did me the honor to ask my advice?"	"I thought your eminence did me the honor to ask my advice?"	true	258.17	261.67	20.567268
6300_39660_000037_000000	"Yes, but you are ignorant of the principal details of the question."	"Yes, but you are ignorant of the principal details of the question."	true	262.94	266.38	21.083235
6300_39660_000038_000000	"I am ignorant of nothing, my lord; during ten years, all the columns of figures which are found in France, have passed into review before me; and if I have painfully nailed them into my brain, they are there now so well riveted, that, from the office of M. Letellier, who is sober, to the little secret largesses of M. Fouquet, who is prodigal, I could recite, figure by figure, all the money that is spent in France from Marseilles to Cherbourg."	"I am ignorant of nothing, my lord; during ten years, all the columns of figures which are found in France, have passed into review before me; and if I have painfully nailed them into my brain, they are there now so well riveted, that, from the office of m Letellier, who is sober, to the little secret largesses of m Fouquet, who is prodigal, I could recite, figure by figure, all the money that is spent in France from Marseilles to Cherbourg."	false	267.59	294.66	20.187263
6300_39660_000039_000000	"Then, you would have me throw all my money into the coffers of the king!" cried Mazarin, ironically; and from whom, at the same time the gout forced painful moans.	"Then, you would have me throw all my money into the coffers of the king!" cried Mazarin, ironically; and from whom, at the same time the gout forced painful moans.	false	294.66	306.25	21.179125
