2004_147967_000000_000000	XIV	fourteen	false	20.715	24.87	17.820036
2004_147967_000001_000000	ON the morning of the 22d I wakened with a start.	ON the morning of the twenty two d I wakened with a start.	false	24.87	28.39	27
2004_147967_000001_000001	Before I opened my eyes, I seemed to know that something had happened.	Before I opened my eyes, I seemed to know that something had happened.	true	28.4	32.17	22
2004_147967_000001_000002	I heard excited voices in the kitchen--grandmother's was so shrill that I knew she must be almost beside herself.	I heard excited voices in the kitchen-grandmother's was so shrill that I knew she must be almost beside herself.	true	32.3	39.22	20.210049
2004_147967_000001_000003	I looked forward to any new crisis with delight.	I looked forward to any new crisis with delight.	true	39.41	42.04	26
2004_147967_000001_000004	What could it be, I wondered, as I hurried into my clothes.	What could it be, I wondered, as I hurried into my clothes.	true	42.14	45.19	19.70039
2004_147967_000001_000005	Perhaps the barn had burned; perhaps the cattle had frozen to death; perhaps a neighbor was lost in the storm.	Perhaps the barn had burned; perhaps the cattle had frozen to death; perhaps a neighbor was lost in the storm.	true	45.5	51.88	21.518057
2004_147967_000002_000000	Down in the kitchen grandfather was standing before the stove with his hands behind him.	Down in the kitchen grandfather was standing before the stove with his hands behind him.	true	52.16	56.68	18
2004_147967_000002_000001	Jake and Otto had taken off their boots and were rubbing their woolen socks.	Jake and Otto had taken off their boots and were rubbing their woolen socks.	true	56.93	61.12	19.021835
2004_147967_000002_000002	Their clothes and boots were steaming, and they both looked exhausted.	Their clothes and boots were steaming, and they both looked exhausted.	true	61.19	64.69	20.503227
2004_147967_000002_000003	On the bench behind the stove lay a man, covered up with a blanket.	On the bench behind the stove lay a man, covered up with a blanket.	true	64.88	68.98	22.006737
2004_147967_000002_000004	Grandmother motioned me to the dining-room.	Grandmother motioned me to the dining room.	true	69.2	71.5	17.445177
2004_147967_000002_000005	I obeyed reluctantly.	I obeyed reluctantly.	true	72.02	73.57	23.469809
2004_147967_000002_000006	I watched her as she came and went, carrying dishes.	I watched her as she came and went, carrying dishes.	false	74.06	77.14	21.228386
2004_147967_000002_000007	Her lips were tightly compressed and she kept whispering to herself: "Oh, dear Saviour!" "Lord, Thou knowest!"	Her lips were tightly compressed and she kept whispering to herself: "Oh, dear Saviour!" "Lord, Thou knowest!"	true	77.3	83.56	21
2004_147967_000003_000000	Presently grandfather came in and spoke to me: "Jimmy, we will not have prayers this morning, because we have a great deal to do.	Presently grandfather came in and spoke to me: "Jimmy, we will not have prayers this morning, because we have a great deal to do.	true	84.2	91.75	24.004585
2004_147967_000003_000001	Old Mr. Shimerda is dead, and his family are in great distress.	Old mr Shimerda is dead, and his family are in great distress.	true	92.66	96.67	26
2004_147967_000003_000002	Ambrosch came over here in the middle of the night, and Jake and Otto went back with him.	Ambrosch came over here in the middle of the night, and Jake and Otto went back with him.	true	96.95	101.47	21.666256
2004_147967_000003_000003	The boys have had a hard night, and you must not bother them with questions.	The boys have had a hard night, and you must not bother them with questions.	true	101.57	105.46	18.732721
2004_147967_000003_000004	That is Ambrosch, asleep on the bench.	That is Ambrosch, asleep on the bench.	true	105.89	108.22	20.764471
2004_147967_000003_000005	Come in to breakfast, boys."	Come in to breakfast, boys."	true	108.89	110.53	19.38168
2004_147967_000004_000000	After Jake and Otto had swallowed their first cup of coffee, they began to talk excitedly, disregarding grandmother's warning glances.	After Jake and Otto had swallowed their first cup of coffee, they began to talk excitedly, disregarding grandmother's warning glances.	true	111.65	119.38	23.397873
2004_147967_000004_000001	I held my tongue, but I listened with all my ears.	I held my tongue, but I listened with all my ears.	true	119.78	123.43	26.462788
2004_147967_000005_000000	"No, sir," Fuchs said in answer to a question from grandfather, "nobody heard the gun go off.	"No, sir," Fuchs said in answer to a question from grandfather, "nobody heard the gun go off.	false	123.89	129.46	18.34907
2004_147967_000005_000001	Ambrosch was out with the ox team, trying to break a road, and the women folks was shut up tight in their cave.	Ambrosch was out with the ox team, trying to break a road, and the women folks was shut up tight in their cave.	false	130.22	136.36	23.986053
2004_147967_000005_000002	When Ambrosch come in it was dark and he did n't see nothing, but the oxen acted kind of queer.	When Ambrosch come in it was dark and he did n't see nothing, but the oxen acted kind of queer.	false	136.73	142.66	23.598627
2004_147967_000005_000003	One of 'em ripped around and got away from him--bolted clean out of the stable.	One of 'em ripped around and got away from him-bolted clean out of the stable.	true	142.88	146.98	21.31508
2004_147967_000005_000004	His hands is blistered where the rope run through.	His hands is blistered where the rope run through.	true	147.11	149.56	26
2004_147967_000005_000005	He got a lantern and went back and found the old man, just as we seen him."	He got a lantern and went back and found the old man, just as we seen him."	true	150.74	155.41	19.588316
2004_147967_000006_000000	"Poor soul, poor soul!" grandmother groaned.	"Poor soul, poor soul!" grandmother groaned.	true	156.8	159.73	21.370646
2004_147967_000006_000001	"I'd like to think he never done it.	"I'd like to think he never done it.	true	160.19	161.98	24.479324
2004_147967_000006_000002	He was always considerate and un-wishful to give trouble.	He was always considerate and un wishful to give trouble.	false	162.05	165.43	22.994728
2004_147967_000006_000003	How could he forget himself and bring this on us!"	How could he forget himself and bring this on us!"	true	165.68	168.46	19.055033
2004_147967_000007_000000	"I don't think he was out of his head for a minute, Mrs. Burden," Fuchs declared.	"I don't think he was out of his head for a minute, mrs Burden," Fuchs declared.	true	169.13	173.26	20
2004_147967_000007_000001	"He done everything natural.	"He done everything natural.	true	173.33	175	21.004452
2004_147967_000007_000002	You know he was always sort of fixy, and fixy he was to the last.	You know he was always sort of fixy, and fixy he was to the last.	true	175.07	179.2	17.445395
2004_147967_000007_000003	He shaved after dinner, and washed hisself all over after the girls was done the dishes.	He shaved after dinner, and washed hisself all over after the girls was done the dishes.	true	179.3	184.45	22.572313
2004_147967_000007_000004	Antonia heated the water for him.	Antonia heated the water for him.	true	184.79	187.09	17.57656
2004_147967_000007_000005	Then he put on a clean shirt and clean socks, and after he was dressed he kissed her and the little one and took his gun and said he was going out to hunt rabbits.	Then he put on a clean shirt and clean socks, and after he was dressed he kissed her and the little one and took his gun and said he was going out to hunt rabbits.	true	187.34	196.36	23.539854
2004_147967_000007_000006	He must have gone right down to the barn and done it then.	He must have gone right down to the barn and done it then.	true	197.15	200.05	20
2004_147967_000007_000007	He layed down on that bunk-bed, close to the ox stalls, where he always slept.	He layed down on that bunk bed, close to the ox stalls, where he always slept.	true	200.54	205.21	19.849272
2004_147967_000007_000008	When we found him, everything was decent except,"--Fuchs wrinkled his brow and hesitated,--"except what he could n't nowise foresee.	When we found him, everything was decent except,"--Fuchs wrinkled his brow and hesitated,--"except what he could n't nowise foresee.	true	205.4	216.28	22.792923
2004_147967_000007_000009	His coat was hung on a peg, and his boots was under the bed.	His coat was hung on a peg, and his boots was under the bed.	true	217.13	220.83	25.471016
2004_147967_000007_000010	He'd took off that silk neckcloth he always wore, and folded it smooth and stuck his pin through it.	He'd took off that silk neckcloth he always wore, and folded it smooth and stuck his pin through it.	false	220.83	226.78	25.049768
2004_147967_000007_000011	He turned back his shirt at the neck and rolled up his sleeves."	He turned back his shirt at the neck and rolled up his sleeves."	true	227	230.11	22
2004_147967_000008_000000	"I don't see how he could do it!" grandmother kept saying.	"I don't see how he could do it!" grandmother kept saying.	true	230.81	234.07	23
2004_147967_000009_000000	Otto misunderstood her.	Otto misunderstood her.	true	235.04	236.83	18.120928
2004_147967_000009_000001	"Why, mam, it was simple enough; he pulled the trigger with his big toe.	"Why, mam, it was simple enough; he pulled the trigger with his big toe.	true	237.5	241.72	21.69063
2004_147967_000009_000002	He layed over on his side and put the end of the barrel in his mouth, then he drew up one foot and felt for the trigger.	He layed over on his side and put the end of the barrel in his mouth, then he drew up one foot and felt for the trigger.	true	242.09	248.77	20.632061
2004_147967_000009_000003	He found it all right!"	He found it all right!"	true	248.93	250.33	17.457003
2004_147967_000010_000000	"Maybe he did," said Jake grimly.	"Maybe he did," said Jake grimly.	true	250.91	253.09	22.590445
2004_147967_000010_000001	"There's something mighty queer about it."	"There's something mighty queer about it."	false	253.1	256.14	19.996962
2004_147967_000011_000000	"Now what do you mean, Jake?" grandmother asked sharply.	"Now what do you mean, Jake?" grandmother asked sharply.	true	256.14	259.39	21.350286
2004_147967_000012_000000	"Well, mam, I found Krajiek's axe under the manger, and I picks it up and carries it over to the corpse, and I take my oath it just fit the gash in the front of the old man's face.	"Well, mam, I found Krajiek's axe under the manger, and I picks it up and carries it over to the corpse, and I take my oath it just fit the gash in the front of the old man's face.	false	259.82	269.26	22
2004_147967_000012_000001	That there Krajiek had been sneakin' round, pale and quiet, and when he seen me examinin' the axe, he begun whimperin', 'My God, man, don't do that!' 'I reckon I'm a-goin' to look into this,' says I. Then he begun to squeal like a rat and run about wringin' his hands.	That there Krajiek had been sneakin' round, pale and quiet, and when he seen me examinin' the axe, he begun whimperin', 'My God, man, don't do that!' 'I reckon I'm a goin' to look into this,' says i Then he begun to squeal like a rat and run about wringin' his hands.	false	269.93	285.16	23.755468
2004_147967_000012_000002	'They'll hang me!' says he.	'They'll hang me!' says he.	true	285.35	286.87	17.307602
2004_147967_000012_000003	'My God, they'll hang me sure!'"	'My God, they'll hang me sure!'"	true	286.88	288.69	18.244587
2004_147967_000013_000000	Fuchs spoke up impatiently.	Fuchs spoke up impatiently.	false	288.69	291.33	26.24443
2004_147967_000013_000001	"Krajiek's gone silly, Jake, and so have you. The old man would n't have made all them preparations for Krajiek to murder him, would he?	"Krajiek's gone silly, Jake, and so have you. The old man would n't have made all them preparations for Krajiek to murder him, would he?	false	291.33	298.96	19.875847
2004_147967_000013_000002	It don't hang together.	It don't hang together.	false	299.06	300.52	21.686573
2004_147967_000013_000003	The gun was right beside him when Ambrosch found him."	The gun was right beside him when Ambrosch found him."	true	300.74	303.48	19.706148
2004_147967_000014_000000	"Krajiek could 'a' put it there, could n't he?" Jake demanded.	"Krajiek could 'a' put it there, could n't he?" Jake demanded.	false	303.48	307.66	23.689018
2004_147967_000015_000000	Grandmother broke in excitedly: "See here, Jake Marpole, don't you go trying to add murder to suicide.	Grandmother broke in excitedly: "See here, Jake Marpole, don't you go trying to add murder to suicide.	true	307.88	313.87	21.650026
2004_147967_000015_000001	We're deep enough in trouble.	We're deep enough in trouble.	true	314.24	315.88	20.906591
2004_147967_000015_000002	Otto reads you too many of them detective stories."	Otto reads you too many of them detective stories."	true	316.01	318.73	21
2004_147967_000016_000000	"It will be easy to decide all that, Emmaline," said grandfather quietly. "If he shot himself in the way they think, the gash will be torn from the inside outward."	"It will be easy to decide all that, Emmaline," said grandfather quietly. "If he shot himself in the way they think, the gash will be torn from the inside outward."	false	319.64	328.3	20.932579
2004_147967_000017_000000	"Just so it is, Mr. Burden," Otto affirmed.	"Just so it is, mr Burden," Otto affirmed.	true	329.66	332.4	18.037746
2004_147967_000017_000001	"I seen bunches of hair and stuff sticking to the poles and straw along the roof.	"I seen bunches of hair and stuff sticking to the poles and straw along the roof.	false	332.4	336.73	18
2004_147967_000017_000002	They was blown up there by gunshot, no question."	They was blown up there by gunshot, no question."	true	336.86	339.97	26.504917
2004_147967_000018_000000	Grandmother told grandfather she meant to go over to the Shimerdas with him.	Grandmother told grandfather she meant to go over to the Shimerdas with him.	false	340.7	344.68	20.11747
2004_147967_000019_000000	"There is nothing you can do," he said doubtfully.	"There is nothing you can do," he said doubtfully.	true	345.29	347.65	18
2004_147967_000019_000001	"The body can't be touched until we get the coroner here from Black Hawk, and that will be a matter of several days, this weather."	"The body can't be touched until we get the coroner here from Black Hawk, and that will be a matter of several days, this weather."	true	347.72	354.13	22.223404
2004_147967_000020_000000	"Well, I can take them some victuals, anyway, and say a word of comfort to them poor little girls.	"Well, I can take them some victuals, anyway, and say a word of comfort to them poor little girls.	true	354.86	359.44	21
2004_147967_000020_000001	The oldest one was his darling, and was like a right hand to him.	The oldest one was his darling, and was like a right hand to him.	true	360.92	364.66	25.927265
2004_147967_000020_000002	He might have thought of her.	He might have thought of her.	true	364.79	365.88	18.154627
2004_147967_000020_000003	He's left her alone in a hard world." She glanced distrustfully at Ambrosch, who was now eating his breakfast at the kitchen table.	He's left her alone in a hard world." She glanced distrustfully at Ambrosch, who was now eating his breakfast at the kitchen table.	true	365.88	373.98	20.748827
2004_147967_000021_000000	Fuchs, although he had been up in the cold nearly all night, was going to make the long ride to Black Hawk to fetch the priest and the coroner.	Fuchs, although he had been up in the cold nearly all night, was going to make the long ride to Black Hawk to fetch the priest and the coroner.	false	373.98	382.81	23.285654
2004_147967_000021_000001	On the gray gelding, our best horse, he would try to pick his way across the country with no roads to guide him.	On the gray gelding, our best horse, he would try to pick his way across the country with no roads to guide him.	true	383.06	389.26	24
2004_147967_000022_000000	"Don't you worry about me, Mrs. Burden," he said cheerfully, as he put on a second pair of socks.	"Don't you worry about me, mrs Burden," he said cheerfully, as he put on a second pair of socks.	true	390.08	395.32	22
2004_147967_000022_000001	"I've got a good nose for directions, and I never did need much sleep.	"I've got a good nose for directions, and I never did need much sleep.	true	395.45	399.19	22.948696
2004_147967_000022_000002	It's the gray I'm worried about.	It's the gray I'm worried about.	true	399.32	401.115	19.304565
2004_147967_000022_000003	I'll save him what I can, but it'll strain him, as sure as I'm telling you!"	I'll save him what I can, but it'll strain him, as sure as I'm telling you!"	false	401.115	405.22	22
2004_147967_000023_000000	"This is no time to be over-considerate of animals, Otto; do the best you can for yourself.	"This is no time to be over considerate of animals, Otto; do the best you can for yourself.	true	405.74	410.89	18
2004_147967_000023_000001	Stop at the Widow Steavens's for dinner.	Stop at the Widow Steavens's for dinner.	true	410.9	412.86	25
2004_147967_000023_000002	She's a good woman, and she'll do well by you."	She's a good woman, and she'll do well by you."	true	412.86	415.24	12
2004_147967_000024_000000	After Fuchs rode away, I was left with Ambrosch.	After Fuchs rode away, I was left with Ambrosch.	true	416.69	420.07	21.069876
2004_147967_000024_000001	I saw a side of him I had not seen before.	I saw a side of him I had not seen before.	true	420.38	423.28	17.814247
2004_147967_000024_000002	He was deeply, even slavishly, devout.	He was deeply, even slavishly, devout.	true	423.59	426.55	23.595367
2004_147967_000024_000003	He did not say a word all morning, but sat with his rosary in his hands, praying, now silently, now aloud.	He did not say a word all morning, but sat with his rosary in his hands, praying, now silently, now aloud.	true	426.68	434.4	20.037485
2004_147967_000024_000004	He never looked away from his beads, nor lifted his hands except to cross himself.	He never looked away from his beads, nor lifted his hands except to cross himself.	true	434.4	439.39	22.605581
2004_147967_000024_000005	Several times the poor boy fell asleep where he sat, wakened with a start, and began to pray again.	Several times the poor boy fell asleep where he sat, wakened with a start, and began to pray again.	true	439.97	446.38	26.287596
2004_147967_000025_000000	No wagon could be got to the Shimerdas' until a road was broken, and that would be a day's job.	No wagon could be got to the Shimerdas' until a road was broken, and that would be a day's job.	true	447.41	453.31	22.642399
2004_147967_000025_000001	Grandfather came from the barn on one of our big black horses, and Jake lifted grandmother up behind him.	Grandfather came from the barn on one of our big black horses, and Jake lifted grandmother up behind him.	true	453.5	459.88	22.209707
2004_147967_000025_000002	She wore her black hood and was bundled up in shawls.	She wore her black hood and was bundled up in shawls.	true	460.19	463.6	26.226439
2004_147967_000025_000003	Grandfather tucked his bushy white beard inside his overcoat.	Grandfather tucked his bushy white beard inside his overcoat.	true	464.15	468.22	23.491602
2004_147967_000025_000004	They looked very Biblical as they set off, I thought.	They looked very Biblical as they set off, I thought.	true	468.29	471.16	23.598211
2004_147967_000025_000005	Jake and Ambrosch followed them, riding the other black and my pony, carrying bundles of clothes that we had got together for Mrs. Shimerda.	Jake and Ambrosch followed them, riding the other black and my pony, carrying bundles of clothes that we had got together for mrs Shimerda.	false	471.62	480.15	19.338715
2004_147967_000025_000006	I watched them go past the pond and over the hill by the drifted cornfield.	I watched them go past the pond and over the hill by the drifted cornfield.	true	480.15	484.66	23.6687
2004_147967_000025_000007	Then, for the first time, I realized that I was alone in the house.	Then, for the first time, I realized that I was alone in the house.	true	485.18	489.19	19
2004_147967_000026_000000	I felt a considerable extension of power and authority, and was anxious to acquit myself creditably.	I felt a considerable extension of power and authority, and was anxious to acquit myself creditably.	true	490.88	497.38	23
2004_147967_000026_000001	I carried in cobs and wood from the long cellar, and filled both the stoves.	I carried in cobs and wood from the long cellar, and filled both the stoves.	true	498.5	503.2	17.381947
2004_147967_000026_000002	I remembered that in the hurry and excitement of the morning nobody had thought of the chickens, and the eggs had not been gathered.	I remembered that in the hurry and excitement of the morning nobody had thought of the chickens, and the eggs had not been gathered.	true	503.36	510.19	21.292206
2004_147967_000026_000003	Going out through the tunnel, I gave the hens their corn, emptied the ice from their drinking-pan, and filled it with water.	Going out through the tunnel, I gave the hens their corn, emptied the ice from their drinking pan, and filled it with water.	true	510.71	517.84	21.95181
2004_147967_000026_000004	After the cat had had his milk, I could think of nothing else to do, and I sat down to get warm.	After the cat had had his milk, I could think of nothing else to do, and I sat down to get warm.	true	518.09	523.75	23.238907
2004_147967_000026_000005	The quiet was delightful, and the ticking clock was the most pleasant of companions.	The quiet was delightful, and the ticking clock was the most pleasant of companions.	true	524.09	529	27.157713
2004_147967_000026_000006	I got "Robinson Crusoe" and tried to read, but his life on the island seemed dull compared with ours.	I got "Robinson Crusoe" and tried to read, but his life on the island seemed dull compared with ours.	true	529.52	535.03	21
2004_147967_000026_000007	Presently, as I looked with satisfaction about our comfortable sitting-room, it flashed upon me that if Mr. Shimerda's soul were lingering about in this world at all, it would be here, in our house, which had been more to his liking than any other in the neighborhood.	Presently, as I looked with satisfaction about our comfortable sitting room, it flashed upon me that if mr Shimerda's soul were lingering about in this world at all, it would be here, in our house, which had been more to his liking than any other in the neighborhood.	false	535.52	550.06	21
2004_147967_000026_000008	I remembered his contented face when he was with us on Christmas Day.	I remembered his contented face when he was with us on Christmas Day.	false	550.61	554.71	21
2004_147967_000026_000009	If he could have lived with us, this terrible thing would never have happened.	If he could have lived with us, this terrible thing would never have happened.	true	555.2	559.21	20.867533
2004_147967_000027_000000	I knew it was homesickness that had killed Mr. Shimerda, and I wondered whether his released spirit would not eventually find its way back to his own country.	I knew it was homesickness that had killed mr Shimerda, and I wondered whether his released spirit would not eventually find its way back to his own country.	true	561.2	570.52	21.212124
2004_147967_000027_000001	I thought of how far it was to Chicago, and then to Virginia, to Baltimore,--and then the great wintry ocean.	I thought of how far it was to Chicago, and then to Virginia, to Baltimore,--and then the great wintry ocean.	true	571.16	578.47	20.756647
2004_147967_000027_000002	No, he would not at once set out upon that long journey.	No, he would not at once set out upon that long journey.	true	579.32	583.33	20.710869
