2628_109663_000000_000000	"Very well.	"Very well.	false	0	0.54	-20
2628_109663_000000_000001	It's a tropical concern.	It's a tropical concern.	false	0.54	1.68	14.569456
2628_109663_000000_000002	See hundreds of 'em around Punta every day.	See hundreds of 'em around Punta every day.	false	1.68	3.54	10
2628_109663_000000_000003	Here's the name on this tag tied to it.	Here's the name on this tag tied to it.	false	3.54	5.85	20.41722
2628_109663_000000_000004	Know any Spanish, Trysdale?"	Know any Spanish, Trysdale?"	false	5.85	6.96	8
2628_109663_000001_000000	"No," said Trysdale, with the bitter wraith of a smile--"Is it Spanish?"	"No," said Trysdale, with the bitter wraith of a smile-"Is it Spanish?"	false	6.96	10.77	22.022093
2628_109663_000002_000000	"Yes.	"Yes.	false	10.77	11.1	6
2628_109663_000002_000001	The natives imagine the leaves are reaching out and beckoning to you.	The natives imagine the leaves are reaching out and beckoning to you.	false	11.1	15.03	19.493193
2628_109663_000002_000002	They call it by this name--Ventomarme.	They call it by this name-Ventomarme.	false	15.03	18.12	18.890707
2628_109663_000002_000003	Name means in English, 'Come and take me.'"	Name means in English, 'Come and take me.'"	false	18.12	23.25	19.728952
2628_109663_000003_000000	THE DETECTIVE DETECTOR	THE DETECTIVE DETECTOR	true	23.25	25.66	21.944288
2628_109663_000004_000000	I was walking in Central Park with Avery Knight, the great New York burglar, highwayman, and murderer.	I was walking in Central Park with Avery Knight, the great New York burglar, highwayman, and murderer.	true	25.88	32.5	19.039944
2628_109663_000005_000000	"But, my dear Knight," said I, "it sounds incredible.	"But, my dear Knight," said I, "it sounds incredible.	true	33.17	36.22	21.011423
2628_109663_000005_000001	You have undoubtedly performed some of the most wonderful feats in your profession known to modern crime.	You have undoubtedly performed some of the most wonderful feats in your profession known to modern crime.	true	36.59	42.16	15
2628_109663_000005_000002	You have committed some marvellous deeds under the very noses of the police--you have boldly entered the homes of millionaires and held them up with an empty gun while you made free with their silver and jewels; you have sandbagged citizens in the glare of Broadway's electric lights; you have killed and robbed with superb openness and absolute impunity--but when you boast that within forty-eight hours after committing a murder you can run down and actually bring me face to face with the detective assigned to apprehend you, I must beg leave to express my doubts--remember, you are in New York."	You have committed some marvellous deeds under the very noses of the police-you have boldly entered the homes of millionaires and held them up with an empty gun while you made free with their silver and jewels; you have sandbagged citizens in the glare of Broadway's electric lights; you have killed and robbed with superb openness and absolute impunity-but when you boast that within forty eight hours after committing a murder you can run down and actually bring me face to face with the detective assigned to apprehend you, I must beg leave to express my doubts-remember, you are in New York."	false	42.35	79.39	18.630444
2628_109663_000006_000000	Avery Knight smiled indulgently.	Avery Knight smiled indulgently.	true	80.15	82.35	15.746587
2628_109663_000007_000000	"You pique my professional pride, doctor," he said in a nettled tone. "I will convince you."	"You pique my professional pride, doctor," he said in a nettled tone. "I will convince you."	true	82.35	89.14	20.176622
2628_109663_000008_000000	About twelve yards in advance of us a prosperous-looking citizen was rounding a clump of bushes where the walk curved.	About twelve yards in advance of us a prosperous looking citizen was rounding a clump of bushes where the walk curved.	true	90.14	97.15	20
2628_109663_000008_000001	Knight suddenly drew a revolver and shot the man in the back.	Knight suddenly drew a revolver and shot the man in the back.	false	97.58	101.23	18.428343
2628_109663_000008_000002	His victim fell and lay without moving.	His victim fell and lay without moving.	true	101.51	104.59	18.111809
2628_109663_000009_000000	The great murderer went up to him leisurely and took from his clothes his money, watch, and a valuable ring and cravat pin.	The great murderer went up to him leisurely and took from his clothes his money, watch, and a valuable ring and cravat pin.	false	105.17	112.51	16.186106
2628_109663_000009_000001	He then rejoined me smiling calmly, and we continued our walk.	He then rejoined me smiling calmly, and we continued our walk.	true	112.67	117.07	17.886591
2628_109663_000010_000000	Ten steps and we met a policeman running toward the spot where the shot had been fired.	Ten steps and we met a policeman running toward the spot where the shot had been fired.	false	117.95	122.62	19.711542
2628_109663_000010_000001	Avery Knight stopped him.	Avery Knight stopped him.	true	122.96	124.96	23.224052
2628_109663_000011_000000	"I have just killed a man," he announced, seriously, "and robbed him of his possessions."	"I have just killed a man," he announced, seriously, "and robbed him of his possessions."	false	125.33	130.35	19.126919
2628_109663_000012_000000	"G'wan," said the policeman, angrily, "or I'll run yez in!	"G'wan," said the policeman, angrily, "or I'll run yez in!	false	130.35	134.2	17.417921
2628_109663_000012_000001	Want yer name in the papers, don't yez?	Want yer name in the papers, don't yez?	false	134.75	137.58	21.772772
2628_109663_000012_000002	I never knew the cranks to come around so quick after a shootin' before.	I never knew the cranks to come around so quick after a shootin' before.	true	137.58	141.49	19
2628_109663_000012_000003	Out of th' park, now, for yours, or I'll fan yez."	Out of t h' park, now, for yours, or I'll fan yez."	false	141.71	146.34	18.870752
2628_109663_000013_000000	"What you have done," I said, argumentatively, as Knight and I walked on, "was easy.	"What you have done," I said, argumentatively, as Knight and I walked on, "was easy.	true	146.34	151.59	19.261074
2628_109663_000013_000001	But when you come to the task of hunting down the detective that they send upon your trail you will find that you have undertaken a difficult feat."	But when you come to the task of hunting down the detective that they send upon your trail you will find that you have undertaken a difficult feat."	true	151.59	159.22	18
2628_109663_000014_000000	"Perhaps so," said Knight, lightly.	"Perhaps so," said Knight, lightly.	true	160.01	162.06	16.488512
2628_109663_000014_000001	"I will admit that my success depends in a degree upon the sort of man they start after me.	"I will admit that my success depends in a degree upon the sort of man they start after me.	true	162.06	167.05	14
