8066_114256_000000_000000	"You can do thirty miles a day.	"You can do thirty miles a day.	false	0	3.03	25.483603
8066_114256_000000_000001	I know you as a mountain man.	I know you as a mountain man.	false	3.03	5.46	21.23884
8066_114256_000000_000002	Ride! To-morrow I start east to Laramie--and you start west for Oregon!"	Ride! To morrow I start east to Laramie-and you start west for Oregon!"	false	5.46	9.81	21.6734
8066_114256_000001_000000	And in the morning following two riders left Bridger's for the trail. They parted, each waving a hand to the other.	And in the morning following two riders left Bridger's for the trail. They parted, each waving a hand to the other.	false	9.81	22.89	22.953321
8066_114256_000002_000000	CHAPTER XLIII	CHAPTER forty three	true	22.89	24.43	26.67882
8066_114256_000003_000000	THE KILLER KILLED	THE KILLER KILLED	true	25.25	27.34	21.626616
8066_114256_000004_000000	A rough low cabin of logs, hastily thrown together, housed through the winter months of the Sierra foothills the two men who now, in the warm days of early June, sat by the primitive fireplace cooking a midday meal.	A rough low cabin of logs, hastily thrown together, housed through the winter months of the Sierra foothills the two men who now, in the warm days of early June, sat by the primitive fireplace cooking a midday meal.	true	28.31	42.16	21.814758
8066_114256_000004_000001	The older man, thin, bearded, who now spun a side of venison ribs on a cord in front of the open fire, was the mountain man, Bill Jackson, as anyone might tell who ever had seen him, for he had changed but little.	The older man, thin, bearded, who now spun a side of venison ribs on a cord in front of the open fire, was the mountain man, Bill Jackson, as anyone might tell who ever had seen him, for he had changed but little.	false	42.68	57.04	20.143303
8066_114256_000005_000000	That his companion, younger, bearded, dressed also in buckskins, was Will Banion it would have taken closer scrutiny even of a friend to determine, so much had the passing of these few months altered him in appearance and in manner.	That his companion, younger, bearded, dressed also in buckskins, was Will Banion it would have taken closer scrutiny even of a friend to determine, so much had the passing of these few months altered him in appearance and in manner.	true	57.29	71.95	21.393646
8066_114256_000005_000001	Once light of mien, now he smiled never at all.	Once light of mien, now he smiled never at all.	true	72.35	76.24	20.823654
8066_114256_000005_000002	For hours he would seem to go about his duties as an automaton.	For hours he would seem to go about his duties as an automaton.	true	76.58	80.17	14
8066_114256_000005_000003	He spoke at last to his ancient and faithful friend, kindly as ever, and with his own alertness and decision.	He spoke at last to his ancient and faithful friend, kindly as ever, and with his own alertness and decision.	true	80.57	87.43	23.374582
8066_114256_000006_000000	"Let's make it our last meal on the Trinity, Bill.	"Let's make it our last meal on the Trinity, Bill.	true	87.62	90.64	24.02348
8066_114256_000006_000001	What do you say?"	What do you say?"	true	90.65	91.69	18.91865
8066_114256_000007_000000	"Why?	"Why?	true	92.03	93.07	22.132648
8066_114256_000007_000001	What's eatin' ye, boy?	What's eatin' ye, boy?	true	93.14	94.575	22.025625
8066_114256_000007_000002	Gittin' restless agin?"	Gittin' restless agin?"	false	94.575	96.84	20.4222
8066_114256_000008_000000	"Yes, I want to move."	"Yes, I want to move."	true	96.84	98.77	22.965939
8066_114256_000009_000000	"Most does."	"Most does."	true	99.26	100.51	26.50791
8066_114256_000010_000000	"We've got enough, Bill.	"We've got enough, Bill.	true	100.7	102.04	30.611742
8066_114256_000010_000001	The last month has been a crime.	The last month has been a crime.	true	102.23	104.23	22.654543
8066_114256_000010_000002	The spring snows uncovered a fortune for us, and you know it!"	The spring snows uncovered a fortune for us, and you know it!"	true	104.54	108.03	22
8066_114256_000011_000000	"Oh, yes, eight hundred in one day ain't bad for two men that never had saw a gold pan a year ago.	"Oh, yes, eight hundred in one day ain't bad for two men that never had saw a gold pan a year ago.	false	108.03	115.66	17.88884
