7188_104637_000000_000000	A loud explosion sounded in Tad Butler's ears, then sudden darkness overwhelmed him.	A loud explosion sounded in Tad Butler's ears, then sudden darkness overwhelmed him.	false	4.47	22.47	23.527077
7188_104637_000001_000000	CHAPTER VI	CHAPTER six	true	22.47	23.355	26.45981
7188_104637_000002_000000	LOST IN THE ROSEBUD RANGE	LOST IN THE ROSEBUD RANGE	true	23.355	28.03	17.731123
7188_104637_000003_000000	"Whoa, Pink-eye!" muttered the lad, stirring restlessly.	"Whoa, Pink eye!" muttered the lad, stirring restlessly.	true	28.61	32.86	21.615189
7188_104637_000003_000001	"I'll get him next time.	"I'll get him next time.	true	32.93	34.245	17
7188_104637_000003_000002	Look out, he's charging us.	Look out, he's charging us.	true	34.245	35.64	16
7188_104637_000003_000003	Oh!"	Oh!"	false	35.64	37.32	23.516136
7188_104637_000004_000000	The boy suddenly opened his eyes.	The boy suddenly opened his eyes.	true	37.32	39.37	15
7188_104637_000004_000001	The darkness about him was deep and impenetrable and he was conscious of a heavy weight on his chest.	The darkness about him was deep and impenetrable and he was conscious of a heavy weight on his chest.	true	39.47	45.37	25.19992
7188_104637_000004_000002	What it was, he did not know, and some moments passed before he had recovered sufficiently to form an intelligent idea of what had happened.	What it was, he did not know, and some moments passed before he had recovered sufficiently to form an intelligent idea of what had happened.	false	45.8	54.1	21.395937
7188_104637_000005_000000	All at once he recollected.	All at once he recollected.	true	54.35	56.11	22.715921
7188_104637_000006_000000	"It was the bear," he murmured.	"It was the bear," he murmured.	true	56.18	58.51	21.997824
7188_104637_000006_000001	"I wonder if I am dead!"	"I wonder if I am dead!"	false	58.55	60.36	20.386686
7188_104637_000007_000000	No, he could feel the ground under him, and a rock that his right hand rested on, felt cold and chilling.	No, he could feel the ground under him, and a rock that his right hand rested on, felt cold and chilling.	true	60.36	67.6	21.762861
7188_104637_000007_000001	But what of the pressure on his chest?	But what of the pressure on his chest?	true	68.48	70.9	26.596457
7188_104637_000008_000000	Cautiously the lad moved a hand toward the object that was holding him down.	Cautiously the lad moved a hand toward the object that was holding him down.	false	71.87	76.12	19.39183
7188_104637_000008_000001	His fingers lightly touched it.	His fingers lightly touched it.	true	76.49	78.58	28.290592
7188_104637_000009_000000	Tad could scarce repress a yell.	Tad could scarce repress a yell.	true	78.95	81.61	23.60848
7188_104637_000010_000000	It was the head of the bear that was resting on him, and he had no idea whether the animal were dead or asleep, awaiting the moment when the lad should stir again to fasten its cruel teeth into his body.	It was the head of the bear that was resting on him, and he had no idea whether the animal were dead or asleep, awaiting the moment when the lad should stir again to fasten its cruel teeth into his body.	false	82.55	95.98	22.479763
7188_104637_000011_000000	The boy was satisfied, however, that by exerting all his strength he would be able to pull himself away before the beast could awaken, even, providing it were still alive.	The boy was satisfied, however, that by exerting all his strength he would be able to pull himself away before the beast could awaken, even, providing it were still alive.	true	96.5	108.04	23.449348
7188_104637_000012_000000	First he sought cautiously for his weapon, his fingers groping about over the ground at his right hand.	First he sought cautiously for his weapon, his fingers groping about over the ground at his right hand.	true	108.83	116.2	24.325172
7188_104637_000012_000001	He could not find it.	He could not find it.	true	116.69	118.06	39.44219
7188_104637_000012_000002	Undoubtedly it had fallen underneath the bear.	Undoubtedly it had fallen underneath the bear.	true	118.82	121.63	24.550726
7188_104637_000013_000000	Tad determined to mate a desperate effort to escape.	Tad determined to mate a desperate effort to escape.	false	122.15	125.98	26.053143
7188_104637_000013_000001	He felt as if his hair were standing on end.	He felt as if his hair were standing on end.	true	126.38	129.27	19.572605
7188_104637_000014_000000	With a cry that he could not keep back, the lad whirled over and sprang to his feet.	With a cry that he could not keep back, the lad whirled over and sprang to his feet.	false	129.27	135.99	25.569597
7188_104637_000014_000001	As he did so he leaped away, running with all his might until he had put some distance between himself and the prostrate animal.	As he did so he leaped away, running with all his might until he had put some distance between himself and the prostrate animal.	true	135.99	142.75	19
7188_104637_000015_000000	Realizing that he was not being followed, Tad brought up sharply and dodged behind a tree.	Realizing that he was not being followed, Tad brought up sharply and dodged behind a tree.	false	143.12	149.8	19.459053
7188_104637_000015_000001	There he stood listening intently for several minutes.	There he stood listening intently for several minutes.	true	150.62	154	22
7188_104637_000016_000000	Not a sound disturbed the stillness of the night.	Not a sound disturbed the stillness of the night.	true	154.58	157.57	18
7188_104637_000016_000001	The leaves of the trees hung limp and lifeless, for no breeze was stirring.	The leaves of the trees hung limp and lifeless, for no breeze was stirring.	true	157.7	162.79	22.207985
7188_104637_000017_000000	"I wonder if he's dead," whispered the lad, almost afraid to trust his voice out loud.	"I wonder if he's dead," whispered the lad, almost afraid to trust his voice out loud.	true	163.16	168.73	20
7188_104637_000017_000001	"Maybe that shot finished him.	"Maybe that shot finished him.	true	168.83	170.65	24.583315
7188_104637_000017_000002	I must find out somehow."	I must find out somehow."	true	171.02	172.77	17
7188_104637_000018_000000	Tad searched his clothes for matches, finally finding his match safe.	Tad searched his clothes for matches, finally finding his match safe.	true	172.77	177.25	22.00415
