3645_186230_000000_000000	"Nonsense," said Beth.	"Nonsense," said Beth.	false	0	1.11	20.45149
3645_186230_000000_000001	"She has said she wouldn't accept a penny of it, and I'm positive she'll keep her word."	"She has said she wouldn't accept a penny of it, and I'm positive she'll keep her word."	false	1.11	16.53	18.601528
3645_186230_000001_000000	CHAPTER XVII.	CHAPTER seventeen.	true	16.53	17.82	16
3645_186230_000002_000000	AUNT JANE'S HEIRESS.	AUNT JANE'S HEIRESS.	true	17.82	19.15	11
3645_186230_000003_000000	"Silas," said Aunt Jane to her lawyer, the next morning after her interview with Patsy, "I'm ready to have you draw up my will."	"Silas," said Aunt Jane to her lawyer, the next morning after her interview with Patsy, "I'm ready to have you draw up my will."	true	19.67	26.35	18.972086
3645_186230_000004_000000	Mr. Watson gave a start of astonishment.	mr Watson gave a start of astonishment.	true	26.9	29.38	20.97589
3645_186230_000004_000001	In his own mind he had arrived at the conclusion that the will would never be executed, and to have Miss Merrick thus suddenly declare her decision was enough to startle even the lawyer's natural reserve.	In his own mind he had arrived at the conclusion that the will would never be executed, and to have Miss Merrick thus suddenly declare her decision was enough to startle even the lawyer's natural reserve.	true	29.54	39.34	17
3645_186230_000005_000000	"Very well, Jane," he said, briefly.	"Very well, Jane," he said, briefly.	true	39.89	42.37	20.164982
3645_186230_000006_000000	They were alone in the invalid's morning room, Phibbs having been asked to retire.	They were alone in the invalid's morning room, Phibbs having been asked to retire.	true	42.77	46.99	18.688988
3645_186230_000007_000000	"There is no use disguising the fact, Silas, that I grow weaker every day, and the numbness is creeping nearer and nearer to my heart," said Miss Merrick, in her usual even tones.	"There is no use disguising the fact, Silas, that I grow weaker every day, and the numbness is creeping nearer and nearer to my heart," said Miss Merrick, in her usual even tones.	true	47.75	56.77	18
3645_186230_000007_000001	"It is folly for me to trifle with these few days of grace yet allowed me, and I have fully made up my mind as to the disposition of my property."	"It is folly for me to trifle with these few days of grace yet allowed me, and I have fully made up my mind as to the disposition of my property."	false	56.96	64.15	19
3645_186230_000008_000000	"Yes?" he said, enquiringly, and drew from his pocket a pencil and paper.	"Yes?" he said, enquiringly, and drew from his pocket a pencil and paper.	true	65.06	69.67	21.327347
3645_186230_000009_000000	"I shall leave to my niece Louise five thousand dollars."	"I shall leave to my niece Louise five thousand dollars."	true	70.46	73.72	19
3645_186230_000010_000000	"Yes, Jane," jotting down the memorandum.	"Yes, Jane," jotting down the memorandum.	true	74.24	76.69	20.611904
3645_186230_000011_000000	"And to Elizabeth a like sum."	"And to Elizabeth a like sum."	true	77.09	79.12	21.321783
3645_186230_000012_000000	The lawyer seemed disappointed.	The lawyer seemed disappointed.	true	79.16	80.745	21.990788
3645_186230_000012_000001	He tapped the pencil against his teeth, musingly, for a moment, and then wrote down the amount.	He tapped the pencil against his teeth, musingly, for a moment, and then wrote down the amount.	true	80.745	85.33	19.989325
3645_186230_000013_000000	"Also to my brother, John Merrick, the sum of five thousand dollars," she resumed.	"Also to my brother, john Merrick, the sum of five thousand dollars," she resumed.	true	85.91	90.7	20.991001
3645_186230_000014_000000	"To your brother?"	"To your brother?"	true	90.86	91.87	23.313366
3645_186230_000015_000000	"Yes.	"Yes.	true	92.39	92.91	15.4289465
3645_186230_000015_000001	That should be enough to take care of him as long as he lives. He seems quite simple in his tastes, and he is an old man."	That should be enough to take care of him as long as he lives. He seems quite simple in his tastes, and he is an old man."	true	92.91	98.56	17
3645_186230_000016_000000	The lawyer wrote it down.	The lawyer wrote it down.	true	98.99	100.33	18.257078
3645_186230_000017_000000	"All my other remaining property, both real and personal, I shall leave to my niece, Patricia Doyle."	"All my other remaining property, both real and personal, I shall leave to my niece, Patricia Doyle."	true	101.15	106.69	19
3645_186230_000018_000000	"Jane!"	"Jane!"	true	107.45	108.34	21.288338
3645_186230_000019_000000	"Did you hear me?"	"Did you hear me?"	true	108.83	109.9	21.291292
3645_186230_000020_000000	"Yes."	"Yes."	true	110.45	111.37	22.064915
3645_186230_000021_000000	"Then do as I bid you, Silas Watson."	"Then do as I bid you, Silas Watson."	true	111.59	113.77	21.086481
3645_186230_000022_000000	He leaned back in his chair and looked at her thoughtfully.	He leaned back in his chair and looked at her thoughtfully.	true	114.44	117.28	21.566198
3645_186230_000023_000000	"I am not only your lawyer, Jane; I am also your friend and counsellor.	"I am not only your lawyer, Jane; I am also your friend and counsellor.	true	117.92	121.72	17
3645_186230_000023_000001	Do you realize what this bequest means?" he asked, gently.	Do you realize what this bequest means?" he asked, gently.	true	121.91	125.17	19.396183
