1509_145742_000000_000000	BLOCKHEAD-HANS	BLOCKHEAD HANS	true	31.32	32.8	20.02475
1509_145742_000001_000000	Far away in the country lay an old manor-house where lived an old squire who had two sons.	Far away in the country lay an old manor house where lived an old squire who had two sons.	true	34.91	41.02	16
1509_145742_000001_000001	They thought themselves so clever, that if they had known only half of what they did know, it would have been quite enough. They both wanted to marry the King's daughter, for she had proclaimed that she would have for her husband the man who knew best how to choose his words.	They thought themselves so clever, that if they had known only half of what they did know, it would have been quite enough. They both wanted to marry the King's daughter, for she had proclaimed that she would have for her husband the man who knew best how to choose his words.	true	41.45	58.39	18.704659
1509_145742_000002_000000	Both prepared for the wooing a whole week, which was the longest time allowed them; but, after all, it was quite long enough, for they both had preparatory knowledge, and everyone knows how useful that is.	Both prepared for the wooing a whole week, which was the longest time allowed them; but, after all, it was quite long enough, for they both had preparatory knowledge, and everyone knows how useful that is.	true	58.88	71.92	18.98456
1509_145742_000002_000001	One knew the whole Latin dictionary and also three years' issue of the daily paper of the town off by heart, so that he could repeat it all backwards or forwards as you pleased.	One knew the whole Latin dictionary and also three years' issue of the daily paper of the town off by heart, so that he could repeat it all backwards or forwards as you pleased.	true	72.47	83.62	19.420061
1509_145742_000002_000002	The other had worked at the laws of corporation, and knew by heart what every member of the corporation ought to know, so that he thought he could quite well speak on State matters and give his opinion.	The other had worked at the laws of corporation, and knew by heart what every member of the corporation ought to know, so that he thought he could quite well speak on State matters and give his opinion.	true	83.87	95.05	18.984283
1509_145742_000002_000003	He understood, besides this, how to embroider braces with roses and other flowers, and scrolls, for he was very ready with his fingers.	He understood, besides this, how to embroider braces with roses and other flowers, and scrolls, for he was very ready with his fingers.	true	95.51	103.45	18
1509_145742_000003_000000	'I shall win the king's daughter!' they both cried.	'I shall win the king's daughter!' they both cried.	true	103.85	107.02	18.791912
1509_145742_000004_000000	Their old father gave each of them a fine horse; the one who knew the dictionary and the daily paper by heart had a black horse, while the other who was so clever at corporation law had a milk-white one.	Their old father gave each of them a fine horse; the one who knew the dictionary and the daily paper by heart had a black horse, while the other who was so clever at corporation law had a milk white one.	false	107.45	120.79	20.488415
1509_145742_000004_000001	Then they oiled the corners of their mouths so that they might be able to speak more fluently.	Then they oiled the corners of their mouths so that they might be able to speak more fluently.	true	121.25	125.83	18.287941
1509_145742_000004_000002	All the servants stood in the courtyard and saw them mount their steeds, and here by chance came the third brother; for the squire had three sons, but nobody counted him with his brothers, for he was not so learned as they were, and he was generally called 'Blockhead-Hans.'	All the servants stood in the courtyard and saw them mount their steeds, and here by chance came the third brother; for the squire had three sons, but nobody counted him with his brothers, for he was not so learned as they were, and he was generally called 'Blockhead Hans.'	true	126.26	143.44	20.352095
1509_145742_000005_000000	'Oh, oh!' said Blockhead-Hans. 'Where are you off to?	'Oh, oh!' said Blockhead Hans. 'Where are you off to?	false	145.58	149.56	19.346094
1509_145742_000005_000001	You are in your Sunday-best clothes!'	You are in your Sunday best clothes!'	true	149.69	151.96	20.127605
1509_145742_000006_000000	'We are going to Court, to woo the Princess!	'We are going to Court, to woo the Princess!	true	152.18	154.72	22.966034
1509_145742_000006_000001	Don't you know what is known throughout all the country side?' And they told him all about it.	Don't you know what is known throughout all the country side?' And they told him all about it.	true	155.03	160.24	18.29031
1509_145742_000007_000000	'Hurrah!	'Hurrah!	true	160.64	161.535	21.041195
1509_145742_000007_000001	I'll go to!' cried Blockhead-Hans; and the brothers laughed at him and rode off.	I'll go to!' cried Blockhead Hans; and the brothers laughed at him and rode off.	true	161.535	166.78	24.71536
1509_145742_000008_000000	'Dear father!' cried Blockhead-Hans, 'I must have a horse too.	'Dear father!' cried Blockhead Hans, 'I must have a horse too.	true	167.18	171.43	20.27777
1509_145742_000008_000001	What a desire for marriage has seized me!	What a desire for marriage has seized me!	true	171.98	174.52	20
1509_145742_000008_000002	If she will have me, she WILL have me, and if she won't have me, I will have her.'	If she will have me, she WILL have me, and if she won't have me, I will have her.'	true	174.89	179.65	19.935452
1509_145742_000009_000000	'Stop that nonsense!' said the old man.	'Stop that nonsense!' said the old man.	true	179.81	182.83	21.591621
1509_145742_000009_000001	'I will not give you a horse. YOU can't speak; YOU don't know how to choose your words.	'I will not give you a horse. YOU can't speak; YOU don't know how to choose your words.	true	183.29	188.74	21.53824
1509_145742_000009_000002	Your brothers! Ah! they are very different lads!'	Your brothers! Ah! they are very different lads!'	true	189.11	192.94	22.582157
1509_145742_000010_000000	'Well,' said Blockhead-Hans, 'if I can't have a horse, I will take the goat which is mine; he can carry me!'	'Well,' said Blockhead Hans, 'if I can't have a horse, I will take the goat which is mine; he can carry me!'	true	193.55	200.41	20.403885
1509_145742_000011_000000	And he did so.	And he did so.	true	200.99	202.12	23.700287
1509_145742_000011_000001	He sat astride on the goat, struck his heels into its side, and went rattling down the high-road like a hurricane.	He sat astride on the goat, struck his heels into its side, and went rattling down the high road like a hurricane.	true	202.37	209.35	18.71681
1509_145742_000012_000000	'Hoppetty hop! what a ride!' Here I come!' shouted Blockhead-Hans, singing so that the echoes were roused far and near.	'Hoppetty hop! what a ride!' Here I come!' shouted Blockhead Hans, singing so that the echoes were roused far and near.	false	209.81	218.02	21.277039
1509_145742_000012_000001	But his brothers were riding slowly in front.	But his brothers were riding slowly in front.	true	218.48	221.08	16.85613
1509_145742_000012_000002	They were not speaking, but they were thinking over all the good things they were going to say, for everything had to be thought out.	They were not speaking, but they were thinking over all the good things they were going to say, for everything had to be thought out.	false	221.3	228.13	19.71061
1509_145742_000013_000000	'Hullo!' bawled Blockhead-Hans, 'here I am!	'Hullo!' bawled Blockhead Hans, 'here I am!	true	228.47	232.57	20.158743
1509_145742_000013_000001	Just look what I found on the road!'--and he showed them a dead crow which he had picked up.	Just look what I found on the road!'--and he showed them a dead crow which he had picked up.	true	232.64	238.03	22.306517
1509_145742_000014_000000	'Blockhead!' said his brothers, 'what are you going to do with it?'	'Blockhead!' said his brothers, 'what are you going to do with it?'	true	238.07	242.05	22.212965
1509_145742_000015_000000	'With the crow?	'With the crow?	true	242.45	243.52	26.75746
1509_145742_000015_000001	I shall give it to the Princess!'	I shall give it to the Princess!'	true	243.62	245.41	21
1509_145742_000016_000000	'Do so, certainly!' they said, laughing loudly and riding on.	'Do so, certainly!' they said, laughing loudly and riding on.	true	245.6	250.54	22.674913
1509_145742_000017_000000	'Slap! bang! here I am again!	'Slap! bang! here I am again!	true	250.76	253.35	21.607946
1509_145742_000017_000001	Look what I have just found!	Look what I have just found!	true	253.35	255.04	20.998346
1509_145742_000017_000002	You don't find such things every day on the road!' And the brothers turned round to see what in the world he could have found.	You don't find such things every day on the road!' And the brothers turned round to see what in the world he could have found.	true	255.2	261.55	18.457066
1509_145742_000018_000000	'Blockhead!' said they, 'that is an old wooden shoe without the top!	'Blockhead!' said they, 'that is an old wooden shoe without the top!	false	262.04	266.775	19.806608
1509_145742_000018_000001	Are you going to send that, too, to the Princess?'	Are you going to send that, too, to the Princess?'	true	266.775	269.44	22.56229
1509_145742_000019_000000	'Of course I shall!' returned Blockhead-Hans; and the brothers laughed and rode on a good way.	'Of course I shall!' returned Blockhead Hans; and the brothers laughed and rode on a good way.	true	269.9	276.1	19.530054
1509_145742_000020_000000	'Slap! bang! here I am!' cried Blockhead-Hans; 'better and better--it is really famous!'	'Slap! bang! here I am!' cried Blockhead Hans; 'better and better-it is really famous!'	true	277.22	283.69	20.85354
1509_145742_000021_000000	'What have you found now?' asked the brothers.	'What have you found now?' asked the brothers.	true	284.33	287.02	17.615835
1509_145742_000022_000000	'Oh,' said Blockhead-Hans, 'it is really too good!	'Oh,' said Blockhead Hans, 'it is really too good!	true	287.66	291.315	21.125551
1509_145742_000022_000001	How pleased the Princess will be!'	How pleased the Princess will be!'	true	291.315	293.41	25.661383
1509_145742_000023_000000	'Why!' said the brothers, 'this is pure mud, straight from the ditch.'	'Why!' said the brothers, 'this is pure mud, straight from the ditch.'	true	294.2	298.33	22.6445
1509_145742_000024_000000	'Of course it is!' said Blockhead-Hans, 'and it is the best kind!	'Of course it is!' said Blockhead Hans, 'and it is the best kind!	true	298.82	303.16	21
1509_145742_000024_000001	Look how it runs through one's fingers!' and, so saying, he filled his pocket with the mud.	Look how it runs through one's fingers!' and, so saying, he filled his pocket with the mud.	true	303.44	309.37	20.821384
1509_145742_000025_000000	But the brothers rode on so fast that dust and sparks flew all around, and they reached the gate of the town a good hour before Blockhead-Hans. Here came the suitors numbered according to their arrival, and they were ranged in rows, six in each row, and they were so tightly packed that they could not move their arms.	But the brothers rode on so fast that dust and sparks flew all around, and they reached the gate of the town a good hour before Blockhead Hans. Here came the suitors numbered according to their arrival, and they were ranged in rows, six in each row, and they were so tightly packed that they could not move their arms.	true	309.83	328.51	19.449673
1509_145742_000025_000001	This was a very good thing, for otherwise they would have torn each other in pieces, merely because the one was in front of the other.	This was a very good thing, for otherwise they would have torn each other in pieces, merely because the one was in front of the other.	true	328.73	336.07	20.463287
1509_145742_000026_000000	All the country people were standing round the King's throne, and were crowded together in thick masses almost out of the windows to see the Princess receive the suitors; and as each one came into the room all his fine phrases went out like a candle!	All the country people were standing round the King's throne, and were crowded together in thick masses almost out of the windows to see the Princess receive the suitors; and as each one came into the room all his fine phrases went out like a candle!	true	336.89	350.26	18
1509_145742_000027_000000	'It doesn't matter!' said the Princess. 'Away! out with him!'	'It doesn't matter!' said the Princess. 'Away! out with him!'	true	350.63	353.53	20.340454
1509_145742_000028_000000	At last she came to the row in which the brother who knew the dictionary by heart was, but he did not know it any longer; he had quite forgotten it in the rank and file.	At last she came to the row in which the brother who knew the dictionary by heart was, but he did not know it any longer; he had quite forgotten it in the rank and file.	true	354.14	363.64	19.543392
1509_145742_000028_000001	And the floor creaked, and the ceiling was all made of glass mirrors, so that he saw himself standing on his head, and by each window were standing three reporters and an editor; and each of them was writing down what was said, to publish it in the paper that came out and was sold at the street corners for a penny.	And the floor creaked, and the ceiling was all made of glass mirrors, so that he saw himself standing on his head, and by each window were standing three reporters and an editor; and each of them was writing down what was said, to publish it in the paper that came out and was sold at the street corners for a penny.	false	364.1	380.83	19
1509_145742_000028_000002	It was fearful, and they had made up the fire so hot that it was grilling.	It was fearful, and they had made up the fire so hot that it was grilling.	true	381.23	385.48	19.854492
1509_145742_000029_000000	'It is hot in here, isn't it!' said the suitor.	'It is hot in here, isn't it!' said the suitor.	true	386.15	388.57	25
1509_145742_000030_000000	'Of course it is!	'Of course it is!	true	388.82	390.07	19.130976
1509_145742_000030_000001	My father is roasting young chickens to-day!' said the Princess.	My father is roasting young chickens to day!' said the Princess.	true	390.14	394.14	21.824236
1509_145742_000031_000000	'Ahem!' There he stood like an idiot.	'Ahem!' There he stood like an idiot.	false	394.14	397.72	21.383234
1509_145742_000031_000001	He was not prepared for such a speech; he did not know what to say, although he wanted to say something witty.	He was not prepared for such a speech; he did not know what to say, although he wanted to say something witty.	true	398.06	403.83	21.285065
1509_145742_000031_000002	'Ahem!'	'Ahem!'	false	403.83	405.45	17.273685
1509_145742_000032_000000	'It doesn't matter!' said the Princess. 'Take him out!' and out he had to go.	'It doesn't matter!' said the Princess. 'Take him out!' and out he had to go.	true	405.45	409.84	19.212933
1509_145742_000033_000000	Now the other brother entered.	Now the other brother entered.	true	410.69	412.33	18.585463
1509_145742_000034_000000	'How hot it is!' he said.	'How hot it is!' he said.	true	412.64	414.52	19.471413
1509_145742_000035_000000	'Of course!	'Of course!	true	414.92	415.89	20.402073
1509_145742_000035_000001	We are roasting young chickens to-day!' remarked the Princess.	We are roasting young chickens to day!' remarked the Princess.	true	415.89	418.87	19
1509_145742_000036_000000	'How do you--um!' he said, and the reporters wrote down.	'How do you-um!' he said, and the reporters wrote down.	true	419.39	423.37	20.048698
1509_145742_000036_000001	'How do you--um.'	'How do you-um.'	true	423.62	424.6	20.0302
1509_145742_000037_000000	'It doesn't matter!' said the Princess. 'Take him out!'	'It doesn't matter!' said the Princess. 'Take him out!'	true	425.48	427.87	20.483047
1509_145742_000038_000000	Now Blockhead-Hans came in; he rode his goat right into the hall.	Now Blockhead Hans came in; he rode his goat right into the hall.	true	428.57	432.85	18.85785
1509_145742_000039_000000	'I say!	'I say!	true	433.16	434.65	18.381216
1509_145742_000039_000001	How roasting hot it is here!' said he.	How roasting hot it is here!' said he.	true	434.66	437.35	16.692276
1509_145742_000040_000000	'Of course!	'Of course!	true	437.69	438.75	22.336372
1509_145742_000040_000001	I am roasting young chickens to-day!' said the Princess.	I am roasting young chickens to day!' said the Princess.	true	438.75	442.12	16.347433
1509_145742_000041_000000	'That's good!' replied Blockhead-Hans; 'then can I roast a crow with them?'	'That's good!' replied Blockhead Hans; 'then can I roast a crow with them?'	true	442.49	446.71	23.057657
1509_145742_000042_000000	'With the greatest of pleasure!' said the Princess; 'but have you anything you can roast them in? for I have neither pot nor saucepan.'	'With the greatest of pleasure!' said the Princess; 'but have you anything you can roast them in? for I have neither pot nor saucepan.'	true	446.99	454.03	20.149158
1509_145742_000043_000000	'Oh, rather!' said Blockhead-Hans.	'Oh, rather!' said Blockhead Hans.	true	454.46	456.73	18.744377
1509_145742_000043_000001	'Here is a cooking implement with tin rings,' and he drew out the old wooden shoe, and laid the crow in it.	'Here is a cooking implement with tin rings,' and he drew out the old wooden shoe, and laid the crow in it.	true	456.74	462.55	18
1509_145742_000044_000000	'That is quite a meal!' said the Princess; 'but where shall we get the soup from?'	'That is quite a meal!' said the Princess; 'but where shall we get the soup from?'	true	462.95	467.2	19.189882
1509_145742_000045_000000	'I've got that in my pocket!' said Blockhead-Hans.	'I've got that in my pocket!' said Blockhead Hans.	false	467.57	470.41	22.819677
1509_145742_000045_000001	'I have so much that I can quite well throw some away!' and he poured some mud out of his pocket.	'I have so much that I can quite well throw some away!' and he poured some mud out of his pocket.	true	470.63	476.62	21.388926
1509_145742_000046_000000	'I like you!' said the Princess.	'I like you!' said the Princess.	true	477.2	479.17	24
1509_145742_000046_000001	'You can answer, and you can speak, and I will marry you; but do you know that every word which we are saying and have said has been taken down and will be in the paper to-morrow? By each window do you see there are standing three reporters and an old editor, and this old editor is the worst, for he doesn't understand anything!' but she only said this to tease Blockhead-Hans.	'You can answer, and you can speak, and I will marry you; but do you know that every word which we are saying and have said has been taken down and will be in the paper to morrow? By each window do you see there are standing three reporters and an old editor, and this old editor is the worst, for he doesn't understand anything!' but she only said this to tease Blockhead Hans.	false	479.42	500.41	18.543228
1509_145742_000046_000002	And the reporters giggled, and each dropped a blot of ink on the floor.	And the reporters giggled, and each dropped a blot of ink on the floor.	true	500.81	504.69	21
1509_145742_000047_000000	'Ah! are those the great people?' said Blockhead-Hans. 'Then I will give the editor the best!' So saying, he turned his pockets inside out, and threw the mud right in his face.	'Ah! are those the great people?' said Blockhead Hans. 'Then I will give the editor the best!' So saying, he turned his pockets inside out, and threw the mud right in his face.	false	504.69	517.24	20.356283
1509_145742_000048_000000	'That was neatly done!' said the Princess. 'I couldn't have done it; but I will soon learn how to!'	'That was neatly done!' said the Princess. 'I couldn't have done it; but I will soon learn how to!'	true	518	523.63	20.473122
1509_145742_000049_000000	Blockhead-Hans became King, got a wife and a crown, and sat on the throne; and this we have still damp from the newspaper of the editor and the reporters--and they are not to be believed for a moment.	Blockhead Hans became King, got a wife and a crown, and sat on the throne; and this we have still damp from the newspaper of the editor and the reporters-and they are not to be believed for a moment.	true	524.24	537.33	20.119501
1509_145742_000050_000000	A STORY ABOUT A DARNING-NEEDLE	A STORY ABOUT A DARNING NEEDLE	false	537.33	539.4	17.587399
1509_145742_000051_000000	There was once a Darning-needle who thought herself so fine that she believed she was an embroidery-needle. 'Take great care to hold me tight!' said the Darning-needle to the Fingers who were holding her. 'Don't let me fall!	There was once a Darning needle who thought herself so fine that she believed she was an embroidery needle. 'Take great care to hold me tight!' said the Darning needle to the Fingers who were holding her. 'Don't let me fall!	false	539.4	541.47	23.032476
1509_145742_000051_000001	If I once fall on the ground I shall never be found again, I am so fine!'	If I once fall on the ground I shall never be found again, I am so fine!'	false	541.47	542.34	10
