3967_29012_000001_000000	"I suppose I ought to enjoy the joke of what's going on here," I wrote, "but somehow it doesn't amuse me.	"I suppose I ought to enjoy the joke of what's going on here," I wrote, "but somehow it doesn't amuse me.
3967_29012_000001_000004	I delight in his nonsense myself; why is it therefore that I grudge these happy folk their artless satisfaction?	I delight in his nonsense myself; why is it therefore that I grudge these happy folk their artless satisfaction?
3967_29012_000001_000005	Mystery of the human heart--abyss of the critical spirit! Mrs. Wimbush thinks she can answer that question, and as my want of gaiety has at last worn out her patience she has given me a glimpse of her shrewd guess.	Mystery of the human heart-abyss of the critical spirit! mrs Wimbush thinks she can answer that question, and as my want of gaiety has at last worn out her patience she has given me a glimpse of her shrewd guess.
3967_29012_000001_000007	To be intimate with him is a feather in my cap; it gives me an importance that I couldn't naturally pretend to, and I seek to deprive him of social refreshment because I fear that meeting more disinterested people may enlighten him as to my real motive.	To be intimate with him is a feather in my cap; it gives me an importance that I couldn't naturally pretend to, and I seek to deprive him of social refreshment because I fear that meeting more disinterested people may enlighten him as to my real motive.
3967_29012_000001_000008	All the disinterested people here are his particular admirers and have been carefully selected as such. There's supposed to be a copy of his last book in the house, and in the hall I come upon ladies, in attitudes, bending gracefully over the first volume.	All the disinterested people here are his particular admirers and have been carefully selected as such. There's supposed to be a copy of his last book in the house, and in the hall I come upon ladies, in attitudes, bending gracefully over the first volume.
3967_29012_000001_000010	There's a sociable circle or a confidential couple, and the relinquished volume lies open on its face and as dropped under extreme coercion.	There's a sociable circle or a confidential couple, and the relinquished volume lies open on its face and as dropped under extreme coercion.
3967_29012_000001_000011	Somebody else presently finds it and transfers it, with its air of momentary desolation, to another piece of furniture.	Somebody else presently finds it and transfers it, with its air of momentary desolation, to another piece of furniture.
3967_29012_000001_000013	I'm sure it's rather smudgy about the twentieth page.	I'm sure it's rather smudgy about the twentieth page.
3967_29012_000001_000014	I've a strong impression, too, that the second volume is lost--has been packed in the bag of some departing guest; and yet everybody has the impression that somebody else has read to the end.	I've a strong impression, too, that the second volume is lost-has been packed in the bag of some departing guest; and yet everybody has the impression that somebody else has read to the end.
3967_29012_000001_000015	You see therefore that the beautiful book plays a great part in our existence.	You see therefore that the beautiful book plays a great part in our existence.
3967_29012_000001_000016	Why should I take the occasion of such distinguished honours to say that I begin to see deeper into Gustave Flaubert's doleful refrain about the hatred of literature?	Why should I take the occasion of such distinguished honours to say that I begin to see deeper into Gustave Flaubert's doleful refrain about the hatred of literature?
3967_29012_000001_000017	I refer you again to the perverse constitution of man.	I refer you again to the perverse constitution of man.
3967_29012_000002_000002	She can't have a personal taste any more than, when her husband succeeds, she can have a personal crown, and her opinion on any matter is rusty and heavy and plain--made, in the night of ages, to last and be transmitted.	She can't have a personal taste any more than, when her husband succeeds, she can have a personal crown, and her opinion on any matter is rusty and heavy and plain-made, in the night of ages, to last and be transmitted.
3967_29012_000002_000003	I feel as if I ought to 'tip' some custode for my glimpse of it.	I feel as if I ought to 'tip' some custode for my glimpse of it.
3967_29012_000002_000004	She has been told everything in the world and has never perceived anything, and the echoes of her education respond awfully to the rash footfall--I mean the casual remark--in the cold Valhalla of her memory.	She has been told everything in the world and has never perceived anything, and the echoes of her education respond awfully to the rash footfall-I mean the casual remark-in the cold Valhalla of her memory.
3967_29012_000002_000006	He's perpetually detailed for this job, and he tells me it has a peculiarly exhausting effect.	He's perpetually detailed for this job, and he tells me it has a peculiarly exhausting effect.
3967_29012_000002_000007	Every one's beginning--at the end of two days--to sidle obsequiously away from her, and Mrs. Wimbush pushes him again and again into the breach.	Every one's beginning-at the end of two days-to sidle obsequiously away from her, and mrs Wimbush pushes him again and again into the breach.
3967_29012_000002_000008	None of the uses I have yet seen him put to infuriate me quite so much.	None of the uses I have yet seen him put to infuriate me quite so much.
3967_29012_000002_000010	Last night I had some talk with him about going to-day, cutting his visit short; so sure am I that he'll be better as soon as he's shut up in his lighthouse.	Last night I had some talk with him about going to day, cutting his visit short; so sure am I that he'll be better as soon as he's shut up in his lighthouse.
3967_29012_000002_000011	He told me that this is what he would like to do; reminding me, however, that the first lesson of his greatness has been precisely that he can't do what he likes.	He told me that this is what he would like to do; reminding me, however, that the first lesson of his greatness has been precisely that he can't do what he likes.
3967_29012_000002_000013	When I hint that a violent rupture with our hostess would be the best thing in the world for him he gives me to understand that if his reason assents to the proposition his courage hangs woefully back.	When I hint that a violent rupture with our hostess would be the best thing in the world for him he gives me to understand that if his reason assents to the proposition his courage hangs woefully back.
