4807_26853_000000_000000	Reasons may be found for everything except why does a woman get off a street car backwards.	Reasons may be found for everything except why does a woman get off a street car backwards.	true	29.925	34.3	16
4807_26853_000001_000000	Race suicide doesn't appeal to poor people.	Race suicide doesn't appeal to poor people.	true	35.48	37.78	14
4807_26853_000002_000000	Rolling stones gather no moss but look at the excitement they have.	Rolling stones gather no moss but look at the excitement they have.	true	38.99	42.24	19.772163
4807_26853_000003_000000	### R: The eighteenth letter of the alphabet, used principally to began a college yell; thus, Rah!	hash hash hash R: The eighteenth letter of the alphabet, used principally to began a college yell; thus, Rah!	false	42.24	51.57	21.6749
4807_26853_000003_000001	Rah! Rah! ###	Rah! Rah! hash hash hash	false	51.57	52.35	3
4807_26853_000004_000000	[Illustration]	[Illustration]	false	52.35	52.53	-20
4807_26853_000005_000000	RAG.	RAG.	true	52.53	53.35	24.938929
4807_26853_000005_000001	A material invented for chewing purposes.	A material invented for chewing purposes.	true	53.48	55.93	18
4807_26853_000006_000000	RAKE.	RAKE.	true	57.08	57.85	26
4807_26853_000006_000001	A man-about-town after he gets shop worn.	A man about town after he gets shop worn.	true	58.16	60.7	19.108126
4807_26853_000007_000000	RARE.	RARE.	true	61.91	62.59	18.200294
4807_26853_000007_000001	The way you get roast beef when you order it well done.	The way you get roast beef when you order it well done.	true	62.99	65.65	21
4807_26853_000008_000000	REFORM.	REFORM.	true	66.56	67.48	24.714657
4807_26853_000008_000001	A bird which is always flying towards us but which never gets here.	A bird which is always flying towards us but which never gets here.	true	67.79	70.9	22.21516
4807_26853_000009_000000	RETRIBUTION.	RETRIBUTION.	true	71.81	72.85	18.949152
4807_26853_000009_000001	A man who marries for money and finds it is all in Confederate bills.	A man who marries for money and finds it is all in Confederate bills.	true	73.22	76.8	22.659357
4807_26853_000010_000000	[Illustration]	[Illustration]	false	76.8	78.18	-20
4807_26853_000011_000000	RICHES.	RICHES.	true	78.18	78.94	23.284771
4807_26853_000011_000001	Something which is said to have wings, but I can't prove it, because they never flew my way.	Something which is said to have wings, but I can't prove it, because they never flew my way.	true	79.43	83.4	22.105558
4807_26853_000012_000000	ROYSTERER.	r o y s t e r e r.	false	83.4	86.52	15.718023
4807_26853_000012_000001	A man who sowed so much wild oats in his youth that he has to eat cracked oats in his age.	A man who sowed so much wild oats in his youth that he has to eat cracked oats in his age.	true	86.52	91.65	18
4807_26853_000013_000000	[Illustration]	[Illustration]	false	91.65	92.79	-5
4807_26853_000014_000000	RACE-SUICIDE.	RACE SUICIDE.	true	92.79	94	16.729723
4807_26853_000014_000001	A disease which was cured by T. Roosevelt, Esquire, when he invented an idea for the purpose of giving nursemaids steady employment.	A disease which was cured by t Roosevelt, Esquire, when he invented an idea for the purpose of giving nursemaids steady employment.	false	94.52	101.74	20
4807_26853_000014_000002	For instance:	For instance:	true	101.9	102.91	14
4807_26853_000015_000000	Rondeau.	Rondeau.	true	103.67	104.62	18.361546
4807_26853_000016_000000	There was a nice old lady and She lived within her shoe; She had so many children that She didn't know what to do. She wrote the President and said "I have twenty kids or more!" The President replied to her "Encore, old girl, encore!" She answered, "I've no room at home For more, so I am through!" And he replied, "Why don't you go And get another shoe?"	There was a nice old lady and She lived within her shoe; She had so many children that She didn't know what to do. She wrote the President and said "I have twenty kids or more!" The President replied to her "Encore, old girl, encore!" She answered, "I've no room at home For more, so I am through!" And he replied, "Why don't you go And get another shoe?"	false	105.53	124.21	18.94204
