8722_296473_000000_000000	He, worthy creature, also rejoiced at sight of her, and hugged her to his manly breast.	He, worthy creature, also rejoiced at sight of her, and hugged her to his manly breast.	false	0	2.46	15.616094
8722_296473_000000_000001	Then he gave her some nice warm milk, and a large slice of meat.	Then he gave her some nice warm milk, and a large slice of meat.	false	2.46	3.75	14.6814575
8722_296473_000000_000002	Next day he sold her again, if he got a chance.	Next day he sold her again, if he got a chance.	false	3.75	4.32	8
8722_296473_000001_000000	This little game went on very comfortably for some months, and might have gone on longer, had it not been for an awkward mistake.	This little game went on very comfortably for some months, and might have gone on longer, had it not been for an awkward mistake.	false	4.32	5.55	20.513332
8722_296473_000001_000001	An old lady, who had been one of the purchasers of the Cat, changed her residence, and our ingenious friend, unaware of the circumstance, called upon her again, and tried to re-sell her the animal; thereupon, some unpleasantness occurred, and I believe the Cat-merchant got into trouble.	An old lady, who had been one of the purchasers of the Cat, changed her residence, and our ingenious friend, unaware of the circumstance, called upon her again, and tried to re sell her the animal; thereupon, some unpleasantness occurred, and I believe the Cat merchant got into trouble.	false	5.55	17.04	20.68696
8722_296473_000002_000000	CHAPTER IX.	CHAPTER nine.	true	17.04	17.91	12
8722_296473_000003_000000	[Illustration: CHAPTER IX.]	[Illustration: CHAPTER nine.]	false	17.91	18.12	-20
8722_296473_000004_000000	_Of Puss in Proverbs, in the Dark Ages, and in the Company of Wicked Old Women._	underscore Of Puss in proverbs, in the Dark Ages, and in the Company of Wicked Old Women.underscore	false	18.12	23.85	17.859274
8722_296473_000005_000000	These are some of the best known Proverbs about Cats:--	These are some of the best known proverbs about Cats:--	true	23.85	26.77	14
8722_296473_000006_000000	"Care will kill a Cat," one says, and yet Cats are said to have nine lives.	"Care will kill a Cat," one says, and yet Cats are said to have nine lives.	true	27.77	32.17	11
8722_296473_000006_000001	Let us hope that poor Pussy will never be put to a worse death.	Let us hope that poor Pussy will never be put to a worse death.	true	32.24	35.5	14
8722_296473_000007_000000	"A muffled Cat is no good mouser."	"A muffled Cat is no good mouser."	true	36.17	38.56	16
8722_296473_000008_000000	"That Cat is out of kind that sweet milk will not lap."	"That Cat is out of kind that sweet milk will not lap."	true	39.47	42.82	14
8722_296473_000009_000000	"You can have no more of a Cat than her skin." This proverb seems to refer to the unfitness of her flesh for food.	"You can have no more of a Cat than her skin." This proverb seems to refer to the unfitness of her flesh for food.	true	43.61	50.23	17
8722_296473_000009_000001	Formerly the fur of the Cat was used in trimming coats and cloaks.	Formerly the fur of the Cat was used in trimming coats and cloaks.	false	50.42	53.77	16
8722_296473_000009_000002	The Cat-gut used for rackets, and for the fine strings of violins, is made from the dried intestines of the Cat, the larger strings being from the intestines of sheep and lambs.	The Cat gut used for rackets, and for the fine strings of violins, is made from the dried intestines of the Cat, the larger strings being from the intestines of sheep and lambs.	true	53.96	63.34	11
8722_296473_000010_000000	"Fain would the Cat fish eat, but she is loth to wet her feet."	"Fain would the Cat fish eat, but she is loth to wet her feet."	false	64.22	67.9	18
8722_296473_000011_000000	"The Cat sees not the mouse ever."	"The Cat sees not the mouse ever."	true	68.69	71.14	14
8722_296473_000012_000000	"When the Cat winketh, little wots the mouse what the Cat thinketh."	"When the Cat winketh, little wots the mouse what the Cat thinketh."	true	72.05	75.52	13
8722_296473_000013_000000	"Though the Cat winks a while, yet sure she is not blind."	"Though the Cat winks a while, yet sure she is not blind."	true	76.64	80.02	13
8722_296473_000014_000000	"Well might the Cat wink when both her eyes were out?"	"Well might the Cat wink when both her eyes were out?"	true	81.05	83.83	16
8722_296473_000015_000000	"How can the Cat help it, if the maid be a fool?" Which means how can it help breaking or stealing that which is left in its way?	"How can the Cat help it, if the maid be a fool?" Which means how can it help breaking or stealing that which is left in its way?	true	84.2	90.85	16
8722_296473_000016_000000	"That that comes of a Cat will catch mice."	"That that comes of a Cat will catch mice."	true	91.49	94.18	13
8722_296473_000017_000000	"A Cat may look at a king."	"A Cat may look at a king."	true	95.24	97.18	21.89275
8722_296473_000018_000000	"An old Cat laps as much as a young kitten."	"An old Cat laps as much as a young kitten."	true	98.27	100.72	15
8722_296473_000019_000000	"When the Cat is away, the mice will play."	"When the Cat is away, the mice will play."	true	101.21	103.51	16
