3927_6557_000000_000000	_Friday, February_ 2.--9340.	underscore Friday, February underscore two.-minus nine thousand three hundred forty.	false	0	1.68	18.840273
3927_6557_000000_000001	R. 16.	R. sixteen.	false	1.68	1.68	
3927_6557_000000_000002	Temp.: Lunch -19 deg., Supper -17 deg..	Temp.: Lunch minus nineteen d e g., Supper minus seventeen d e g..	false	1.68	1.68	
3927_6557_000000_000003	We started well on a strong southerly wind.	We started well on a strong southerly wind.	false	1.68	1.68	
3927_6557_000000_000004	Soon got to a steep grade, when the sledge overran and upset us one after another.	Soon got to a steep grade, when the sledge overran and upset us one after another.	false	1.68	2.31	13
3927_6557_000000_000005	We got off our ski, and pulling on foot reeled off 9 miles by lunch at 1.30.	We got off our ski, and pulling on foot reeled off nine miles by lunch at one point three zero.	false	2.31	2.31	
3927_6557_000000_000006	Started in the afternoon on foot, going very strong.	Started in the afternoon on foot, going very strong.	false	2.31	2.31	
3927_6557_000000_000007	We noticed a curious circumstance towards the end of the forenoon.	We noticed a curious circumstance towards the end of the forenoon.	false	2.31	2.82	23.909582
3927_6557_000000_000008	The tracks were drifted over, but the drifts formed a sort of causeway along which we pulled.	The tracks were drifted over, but the drifts formed a sort of causeway along which we pulled.	false	2.82	5.4	22.143545
3927_6557_000000_000009	In the afternoon we soon came to a steep slope--the same on which we exchanged sledges on December 28.	In the afternoon we soon came to a steep slope-the same on which we exchanged sledges on december twenty eighth.	false	5.4	8.25	22.31805
3927_6557_000000_000010	All went well till, in trying to keep the track at the same time as my feet, on a very slippery surface, I came an awful 'purler' on my shoulder.	All went well till, in trying to keep the track at the same time as my feet, on a very slippery surface, I came an awful 'purler' on my shoulder.	false	8.25	9.39	20
3927_6557_000000_000011	It is horribly sore to-night and another sick person added to our tent--three out of fine injured, and the most troublesome surfaces to come.	It is horribly sore to night and another sick person added to our tent-three out of fine injured, and the most troublesome surfaces to come.	false	9.39	11.19	22.398989
3927_6557_000000_000012	We shall be lucky if we get through without serious injury.	We shall be lucky if we get through without serious injury.	false	11.19	13.68	20.18808
