3638_758_000000_000000	"My brother did not expect this in the least," muttered Alyosha.	"My brother did not expect this in the least," muttered Alyosha.	false	0	4.95	26.559254
3638_758_000000_000001	"He was sure she would not come--"	"He was sure she would not come-"	false	4.95	7.05	24.335491
3638_758_000001_000000	"No doubt.	"No doubt.	false	7.05	7.65	16
3638_758_000001_000001	Let us leave that," she snapped.	Let us leave that," she snapped.	false	7.65	8.85	23.168875
3638_758_000001_000002	"Listen: I can't go with you to the funeral now.	"Listen: I can't go with you to the funeral now.	false	8.85	10.59	20
3638_758_000001_000003	I've sent them flowers.	I've sent them flowers.	false	10.59	12.03	19.32677
3638_758_000001_000004	I think they still have money. If necessary, tell them I'll never abandon them....	I think they still have money. If necessary, tell them I'll never abandon them....	false	12.03	17.01	26.272532
3638_758_000001_000005	Now leave me, leave me, please.	Now leave me, leave me, please.	false	17.01	19.26	22.619125
3638_758_000001_000006	You are late as it is--the bells are ringing for the service....	You are late as it is-the bells are ringing for the service....	false	19.26	24.45	22.906225
3638_758_000001_000007	Leave me, please!"	Leave me, please!"	false	24.45	25.53	35.26195
3638_758_000002_000000	Chapter III.	Chapter three.	true	25.53	26.4	32.191154
3638_758_000002_000001	Ilusha's Funeral.	Ilusha's Funeral.	false	26.4	28.245	20.26379
3638_758_000002_000002	The Speech At The Stone	The Speech At The Stone	true	28.245	29.95	21.440565
3638_758_000003_000000	He really was late.	He really was late.	true	31.04	32.715	23.004143
3638_758_000003_000001	They had waited for him and had already decided to bear the pretty flower-decked little coffin to the church without him.	They had waited for him and had already decided to bear the pretty flower decked little coffin to the church without him.	true	32.715	38.8	25.924742
3638_758_000003_000002	It was the coffin of poor little Ilusha.	It was the coffin of poor little Ilusha.	true	39.26	41.92	22.418167
3638_758_000003_000003	He had died two days after Mitya was sentenced.	He had died two days after Mitya was sentenced.	true	41.99	45.13	26.926058
3638_758_000003_000004	At the gate of the house Alyosha was met by the shouts of the boys, Ilusha's schoolfellows.	At the gate of the house Alyosha was met by the shouts of the boys, Ilusha's schoolfellows.	true	45.44	50.62	25.368563
3638_758_000003_000005	They had all been impatiently expecting him and were glad that he had come at last.	They had all been impatiently expecting him and were glad that he had come at last.	true	50.87	55.72	24.756632
3638_758_000003_000006	There were about twelve of them, they all had their school-bags or satchels on their shoulders.	There were about twelve of them, they all had their school bags or satchels on their shoulders.	true	56.03	60.91	23.516872
3638_758_000003_000007	"Father will cry, be with father," Ilusha had told them as he lay dying, and the boys remembered it.	"Father will cry, be with father," Ilusha had told them as he lay dying, and the boys remembered it.	true	62.18	68.32	24.572975
3638_758_000003_000008	Kolya Krassotkin was the foremost of them.	Kolya Krassotkin was the foremost of them.	true	68.66	71.29	28.015354
3638_758_000004_000000	"How glad I am you've come, Karamazov!" he cried, holding out his hand to Alyosha.	"How glad I am you've come, Karamazov!" he cried, holding out his hand to Alyosha.	true	71.99	76.72	22.206648
3638_758_000004_000001	"It's awful here.	"It's awful here.	true	76.76	77.95	25.678656
3638_758_000004_000002	It's really horrible to see it.	It's really horrible to see it.	false	77.96	80.07	23.226454
3638_758_000004_000003	Snegiryov is not drunk, we know for a fact he's had nothing to drink to-day, but he seems as if he were drunk ...	Snegiryov is not drunk, we know for a fact he's had nothing to drink to day, but he seems as if he were drunk ...	false	80.07	86.29	24.00803
3638_758_000004_000004	I am always manly, but this is awful. Karamazov, if I am not keeping you, one question before you go in?"	I am always manly, but this is awful. Karamazov, if I am not keeping you, one question before you go in?"	true	86.39	92.8	23.185045
3638_758_000005_000000	"What is it, Kolya?" said Alyosha.	"What is it, Kolya?" said Alyosha.	true	93.56	95.89	21.216114
3638_758_000006_000000	"Is your brother innocent or guilty?	"Is your brother innocent or guilty?	true	96.41	98.35	26.593523
3638_758_000006_000001	Was it he killed your father or was it the valet?	Was it he killed your father or was it the valet?	true	98.39	101.08	22.156893
3638_758_000006_000002	As you say, so it will be.	As you say, so it will be.	true	101.09	102.915	22.90112
3638_758_000006_000003	I haven't slept for the last four nights for thinking of it."	I haven't slept for the last four nights for thinking of it."	true	102.915	106.15	23.80014
3638_758_000007_000000	"The valet killed him, my brother is innocent," answered Alyosha.	"The valet killed him, my brother is innocent," answered Alyosha.	true	106.46	110.74	25.491304
