38_121024_000000_000000	At the expiration of a year the governor was transferred; he had obtained charge of the fortress at Ham.	At the expiration of a year the governor was transferred; he had obtained charge of the fortress at Ham.	false	0	5.64	18.388626
38_121024_000000_000001	He took with him several of his subordinates, and amongst them Dantes' jailer.	He took with him several of his subordinates, and amongst them Dantes' jailer.	false	5.64	7.65	19
38_121024_000000_000002	A new governor arrived; it would have been too tedious to acquire the names of the prisoners; he learned their numbers instead.	A new governor arrived; it would have been too tedious to acquire the names of the prisoners; he learned their numbers instead.	false	7.65	9.09	12
38_121024_000000_000003	This horrible place contained fifty cells; their inhabitants were designated by the numbers of their cell, and the unhappy young man was no longer called Edmond Dantes--he was now number 34.	This horrible place contained fifty cells; their inhabitants were designated by the numbers of their cell, and the unhappy young man was no longer called Edmond Dantes-he was now number thirty four.	false	9.09	24.615	17.792341
38_121024_000001_000000	Chapter 15.	Chapter fifteen.	true	24.615	26.23	18.994312
38_121024_000001_000001	Number 34 and Number 27.	Number thirty four and Number twenty seven.	true	27.08	29.7	14
38_121024_000002_000000	Dantes passed through all the stages of torture natural to prisoners in suspense.	Dantes passed through all the stages of torture natural to prisoners in suspense.	false	29.7	35.95	17.505852
38_121024_000002_000001	He was sustained at first by that pride of conscious innocence which is the sequence to hope; then he began to doubt his own innocence, which justified in some measure the governor's belief in his mental alienation; and then, relaxing his sentiment of pride, he addressed his supplications, not to God, but to man.	He was sustained at first by that pride of conscious innocence which is the sequence to hope; then he began to doubt his own innocence, which justified in some measure the governor's belief in his mental alienation; and then, relaxing his sentiment of pride, he addressed his supplications, not to God, but to man.	true	36.11	55.33	14
38_121024_000002_000002	God is always the last resource. Unfortunates, who ought to begin with God, do not have any hope in him till they have exhausted all other means of deliverance.	God is always the last resource. Unfortunates, who ought to begin with God, do not have any hope in him till they have exhausted all other means of deliverance.	true	55.52	65.58	14
38_121024_000003_000000	Dantes asked to be removed from his present dungeon into another; for a change, however disadvantageous, was still a change, and would afford him some amusement.	Dantes asked to be removed from his present dungeon into another; for a change, however disadvantageous, was still a change, and would afford him some amusement.	false	65.58	76.57	16.686243
38_121024_000003_000001	He entreated to be allowed to walk about, to have fresh air, books, and writing materials.	He entreated to be allowed to walk about, to have fresh air, books, and writing materials.	true	76.94	82.66	16
38_121024_000003_000002	His requests were not granted, but he went on asking all the same.	His requests were not granted, but he went on asking all the same.	true	82.94	87.34	16
38_121024_000003_000003	He accustomed himself to speaking to the new jailer, although the latter was, if possible, more taciturn than the old one; but still, to speak to a man, even though mute, was something.	He accustomed himself to speaking to the new jailer, although the latter was, if possible, more taciturn than the old one; but still, to speak to a man, even though mute, was something.	true	87.44	99.31	17
38_121024_000003_000004	Dantes spoke for the sake of hearing his own voice; he had tried to speak when alone, but the sound of his voice terrified him. Often, before his captivity, Dantes' mind had revolted at the idea of assemblages of prisoners, made up of thieves, vagabonds, and murderers. He now wished to be amongst them, in order to see some other face besides that of his jailer; he sighed for the galleys, with the infamous costume, the chain, and the brand on the shoulder.	Dantes spoke for the sake of hearing his own voice; he had tried to speak when alone, but the sound of his voice terrified him. Often, before his captivity, Dantes' mind had revolted at the idea of assemblages of prisoners, made up of thieves, vagabonds, and murderers. He now wished to be amongst them, in order to see some other face besides that of his jailer; he sighed for the galleys, with the infamous costume, the chain, and the brand on the shoulder.	false	99.89	128.05	15
