6701_71402_000000_000000	"You--you know something?" she gasped.	"You-you know something?" she gasped.	false	0	2.49	23.701326
6701_71402_000000_000001	"Oh, Uncle Adam, what is it?"	"Oh, Uncle Adam, what is it?"	false	2.49	18.255	24.039953
6701_71402_000001_000000	CHAPTER XI	CHAPTER eleven	true	18.255	19.39	31.446737
6701_71402_000002_000000	AT THE CORONER'S INQUEST	AT THE CORONER'S INQUEST	true	19.76	21.88	23.84968
6701_71402_000003_000000	Sidham was in a state of keen excitement.	Sidham was in a state of keen excitement.	true	22.88	25.38	22.121899
6701_71402_000003_000001	No such mystery as the double tragedy had occurred in that neighborhood before, and all of the inhabitants were anxious to hear the latest news and learn what the coroner and the police were going to do.	No such mystery as the double tragedy had occurred in that neighborhood before, and all of the inhabitants were anxious to hear the latest news and learn what the coroner and the police were going to do.	true	25.38	35.83	25
6701_71402_000003_000002	A hundred theories were afloat, all centering on the one object--to find the murderer.	A hundred theories were afloat, all centering on the one object-to find the murderer.	true	36.08	41.92	21.581474
6701_71402_000004_000000	"Find him or her, and swing him or her to the nearest tree," was the verdict of many.	"Find him or her, and swing him or her to the nearest tree," was the verdict of many.	true	42.62	47.41	22.530807
6701_71402_000004_000001	"The law is all well enough, but this dastardly crime demands an object lesson."	"The law is all well enough, but this dastardly crime demands an object lesson."	true	47.78	52.48	23.418583
6701_71402_000005_000000	Coroner Jack Busby, who was a dealer in horses, had never had a murder case before, and was uncertain as to the method of procedure.	Coroner Jack Busby, who was a dealer in horses, had never had a murder case before, and was uncertain as to the method of procedure.	true	53.3	61.95	24.53162
6701_71402_000005_000001	But with the eyes of the whole community on him he realized his importance, as he ran hither and thither, to arrange for the inquest.	But with the eyes of the whole community on him he realized his importance, as he ran hither and thither, to arrange for the inquest.	false	61.95	69.78	23.304653
6701_71402_000005_000002	He felt that his own little office was altogether too small for the occasion and so arranged to bring off the affair in the general courtroom.	He felt that his own little office was altogether too small for the occasion and so arranged to bring off the affair in the general courtroom.	true	69.78	77.73	21
6701_71402_000006_000000	The place was soon crowded with people, and another crowd gathered outside.	The place was soon crowded with people, and another crowd gathered outside.	true	77.73	81.94	26.734709
6701_71402_000006_000001	The hour for opening the inquest was at hand and the majority of the witnesses were present.	The hour for opening the inquest was at hand and the majority of the witnesses were present.	true	82.04	86.86	25.291344
6701_71402_000006_000002	The coroner, short, fat and bald-headed, looked around anxiously and then turned to the chief of police, who was near at hand.	The coroner, short, fat and bald headed, looked around anxiously and then turned to the chief of police, who was near at hand.	true	87.14	95.5	28.143414
6701_71402_000007_000000	"I don't see Miss Langmore."	"I don't see Miss Langmore."	true	96.02	97.78	22.409641
6701_71402_000008_000000	"Neither do I," answered the guardian of the law, with a shrug of his shoulders, as if it was none of his especial business,	"Neither do I," answered the guardian of the law, with a shrug of his shoulders, as if it was none of his especial business,	true	98.06	104.8	20
6701_71402_000009_000000	"Yes, but--ahem! you are--ahem! responsible--"	"Yes, but-ahem! you are-ahem! responsible-"	true	105.23	109.78	27.376757
6701_71402_000010_000000	"She'll be here, coroner, don't worry."	"She'll be here, coroner, don't worry."	true	109.85	112.72	27.762047
6701_71402_000011_000000	"You have had her properly guarded?"	"You have had her properly guarded?"	true	113.15	115.39	25.892128
6701_71402_000012_000000	"Yes.	"Yes.	true	115.46	116.29	22.193865
6701_71402_000012_000001	I reckon she's coming now," and the chief of police nodded towards a side door of the courtroom.	I reckon she's coming now," and the chief of police nodded towards a side door of the courtroom.	true	116.33	121.72	23.838087
6701_71402_000013_000000	There was a slight commotion, and Margaret entered, escorted by Raymond Case, and followed by one of the women and the policeman who had been on guard at the Langmore mansion.	There was a slight commotion, and Margaret entered, escorted by Raymond Case, and followed by one of the women and the policeman who had been on guard at the Langmore mansion.	true	121.94	132.52	25.43499
6701_71402_000013_000001	The crowd arose to gaze at the girl and to pass various comments.	The crowd arose to gaze at the girl and to pass various comments.	true	133.22	138.64	26.96675
6701_71402_000014_000000	"Mighty pale, ain't she?"	"Mighty pale, ain't she?"	true	139.31	140.83	26.002499
6701_71402_000015_000000	"Wouldn't think a girl like that could do such an awful thing!"	"Wouldn't think a girl like that could do such an awful thing!"	false	141.02	144.06	27.553148
6701_71402_000016_000000	"Humph! you can't tell about these high-toned folks.	"Humph! you can't tell about these high toned folks.	false	144.06	147.21	29.734312
6701_71402_000016_000001	They'd do anything.	They'd do anything.	false	147.21	148.89	26.613306
6701_71402_000016_000002	Didn't one of them millionaires run over two of my hens with his automobile an' never stop to settle the damage?	Didn't one of them millionaires run over two of my hens with his automobile an' never stop to settle the damage?	true	148.89	154.66	18
6701_71402_000016_000003	Don't tell me!"	Don't tell me!"	true	154.7	156.25	22.508574
6701_71402_000017_000000	"Yes, and she detested her step-mother--the hired girl told Mrs. Brown so, an' she told me."	"Yes, and she detested her step mother-the hired girl told mrs Brown so, an' she told me."	false	156.65	162.49	23
6701_71402_000018_000000	"Well, Coroner Busby will git to the bottom of it putty quick.	"Well, Coroner Busby will git to the bottom of it putty quick.	false	163.34	167.32	26.497467
