5157_47237_000000_000000	Persano, Friday Night, [Jan. 13th, 1792.]	Persano, Friday Night, [january thirteenth seventeen ninety two.]	true	41.925	47.44	16.736675
5157_47237_000001_000000	We have had a miserable cold day, but good sport.	We have had a miserable cold day, but good sport.	true	48.47	52.03	21
5157_47237_000001_000001	I killed two boars, and a doe; the King, nineteen boars, two stags, two does, and a porcupine.	I killed two boars, and a doe; the King, nineteen boars, two stags, two does, and a porcupine.	true	52.43	60.46	18
5157_47237_000001_000002	He is happy beyond expression.	He is happy beyond expression.	true	61.01	63.19	17
5157_47237_000002_000000	I send you Charles's letter; but do not lose it, as I will answer it when I return.	I send you Charles's letter; but do not lose it, as I will answer it when I return.	true	63.86	69.64	19.424583
5157_47237_000002_000001	You see, the line we have taken will put it out of the power of our enemies to hurt us.	You see, the line we have taken will put it out of the power of our enemies to hurt us.	true	70.31	75.46	15
5157_47237_000002_000002	I will give up my judgment of worldly matters to no one.	I will give up my judgment of worldly matters to no one.	true	76.31	79.87	19
5157_47237_000003_000000	I approve of all you do in my absence; but it would be nonsense, and appear affected, to carry your scruples too far.	I approve of all you do in my absence; but it would be nonsense, and appear affected, to carry your scruples too far.	true	80.84	88.66	20
5157_47237_000003_000001	Divert yourself reasonably.	Divert yourself reasonably.	true	89.42	91.51	19.70807
5157_47237_000003_000002	I am sure of your attachment to me, and I shall not easily be made to alter my opinion of you.	I am sure of your attachment to me, and I shall not easily be made to alter my opinion of you.	true	92.15	98.59	17
5157_47237_000004_000000	My cold is better, notwithstanding the weather.	My cold is better, notwithstanding the weather.	true	99.59	103.03	20.625912
5157_47237_000005_000000	I have no time to _in'gler_; so, adieu! my dearest wife.	I have no time to underscore in'gler underscore; so, adieu! my dearest wife.	false	103.91	108.13	21.342306
5157_47237_000006_000000	Your's,	Your's,	true	108.56	109.29	18
5157_47237_000007_000000	W.H.	w h	true	109.29	112.05	14.874921
5157_47237_000008_000000	_P.S._ Let Gasparo pay thirty ducats, for the vase, to D. Andrea.	underscore p s underscore Let Gasparo pay thirty ducats, for the vase, to d Andrea.	false	112.05	118.36	21.362349
