5723_43306_000000_000000	"EASTERN CONVENTION DISPERSED.	"EASTERN CONVENTION DISPERSED.	false	0	2.31	15.849565
5723_43306_000001_000000	PEACE, NOT WAR.	PEACE, NOT WAR.	false	2.31	3.48	25.142567
5723_43306_000002_000000	UNIVERSAL BROTHERHOOD ESTABLISHED.	UNIVERSAL BROTHERHOOD ESTABLISHED.	false	3.48	5.43	17.784954
5723_43306_000003_000000	FELSENBURGH IN LONDON TO-NIGHT."	f e l s e n b u r g h IN LONDON TO NIGHT."	false	5.43	23.76	19.000916
5723_43306_000004_000000	III	three	true	23.76	24.31	20
5723_43306_000005_000000	It was not until nearly two hours later that Percy was standing at the house beyond the Junction.	It was not until nearly two hours later that Percy was standing at the house beyond the Junction.	true	25.79	30.52	12
5723_43306_000006_000000	He bad argued, expostulated, threatened, but the officials were like men possessed.	He bad argued, expostulated, threatened, but the officials were like men possessed.	false	30.98	35.83	13
5723_43306_000006_000001	Half of them had disappeared in the rush to the City, for it had leaked out, in spite of the Government's precautions, that Paul's House, known once as St. Paul's Cathedral, was to be the scene of Felsenburgh's reception.	Half of them had disappeared in the rush to the City, for it had leaked out, in spite of the Government's precautions, that Paul's House, known once as saint Paul's Cathedral, was to be the scene of Felsenburgh's reception.	true	35.9	47.77	14
5723_43306_000006_000002	The others seemed demented; one man on the platform had dropped dead from nervous exhaustion, but no one appeared to care; and the body lay huddled beneath a seat.	The others seemed demented; one man on the platform had dropped dead from nervous exhaustion, but no one appeared to care; and the body lay huddled beneath a seat.	false	48.86	58.36	15
5723_43306_000006_000003	Again and again Percy had been swept away by a rush, as he struggled from platform to platform in his search for a car that would take him to Croydon.	Again and again Percy had been swept away by a rush, as he struggled from platform to platform in his search for a car that would take him to Croydon.	true	58.43	66.28	13
5723_43306_000006_000004	It seemed that there was none to be had, and the useless carriages collected like drift-wood between the platforms, as others whirled up from the country bringing loads of frantic, delirious men, who vanished like smoke from the white rubber-boards.	It seemed that there was none to be had, and the useless carriages collected like drift wood between the platforms, as others whirled up from the country bringing loads of frantic, delirious men, who vanished like smoke from the white rubber boards.	true	66.62	80.05	13
5723_43306_000006_000005	The platforms were continually crowded, and as continually emptied, and it was not until half-an-hour before midnight that the block began to move outwards again.	The platforms were continually crowded, and as continually emptied, and it was not until half an hour before midnight that the block began to move outwards again.	true	81.23	90.25	12
5723_43306_000007_000000	Well, he was here at last, dishevelled, hatless and exhausted, looking up at the dark windows.	Well, he was here at last, dishevelled, hatless and exhausted, looking up at the dark windows.	true	90.83	97.84	20.117548
5723_43306_000008_000000	He scarcely knew what he thought of the whole matter.	He scarcely knew what he thought of the whole matter.	true	97.94	100.54	14
5723_43306_000008_000001	War, of course, was terrible.	War, of course, was terrible.	true	100.76	102.64	13
5723_43306_000008_000002	And such a war as this would have been too terrible for the imagination to visualise; but to the priest's mind there were other things even worse.	And such a war as this would have been too terrible for the imagination to visualise; but to the priest's mind there were other things even worse.	true	102.74	110.65	12
5723_43306_000008_000003	What of universal peace--peace, that is to say, established by others than Christ's method?	What of universal peace-peace, that is to say, established by others than Christ's method?	false	111.8	117.67	13
5723_43306_000008_000004	Or was God behind even this? The questions were hopeless.	Or was God behind even this? The questions were hopeless.	true	117.92	121.93	18
5723_43306_000009_000000	Felsenburgh--it was he then who had done this thing--this thing undoubtedly greater than any secular event hitherto known in civilisation.	Felsenburgh-it was he then who had done this thing-this thing undoubtedly greater than any secular event hitherto known in civilisation.	false	122.48	130.81	11
5723_43306_000009_000001	What manner of man was he?	What manner of man was he?	true	131.75	133.57	16
5723_43306_000009_000002	What was his character, his motive, his method?	What was his character, his motive, his method?	true	133.79	136.66	14
5723_43306_000009_000003	How would he use his success?...	How would he use his success?...	true	136.91	138.64	13
5723_43306_000009_000004	So the points flew before him like a stream of sparks, each, it might be, harmless; each, equally, capable of setting a world on fire.	So the points flew before him like a stream of sparks, each, it might be, harmless; each, equally, capable of setting a world on fire.	true	138.95	147.16	12
5723_43306_000009_000005	Meanwhile here was an old woman who desired to be reconciled with God before she died....	Meanwhile here was an old woman who desired to be reconciled with God before she died....	true	148.22	153.67	12
5723_43306_000010_000000	He touched the button again, three or four times, and waited.	He touched the button again, three or four times, and waited.	true	154.73	157.96	16
5723_43306_000010_000001	Then a light sprang out overhead, and he knew that he was heard.	Then a light sprang out overhead, and he knew that he was heard.	true	158.09	161.77	18
5723_43306_000011_000000	"I was sent for," he exclaimed to the bewildered maid.	"I was sent for," he exclaimed to the bewildered maid.	true	162.53	165.67	14
5723_43306_000011_000001	"I should have been here at twenty-two: I was prevented by the rush."	"I should have been here at twenty two: I was prevented by the rush."	true	165.74	169.15	13
5723_43306_000012_000000	She babbled out a question at him.	She babbled out a question at him.	true	169.4	171.34	21
