3446_176270_000000_000000	The Venetians considering the duke to have broken the peace, send Giovan Francesco da Gonzaga, their captain, to Ghiaradadda, who, by severely wasting the duke's territories, induced him to recall Niccolo Piccinino from Tuscany.	The Venetians considering the duke to have broken the peace, send Giovan Francesco da Gonzaga, their captain, to Ghiaradadda, who, by severely wasting the duke's territories, induced him to recall Niccolo Piccinino from Tuscany.	false	0	8.04	23.050568
3446_176270_000000_000001	This circumstance, together with the victory obtained over Niccolo, emboldened the Florentines to attempt the recovery of Lucca, since the duke, whom alone they feared, was engaged with the Venetians, and the Lucchese having received the enemy into their city, and allowed him to attack them, would have no ground of complaint.	This circumstance, together with the victory obtained over Niccolo, emboldened the Florentines to attempt the recovery of Lucca, since the duke, whom alone they feared, was engaged with the Venetians, and the Lucchese having received the enemy into their city, and allowed him to attack them, would have no ground of complaint.	false	8.04	28.08	22.531021
3446_176270_000001_000000	CHAPTER III	CHAPTER three	true	28.08	29.11	26.226084
3446_176270_000002_000000	The Florentines go to war with Lucca--Discourse of a citizen of Lucca to animate the plebeians against the Florentines--The Lucchese resolve to defend themselves--They are assisted by the duke of Milan--Treaty between the Florentines and the Venetians--Francesco Sforza, captain of the league, refuses to cross the Po in the service of the Venetians and returns to Tuscany--The bad faith of the Venetians toward the Florentines--Cosmo de' Medici at Venice--Peace between the Florentines and the Lucchese--The Florentines effect a reconciliation between the pope and the Count di Poppi--The pope consecrates the church of Santa Reparata--Council of Florence.	The Florentines go to war with Lucca-Discourse of a citizen of Lucca to animate the plebeians against the Florentines-The Lucchese resolve to defend themselves-They are assisted by the duke of Milan-Treaty between the Florentines and the Venetians-Francesco Sforza, captain of the league, refuses to cross the Po in the service of the Venetians and returns to Tuscany-The bad faith of the Venetians toward the Florentines-Cosmo de' Medici at Venice-Peace between the Florentines and the Lucchese-The Florentines effect a reconciliation between the pope and the Count di Poppi-The pope consecrates the church of Santa Reparata-Council of Florence.	false	29.39	73.21	20.48583
3446_176270_000003_000000	The count commenced operations against Lucca in April, 1437, and the Florentines, desirous of recovering what they had themselves lost before they attacked others, retook Santa Maria in Castello, and all the places which Piccinino had occupied.	The count commenced operations against Lucca in April, fourteen thirty seven, and the Florentines, desirous of recovering what they had themselves lost before they attacked others, retook Santa Maria in Castello, and all the places which Piccinino had occupied.	true	73.76	89.83	18
3446_176270_000003_000001	Then, entering the Lucchese territory, they besieged Camaiore, the inhabitants of which, although faithful to their rulers, being influenced more by immediate danger than by attachment to their distant friends, surrendered.	Then, entering the Lucchese territory, they besieged Camaiore, the inhabitants of which, although faithful to their rulers, being influenced more by immediate danger than by attachment to their distant friends, surrendered.	true	90.35	103.63	20
3446_176270_000003_000002	In the same manner, they obtained Massa and Serezana.	In the same manner, they obtained Massa and Serezana.	true	103.67	107.26	19
3446_176270_000003_000003	Toward the end of May they proceeded in the direction of Lucca, burning the towns, destroying the growing crops, grain, trees, and vines, driving away the cattle, and leaving nothing undone to injure the enemy.	Toward the end of May they proceeded in the direction of Lucca, burning the towns, destroying the growing crops, grain, trees, and vines, driving away the cattle, and leaving nothing undone to injure the enemy.	false	107.51	120.54	17
3446_176270_000003_000004	The Lucchese, finding themselves abandoned by the duke, and hopeless of defending the open country, forsook it; entrenched and fortified the city, which they doubted not, being well garrisoned, they would be able to defend for a time, and that, in the interim, some event would occur for their relief, as had been the case during the former wars which the Florentines had carried on against them.	The Lucchese, finding themselves abandoned by the duke, and hopeless of defending the open country, forsook it; entrenched and fortified the city, which they doubted not, being well garrisoned, they would be able to defend for a time, and that, in the interim, some event would occur for their relief, as had been the case during the former wars which the Florentines had carried on against them.	false	120.54	142.36	21
3446_176270_000003_000005	Their only apprehension arose from the fickle minds of the plebeians, who, becoming weary of the siege, would have more consideration of their own danger than of other's liberty, and would thus compel them to submit to some disgraceful and ruinous capitulation. In order to animate them to defense, they were assembled in the public piazza, and some of the eldest and most esteemed of the citizens addressed them in the following terms: "You are doubtless aware that what is done from necessity involves neither censure nor applause; therefore, if you should accuse us of having caused the present war, by receiving the ducal forces into the city, and allowing them to commit hostilities against the Florentines, you are greatly mistaken.	Their only apprehension arose from the fickle minds of the plebeians, who, becoming weary of the siege, would have more consideration of their own danger than of other's liberty, and would thus compel them to submit to some disgraceful and ruinous capitulation. In order to animate them to defense, they were assembled in the public piazza, and some of the eldest and most esteemed of the citizens addressed them in the following terms: "You are doubtless aware that what is done from necessity involves neither censure nor applause; therefore, if you should accuse us of having caused the present war, by receiving the ducal forces into the city, and allowing them to commit hostilities against the Florentines, you are greatly mistaken.	true	142.4	185.08	18
