6575_67592_000000_000000	_Making a Magazine_	underscore Making a Magazine underscore	false	28.41	35.52	23.63939
6575_67592_000001_000000	I DREAMT one night not long ago that I was the editor of a great illustrated magazine.	I DREAMT one night not long ago that I was the editor of a great illustrated magazine.	true	35.52	41.71	22.953592
6575_67592_000001_000001	I offer no apology for this: I have often dreamt even worse of myself than that.	I offer no apology for this: I have often dreamt even worse of myself than that.	true	42.2	47.71	24
6575_67592_000002_000000	In any case I didn't do it on purpose: very often, I admit, I try to dream that I am President Wilson, or Mr. Bryan, or the Ritz-Carlton Hotel, or a share of stock in the Standard Oil Co. for the sheer luxury and cheapness of it.	In any case I didn't do it on purpose: very often, I admit, I try to dream that I am President Wilson, or mr Bryan, or the Ritz Carlton Hotel, or a share of stock in the Standard Oil Co. for the sheer luxury and cheapness of it.	false	48.47	64.27	20
6575_67592_000002_000001	But this was an accident.	But this was an accident.	true	64.67	66.64	27.965458
6575_67592_000002_000002	I had been sitting up late at night writing personal reminiscences of Abraham Lincoln.	I had been sitting up late at night writing personal reminiscences of Abraham Lincoln.	true	66.95	72.43	15
6575_67592_000002_000003	I was writing against time.	I was writing against time.	true	72.74	74.8	19
6575_67592_000002_000004	The presidential election was drawing nearer every day and the market for reminiscences of Lincoln was extremely brisk, but, of course, might collapse any moment.	The presidential election was drawing nearer every day and the market for reminiscences of Lincoln was extremely brisk, but, of course, might collapse any moment.	true	75.11	85.93	23.560469
6575_67592_000002_000005	Writers of my class have to consider this sort of thing.	Writers of my class have to consider this sort of thing.	true	86.39	90.25	19
6575_67592_000002_000006	For instance, in the middle of Lent, I find that I can do fairly well with "Recent Lights on the Scriptures." Then, of course, when the hot weather comes, the market for Christmas poetry opens and there's a fairly good demand for voyages in the Polar Seas. Later on, in the quiet of the autumn I generally write some "Unpublished Letters from Goethe to Balzac," and that sort of thing.	For instance, in the middle of Lent, I find that I can do fairly well with "Recent Lights on the Scriptures." Then, of course, when the hot weather comes, the market for Christmas poetry opens and there's a fairly good demand for voyages in the Polar Seas. Later on, in the quiet of the autumn I generally write some "Unpublished Letters from Goethe to Balzac," and that sort of thing.	false	90.59	115.57	18
6575_67592_000003_000000	But it's a wearing occupation, full of disappointments, and needing the very keenest business instinct to watch every turn of the market.	But it's a wearing occupation, full of disappointments, and needing the very keenest business instinct to watch every turn of the market.	true	116.66	126.34	25.61811
6575_67592_000004_000000	I am afraid that this is a digression.	I am afraid that this is a digression.	true	127.16	129.34	21.898003
6575_67592_000004_000001	I only wanted to explain how a man's mind could be so harassed and overwrought as to make him dream that he was an editor.	I only wanted to explain how a man's mind could be so harassed and overwrought as to make him dream that he was an editor.	true	129.47	137.83	16
6575_67592_000005_000000	I knew at once in my dream where and what I was.	I knew at once in my dream where and what I was.	true	139.7	143.98	23
6575_67592_000005_000001	As soon as I saw the luxury of the surroundings,--the spacious room with its vaulted ceiling, lit with stained glass,--the beautiful mahogany table at which I sat writing with a ten-dollar fountain pen, the gift of the manufacturers,--on embossed stationery, the gift of the embossers,--on which I was setting down words at eight and a half cents a word and deliberately picking out short ones through sheer business acuteness;--as soon as I saw;--this I said to myself--	As soon as I saw the luxury of the surroundings,--the spacious room with its vaulted ceiling, lit with stained glass,--the beautiful mahogany table at which I sat writing with a ten dollar fountain pen, the gift of the manufacturers,--on embossed stationery, the gift of the embossers,--on which I was setting down words at eight and a half cents a word and deliberately picking out short ones through sheer business acuteness;--as soon as I saw;--this I said to myself-	true	144.47	177.52	21
6575_67592_000006_000000	"I am an editor, and this is my editorial sanctum." Not that I have ever seen an editor or a sanctum.	"I am an editor, and this is my editorial sanctum." Not that I have ever seen an editor or a sanctum.	true	178.22	187.66	24.516582
6575_67592_000006_000001	But I have sent so many manuscripts to so many editors and received them back with such unfailing promptness, that the scene before me was as familiar to my eye as if I had been wide awake.	But I have sent so many manuscripts to so many editors and received them back with such unfailing promptness, that the scene before me was as familiar to my eye as if I had been wide awake.	false	188.18	203.14	21
6575_67592_000007_000000	As I thus mused, revelling in the charm of my surroundings and admiring the luxurious black alpaca coat and the dainty dickie which I wore, there was a knock at the door.	As I thus mused, revelling in the charm of my surroundings and admiring the luxurious black alpaca coat and the dainty dickie which I wore, there was a knock at the door.	true	204.17	216.55	19
6575_67592_000008_000000	A beautiful creature entered.	A beautiful creature entered.	true	217.7	220.09	23
6575_67592_000008_000001	She evidently belonged to the premises, for she wore no hat and there were white cuffs upon her wrists.	She evidently belonged to the premises, for she wore no hat and there were white cuffs upon her wrists.	true	220.19	226.75	19
6575_67592_000008_000002	She has that indescribable beauty of effectiveness such as is given to hospital nurses.	She has that indescribable beauty of effectiveness such as is given to hospital nurses.	true	227.24	233.68	20
6575_67592_000009_000000	This, I thought to myself, must be my private secretary.	This, I thought to myself, must be my private secretary.	true	234.86	239.83	25.706085
6575_67592_000010_000000	"I hope I don't interrupt you, sir," said the girl.	"I hope I don't interrupt you, sir," said the girl.	true	240.98	244.18	29.69105
6575_67592_000011_000000	"My dear child," I answered, speaking in that fatherly way in which an editor might well address a girl almost young enough to be his wife, "pray do not mention it.	"My dear child," I answered, speaking in that fatherly way in which an editor might well address a girl almost young enough to be his wife, "pray do not mention it.	true	244.58	254.71	19
6575_67592_000011_000001	Sit down.	Sit down.	true	254.75	256.03	28.123842
6575_67592_000011_000002	You must be fatigued after your labours of the morning.	You must be fatigued after your labours of the morning.	true	256.19	259.45	20
6575_67592_000011_000003	Let me ring for a club sandwich."	Let me ring for a club sandwich."	true	259.76	262.27	25.884174
6575_67592_000012_000000	"I came to say, sir," the secretary went on, "that there's a person downstairs waiting to see you."	"I came to say, sir," the secretary went on, "that there's a person downstairs waiting to see you."	true	262.94	269.05	23.202784
6575_67592_000013_000000	My manner changed at once.	My manner changed at once.	true	269.66	271.72	26.038166
6575_67592_000014_000000	"Is he a gentleman or a contributor?" I asked.	"Is he a gentleman or a contributor?" I asked.	true	272.3	276.46	26.637665
6575_67592_000015_000000	"He doesn't look exactly like a gentleman."	"He doesn't look exactly like a gentleman."	true	277.01	279.79	30
6575_67592_000016_000000	"Very good," I said.	"Very good," I said.	true	280.28	282.25	26.490782
6575_67592_000016_000001	"He's a contributor for sure.	"He's a contributor for sure.	true	282.44	284.38	24.187576
6575_67592_000016_000002	Tell him to wait.	Tell him to wait.	true	284.6	285.88	24.079798
6575_67592_000016_000003	Ask the caretaker to lock him in the coal cellar, and kindly slip out and see if there's a policeman on the beat in case I need him."	Ask the caretaker to lock him in the coal cellar, and kindly slip out and see if there's a policeman on the beat in case I need him."	true	286.25	293.95	23
6575_67592_000017_000000	"Very good, sir," said the secretary.	"Very good, sir," said the secretary.	true	294.74	297.43	24.584532
6575_67592_000018_000000	I waited for about an hour, wrote a few editorials advocating the rights of the people, smoked some Turkish cigarettes, drank a glass of sherry, and ate part of an anchovy sandwich.	I waited for about an hour, wrote a few editorials advocating the rights of the people, smoked some Turkish cigarettes, drank a glass of sherry, and ate part of an anchovy sandwich.	true	298.19	309.49	23
6575_67592_000019_000000	Then I rang the bell.	Then I rang the bell.	true	310.16	312.16	21.133863
6575_67592_000019_000001	"Bring that man here," I said.	"Bring that man here," I said.	true	313.19	316	26.168777
6575_67592_000020_000000	Presently they brought him in.	Presently they brought him in.	true	316.64	318.37	20.730707
6575_67592_000020_000001	He was a timid-looking man with an embarrassed manner and all the low cunning of an author stamped on his features.	He was a timid looking man with an embarrassed manner and all the low cunning of an author stamped on his features.	true	318.65	325.69	23
6575_67592_000020_000002	I could see a bundle of papers in his hand, and I knew that the scoundrel was carrying a manuscript.	I could see a bundle of papers in his hand, and I knew that the scoundrel was carrying a manuscript.	true	326.09	332.38	25.345795
6575_67592_000021_000000	"Now, sir," I said, "speak quickly.	"Now, sir," I said, "speak quickly.	true	333.2	336.405	23.322832
6575_67592_000021_000001	What's your business?"	What's your business?"	true	336.405	338.08	29.77616
6575_67592_000022_000000	"I've got here a manuscript," he began.	"I've got here a manuscript," he began.	true	339.2	342.76	22.888815
6575_67592_000023_000000	"What!" I shouted at him.	"What!" I shouted at him.	true	343.19	345.345	29.636662
6575_67592_000023_000001	"A manuscript!	"A manuscript!	true	345.345	346.59	36.7303
6575_67592_000023_000002	You'd dare, would you!	You'd dare, would you!	false	346.59	348.22	21.821257
6575_67592_000023_000003	Bringing manuscripts in here!	Bringing manuscripts in here!	true	348.38	350.41	21
6575_67592_000023_000004	What sort of a place do you think this is?"	What sort of a place do you think this is?"	true	350.51	352.69	25
6575_67592_000024_000000	"It's the manuscript of a story," he faltered.	"It's the manuscript of a story," he faltered.	true	353.6	357.16	24.441463
6575_67592_000025_000000	"A story!" I shrieked.	"A story!" I shrieked.	true	357.74	360.31	38.13516
6575_67592_000025_000001	"What on earth do you think we'd want stories for!	"What on earth do you think we'd want stories for!	true	360.47	363.73	22.215824
6575_67592_000025_000002	Do you think we've nothing better to do than to print your idiotic ravings?	Do you think we've nothing better to do than to print your idiotic ravings?	true	364.04	368.2	24
6575_67592_000025_000003	Have you any idea, you idiot, of the expense we're put to in setting up our fifty pages of illustrated advertising?	Have you any idea, you idiot, of the expense we're put to in setting up our fifty pages of illustrated advertising?	true	368.3	376.87	21
6575_67592_000025_000004	Look here," I continued, seizing a bundle of proof illustrations that lay in front of me, "do you see this charming picture of an Asbestos Cooker, guaranteed fireless, odourless, and purposeless?	Look here," I continued, seizing a bundle of proof illustrations that lay in front of me, "do you see this charming picture of an Asbestos Cooker, guaranteed fireless, odourless, and purposeless?	false	377.21	390.22	19
6575_67592_000025_000005	Do you see this patent motor-car with pneumatic cushions, and the full-page description of its properties?	Do you see this patent motor car with pneumatic cushions, and the full page description of its properties?	true	390.35	397.36	19
6575_67592_000025_000006	Can you form any idea of the time and thought that we have to spend on these things, and yet you dare to come in here with your miserable stories.	Can you form any idea of the time and thought that we have to spend on these things, and yet you dare to come in here with your miserable stories.	true	397.52	409.3	20
6575_67592_000025_000007	By heaven," I said, rising in my seat, "I've a notion to come over there and choke you: I'm entitled to do it by the law, and I think I will."	By heaven," I said, rising in my seat, "I've a notion to come over there and choke you: I'm entitled to do it by the law, and I think I will."	true	409.82	421.54	22.783863
6575_67592_000026_000000	"Don't, don't," he pleaded.	"Don't, don't," he pleaded.	true	421.58	423.81	29.253756
6575_67592_000026_000001	"I'll go away.	"I'll go away.	true	423.81	424.93	25.92733
6575_67592_000026_000002	I meant no harm.	I meant no harm.	true	425.06	426.45	21.854658
6575_67592_000026_000003	I'll take it with me."	I'll take it with me."	true	426.45	427.75	28.485
6575_67592_000027_000000	"No you don't," I interrupted; "none of your sharp tricks with this magazine.	"No you don't," I interrupted; "none of your sharp tricks with this magazine.	true	428.3	434.11	23.486036
6575_67592_000027_000001	You've submitted this manuscript to me, and it stays submitted.	You've submitted this manuscript to me, and it stays submitted.	false	434.45	438.94	25.344118
6575_67592_000027_000002	If I don't like it, I shall prosecute you, and, I trust, obtain full reparation from the courts."	If I don't like it, I shall prosecute you, and, I trust, obtain full reparation from the courts."	true	439.22	445.83	26.823748
6575_67592_000028_000000	[Illustration: With all the low cunning of an author stamped on his features.]	[Illustration: With all the low cunning of an author stamped on his features.]	false	445.83	447.06	100
6575_67592_000029_000000	To tell the truth, it had occurred to me that perhaps I might need after all to buy the miserable stuff.	To tell the truth, it had occurred to me that perhaps I might need after all to buy the miserable stuff.	true	447.06	453.34	22.89632
6575_67592_000029_000001	Even while I felt that my indignation at the low knavery of the fellow was justified, I knew that it might be necessary to control it.	Even while I felt that my indignation at the low knavery of the fellow was justified, I knew that it might be necessary to control it.	true	453.77	461.53	19
6575_67592_000029_000002	The present low state of public taste demands a certain amount of this kind of matter distributed among the advertising.	The present low state of public taste demands a certain amount of this kind of matter distributed among the advertising.	true	462.02	471.1	20
6575_67592_000030_000000	I rang the bell again.	I rang the bell again.	true	471.98	473.8	21.268084
6575_67592_000031_000000	"Please take this man away and shut him up again.	"Please take this man away and shut him up again.	true	474.77	477.88	22.340612
