1607_134636_000000_000000	[Footnote 29: Euseb.	[Footnote twenty nine: Euseb.	false	0	2.07	19.046679
1607_134636_000000_000001	Orat. in Constantin. c.	Orat. in Constantin. c.	false	2.07	4.14	17.69192
1607_134636_000000_000002	3.	three.	false	4.14	4.68	21.265945
1607_134636_000000_000003	These dates are sufficiently correct to justify the orator.]	These dates are sufficiently correct to justify the orator.]	false	4.68	9.39	20
1607_134636_000001_000000	[Footnote 30: Zosim. l.	[Footnote thirty: Zosim. l.	false	9.39	10.92	19
1607_134636_000001_000001	ii.	ii.	false	10.92	11.31	20
1607_134636_000001_000002	p. 117.	p. one hundred seventeen.	false	11.31	12.87	14
1607_134636_000001_000003	Under the predecessors of Constantine, No bilissimus was a vague epithet, rather than a legal and determined title.]	Under the predecessors of Constantine, No bilissimus was a vague epithet, rather than a legal and determined title.]	false	12.87	25.26	18.33068
1607_134636_000002_000000	[Footnote 31: Adstruunt nummi veteres ac singulares.	[Footnote thirty one: Adstruunt nummi veteres a c singulares.	false	25.26	29.58	22.049406
1607_134636_000002_000001	Spanheim de Usu Numismat.	Spanheim de u s u Numismat.	false	29.58	32.49	18.225183
1607_134636_000002_000002	Dissertat.	Dissertat.	false	32.49	32.97	1
1607_134636_000002_000003	xii. vol. ii.	x i i. vol ii.	false	32.97	36.81	19.794655
1607_134636_000002_000004	p. 357.	p. three hundred fifty seven.	false	36.81	39.93	20
1607_134636_000002_000005	Ammianus speaks of this Roman king (l. xiv.	Ammianus speaks of this Roman king (l. x i v.	false	39.93	46.08	18.100653
1607_134636_000002_000006	c.	c.	false	46.08	46.62	-7
1607_134636_000002_000007	l, and Valesius ad loc.) The Valesian fragment styles him King of kings; and the Paschal Chronicle acquires the weight of Latin evidence.]	l, and Valesius ad loc.) The Valesian fragment styles him King of kings; and the Paschal Chronicle acquires the weight of Latin evidence.]	false	46.62	64.5	19.378838
1607_134636_000003_000000	[Footnote 31a: Hannibalianus is always designated in these authors by the title of king.	[Footnote thirty one a: Hannibalianus is always designated in these authors by the title of king.	false	64.5	71.52	18.851963
1607_134636_000003_000001	There still exist medals struck to his honor, on which the same title is found, Fl.	There still exist medals struck to his honor, on which the same title is found, florida.	false	71.52	79.41	19.029802
1607_134636_000003_000002	Hannibaliano Regi.	Hannibaliano Regi.	false	79.41	80.25	17.643375
