101_126859_000002_000000	THE BLACK PRINCE	THE BLACK PRINCE
101_126859_000003_000000	BY the edge of the river they stopped and said farewell.	BY the edge of the river they stopped and said farewell.
101_126859_000005_000000	Afterwards, when the Doctor and his pets were going on alone, Polynesia said,	Afterwards, when the Doctor and his pets were going on alone, Polynesia said,
101_126859_000006_000000	"We must tread softly and talk low as we go through the land of the Jolliginki.	"We must tread softly and talk low as we go through the land of the Jolliginki.
101_126859_000006_000001	If the King should hear us, he will send his soldiers to catch us again; for I am sure he is still very angry over the trick I played on him."	If the King should hear us, he will send his soldiers to catch us again; for I am sure he is still very angry over the trick I played on him."
101_126859_000007_000000	"What I am wondering," said the Doctor, "is where we are going to get another boat to go home in....	"What I am wondering," said the Doctor, "is where we are going to get another boat to go home in....
101_126859_000007_000002	'Never lift your foot till you come to the stile.'"	'Never lift your foot till you come to the stile.'"
101_126859_000008_000000	One day, while they were passing through a very thick part of the forest, Chee-Chee went ahead of them to look for cocoanuts.	One day, while they were passing through a very thick part of the forest, Chee Chee went ahead of them to look for cocoanuts.
101_126859_000008_000001	And while he was away, the Doctor and the rest of the animals, who did not know the jungle-paths so well, got lost in the deep woods.	And while he was away, the Doctor and the rest of the animals, who did not know the jungle paths so well, got lost in the deep woods.
101_126859_000009_000000	Chee-Chee, when he could not see them anywhere, was terribly upset.	Chee Chee, when he could not see them anywhere, was terribly upset.
101_126859_000009_000001	He climbed high trees and looked out from the top branches to try and see the Doctor's high hat; he waved and shouted; he called to all the animals by name.	He climbed high trees and looked out from the top branches to try and see the Doctor's high hat; he waved and shouted; he called to all the animals by name.
101_126859_000009_000002	But it was no use.	But it was no use.
101_126859_000009_000003	They seemed to have disappeared altogether.	They seemed to have disappeared altogether.
101_126859_000010_000000	Indeed they had lost their way very badly.	Indeed they had lost their way very badly.
101_126859_000010_000001	They had strayed a long way off the path, and the jungle was so thick with bushes and creepers and vines that sometimes they could hardly move at all, and the Doctor had to take out his pocket-knife and cut his way along.	They had strayed a long way off the path, and the jungle was so thick with bushes and creepers and vines that sometimes they could hardly move at all, and the Doctor had to take out his pocket knife and cut his way along.
101_126859_000010_000003	There seemed no end to their troubles; and nowhere could they come upon a path.	There seemed no end to their troubles; and nowhere could they come upon a path.
101_126859_000011_000000	At last, after blundering about like this for many days, getting their clothes torn and their faces covered with mud, they walked right into the King's back-garden by mistake.	At last, after blundering about like this for many days, getting their clothes torn and their faces covered with mud, they walked right into the King's back garden by mistake.
101_126859_000011_000001	The King's men came running up at once and caught them.	The King's men came running up at once and caught them.
101_126859_000013_000001	"So you are caught again!	"So you are caught again!
101_126859_000013_000002	This time you shall not escape.	This time you shall not escape.
101_126859_000013_000003	Take them all back to prison and put double locks on the door.	Take them all back to prison and put double locks on the door.
101_126859_000013_000004	This White Man shall scrub my kitchen-floor for the rest of his life!"	This White Man shall scrub my kitchen floor for the rest of his life!"
101_126859_000014_000000	So the Doctor and his pets were led back to prison and locked up.	So the Doctor and his pets were led back to prison and locked up.
101_126859_000014_000001	And the Doctor was told that in the morning he must begin scrubbing the kitchen-floor.	And the Doctor was told that in the morning he must begin scrubbing the kitchen floor.
101_126859_000016_000000	"This is a great nuisance," said the Doctor.	"This is a great nuisance," said the Doctor.
101_126859_000017_000002	Then Gub-Gub began to cry again.	Then Gub Gub began to cry again.
101_126859_000019_000000	This was always a very bad sign with Polynesia.	This was always a very bad sign with Polynesia.
101_126859_000019_000001	Whenever she said nothing and blinked her eyes, it meant that somebody had been making trouble, and she was thinking out some way to put things right.	Whenever she said nothing and blinked her eyes, it meant that somebody had been making trouble, and she was thinking out some way to put things right.
101_126859_000019_000002	People who made trouble for Polynesia or her friends were nearly always sorry for it afterwards.	People who made trouble for Polynesia or her friends were nearly always sorry for it afterwards.
101_126859_000020_000000	Presently she spied Chee-Chee swinging through the trees still looking for the Doctor.	Presently she spied Chee Chee swinging through the trees still looking for the Doctor.
101_126859_000020_000001	When Chee-Chee saw her, he came into her tree and asked her what had become of him.	When Chee Chee saw her, he came into her tree and asked her what had become of him.
101_126859_000021_000001	"We lost our way in the jungle and blundered into the palace-garden by mistake."	"We lost our way in the jungle and blundered into the palace garden by mistake."
101_126859_000023_000000	"It was all that stupid pig's fault," said Polynesia.	"It was all that stupid pig's fault," said Polynesia.
101_126859_000023_000002	And I was kept so busy catching him and bringing him back, that I turned to the left, instead of the right, when we reached the swamp.--Sh!--Look!	And I was kept so busy catching him and bringing him back, that I turned to the left, instead of the right, when we reached the swamp.--Sh!--Look!
101_126859_000024_000000	And there, sure enough, was Prince Bumpo, the King's son, opening the garden-gate.	And there, sure enough, was Prince Bumpo, the King's son, opening the garden gate.
101_126859_000024_000001	He carried a book of fairy-tales under his arm.	He carried a book of fairy tales under his arm.
101_126859_000024_000002	He came strolling down the gravel-walk, humming a sad song, till he reached a stone seat right under the tree where the parrot and the monkey were hiding.	He came strolling down the gravel walk, humming a sad song, till he reached a stone seat right under the tree where the parrot and the monkey were hiding.
101_126859_000025_000000	Chee-Chee and Polynesia watched him, keeping very quiet and still.	Chee Chee and Polynesia watched him, keeping very quiet and still.
101_126859_000028_000000	Then the parrot, talking in a small, high voice like a little girl, said aloud,	Then the parrot, talking in a small, high voice like a little girl, said aloud,
101_126859_000029_000000	"Bumpo, some one might turn thee into a white prince perchance."	"Bumpo, some one might turn thee into a white prince perchance."
101_126859_000030_000000	The King's son started up off the seat and looked all around.	The King's son started up off the seat and looked all around.
101_126859_000031_000002	Strange!"	Strange!"
101_126859_000032_000001	For 'tis I, Tripsitinka, the Queen of the Fairies, that speak to thee.	For 'tis I, Tripsitinka, the Queen of the Fairies, that speak to thee.
101_126859_000033_000000	"Oh tell me, Fairy-Queen," cried Bumpo, clasping his hands in joy, "who is it can turn me white?"	"Oh tell me, Fairy Queen," cried Bumpo, clasping his hands in joy, "who is it can turn me white?"
101_126859_000034_000003	Go to him, brave Bumpo, secretly, when the sun has set; and behold, thou shalt be made the whitest prince that ever won fair lady!	Go to him, brave Bumpo, secretly, when the sun has set; and behold, thou shalt be made the whitest prince that ever won fair lady!
101_126859_000034_000004	I have said enough.	I have said enough.
101_126859_000035_000000	"Farewell!" cried the Prince.	"Farewell!" cried the Prince.
101_126859_000035_000001	"A thousand thanks, good Tripsitinka!"	"A thousand thanks, good Tripsitinka!"
