8687_216570_000002_000001	Under Vespasian and Titus, Pliny, the naturalist, exclaimed: "Large estates have ruined Italy, and are ruining the provinces."	Under Vespasian and titus, Pliny, the naturalist, exclaimed: "Large estates have ruined Italy, and are ruining the provinces."
8687_216570_000003_000001	When the Senate sold captured lands at auction, it was in the interest of the treasury and of public welfare. When the patricians bought up possessions and property, they realized the purpose of the Senate's decrees; when they lent at high rates of interest, they took advantage of a legal privilege.	When the Senate sold captured lands at auction, it was in the interest of the treasury and of public welfare. When the patricians bought up possessions and property, they realized the purpose of the Senate's decrees; when they lent at high rates of interest, they took advantage of a legal privilege.
8687_216570_000006_000000	"The concentration of property," says M. Laboulaye, "while causing extreme poverty, forced the emperors to feed and amuse the people, that they might forget their misery.	"The concentration of property," says m Laboulaye, "while causing extreme poverty, forced the emperors to feed and amuse the people, that they might forget their misery.
8687_216570_000007_000001	In the time of Caesar, three hundred and twenty thousand people were thus fed.	In the time of Caesar, three hundred and twenty thousand people were thus fed.
8687_216570_000008_000000	"The emperor shrank at the thought.	"The emperor shrank at the thought.
8687_216570_000009_000000	"While grain was gratuitous, agriculture was impossible.	"While grain was gratuitous, agriculture was impossible.
8687_216570_000009_000001	Tillage gave way to pasturage, another cause of depopulation, even among slaves.	Tillage gave way to pasturage, another cause of depopulation, even among slaves.
8687_216570_000010_000000	"Finally, luxury, carried further and further every day, covered the soil of Italy with elegant villas, which occupied whole cantons.	"Finally, luxury, carried further and further every day, covered the soil of Italy with elegant villas, which occupied whole cantons.
8687_216570_000010_000001	Gardens and groves replaced the fields, and the free population fled to the towns.	Gardens and groves replaced the fields, and the free population fled to the towns.
8687_216570_000010_000002	Husbandry disappeared almost entirely, and with husbandry the husbandman.	Husbandry disappeared almost entirely, and with husbandry the husbandman.
8687_216570_000010_000003	Africa furnished the wheat, and Greece the wine.	Africa furnished the wheat, and Greece the wine.
8687_216570_000010_000005	One day later, and three hundred thousand starving men walked the streets of Rome: that was a revolution.	One day later, and three hundred thousand starving men walked the streets of Rome: that was a revolution.
8687_216570_000011_000000	"This decline of Italy and the provinces did not stop.	"This decline of Italy and the provinces did not stop.
