8820_294120_000004_000000	"Foma Gordyeeff" is a big book--not only is the breadth of Russia in it, but the expanse of life.	"Foma Gordyeeff" is a big book-not only is the breadth of Russia in it, but the expanse of life.
8820_294120_000004_000002	For Gorky, the Bitter One, is essentially a Russian in his grasp on the facts of life and in his treatment.	For Gorky, the Bitter One, is essentially a Russian in his grasp on the facts of life and in his treatment.
8820_294120_000004_000004	And, like all his brother Russians, ardent, passionate protest impregnates his work.	And, like all his brother Russians, ardent, passionate protest impregnates his work.
8820_294120_000004_000005	There is a purpose to it.	There is a purpose to it.
8820_294120_000004_000007	From that clenched fist of his, light and airy romances, pretty and sweet and beguiling, do not flow, but realities--yes, big and brutal and repulsive, but real.	From that clenched fist of his, light and airy romances, pretty and sweet and beguiling, do not flow, but realities-yes, big and brutal and repulsive, but real.
8820_294120_000005_000000	He raises the cry of the miserable and the despised, and in a masterly arraignment of commercialism, protests against social conditions, against the grinding of the faces of the poor and weak, and the self-pollution of the rich and strong, in their mad lust for place and power.	He raises the cry of the miserable and the despised, and in a masterly arraignment of commercialism, protests against social conditions, against the grinding of the faces of the poor and weak, and the self pollution of the rich and strong, in their mad lust for place and power.
8820_294120_000005_000003	To them it will be inexplicable that this man, with his health and his millions, could not go on living as his class lived, keeping regular hours at desk and stock exchange, driving close contracts, underbidding his competitors, and exulting in the business disasters of his fellows.	To them it will be inexplicable that this man, with his health and his millions, could not go on living as his class lived, keeping regular hours at desk and stock exchange, driving close contracts, underbidding his competitors, and exulting in the business disasters of his fellows.
8820_294120_000006_000000	"Why do you brag?" Foma, bursts out upon him.	"Why do you brag?" Foma, bursts out upon him.
8820_294120_000006_000003	Your daughter--what is she?	Your daughter-what is she?
8820_294120_000006_000005	Come, now, you're clever, you know everything--tell me, why do you live?	Come, now, you're clever, you know everything-tell me, why do you live?
8820_294120_000007_000003	It is without significance!	It is without significance!
8820_294120_000007_000005	What is there underneath?	What is there underneath?
8820_294120_000007_000006	What is the meaning of that which is underneath?	What is the meaning of that which is underneath?
8820_294120_000008_000003	And you must know that when a man complains about everything, and cries out and groans--he is not worth more than two kopeks, he is not worthy of pity, and will be of no use to you if you do help him."	And you must know that when a man complains about everything, and cries out and groans-he is not worth more than two kopeks, he is not worthy of pity, and will be of no use to you if you do help him."
8820_294120_000009_000001	Now comes Mayakin, speaking softly and without satire:	Now comes Mayakin, speaking softly and without satire:
8820_294120_000010_000003	But men have so ordered their lives that it is utterly impossible for them to act in accordance with Christ's teaching, and Jesus Christ has become entirely superfluous to us.	But men have so ordered their lives that it is utterly impossible for them to act in accordance with Christ's teaching, and Jesus Christ has become entirely superfluous to us.
8820_294120_000010_000004	Not once, but, in all probability, a thousand times, we have given Him over to be crucified, but still we cannot banish Him from our lives so long as His poor brethren sing His name in the streets and remind us of Him.	Not once, but, in all probability, a thousand times, we have given Him over to be crucified, but still we cannot banish Him from our lives so long as His poor brethren sing His name in the streets and remind us of Him.
8820_294120_000010_000005	And so now we have hit upon the idea of shutting up the beggars in such special buildings, so that they may not roam about the streets and stir up our consciences."	And so now we have hit upon the idea of shutting up the beggars in such special buildings, so that they may not roam about the streets and stir up our consciences."
8820_294120_000011_000000	But Foma will have none of it.	But Foma will have none of it.
8820_294120_000011_000001	He is neither to be enticed nor cajoled. The cry of his nature is for light.	He is neither to be enticed nor cajoled. The cry of his nature is for light.
8820_294120_000011_000002	He must have light.	He must have light.
8820_294120_000011_000003	And in burning revolt he goes seeking the meaning of life.	And in burning revolt he goes seeking the meaning of life.
8820_294120_000011_000004	"His thoughts embraced all those petty people who toiled at hard labour.	"His thoughts embraced all those petty people who toiled at hard labour.
8820_294120_000011_000005	It was strange--why did they live?	It was strange-why did they live?
8820_294120_000011_000006	What satisfaction was it to them to live on the earth?	What satisfaction was it to them to live on the earth?
8820_294120_000011_000007	All they did was to perform their dirty, arduous toil, eat poorly; they were miserably clad, addicted to drunkenness.	All they did was to perform their dirty, arduous toil, eat poorly; they were miserably clad, addicted to drunkenness.
8820_294120_000011_000008	One was sixty years old, but he still toiled side by side with young men.	One was sixty years old, but he still toiled side by side with young men.
8820_294120_000012_000000	He becomes the living interrogation of life.	He becomes the living interrogation of life.
8820_294120_000012_000003	Why should men fetch and carry for him?	Why should men fetch and carry for him?
8820_294120_000012_000004	be slaves to him and his money?	be slaves to him and his money?
8820_294120_000013_000000	"Work is not everything to a man," he says; "it is not true that justification lies in work . . .	"Work is not everything to a man," he says; "it is not true that justification lies in work . . .
8820_294120_000013_000002	Why is that?	Why is that?
8820_294120_000013_000004	And how will all the people who give their orders justify themselves?	And how will all the people who give their orders justify themselves?
8820_294120_000013_000006	But my idea is that everybody ought, without fail, to know solidly what he is living for.	But my idea is that everybody ought, without fail, to know solidly what he is living for.
8820_294120_000013_000007	Is it possible that a man is born to toil, accumulate money, build a house, beget children, and--die?	Is it possible that a man is born to toil, accumulate money, build a house, beget children, and-die?
8820_294120_000013_000008	No; life means something in itself. . . .	No; life means something in itself. . . .
