5802_76044_000000_000000	"I don't in the least want to go on talking about myself," said Sir Richmond abruptly.	"I don't in the least want to go on talking about myself," said Sir Richmond abruptly.	false	40.545	46.69	23.294106
5802_76044_000001_000000	"Let it rest then," said the doctor generously.	"Let it rest then," said the doctor generously.	true	47.09	50.19	24.518042
5802_76044_000002_000000	"To-day, among these ancient memories, has taken me out of myself wonderfully.	"To day, among these ancient memories, has taken me out of myself wonderfully.	false	50.19	54.76	21.172941
5802_76044_000002_000001	I can't tell you how good Avebury has been for me.	I can't tell you how good Avebury has been for me.	false	54.83	57.34	20
5802_76044_000002_000002	This afternoon half my consciousness has seemed to be a tattooed creature wearing a knife of stone...."	This afternoon half my consciousness has seemed to be a tattooed creature wearing a knife of stone...."	false	57.44	62.41	22
5802_76044_000003_000000	"The healing touch of history."	"The healing touch of history."	true	62.87	64.96	26.447552
5802_76044_000004_000000	"And for the first time my damned Committee has mattered scarcely a rap."	"And for the first time my damned Committee has mattered scarcely a rap."	true	65.36	69.37	21.941952
5802_76044_000005_000000	Sir Richmond stretched himself in his chair and blinked cheerfully at his cigar smoke.	Sir Richmond stretched himself in his chair and blinked cheerfully at his cigar smoke.	true	69.71	73.59	22.153772
5802_76044_000006_000000	"Nevertheless," he said, "this confessional business of yours has been an excellent exercise.	"Nevertheless," he said, "this confessional business of yours has been an excellent exercise.	true	73.59	78.01	17
5802_76044_000006_000001	It has enabled me to get outside myself, to look at myself as a Case.	It has enabled me to get outside myself, to look at myself as a Case.	false	78.02	82.09	22.088186
5802_76044_000006_000002	Now I can even see myself as a remote Case.	Now I can even see myself as a remote Case.	true	82.13	84.88	19
5802_76044_000006_000003	That I needn't bother about further....	That I needn't bother about further....	true	85.16	87.075	20.279402
5802_76044_000006_000004	So far as that goes, I think we have done all that there is to be done."	So far as that goes, I think we have done all that there is to be done."	true	87.075	91.06	22.495192
5802_76044_000007_000000	"I shouldn't say that--quite--yet," said the doctor.	"I shouldn't say that-quite-yet," said the doctor.	true	91.49	94.9	21.666414
5802_76044_000008_000000	"I don't think I'm a subject for real psychoanalysis at all.	"I don't think I'm a subject for real psychoanalysis at all.	true	95.09	98.38	17
5802_76044_000008_000001	I'm not an overlaid sort of person.	I'm not an overlaid sort of person.	true	98.45	100.59	24.59898
5802_76044_000008_000002	When I spread myself out there is not much indication of a suppressed wish or of anything masked or buried of that sort.	When I spread myself out there is not much indication of a suppressed wish or of anything masked or buried of that sort.	true	100.59	106.51	15
5802_76044_000008_000003	What you get is a quite open and recognized discord of two sets of motives."	What you get is a quite open and recognized discord of two sets of motives."	true	106.67	110.83	23
5802_76044_000009_000000	The doctor considered.	The doctor considered.	true	111.23	112.51	23.14201
5802_76044_000009_000001	"Yes, I think that is true.	"Yes, I think that is true.	false	112.67	114.58	23.859007
5802_76044_000009_000002	Your LIBIDO is, I should say, exceptionally free.	Your LIBIDO is, I should say, exceptionally free.	true	114.65	118	17
5802_76044_000009_000003	Generally you are doing what you want to do--overdoing, in fact, what you want to do and getting simply tired."	Generally you are doing what you want to do-overdoing, in fact, what you want to do and getting simply tired."	true	118.16	124.75	23.532463
5802_76044_000010_000000	"Which is the theory I started with.	"Which is the theory I started with.	true	125.21	127.08	19.98299
5802_76044_000010_000001	I am a case of fatigue under irritating circumstances with very little mental complication or concealment."	I am a case of fatigue under irritating circumstances with very little mental complication or concealment."	false	127.08	132.55	16
5802_76044_000011_000000	"Yes," said the doctor.	"Yes," said the doctor.	true	132.95	134.745	24.91299
5802_76044_000011_000001	"I agree.	"I agree.	true	134.745	135.66	16
5802_76044_000011_000002	You are not a case for psychoanalysis, strictly speaking, at all.	You are not a case for psychoanalysis, strictly speaking, at all.	false	135.66	139.69	24
5802_76044_000011_000003	You are in open conflict with yourself, upon moral and social issues.	You are in open conflict with yourself, upon moral and social issues.	false	139.82	144.135	18
5802_76044_000011_000004	Practically open.	Practically open.	true	144.135	145.45	21.778107
5802_76044_000011_000005	Your problems are problems of conscious conduct."	Your problems are problems of conscious conduct."	true	145.52	148.51	24.147184
5802_76044_000012_000000	"As I said."	"As I said."	true	148.97	149.97	26.385695
5802_76044_000013_000000	"Of what renunciations you have consciously to make."	"Of what renunciations you have consciously to make."	false	149.97	153.67	21.614162
