205_159056_000000_000000	This is a LibriVox recording.	This is a LibriVox recording.	false	4.53	6.52	23.926737
205_159056_000000_000001	All LibriVox recordings are in the public domain.	All LibriVox recordings are in the public domain.	true	6.59	9.64	21
205_159056_000000_000002	For more information, or to volunteer, please visit librivox.org.	For more information, or to volunteer, please visit librivox dot org.	true	9.71	14.82	24.095514
205_159056_000001_000000	THE WINNING OF CANADA ***	THE WINNING OF CANADA asterisk asterisk asterisk	false	14.82	14.91	-1
205_159056_000002_000000	Produced by Gardner Buchanan.	Produced by Gardner Buchanan.	false	14.91	14.97	-20
205_159056_000003_000000	CHRONICLES OF CANADA	CHRONICLES OF CANADA	false	14.97	15.03	-9
205_159056_000004_000000	THE WINNING OF CANADA	THE WINNING OF CANADA	false	15.03	15.09	0
205_159056_000005_000000	A Chronicle of Wolfe	A Chronicle of Wolfe	true	15.09	16.455	26.138624
205_159056_000006_000000	By William Wood	By William Wood	true	16.455	17.61	19
205_159056_000007_000000	Edited by George M. Wrong and H. H. Langton	Edited by George m Wrong and h h Langton	false	17.61	17.79	-20
205_159056_000008_000000	In thirty-two volumes	In thirty two volumes	false	17.79	17.88	-20
205_159056_000009_000000	Volume 11	Volume eleven	false	17.88	17.91	-20
205_159056_000010_000000	TORONTO, 1915	TORONTO, nineteen fifteen	false	17.91	18	-9
205_159056_000011_000000	AUTHOR'S NOTE	AUTHOR'S NOTE	true	18	19.12	23.81172
205_159056_000012_000000	Any life of Wolfe can be artificially simplified by treating his purely military work as something complete in itself and not as a part of a greater whole.	Any life of Wolfe can be artificially simplified by treating his purely military work as something complete in itself and not as a part of a greater whole.	false	20.12	29.89	23.481897
205_159056_000012_000001	But, since such treatment gives a totally false idea of his achievement, this little sketch, drawn straight from original sources, tries to show him as he really was, a co-worker with the British fleet in a war based entirely on naval strategy and inseparably connected with international affairs of world-wide significance. The only simplification attempted here is that of arrangement and expression.	But, since such treatment gives a totally false idea of his achievement, this little sketch, drawn straight from original sources, tries to show him as he really was, a co-worker with the British fleet in a war based entirely on naval strategy and inseparably connected with international affairs of world-wide significance. The only simplification attempted here is that of arrangement and expression.	true	30.14	56.05	22.597414
205_159056_000013_000000	W.W.	w w	true	56.51	57.525	23.651423
205_159056_000014_000000	Quebec, April 1914.	Quebec, april nineteen fourteen.	true	57.525	60.48	24.56794
205_159056_000015_000000	LIST OF CONTENTS	LIST OF CONTENTS	false	60.48	60.57	-20
205_159056_000016_000000	I. THE BOY II.	I. THE BOY two.	false	60.57	60.69	-20
205_159056_000016_000001	THE YOUNG SOLDIER III.	THE YOUNG SOLDIER three.	false	60.69	60.84	-8
205_159056_000016_000002	THE SEVEN YEARS' PEACE IV.	THE SEVEN YEARS' PEACE i v.	false	60.84	61.05	-2
205_159056_000016_000003	THE SEVEN YEARS' WAR V. LOUISBOURG VI.	THE SEVEN YEARS' WAR five LOUISBOURG VI.	false	61.05	61.29	-7
205_159056_000016_000004	QUEBEC VII.	QUEBEC seven.	false	61.29	61.35	-20
205_159056_000016_000005	THE PLAINS OF ABRAHAM VIII.	THE PLAINS OF ABRAHAM eight.	false	61.35	61.53	-1
205_159056_000016_000006	EPILOGUE--THE LAST STAND	EPILOGUE-THE LAST STAND	false	61.53	61.65	-20
205_159056_000017_000000	BIBLIOGRAPHICAL NOTE	BIBLIOGRAPHICAL NOTE	false	61.65	61.74	-3
205_159056_000018_000000	CHAPTER I -- THE BOY, 1727-1741	CHAPTER one -- THE BOY, seventeen twenty seven to seventeen forty one	true	61.74	66.52	20.476572
205_159056_000019_000000	Wolfe was a soldier born.	Wolfe was a soldier born.	true	67.07	69.12	22.509768
205_159056_000019_000001	Many of his ancestors had stood ready to fight for king and country at a moment's notice.	Many of his ancestors had stood ready to fight for king and country at a moment's notice.	true	69.12	73.84	16
205_159056_000019_000002	His father fought under the great Duke of Marlborough in the war against France at the beginning of the eighteenth century.	His father fought under the great Duke of Marlborough in the war against France at the beginning of the eighteenth century.	true	74.09	80.83	20
205_159056_000019_000003	His grandfather, his great-grandfather, his only uncle, and his only brother were soldiers too.	His grandfather, his great grandfather, his only uncle, and his only brother were soldiers too.	false	81.05	86.5	23
205_159056_000019_000004	Nor has the martial spirit deserted the descendants of the Wolfes in the generation now alive.	Nor has the martial spirit deserted the descendants of the Wolfes in the generation now alive.	true	86.72	92.53	21
205_159056_000019_000005	They are soldiers still.	They are soldiers still.	true	92.6	94.24	19.668776
205_159056_000019_000006	The present head of the family, who represented it at the celebration of the tercentenary of the founding of Quebec, fought in Egypt for Queen Victoria; and the member of it who represented Wolfe on that occasion, in the pageant of the Quebec campaign, is an officer in the Canadian army under George V.	The present head of the family, who represented it at the celebration of the tercentenary of the founding of Quebec, fought in Egypt for Queen Victoria; and the member of it who represented Wolfe on that occasion, in the pageant of the Quebec campaign, is an officer in the Canadian army under George the fifth	false	94.4	113.44	22.152504
205_159056_000020_000000	The Wolfes are of an old and honourable line.	The Wolfes are of an old and honourable line.	false	114.59	117.79	21.102127
205_159056_000020_000001	Many hundreds of years ago their forefathers lived in England and later on in Wales.	Many hundreds of years ago their forefathers lived in England and later on in Wales.	true	117.83	123.04	20
205_159056_000020_000002	Later still, in the fifteenth century, before America was discovered, they were living in Ireland.	Later still, in the fifteenth century, before America was discovered, they were living in Ireland.	true	123.17	129.31	21.811745
205_159056_000020_000003	Wolfe's father, however, was born in England; and, as there is no evidence that any of his ancestors in Ireland had married other than English Protestants, and as Wolfe's mother was also English, we may say that the victor of Quebec was a pure-bred Englishman.	Wolfe's father, however, was born in England; and, as there is no evidence that any of his ancestors in Ireland had married other than English Protestants, and as Wolfe's mother was also English, we may say that the victor of Quebec was a pure bred Englishman.	true	129.53	145.81	21.924175
205_159056_000020_000004	Among his Anglo-Irish kinsmen were the Goldsmiths and the Seymours.	Among his Anglo Irish kinsmen were the Goldsmiths and the Seymours.	true	146.21	151.06	20.423416
