4331_57180_000004_000000	"Jack is here," said Lord Rufford, as soon as the fuss of his late arrival had worn itself away.	"Jack is here," said Lord Rufford, as soon as the fuss of his late arrival had worn itself away.
4331_57180_000005_000000	"I shall be proud to renew my acquaintance."	"I shall be proud to renew my acquaintance."
4331_57180_000006_000000	"Can you come to-morrow?"	"Can you come to morrow?"
4331_57180_000007_000000	"Oh yes," said Arabella, rapturously.	"Oh yes," said Arabella, rapturously.
4331_57180_000008_000000	"There are difficulties, and I ought to have written to you about them.	"There are difficulties, and I ought to have written to you about them.
4331_57180_000008_000001	I am going with the Fitzwilliam." Now Mistletoe was in Lincolnshire, not very far from Peterborough, not very far from Stamford, not very far from Oakham.	I am going with the Fitzwilliam." Now Mistletoe was in Lincolnshire, not very far from Peterborough, not very far from Stamford, not very far from Oakham.
4331_57180_000008_000004	And a postchaise could meet him here or there.	And a postchaise could meet him here or there.
4331_57180_000008_000005	But when a lady is added, the difficulty is often increased fivefold.	But when a lady is added, the difficulty is often increased fivefold.
4331_57180_000009_000000	"Is it very far?" asked Arabella.	"Is it very far?" asked Arabella.
4331_57180_000010_000000	"It is a little far.	"It is a little far.
4331_57180_000010_000001	I wonder who are going from here?"	I wonder who are going from here?"
4331_57180_000011_000000	"Heaven only knows.	"Heaven only knows.
4331_57180_000011_000001	I have passed my time in playing cat's cradle with Sir Jeffrey Bunker for the amusement of the company, and in confidential communications with my aunt and Lady Drummond.	I have passed my time in playing cat's cradle with Sir Jeffrey Bunker for the amusement of the company, and in confidential communications with my aunt and Lady Drummond.
4331_57180_000012_000001	The Duke said that he did not know of anything on wheels going to Holcombe Cross.	The Duke said that he did not know of anything on wheels going to Holcombe Cross.
4331_57180_000012_000002	Then a hunting man who had heard the question said that he and another intended to travel by train to Oundle.	Then a hunting man who had heard the question said that he and another intended to travel by train to Oundle.
4331_57180_000012_000003	Upon this Lord Rufford turned round and looked at Arabella mournfully.	Upon this Lord Rufford turned round and looked at Arabella mournfully.
4331_57180_000013_000000	"Cannot I go by train to Oundle?" she asked.	"Cannot I go by train to Oundle?" she asked.
4331_57180_000014_000000	"Nothing on earth so jolly if your pastors and masters and all that will let you."	"Nothing on earth so jolly if your pastors and masters and all that will let you."
4331_57180_000016_000000	"The Duchess!" suggested Lord Rufford.	"The Duchess!" suggested Lord Rufford.
4331_57180_000017_000000	"I thought all that kind of nonsense was over," said Arabella.	"I thought all that kind of nonsense was over," said Arabella.
4331_57180_000018_000000	"I believe a great deal is over.	"I believe a great deal is over.
4331_57180_000018_000001	You can do many things that your mother and grandmother couldn't do; but absolute freedom,--what you may call universal suffrage,--hasn't come yet, I fear.	You can do many things that your mother and grandmother couldn't do; but absolute freedom,--what you may call universal suffrage,--hasn't come yet, I fear.
4331_57180_000019_000000	"But the railway!"	"But the railway!"
4331_57180_000020_000000	"I'm afraid that would be worse.	"I'm afraid that would be worse.
4331_57180_000020_000001	We couldn't ride back, you know, as we did at Rufford.	We couldn't ride back, you know, as we did at Rufford.
4331_57180_000020_000004	To tell you the truth I'm the least bit in the world afraid of the Duchess."	To tell you the truth I'm the least bit in the world afraid of the Duchess."
4331_57180_000021_000000	"I am not at all," said Arabella, angrily.	"I am not at all," said Arabella, angrily.
4331_57180_000022_000000	Then Lord Rufford ate his dinner and seemed to think that that matter was settled.	Then Lord Rufford ate his dinner and seemed to think that that matter was settled.
4331_57180_000022_000001	Arabella knew that he might have hunted elsewhere,--that the Cottesmore would be out in their own county within twelve miles of them, and that the difficulty of that ride would be very much less.	Arabella knew that he might have hunted elsewhere,--that the Cottesmore would be out in their own county within twelve miles of them, and that the difficulty of that ride would be very much less.
4331_57180_000022_000002	The Duke might have been persuaded to send a carriage that distance.	The Duke might have been persuaded to send a carriage that distance.
4331_57180_000022_000003	But Lord Rufford cared more about the chance of a good run than her company!	But Lord Rufford cared more about the chance of a good run than her company!
4331_57180_000022_000006	"And is that to be the end of Jack as far as I'm concerned?"	"And is that to be the end of Jack as far as I'm concerned?"
4331_57180_000023_000000	"I have been thinking about it ever since.	"I have been thinking about it ever since.
4331_57180_000023_000001	This is Thursday."	This is Thursday."
4331_57180_000024_000000	"Not a doubt about it."	"Not a doubt about it."
4331_57180_000025_000000	"To-morrow will be Friday and the Duke has his great shooting on Saturday.	"To morrow will be Friday and the Duke has his great shooting on Saturday.
4331_57180_000025_000002	I shall go with the Pytchley if I don't shoot, but I shall have to get up just when other people are going to bed.	I shall go with the Pytchley if I don't shoot, but I shall have to get up just when other people are going to bed.
4331_57180_000025_000003	That wouldn't suit you."	That wouldn't suit you."
4331_57180_000026_000000	"I wouldn't mind if I didn't go to bed at all."	"I wouldn't mind if I didn't go to bed at all."
4331_57180_000027_000000	"At any rate it wouldn't suit the Duchess.	"At any rate it wouldn't suit the Duchess.
4331_57180_000027_000002	I hate being anywhere on Sunday except in a railway carriage. But if I thought the Duke would keep me till Tuesday morning we might manage Peltry on Monday.	I hate being anywhere on Sunday except in a railway carriage. But if I thought the Duke would keep me till Tuesday morning we might manage Peltry on Monday.
4331_57180_000027_000003	I meant to have got back to Surbiton's on Sunday and have gone from there."	I meant to have got back to Surbiton's on Sunday and have gone from there."
4331_57180_000028_000000	"Where is Peltry?"	"Where is Peltry?"
4331_57180_000029_000000	"It's a Cottesmore meet,--about five miles this side of Melton."	"It's a Cottesmore meet,--about five miles this side of Melton."
4331_57180_000030_000000	"We could ride from here."	"We could ride from here."
4331_57180_000031_000000	"It's rather far for that, but we could talk over the Duke to send a carriage.	"It's rather far for that, but we could talk over the Duke to send a carriage.
4331_57180_000031_000001	Ladies always like to see a meet, and perhaps we could make a party.	Ladies always like to see a meet, and perhaps we could make a party.
4331_57180_000031_000002	If not we must put a good face on it and go in anything we can get.	If not we must put a good face on it and go in anything we can get.
4331_57180_000031_000003	I shouldn't fear the Duchess so much for twelve miles as I should for twenty."	I shouldn't fear the Duchess so much for twelve miles as I should for twenty."
4331_57180_000032_000000	"I don't mean to let the Duchess interfere with me," said Arabella in a whisper.	"I don't mean to let the Duchess interfere with me," said Arabella in a whisper.
4331_57180_000033_000003	It was, however, understood that she was to have a place in the carriage.	It was, however, understood that she was to have a place in the carriage.
4331_57180_000034_000000	Arabella had gained two things.	Arabella had gained two things.
4331_57180_000034_000001	She would have her one day's hunting, and she had secured the presence of Lord Rufford at Mistletoe for Sunday.	She would have her one day's hunting, and she had secured the presence of Lord Rufford at Mistletoe for Sunday.
4331_57180_000034_000002	With such a man as his lordship it was almost impossible to find a moment for confidential conversation.	With such a man as his lordship it was almost impossible to find a moment for confidential conversation.
4331_57180_000034_000003	He worked so hard at his amusements that he was as bad a lover as a barrister who has to be in Court all day,--almost as bad as a sailor who is always going round the world.	He worked so hard at his amusements that he was as bad a lover as a barrister who has to be in Court all day,--almost as bad as a sailor who is always going round the world.
4331_57180_000034_000004	On this evening it was ten o'clock before the gentlemen came into the drawing-room, and then Lord Rufford's time was spent in arranging the party for the meet on Monday.	On this evening it was ten o'clock before the gentlemen came into the drawing room, and then Lord Rufford's time was spent in arranging the party for the meet on Monday.
4331_57180_000034_000005	When the ladies went up to bed Arabella had had no other opportunity than what Fortune had given her at dinner.	When the ladies went up to bed Arabella had had no other opportunity than what Fortune had given her at dinner.
