8396_120277_000000_000000	"Oh, did you?	"Oh, did you?	false	0	0.66	22.170155
8396_120277_000000_000001	Thank you so much!" cried happy Billie, and then he ran off to spin his red top, while Mr. Longears went back to his bungalow.	Thank you so much!" cried happy Billie, and then he ran off to spin his red top, while mr Longears went back to his bungalow.	false	0.66	6.15	15
8396_120277_000001_000000	And if the sofa pillow doesn't leak its feathers all over, and make the room look like a bird's nest at a moving picture picnic, I'll tell you in the next story about Uncle Wiggily and the sunbeam.	And if the sofa pillow doesn't leak its feathers all over, and make the room look like a bird's nest at a moving picture picnic, I'll tell you in the next story about Uncle Wiggily and the sunbeam.	false	6.15	13.47	20.316906
8396_120277_000002_000000	STORY XXIII	STORY twenty three	true	13.47	14.625	23.101156
8396_120277_000003_000000	UNCLE WIGGILY AND THE SUNBEAM	UNCLE WIGGILY AND THE SUNBEAM	true	14.625	16.45	18.867035
8396_120277_000004_000000	Uncle Wiggily Longears, the nice rabbit gentleman, was walking along in the woods one day, sort of hopping and leaning on his red, white and blue striped rheumatism crutch, and he was wondering whether or not he would have an adventure, when, all at once, he heard a little voice crying:	Uncle Wiggily Longears, the nice rabbit gentleman, was walking along in the woods one day, sort of hopping and leaning on his red, white and blue striped rheumatism crutch, and he was wondering whether or not he would have an adventure, when, all at once, he heard a little voice crying:	true	17.36	32.02	18
8396_120277_000005_000000	"Oh, dear!	"Oh, dear!	true	32.24	33.21	26.869595
8396_120277_000005_000001	I never can get up!	I never can get up!	false	33.21	34.455	16
8396_120277_000005_000002	I never can get up!	I never can get up!	false	34.455	35.85	10
8396_120277_000005_000003	Oh, dear!"	Oh, dear!"	true	35.85	36.94	18
8396_120277_000006_000000	"Ha! that sounds like some one who can't get out of bed," exclaimed the bunny uncle.	"Ha! that sounds like some one who can't get out of bed," exclaimed the bunny uncle.	true	37.82	42.79	21.717062
8396_120277_000006_000001	"I wonder who it can be?	"I wonder who it can be?	true	43.13	44.745	17
8396_120277_000006_000002	Perhaps I can help them."	Perhaps I can help them."	true	44.745	46.27	20.440947
