3551_7894_000000_000000	CHAPTER XVII	CHAPTER seventeen	true	9.285	10.395	20
3551_7894_000001_000000	Atonement.	Atonement.	true	10.395	11.29	24.993397
3551_7894_000002_000000	Merlin waited a while in the hall, until he heard the noise of the shrieking crowd gradually die away in the distance, then with a grunt of satisfaction he one more mounted the stairs.	Merlin waited a while in the hall, until he heard the noise of the shrieking crowd gradually die away in the distance, then with a grunt of satisfaction he one more mounted the stairs.	false	11.87	21.94	16
3551_7894_000003_000000	All these events outside had occurred during a very few minutes, and Madame Deroulede and Anne Mie had been too anxious as to what was happening in the streets, to take any notice of Juliette.	All these events outside had occurred during a very few minutes, and Madame Deroulede and Anne Mie had been too anxious as to what was happening in the streets, to take any notice of Juliette.	false	22.19	32.01	16
3551_7894_000004_000000	They had not dared to step out on to the balcony to see what was going on, and, therefore, did not understand what the reopening and shutting of the front door had meant.	They had not dared to step out on to the balcony to see what was going on, and, therefore, did not understand what the reopening and shutting of the front door had meant.	false	32.01	40.93	22
3551_7894_000005_000000	The next instant, however, Merlin's heavy, slouching footsteps on the stairs had caused Anne Mie to look round in alarm.	The next instant, however, Merlin's heavy, slouching footsteps on the stairs had caused Anne Mie to look round in alarm.	false	41.06	47.5	17
3551_7894_000006_000000	"It is only the soldiers come back for me," said Juliette quietly.	"It is only the soldiers come back for me," said Juliette quietly.	true	47.63	51.16	21
3551_7894_000007_000000	"For you?"	"For you?"	true	51.38	52.27	26.277334
3551_7894_000008_000000	"Yes; they are coming to take me away.	"Yes; they are coming to take me away.	true	52.67	54.73	21
3551_7894_000008_000001	I suppose they did not wish to do it in the presence of Mr. Deroulede, for fear ..."	I suppose they did not wish to do it in the presence of mr Deroulede, for fear ..."	false	54.83	58.75	16
3551_7894_000009_000000	She had no time to say more.	She had no time to say more.	true	59.21	60.75	18
3551_7894_000009_000001	Anne Mie was still looking at her in awed and mute surprise, when Merlin entered the room.	Anne Mie was still looking at her in awed and mute surprise, when Merlin entered the room.	false	60.75	65.47	14
3551_7894_000010_000000	In his hand he held a leather case, all torn, and split at one end, and a few tiny scraps of half-charred paper.	In his hand he held a leather case, all torn, and split at one end, and a few tiny scraps of half charred paper.	true	65.66	72.49	21
3551_7894_000010_000001	He walked straight up to Juliette, and roughly thrust the case and papers into her face.	He walked straight up to Juliette, and roughly thrust the case and papers into her face.	true	72.68	76.96	19
3551_7894_000011_000000	"These are yours?" he said roughly.	"These are yours?" he said roughly.	true	77.42	79.63	21.031158
3551_7894_000012_000000	"Yes."	"Yes."	true	79.76	80.53	27.851149
3551_7894_000013_000000	"I suppose you know where they were found?"	"I suppose you know where they were found?"	true	80.63	82.81	18.989643
3551_7894_000014_000000	She nodded quietly in reply.	She nodded quietly in reply.	true	82.91	84.73	21.49724
3551_7894_000015_000000	"What were these papers which you burnt?"	"What were these papers which you burnt?"	true	84.83	86.83	22.20304
3551_7894_000016_000000	"Love letters."	"Love letters."	true	87.02	88.12	25.091053
3551_7894_000017_000000	"You lie!"	"You lie!"	true	88.31	89.32	25.222986
3551_7894_000018_000000	She shrugged her shoulders.	She shrugged her shoulders.	true	89.6	91.09	20.701895
3551_7894_000019_000000	"As you please," she said curtly.	"As you please," she said curtly.	true	91.4	93.4	22
3551_7894_000020_000000	"What were these papers?" he repeated, with a loud obscene oath which, however, had not the power to disturb the young girl's serenity.	"What were these papers?" he repeated, with a loud obscene oath which, however, had not the power to disturb the young girl's serenity.	true	93.62	101.14	23.904846
3551_7894_000021_000000	"I have told you," she said: "love letters, which I wished to burn."	"I have told you," she said: "love letters, which I wished to burn."	true	101.36	105.64	22.287462
3551_7894_000022_000000	"Who was your lover?" he asked.	"Who was your lover?" he asked.	true	105.83	107.925	28.876877
3551_7894_000023_000000	Then as she did not reply he indicated the street, where cries of "Deroulede!	Then as she did not reply he indicated the street, where cries of "Deroulede!	false	107.925	112.17	17
3551_7894_000023_000001	Vive Deroulede!" still echoed from afar.	Vive Deroulede!" still echoed from afar.	false	112.17	114.48	19
3551_7894_000024_000000	"Were the letters from him?"	"Were the letters from him?"	false	114.48	116.29	20.609125
3551_7894_000025_000000	"No."	"no"	true	116.45	117.19	27.525751
3551_7894_000026_000000	"You had more than one lover, then?"	"You had more than one lover, then?"	true	117.32	119.53	17
3551_7894_000027_000000	He laughed, and a hideous leer seemed further to distort his ugly countenance.	He laughed, and a hideous leer seemed further to distort his ugly countenance.	true	119.96	124.15	17
3551_7894_000028_000000	He thrust his face quite close to hers, and she closed her eyes, sick with the horror of this contact with the degraded wretch.	He thrust his face quite close to hers, and she closed her eyes, sick with the horror of this contact with the degraded wretch.	true	124.34	130.87	21
3551_7894_000028_000001	Even Anne Mie had uttered a cry of sympathy at sight of this evil-smelling, squalid creature torturing, with his close proximity, the beautiful, refined girl before him.	Even Anne Mie had uttered a cry of sympathy at sight of this evil smelling, squalid creature torturing, with his close proximity, the beautiful, refined girl before him.	false	131	140.41	19
3551_7894_000029_000000	With a rough gesture he put his clawlike hand under her delicate chin, forcing her to turn round and to look at him.	With a rough gesture he put his clawlike hand under her delicate chin, forcing her to turn round and to look at him.	false	140.57	146.92	19
3551_7894_000029_000001	She shuddered at the loathsome touch, but her quietude never forsook her for a moment.	She shuddered at the loathsome touch, but her quietude never forsook her for a moment.	true	147.05	151.48	21
3551_7894_000030_000000	It was into the power of wretches such as this man, that she had wilfully delivered the man she loved.	It was into the power of wretches such as this man, that she had wilfully delivered the man she loved.	true	151.55	157.12	19.79329
3551_7894_000030_000001	This brutish creature's familiarity put the finishing touch to her own degradation, but it gave her the courage to carry through her purpose to the end.	This brutish creature's familiarity put the finishing touch to her own degradation, but it gave her the courage to carry through her purpose to the end.	true	157.13	164.67	17
3551_7894_000031_000000	"You had more than one lover, then?" said Merlin, with a laugh which would have pleased the devil himself.	"You had more than one lover, then?" said Merlin, with a laugh which would have pleased the devil himself.	false	164.67	171.135	21
3551_7894_000031_000001	"And you wished to send one of them to the guillotine in order to make way for the other?	"And you wished to send one of them to the guillotine in order to make way for the other?	true	171.135	175.155	15
3551_7894_000031_000002	Was that it?"	Was that it?"	true	175.155	176.05	23.353107
3551_7894_000032_000000	"Was that it?" he repeated, suddenly seizing one of her wrists, and giving it as savage twist, so that she almost screamed with the pain.	"Was that it?" he repeated, suddenly seizing one of her wrists, and giving it as savage twist, so that she almost screamed with the pain.	true	176.45	184.42	19
3551_7894_000033_000000	"Yes," she replied firmly.	"Yes," she replied firmly.	true	184.49	186.58	20.181328
3551_7894_000034_000000	"Do you know that you brought me here on a fool's errand?" he asked viciously; "that the Citizen-Deputy Deroulede cannot be sent to the guillotine on mere suspicion, eh?	"Do you know that you brought me here on a fool's errand?" he asked viciously; "that the Citizen Deputy Deroulede cannot be sent to the guillotine on mere suspicion, eh?	true	186.65	194.95	19
3551_7894_000034_000001	Did you know that, when you wrote out that denunciation?"	Did you know that, when you wrote out that denunciation?"	true	195.05	197.8	15
3551_7894_000035_000000	"No; I did not know."	"No; I did not know."	true	198.02	199.45	19
3551_7894_000036_000000	"You thought we could arrest him on mere suspicion?"	"You thought we could arrest him on mere suspicion?"	true	199.73	202.39	18
3551_7894_000037_000000	"Yes."	"Yes."	true	202.61	203.35	20.837986
3551_7894_000038_000000	"You knew he was Innocent?"	"You knew he was Innocent?"	true	203.54	205.15	19.232187
3551_7894_000039_000000	"I knew it."	"I knew it."	true	205.52	206.34	23.9949
3551_7894_000040_000000	"Why did you burn your love letters?"	"Why did you burn your love letters?"	false	206.34	208.29	19.795393
3551_7894_000041_000000	"I was afraid that they would be found, and would be brought under the notice of the Citizen-Deputy."	"I was afraid that they would be found, and would be brought under the notice of the Citizen Deputy."	false	208.29	212.56	18
3551_7894_000042_000000	"A splendid combination, _ma foi!_" said Merlin, with an oath, as he turned to the two other women, who sat pale and shrinking in a corner of the room, not understanding what was going on, not knowing what to think or what to believe.	"A splendid combination, underscore ma foi!underscore" said Merlin, with an oath, as he turned to the two other women, who sat pale and shrinking in a corner of the room, not understanding what was going on, not knowing what to think or what to believe.	false	212.66	225.15	16
3551_7894_000042_000001	They had known nothing of Deroulede's plans for the escape of Marie Antoinette, they didn't know what the letter-case had contained, and yet they both vaguely felt that the beautiful girl, who stood up so calmly before the loathsome Terrorist, was not a wanton, as she tried to make out, but only misguided, mad perhaps--perhaps a martyr.	They had known nothing of Deroulede's plans for the escape of Marie Antoinette, they didn't know what the letter case had contained, and yet they both vaguely felt that the beautiful girl, who stood up so calmly before the loathsome Terrorist, was not a wanton, as she tried to make out, but only misguided, mad perhaps-perhaps a martyr.	false	225.15	243.46	19
3551_7894_000043_000000	"Did you know anything of this?" queried Merlin roughly from trembling Anne Mie.	"Did you know anything of this?" queried Merlin roughly from trembling Anne Mie.	false	243.65	248.04	20.603468
3551_7894_000044_000000	"Nothing," she replied.	"Nothing," she replied.	true	248.04	249.79	27.81016
3551_7894_000045_000000	"No one knew anything of my private affairs or of my private correspondence," said Juliette coldly; "as you say, it was a splendid combination.	"No one knew anything of my private affairs or of my private correspondence," said Juliette coldly; "as you say, it was a splendid combination.	true	249.86	257.7	17
3551_7894_000045_000001	I had hoped that it would succeed.	I had hoped that it would succeed.	false	257.7	259.89	23.694666
3551_7894_000045_000002	But I understand now that Citizen-Deputy Deroulede is a personage of too much importance to be brought to trial on mere suspicion, and my denunciation of him was not based on facts."	But I understand now that Citizen Deputy Deroulede is a personage of too much importance to be brought to trial on mere suspicion, and my denunciation of him was not based on facts."	false	259.89	269.92	19
3551_7894_000046_000000	"And do you know, my fine aristocrat," sneered Merlin viciously, "that it is not wise either to fool the Committee of Public Safety, or to denounce without cause one of the representatives of the people?"	"And do you know, my fine aristocrat," sneered Merlin viciously, "that it is not wise either to fool the Committee of Public Safety, or to denounce without cause one of the representatives of the people?"	false	270.11	281.08	18
3551_7894_000047_000000	"I know," she rejoined quietly, "that you, Citizen Merlin, are determined that someone shall pay for this day's blunder.	"I know," she rejoined quietly, "that you, Citizen Merlin, are determined that someone shall pay for this day's blunder.	false	281.3	288.13	14
3551_7894_000047_000001	You dare not now attack the Citizen-Deputy, and so you must be content with me."	You dare not now attack the Citizen Deputy, and so you must be content with me."	true	288.38	293.2	19
3551_7894_000048_000000	"Enough of this talk now; I have no time to bandy words with aristos," he said roughly.	"Enough of this talk now; I have no time to bandy words with aristos," he said roughly.	false	293.6	298.12	17
3551_7894_000049_000000	"Come now, follow the men quietly.	"Come now, follow the men quietly.	true	298.4	300.225	18
3551_7894_000049_000001	Resistance would only aggravate your case."	Resistance would only aggravate your case."	true	300.225	302.41	20.965706
3551_7894_000050_000000	"I am quite prepared to follow you.	"I am quite prepared to follow you.	true	302.57	304.56	17
3551_7894_000050_000001	May I speak two words to my friends before I go?"	May I speak two words to my friends before I go?"	true	304.56	307.17	17
3551_7894_000051_000000	"No."	"no"	true	307.17	308.02	19
3551_7894_000052_000000	"I may never be able to speak to them again."	"I may never be able to speak to them again."	true	308.48	310.84	19
3551_7894_000053_000000	"I have said No, and I mean No.	"I have said No, and I mean no	true	311.12	313.215	18.032734
3551_7894_000053_000001	Now then, forward.	Now then, forward.	true	313.215	314.235	19
3551_7894_000053_000002	March!	March!	true	314.235	314.91	23.4819
3551_7894_000053_000003	I have wasted too much time already."	I have wasted too much time already."	false	314.91	316.81	21.585598
3551_7894_000054_000000	Juliette was too proud to insist any further.	Juliette was too proud to insist any further.	true	317.12	319.57	20
3551_7894_000054_000001	She had hoped, by one word, to soften Madame Deroulede's and Anne Mie's heart towards her.	She had hoped, by one word, to soften Madame Deroulede's and Anne Mie's heart towards her.	true	319.61	324.04	16
3551_7894_000054_000002	She did not know whether they believed that miserable lie which she had been telling to Merlin; she only guessed that for the moment they still thought her the betrayer of Paul Deroulede.	She did not know whether they believed that miserable lie which she had been telling to Merlin; she only guessed that for the moment they still thought her the betrayer of Paul Deroulede.	true	324.26	332.29	17
3551_7894_000055_000000	But that one word was not to be spoken.	But that one word was not to be spoken.	true	332.48	334.63	23.669485
3551_7894_000055_000001	She would have to go forth to her certain trial, to her probable death, under the awful cloud, which she herself had brought over her own life.	She would have to go forth to her certain trial, to her probable death, under the awful cloud, which she herself had brought over her own life.	true	334.76	342.31	18
3551_7894_000056_000000	She turned quietly, and walked towards the door, where the two men already stood at attention.	She turned quietly, and walked towards the door, where the two men already stood at attention.	true	342.47	347.02	17
3551_7894_000057_000000	Then it was that some heaven-born instinct seemed suddenly to guide Anne Mie.	Then it was that some heaven born instinct seemed suddenly to guide Anne Mie.	false	347.57	352.08	18.150826
3551_7894_000057_000001	The crippled girl was face to face with a psychological problem, which in itself was far beyond her comprehension, but vaguely she felt that it was a problem.	The crippled girl was face to face with a psychological problem, which in itself was far beyond her comprehension, but vaguely she felt that it was a problem.	true	352.08	360.1	21
3551_7894_000057_000002	Something in Juliette's face had already caused her to bitterly repent her action towards her, and now, as this beautiful, refined woman was about to pass from under the shelter of this roof, to the cruel publicity and terrible torture of that awful revolutionary tribunal, Anne Mie's whole heart went out to her in boundless sympathy.	Something in Juliette's face had already caused her to bitterly repent her action towards her, and now, as this beautiful, refined woman was about to pass from under the shelter of this roof, to the cruel publicity and terrible torture of that awful revolutionary tribunal, Anne Mie's whole heart went out to her in boundless sympathy.	false	360.14	377.38	18
3551_7894_000058_000000	Before Merlin or the men could prevent her, she had run up to Juliette, taken her hand, which hung listless and cold, and kissed it tenderly.	Before Merlin or the men could prevent her, she had run up to Juliette, taken her hand, which hung listless and cold, and kissed it tenderly.	true	377.63	385.54	17
3551_7894_000059_000000	Juliette seemed to wake as if from a dream.	Juliette seemed to wake as if from a dream.	true	385.82	388.39	22.26293
3551_7894_000059_000001	She looked down at Anne Mie with a glance of hope, almost of joy, and whispered:	She looked down at Anne Mie with a glance of hope, almost of joy, and whispered:	false	388.4	392.86	21
3551_7894_000060_000000	"It was an oath--I swore it to my father and my dead brother.	"It was an oath-I swore it to my father and my dead brother.	false	393.17	396.315	15
3551_7894_000060_000001	Tell him."	Tell him."	true	396.315	397.12	21.587608
3551_7894_000061_000000	Anne Mie could only nod; she could not speak, for her tears were choking her.	Anne Mie could only nod; she could not speak, for her tears were choking her.	false	397.7	401.83	22
3551_7894_000062_000000	"But I'll atone--with my life.	"But I'll atone-with my life.	true	402.5	404.415	17
3551_7894_000062_000001	Tell him," whispered Juliette.	Tell him," whispered Juliette.	true	404.415	406.48	22.098715
3551_7894_000063_000000	"Now then," shouted Merlin, "out of the way, hunchback, unless you want to come along too."	"Now then," shouted Merlin, "out of the way, hunchback, unless you want to come along too."	true	406.94	412.15	21.211458
