948_132705_000000_000000	PART SEVEN	PART SEVEN	false	19.29	20.38	18.230824
948_132705_000001_000000	It is dark here in the forest.	It is dark here in the forest.	true	22.76	24.69	21.17352
948_132705_000001_000001	The leaves rustle over our head, black against the last gold of the sky.	The leaves rustle over our head, black against the last gold of the sky.	false	24.69	29.65	17.714798
948_132705_000001_000002	The moss is soft and warm.	The moss is soft and warm.	true	30.02	32.17	20.168053
948_132705_000001_000003	We shall sleep on this moss for many nights, till the beasts of the forest come to tear our body.	We shall sleep on this moss for many nights, till the beasts of the forest come to tear our body.	true	32.3	38.05	18
948_132705_000001_000004	We have no bed now, save the moss, and no future, save the beasts.	We have no bed now, save the moss, and no future, save the beasts.	true	38.45	43.63	20.368221
948_132705_000002_000000	We are old now, yet we were young this morning, when we carried our glass box through the streets of the City to the Home of the Scholars. No men stopped us, for there were none about from the Palace of Corrective Detention, and the others knew nothing.	We are old now, yet we were young this morning, when we carried our glass box through the streets of the City to the Home of the Scholars. No men stopped us, for there were none about from the Palace of Corrective Detention, and the others knew nothing.	false	44.6	59.53	20.522655
948_132705_000002_000001	No men stopped us at the gate.	No men stopped us at the gate.	true	59.78	61.815	21.748102
948_132705_000002_000002	We walked through empty passages and into the great hall where the World Council of Scholars sat in solemn meeting.	We walked through empty passages and into the great hall where the World Council of Scholars sat in solemn meeting.	false	61.815	69.19	17
948_132705_000003_000000	We saw nothing as we entered, save the sky in the great windows, blue and glowing.	We saw nothing as we entered, save the sky in the great windows, blue and glowing.	true	70.07	75.31	17
948_132705_000003_000001	Then we saw the Scholars who sat around a long table; they were as shapeless clouds huddled at the rise of the great sky.	Then we saw the Scholars who sat around a long table; they were as shapeless clouds huddled at the rise of the great sky.	false	75.71	84.34	19.644743
948_132705_000003_000002	There were men whose famous names we knew, and others from distant lands whose names we had not heard.	There were men whose famous names we knew, and others from distant lands whose names we had not heard.	false	85.1	92.29	17.762053
948_132705_000003_000003	We saw a great painting on the wall over their heads, of the twenty illustrious men who had invented the candle.	We saw a great painting on the wall over their heads, of the twenty illustrious men who had invented the candle.	true	92.81	99.64	17
948_132705_000004_000000	All the heads of the Council turned to us as we entered.	All the heads of the Council turned to us as we entered.	true	100.64	104.02	17.103552
948_132705_000004_000001	These great and wise of the earth did not know what to think of us, and they looked upon us with wonder and curiosity, as if we were a miracle.	These great and wise of the earth did not know what to think of us, and they looked upon us with wonder and curiosity, as if we were a miracle.	false	104.57	117.73	20.973185
948_132705_000004_000002	It is true that our tunic was torn and stained with brown stains which had been blood. We raised our right arm and we said:	It is true that our tunic was torn and stained with brown stains which had been blood. We raised our right arm and we said:	true	118.07	127.18	21
948_132705_000005_000000	"Our greeting to you, our honored brothers of the World Council of Scholars!"	"Our greeting to you, our honored brothers of the World Council of Scholars!"	true	127.64	131.77	16
948_132705_000006_000000	Then Collective 0-0009, the oldest and wisest of the Council, spoke and asked:	Then Collective zero-o o o nine, the oldest and wisest of the Council, spoke and asked:	false	132.77	140.89	20.097605
948_132705_000007_000000	"Who are you, our brother?	"Who are you, our brother?	true	141.32	142.96	21.912327
948_132705_000007_000001	For you do not look like a Scholar."	For you do not look like a Scholar."	true	143.48	145.93	22.604305
948_132705_000008_000000	"Our name is Equality 7-2521," we answered, "and we are a Street Sweeper of this City."	"Our name is Equality seven minus two thousand five hundred twenty one," we answered, "and we are a Street Sweeper of this City."	false	147.47	154.57	16
948_132705_000009_000000	Then it was as if a great wind had stricken the hall, for all the Scholars spoke at once, and they were angry and frightened.	Then it was as if a great wind had stricken the hall, for all the Scholars spoke at once, and they were angry and frightened.	true	155.51	163.72	21.443632
948_132705_000010_000000	"A Street Sweeper!	"A Street Sweeper!	true	164.54	166.09	20.858444
948_132705_000010_000001	A Street Sweeper walking in upon the World Council of Scholars!	A Street Sweeper walking in upon the World Council of Scholars!	true	166.25	171.1	18
948_132705_000010_000002	It is not to be believed!	It is not to be believed!	true	171.17	172.83	19.254894
948_132705_000010_000003	It is against all the rules and all the laws!"	It is against all the rules and all the laws!"	true	172.83	176.44	20
948_132705_000011_000000	But we knew how to stop them.	But we knew how to stop them.	true	177.17	179.89	18.764105
948_132705_000012_000000	"Our brothers!" we said.	"Our brothers!" we said.	true	180.95	182.62	19.552433
948_132705_000012_000001	"We matter not, nor our transgression.	"We matter not, nor our transgression.	true	183.14	185.95	19
948_132705_000012_000002	It is only our brother men who matter.	It is only our brother men who matter.	true	186.5	189.04	16
948_132705_000012_000003	Give no thought to us, for we are nothing, but listen to our words, for we bring you a gift such as had never been brought to men.	Give no thought to us, for we are nothing, but listen to our words, for we bring you a gift such as had never been brought to men.	false	189.41	199.12	21.723192
948_132705_000012_000004	Listen to us, for we hold the future of mankind in our hands."	Listen to us, for we hold the future of mankind in our hands."	true	199.43	204.46	17
948_132705_000013_000000	Then they listened.	Then they listened.	true	205.19	207.4	18.067392
948_132705_000014_000000	We placed our glass box upon the table before them.	We placed our glass box upon the table before them.	false	208.82	212.205	18
948_132705_000014_000001	We spoke of it, and of our long quest, and of our tunnel, and of our escape from the Palace of Corrective Detention.	We spoke of it, and of our long quest, and of our tunnel, and of our escape from the Palace of Corrective Detention.	true	212.205	219.79	20
948_132705_000014_000002	Not a hand moved in that hall, as we spoke, nor an eye.	Not a hand moved in that hall, as we spoke, nor an eye.	false	220.04	223.66	15
948_132705_000014_000003	Then we put the wires to the box, and they all bent forward and sat still, watching.	Then we put the wires to the box, and they all bent forward and sat still, watching.	true	224.06	230.29	20.62467
948_132705_000014_000004	And we stood still, our eyes upon the wire.	And we stood still, our eyes upon the wire.	true	230.78	233.83	18
948_132705_000014_000005	And slowly, slowly as a flush of blood, a red flame trembled in the wire. Then the wire glowed.	And slowly, slowly as a flush of blood, a red flame trembled in the wire. Then the wire glowed.	true	233.93	242.44	22.963324
948_132705_000015_000000	But terror struck the men of the Council.	But terror struck the men of the Council.	true	243.83	246.58	20
