5401_102526_000002_000000	The moment that the last of the Macedonian dynasty was gone, the elements of discord seemed unchained, and the double scourge of civil war and foreign invasion began to afflict the empire.	The moment that the last of the Macedonian dynasty was gone, the elements of discord seemed unchained, and the double scourge of civil war and foreign invasion began to afflict the empire.
5401_102526_000003_000000	Domestic troubles were the first inevitable consequence of the extinction of the Macedonian dynasty.	Domestic troubles were the first inevitable consequence of the extinction of the Macedonian dynasty.
5401_102526_000003_000001	The aged Theodora had named as her successor on the throne Michael Stratioticus, a contemporary of her own who had been an able soldier twenty-five years back.	The aged Theodora had named as her successor on the throne Michael Stratioticus, a contemporary of her own who had been an able soldier twenty five years back.
5401_102526_000003_000002	But Michael VI. was grown aged and incompetent, and the empire was full of ambitious generals, who would not tolerate a dotard on the throne.	But Michael the sixth. was grown aged and incompetent, and the empire was full of ambitious generals, who would not tolerate a dotard on the throne.
5401_102526_000003_000003	Before a year had passed a band of great Asiatic nobles entered into a conspiracy to overturn Michael, and replace him by Isaac Comnenus, the chief of one of the ancient Cappadocian houses, and the most popular general of the East.	Before a year had passed a band of great Asiatic nobles entered into a conspiracy to overturn Michael, and replace him by Isaac Comnenus, the chief of one of the ancient Cappadocian houses, and the most popular general of the East.
5401_102526_000004_000000	Isaac Comnenus and his friends took arms, and dispossessed the aged Michael of his throne with little difficulty.	Isaac Comnenus and his friends took arms, and dispossessed the aged Michael of his throne with little difficulty.
5401_102526_000004_000004	The safety of the realm was entirely in the hands of its well-paid and well-disciplined national army, and anything that impaired the efficiency of the army was fraught with the deadliest peril.	The safety of the realm was entirely in the hands of its well paid and well disciplined national army, and anything that impaired the efficiency of the army was fraught with the deadliest peril.
5401_102526_000005_000000	The Seljouk Turks were now drawing near.	The Seljouk Turks were now drawing near.
5401_102526_000005_000002	In 1050, they had penetrated to Bagdad, and their great chief, Togrul Beg, had declared himself "defender of the faith and protector of the Caliph." Armenia had next been overrun, and those portions of it which had not been annexed to the empire, and still obeyed independent princes, had been conquered by 1064.	In ten fifty, they had penetrated to Bagdad, and their great chief, Togrul Beg, had declared himself "defender of the faith and protector of the Caliph." Armenia had next been overrun, and those portions of it which had not been annexed to the empire, and still obeyed independent princes, had been conquered by ten sixty four.
5401_102526_000006_000000	The reign of Constantine Ducas was troubled by countless Seljouk invasions of the Armeniac, Anatolic, and Cappadocian themes.	The reign of Constantine Ducas was troubled by countless Seljouk invasions of the Armeniac, Anatolic, and Cappadocian themes.
5401_102526_000006_000001	Sometimes the invaders were driven back, sometimes they eluded the imperial troops and escaped with their booty.	Sometimes the invaders were driven back, sometimes they eluded the imperial troops and escaped with their booty.
5401_102526_000006_000002	But whether successful or unsuccessful, they displayed a reckless cruelty, far surpassing anything that the Saracens had ever shown.	But whether successful or unsuccessful, they displayed a reckless cruelty, far surpassing anything that the Saracens had ever shown.
5401_102526_000006_000003	Wherever they passed they not merely plundered to right and left, but slew off the whole population.	Wherever they passed they not merely plundered to right and left, but slew off the whole population.
5401_102526_000007_000000	Ducas died in 1067, leaving the throne to his son, Michael, a boy of fourteen years.	Ducas died in ten sixty seven, leaving the throne to his son, Michael, a boy of fourteen years.
5401_102526_000007_000001	The usual result followed.	The usual result followed.
5401_102526_000007_000002	To secure her son's life and throne, the Empress-dowager Eudocia took a new husband, and made him guardian of the young Michael.	To secure her son's life and throne, the Empress dowager Eudocia took a new husband, and made him guardian of the young Michael.
5401_102526_000007_000003	The new Emperor-regent was Romanus Diogenes, an Asiatic noble, whose brilliant courage displayed in the Seljouk wars had dazzled the world, and caused it to forget that caution and ability are far more regal virtues than headlong valour.	The new Emperor regent was Romanus Diogenes, an Asiatic noble, whose brilliant courage displayed in the Seljouk wars had dazzled the world, and caused it to forget that caution and ability are far more regal virtues than headlong valour.
5401_102526_000007_000004	Romanus took in hand with the greatest vigour the task of repelling the Turks, which his predecessor had so grievously neglected.	Romanus took in hand with the greatest vigour the task of repelling the Turks, which his predecessor had so grievously neglected.
5401_102526_000008_000002	Hence the Emperor was not unfrequently able to catch and slay off one of the minor divisions of the Turkish army.	Hence the Emperor was not unfrequently able to catch and slay off one of the minor divisions of the Turkish army.
5401_102526_000008_000003	But some of them always contrived to elude him; his heavy cavalry could not come up with the light Seljouk horse bowmen, who generally escaped and rode back home by a long detour, burning and murdering as they went.	But some of them always contrived to elude him; his heavy cavalry could not come up with the light Seljouk horse bowmen, who generally escaped and rode back home by a long detour, burning and murdering as they went.
5401_102526_000008_000004	Cappadocia was already desolated from end to end, and the Turkish raids had reached as far as Amorium, in Phrygia.	Cappadocia was already desolated from end to end, and the Turkish raids had reached as far as Amorium, in Phrygia.
