5386_8684_000003_000001	At length he came to a large house, at the door of which he knocked.	At length he came to a large house, at the door of which he knocked.
5386_8684_000004_000000	'What do you want?' asked the old man who opened it.	'What do you want?' asked the old man who opened it.
5386_8684_000005_000000	'That you shall have,' replied the man; 'but to-morrow I shall give you some work to do, for you must know that I am the chief herdsman of the king.'	'That you shall have,' replied the man; 'but to morrow I shall give you some work to do, for you must know that I am the chief herdsman of the king.'
5386_8684_000007_000000	The herdsman's two daughters and their mother were sitting at supper, and invited him to join them.	The herdsman's two daughters and their mother were sitting at supper, and invited him to join them.
5386_8684_000007_000001	Nothing more was said about work, and when the meal was over they all went to bed.	Nothing more was said about work, and when the meal was over they all went to bed.
5386_8684_000008_000000	In the morning, when the young man was dressed, the herdsman called to him and said:	In the morning, when the young man was dressed, the herdsman called to him and said:
5386_8684_000009_000000	'Now listen, and I will tell you what you have to do.'	'Now listen, and I will tell you what you have to do.'
5386_8684_000010_000000	'What is it?' asked the youth, sulkily.	'What is it?' asked the youth, sulkily.
5386_8684_000011_000000	'Nothing less than to look after two hundred pigs,' was the reply.	'Nothing less than to look after two hundred pigs,' was the reply.
5386_8684_000012_000000	'Oh, I am used to that,' answered the youth.	'Oh, I am used to that,' answered the youth.
5386_8684_000015_000000	'They belong to the king's chief herdsman,' answered his son.	'They belong to the king's chief herdsman,' answered his son.
5386_8684_000015_000001	'He gave them to me to look after, but I knew I could not do it, so I drove them straight to you.	'He gave them to me to look after, but I knew I could not do it, so I drove them straight to you.
5386_8684_000016_000000	'What are you talking about?' cried the father, pale with horror.	'What are you talking about?' cried the father, pale with horror.
5386_8684_000016_000001	'We should certainly both be put to death if I did any such thing.'	'We should certainly both be put to death if I did any such thing.'
5386_8684_000017_000000	'No, no; do as I tell you, and I will get out of it somehow,' replied the young man.	'No, no; do as I tell you, and I will get out of it somehow,' replied the young man.
5386_8684_000017_000002	The pigs were killed, and laid side by side in a row.	The pigs were killed, and laid side by side in a row.
5386_8684_000019_000000	'Oh, don't speak of them!' answered the young man; 'I really can hardly tell you.	'Oh, don't speak of them!' answered the young man; 'I really can hardly tell you.
5386_8684_000019_000003	At last, however, I collected them all and was about to drive them back, when suddenly they rushed down the hill into the swamp, where they vanished completely, leaving only the points of their tails, which you can see for yourself.'	At last, however, I collected them all and was about to drive them back, when suddenly they rushed down the hill into the swamp, where they vanished completely, leaving only the points of their tails, which you can see for yourself.'
5386_8684_000022_000002	Now let us return home, for it is time for supper.	Now let us return home, for it is time for supper.
5386_8684_000023_000000	Next morning the herdsman said to the young man: 'I have got some other work for you to do.	Next morning the herdsman said to the young man: 'I have got some other work for you to do.
5386_8684_000023_000001	To-day you must take a hundred sheep to graze; but be careful that no harm befalls them.'	To day you must take a hundred sheep to graze; but be careful that no harm befalls them.'
5386_8684_000024_000000	'I will do my best,' replied the youth.	'I will do my best,' replied the youth.
5386_8684_000024_000001	And he opened the gate of the fold, where the sheep had been all night, and drove them out into the meadow.	And he opened the gate of the fold, where the sheep had been all night, and drove them out into the meadow.
5386_8684_000026_000001	But when the tale was ended the father shook his head.	But when the tale was ended the father shook his head.
5386_8684_000028_000000	'No, no,' answered the youth; 'I am not so stupid as that!	'No, no,' answered the youth; 'I am not so stupid as that!
5386_8684_000028_000001	We will kill them and have them for dinner.'	We will kill them and have them for dinner.'
5386_8684_000029_000000	'You will lose your life if you do,' replied the father.	'You will lose your life if you do,' replied the father.
5386_8684_000030_000003	As there was a soft breeze blowing, the bushes to which the head was tied moved gently, and the bells rang.	As there was a soft breeze blowing, the bushes to which the head was tied moved gently, and the bells rang.
5386_8684_000030_000004	When all was done to his liking he hastened quickly back to his master.	When all was done to his liking he hastened quickly back to his master.
5386_8684_000032_000000	'Oh! don't speak of them,' answered he.	'Oh! don't speak of them,' answered he.
5386_8684_000033_000000	'Tell me at once what has happened,' said the herdsman sternly.	'Tell me at once what has happened,' said the herdsman sternly.
5386_8684_000034_000000	The youth began to sob, and stammered out: 'I--I hardly know how to tell you!	The youth began to sob, and stammered out: 'I-I hardly know how to tell you!
5386_8684_000034_000001	They--they--they were so--so troublesome--that I could not manage them at all.	They-they-they were so-so troublesome-that I could not manage them at all.
5386_8684_000034_000002	They--ran about in--in all directions, and I--I--ran after them and nearly died of fatigue.	They-ran about in-in all directions, and I-I-ran after them and nearly died of fatigue.
5386_8684_000034_000004	But--but--it was the sheep, which, be--before my very eyes, were carried straight up--up into the air.	But-but-it was the sheep, which, be-before my very eyes, were carried straight up-up into the air.
5386_8684_000035_000000	'That is nothing but a lie from beginning to end,' said the herdsman.	'That is nothing but a lie from beginning to end,' said the herdsman.
5386_8684_000037_000000	'Then give me a proof of it,' cried his master.	'Then give me a proof of it,' cried his master.
5386_8684_000038_000000	'Well, come with me,' said the youth.	'Well, come with me,' said the youth.
5386_8684_000038_000002	The young man brought the herdsman to the foot of the great rock, but it was so dark you could hardly see.	The young man brought the herdsman to the foot of the great rock, but it was so dark you could hardly see.
5386_8684_000039_000000	'Do you hear?' asked the youth.	'Do you hear?' asked the youth.
5386_8684_000040_000000	'Yes, I hear; you have spoken the truth, and I cannot blame you for what has happened.	'Yes, I hear; you have spoken the truth, and I cannot blame you for what has happened.
5386_8684_000040_000001	I must bear the loss as best as I can.'	I must bear the loss as best as I can.'
5386_8684_000042_000000	'I should not be surprised if the tasks I set you were too difficult, and that you were tired of them,' said the herdsman next morning; 'but to-day I have something quite easy for you to do.	'I should not be surprised if the tasks I set you were too difficult, and that you were tired of them,' said the herdsman next morning; 'but to day I have something quite easy for you to do.
5386_8684_000042_000001	You must look after forty oxen, and be sure you are very careful, for one of them has gold-tipped horns and hoofs, and the king reckons it among his greatest treasures.'	You must look after forty oxen, and be sure you are very careful, for one of them has gold tipped horns and hoofs, and the king reckons it among his greatest treasures.'
5386_8684_000043_000000	The young man drove out the oxen into the meadow, and no sooner had they got there than, like the sheep and the pigs, they began to scamper in all directions, the precious bull being the wildest of all.	The young man drove out the oxen into the meadow, and no sooner had they got there than, like the sheep and the pigs, they began to scamper in all directions, the precious bull being the wildest of all.
5386_8684_000043_000001	As the youth stood watching them, not knowing what to do next, it came into his head that his father's cow was put out to grass at no great distance; and he forthwith made such a noise that he quite frightened the oxen, who were easily persuaded to take the path he wished.	As the youth stood watching them, not knowing what to do next, it came into his head that his father's cow was put out to grass at no great distance; and he forthwith made such a noise that he quite frightened the oxen, who were easily persuaded to take the path he wished.
5386_8684_000045_000000	'Whose cattle are these, and why are they here?' he asked; and his son told him the story.	'Whose cattle are these, and why are they here?' he asked; and his son told him the story.
5386_8684_000048_000000	For a long while the old man refused to have anything to do with such a wicked scheme; but his son talked him over in the end, and they killed the oxen as they had killed the sheep and the pigs.	For a long while the old man refused to have anything to do with such a wicked scheme; but his son talked him over in the end, and they killed the oxen as they had killed the sheep and the pigs.
5386_8684_000049_000000	The son had a rope ready to cast round its horns, and throw it to the ground, but the ox was stronger than the rope, and soon tore it in pieces.	The son had a rope ready to cast round its horns, and throw it to the ground, but the ox was stronger than the rope, and soon tore it in pieces.
5386_8684_000049_000001	Then it dashed away to the wood, the youth following; over hedges and ditches they both went, till they reached the rocky pass which bordered the herdsman's land.	Then it dashed away to the wood, the youth following; over hedges and ditches they both went, till they reached the rocky pass which bordered the herdsman's land.
5386_8684_000049_000002	Here the ox, thinking itself safe, stopped to rest, and thus gave the young man a chance to come up with it.	Here the ox, thinking itself safe, stopped to rest, and thus gave the young man a chance to come up with it.
5386_8684_000051_000001	At last he answered:	At last he answered:
5386_8684_000052_000000	'It is always the same story!	'It is always the same story!
5386_8684_000052_000001	The oxen are--gone--gone!'	The oxen are-gone-gone!'
5386_8684_000056_000001	Come and see for yourself.'	Come and see for yourself.'
5386_8684_000058_000000	'What do you call that?' asked the youth.	'What do you call that?' asked the youth.
5386_8684_000058_000001	And the herdsman looked and saw the traces of a fire, which seemed to have sprung up from under the earth.	And the herdsman looked and saw the traces of a fire, which seemed to have sprung up from under the earth.
5386_8684_000059_000000	'Wonder upon wonder,' he exclaimed, 'so you really did speak the truth after all!	'Wonder upon wonder,' he exclaimed, 'so you really did speak the truth after all!
5386_8684_000059_000002	But come, let us go home!	But come, let us go home!
5386_8684_000060_000001	Just make me ten scythes, one for every man, for I want the grass mown in one of my meadows to-morrow.'	Just make me ten scythes, one for every man, for I want the grass mown in one of my meadows to morrow.'
5386_8684_000061_000000	At these words the youth's heart sank, for he had never been trained either as a smith or a joiner.	At these words the youth's heart sank, for he had never been trained either as a smith or a joiner.
5386_8684_000062_000000	Slowly and sadly he went to bed, but he could not sleep, for wondering how the scythes were to be made.	Slowly and sadly he went to bed, but he could not sleep, for wondering how the scythes were to be made.
5386_8684_000062_000003	When they had heard everything, they hid him where no one could find him.	When they had heard everything, they hid him where no one could find him.
5386_8684_000063_000000	Time passed away, and the young man stayed at home doing all his parents bade him, and showing himself very different from what he had been before he went out to see the world; but one day he said to his father that he should like to marry, and have a house of his own.	Time passed away, and the young man stayed at home doing all his parents bade him, and showing himself very different from what he had been before he went out to see the world; but one day he said to his father that he should like to marry, and have a house of his own.
5386_8684_000064_000000	'When I served the king's chief herdsman,' added he, 'I saw his daughter, and I am resolved to try if I cannot win her for my wife.'	'When I served the king's chief herdsman,' added he, 'I saw his daughter, and I am resolved to try if I cannot win her for my wife.'
5386_8684_000066_000000	'Well, I will do my best,' replied his son; 'but first give me the sword which hangs over your bed!'	'Well, I will do my best,' replied his son; 'but first give me the sword which hangs over your bed!'
5386_8684_000069_000000	'I want to speak to your master,' said he.	'I want to speak to your master,' said he.
5386_8684_000070_000000	'So it is you?' cried the herdsman, when he had received the message. 'Well, you can sleep here to-night if you wish.'	'So it is you?' cried the herdsman, when he had received the message. 'Well, you can sleep here to night if you wish.'
5386_8684_000071_000000	'I have come for something else besides a bed,' replied the young man, drawing his sword, 'and if you do not promise to give me your youngest daughter as my wife I will stab you through the heart.'	'I have come for something else besides a bed,' replied the young man, drawing his sword, 'and if you do not promise to give me your youngest daughter as my wife I will stab you through the heart.'
5386_8684_000073_000000	Then the young man went home to his parents, and bade them get ready to welcome his bride.	Then the young man went home to his parents, and bade them get ready to welcome his bride.
5386_8684_000073_000001	And when the wedding was over he told his father-in-law, the herdsman, what he had done with the sheep, and pigs, and cattle.	And when the wedding was over he told his father in law, the herdsman, what he had done with the sheep, and pigs, and cattle.
