8545_287671_000000_000000	Yours respectfully	Yours respectfully	false	0	0.09	4
8545_287671_000001_000000	J.W. DUNGY.	j w DUNGY.	false	0.09	0.27	-2
8545_287671_000002_000000	BRANTFORD, C.W., JANUARY 11th, 61.	BRANTFORD, c w, january eleventh sixty one.	false	0.27	0.69	-20
8545_287671_000003_000000	MR.	mr	false	0.69	0.75	-20
8545_287671_000003_000001	WM.	w m.	false	0.75	0.84	-20
8545_287671_000003_000002	STILL, DEAR SIR:--I take this opportunity to drop you a few lines to let you hear from me.	STILL, DEAR SIR:--I take this opportunity to drop you a few lines to let you hear from me.	false	0.84	1.95	26.212002
8545_287671_000003_000003	I am well at this time, hoping this will find you the same.	I am well at this time, hoping this will find you the same.	false	1.95	3	15
8545_287671_000004_000000	I acknowledge my great neglectness of you with great regret that I have not answered your letter before this, I hope you will excuse me as I have succeeded in getting me a wife since I wrote to you last.	I acknowledge my great neglectness of you with great regret that I have not answered your letter before this, I hope you will excuse me as I have succeeded in getting me a wife since I wrote to you last.	false	3	7.26	21.298216
8545_287671_000005_000000	My mind has been much taken up in so doing for several months past.	My mind has been much taken up in so doing for several months past.	false	7.26	8.13	15
8545_287671_000005_000001	Give my compliments to your wife and your family, and Mr. Gibbs, also hoping they are all well.	Give my compliments to your wife and your family, and mr Gibbs, also hoping they are all well.	false	8.13	9.75	20.72694
8545_287671_000005_000002	Tell Mrs. Still to pray for me that I may grow in grace and the knowledge of the truth as it is in Jesus.	Tell mrs Still to pray for me that I may grow in grace and the knowledge of the truth as it is in Jesus.	false	9.75	14.01	22.82191
8545_287671_000006_000000	I often think of you all.	I often think of you all.	false	14.01	15.33	24.500275
8545_287671_000006_000001	I pray that the time may come when we will all be men in the United States.	I pray that the time may come when we will all be men in the United States.	false	15.33	21.54	25.62939
8545_287671_000006_000002	We have read here of the great disturbance in the South.	We have read here of the great disturbance in the South.	false	21.54	24.09	20.491743
8545_287671_000006_000003	My prayer is that this may be a deathblow to Slavery.	My prayer is that this may be a deathblow to Slavery.	false	24.09	24.09	
8545_287671_000006_000004	Do you ever have any Underground Rail Road passengers now?	Do you ever have any Underground Rail Road passengers now?	false	24.09	25.68	22.854635
8545_287671_000006_000005	Times have been very prosperous in Canada this year.	Times have been very prosperous in Canada this year.	false	25.68	25.92	16
8545_287671_000007_000000	The commercial trade and traffic on the railways has been very dull for these few months back.	The commercial trade and traffic on the railways has been very dull for these few months back.	false	25.92	26.88	23.57527
8545_287671_000007_000001	Business on the Buffalo and Lake Huron railway has been so dull that a great number of the hands have been discharged on account of the panic in the South.	Business on the Buffalo and Lake Huron railway has been so dull that a great number of the hands have been discharged on account of the panic in the South.	false	26.88	27.21	24
8545_287671_000008_000000	Canada yet cries, Freedom!	Canada yet cries, Freedom!	false	27.21	27.24	-20
8545_287671_000008_000001	Freedom!	Freedom!	false	27.24	27.24	
8545_287671_000008_000002	Freedom!	Freedom!	false	27.24	27.27	-5
8545_287671_000009_000000	I must now say a little about my friend and brother Stepney Brown, he lived about six months at the Niagara Falls and is now going to school here in Brantford, he sends his best respects to you all.	I must now say a little about my friend and brother Stepney Brown, he lived about six months at the Niagara Falls and is now going to school here in Brantford, he sends his best respects to you all.	false	27.27	27.69	-2
8545_287671_000009_000001	He and I often sit together at night after the labor of the day is over talking about our absent friends wishing we could see them once more.	He and I often sit together at night after the labor of the day is over talking about our absent friends wishing we could see them once more.	false	27.69	27.99	15
8545_287671_000010_000000	Mr. Brown and myself have been wishing for one or two of your slavery standards and would be much obliged to you if you would send some of the latest.	mr Brown and myself have been wishing for one or two of your slavery standards and would be much obliged to you if you would send some of the latest.	false	27.99	28.32	21
8545_287671_000011_000000	Please let me hear from you as soon as possible.	Please let me hear from you as soon as possible.	false	28.32	28.41	-8
8545_287671_000011_000001	I must now bring my letter to a close and remain your affectionate friend,	I must now bring my letter to a close and remain your affectionate friend,	false	28.41	29.07	23.091734
8545_287671_000012_000000	J.W. DUNGY.	j w DUNGY.	false	29.07	29.31	9
8545_287671_000013_000000	P.S. May the Lord be with you.	p s May the Lord be with you.	false	29.31	29.94	19
8545_287671_000013_000001	J.W. DUNGY.	j w DUNGY.	false	29.94	30.15	-4
8545_287671_000014_000000	Address your letter to John W. Dungy, Brantford, C.W.	Address your letter to john w Dungy, Brantford, c w	false	30.15	30.945	-2
8545_287671_000015_000000	"AUNT HANNAH MOORE."	"AUNT HANNAH MOORE."	true	30.945	33.19	23.220457
8545_287671_000016_000000	In 1854 in company with her so-called Mistress (Mary Moore) Aunt Hannah arrived in Philadelphia, from Missouri, being _en route_ to California, where she with her mistress was to join her master, who had gone there years before to seek his fortune.	In eighteen fifty four in company with her so-called Mistress (Mary Moore) Aunt Hannah arrived in Philadelphia, from Missouri, being underscore en route underscore to California, where she with her mistress was to join her master, who had gone there years before to seek his fortune.	false	34.25	55.36	22.192976
8545_287671_000016_000001	The mistress having relatives in this city tarried here a short time, not doubting that she had sufficient control over Aunt Hannah to keep her from contact with either abolitionists or those of her own color, and that she would have no difficulty in taking her with her to her journey's end.	The mistress having relatives in this city tarried here a short time, not doubting that she had sufficient control over Aunt Hannah to keep her from contact with either abolitionists or those of her own color, and that she would have no difficulty in taking her with her to her journey's end.	false	56.24	78.67	22.267862
8545_287671_000016_000002	If such were her calculations she was greatly mistaken.	If such were her calculations she was greatly mistaken.	true	79.13	83.17	21.810404
