224_133227_000000_000000	Denver, City of the Plains;	Denver, City of the Plains;	false	0	3.27	18.124235
224_133227_000001_000000	Detroit, City of the Straits;	Detroit, City of the Straits;	false	3.27	4.95	15
224_133227_000002_000000	Hartford, Insurance City;	Hartford, Insurance City;	false	4.95	5.76	18
224_133227_000003_000000	Indianapolis, Railroad City;	Indianapolis, Railroad City;	false	5.76	6.54	100
224_133227_000004_000000	Keokuk, Gate City.;	Keokuk, Gate City.;	false	6.54	7.35	6
224_133227_000005_000000	Lafayette, Star City;	Lafayette, Star City;	false	7.35	7.83	14
224_133227_000006_000000	Leavenworth, Cottonwood City;	Leavenworth, Cottonwood City;	false	7.83	8.16	12
224_133227_000007_000000	Louisville, Falls City;	Louisville, Falls City;	false	8.16	8.49	7
224_133227_000008_000000	Lowell, Spindle City;	Lowell, Spindle City;	false	8.49	8.82	37
224_133227_000009_000000	McGregor, Pocket City;	McGregor, Pocket City;	false	8.82	9.15	4
224_133227_000010_000000	Madison, Lake City;	Madison, Lake City;	false	9.15	9.48	11
224_133227_000011_000000	Milwaukee, Cream City;	Milwaukee, Cream City;	false	9.48	9.81	19
224_133227_000012_000000	Nashville, Rock City;	Nashville, Rock City;	false	9.81	10.14	5
224_133227_000013_000000	New Haven, Elm City;	New Haven, Elm City;	false	10.14	10.56	9
224_133227_000014_000000	New Orleans, Crescent City;	New Orleans, Crescent City;	false	10.56	11.01	9
224_133227_000015_000000	New York, Empire City, Commercial Emporium, Gotham, and Metropolis of America;	New York, Empire City, Commercial Emporium, Gotham, and Metropolis of America;	false	11.01	12.21	23.86132
224_133227_000016_000000	Philadelphia, City of Brotherly Love, City of Penn, Quaker City, and Centennial City;	Philadelphia, City of Brotherly Love, City of Penn, Quaker City, and Centennial City;	false	12.21	13.62	11
224_133227_000017_000000	Pittsburgh, Iron City and Smoky City;	Pittsburgh, Iron City and Smoky City;	false	13.62	14.28	4
224_133227_000018_000000	Portland (Me.), Hill City;	Portland (Me.), Hill City;	false	14.28	14.7	19
224_133227_000019_000000	Providence, Roger Williams' City, and Perry Davis' Pain Killer;	Providence, Roger Williams' City, and Perry Davis' Pain Killer;	false	14.7	15.69	9
224_133227_000020_000000	Raleigh, Oak City;	Raleigh, Oak City;	false	15.69	16.02	10
224_133227_000021_000000	Richmond, (Va.), Cockade City;	Richmond, (v a.), Cockade City;	false	16.02	16.56	12
224_133227_000022_000000	Richmond (Ind.), Quaker City of the West;	Richmond (Ind.), Quaker City of the West;	false	16.56	17.34	4
224_133227_000023_000000	Rochester, Aqueduct City;	Rochester, Aqueduct City;	false	17.34	17.67	24.8478
224_133227_000024_000000	Salt Lake City, Mormon City;	Salt Lake City, Mormon City;	false	17.67	18.21	9
224_133227_000025_000000	San Francisco, Golden Gate;	San Francisco, Golden Gate;	false	18.21	19.68	20.633997
224_133227_000026_000000	Savannah, Forest City of the South;	Savannah, Forest City of the South;	false	19.68	21.06	100
224_133227_000027_000000	Sheboygan, Evergreen City;	Sheboygan, Evergreen City;	false	21.06	22.05	11
224_133227_000028_000000	St. Louis, Mound City;	saint Louis, Mound City;	false	22.05	23.4	19.110687
224_133227_000029_000000	St. Paul, North Star City;	saint Paul, North Star City;	false	23.4	25.08	16
