4490_16002_000000_000000	It is the partition between 1830 and 1848.	It is the partition between eighteen thirty and eighteen forty eight.	false	0	2.19	17.176638
4490_16002_000001_000000	What we here call combat may also be designated as progress.	What we here call combat may also be designated as progress.	false	2.19	4.35	16
4490_16002_000002_000000	The bourgeoisie then, as well as the statesmen, required a man who should express this word Halt.	The bourgeoisie then, as well as the statesmen, required a man who should express this word Halt.	false	4.35	8.07	21.950653
4490_16002_000002_000001	An Although-Because.	An Although Because.	false	8.07	8.145	-20
4490_16002_000002_000002	A composite individuality, signifying revolution and signifying stability, in other terms, strengthening the present by the evident compatibility of the past with the future.	A composite individuality, signifying revolution and signifying stability, in other terms, strengthening the present by the evident compatibility of the past with the future.	false	8.145	12.9	17
4490_16002_000003_000000	This man was "already found." His name was Louis Philippe d'Orleans.	This man was "already found." His name was Louis Philippe d'Orleans.	false	12.9	14.07	16.560795
4490_16002_000004_000000	The 221 made Louis Philippe King.	The two hundred twenty one made Louis Philippe King.	false	14.07	15	15
4490_16002_000004_000001	Lafayette undertook the coronation.	Lafayette undertook the coronation.	false	15	15.42	7
4490_16002_000005_000000	He called it the best of republics.	He called it the best of republics.	false	15.42	16.32	12
4490_16002_000005_000001	The town-hall of Paris took the place of the Cathedral of Rheims.	The town hall of Paris took the place of the Cathedral of Rheims.	false	16.32	20.43	21.780634
4490_16002_000006_000000	This substitution of a half-throne for a whole throne was "the work of 1830."	This substitution of a half throne for a whole throne was "the work of eighteen thirty."	false	20.43	26.52	19.41665
4490_16002_000007_000000	When the skilful had finished, the immense vice of their solution became apparent.	When the skilful had finished, the immense vice of their solution became apparent.	false	26.52	29.97	17.231607
4490_16002_000007_000001	All this had been accomplished outside the bounds of absolute right.	All this had been accomplished outside the bounds of absolute right.	false	29.97	30.39	4
4490_16002_000007_000002	Absolute right cried: "I protest!" then, terrible to say, it retired into the darkness.	Absolute right cried: "I protest!" then, terrible to say, it retired into the darkness.	false	30.39	30.93	7
4490_16002_000008_000000	CHAPTER III--LOUIS PHILIPPE	CHAPTER three-LOUIS PHILIPPE	true	30.93	36.25	14.718598
4490_16002_000009_000000	Revolutions have a terrible arm and a happy hand, they strike firmly and choose well.	Revolutions have a terrible arm and a happy hand, they strike firmly and choose well.	true	36.74	41.83	17.915428
4490_16002_000009_000001	Even incomplete, even debased and abused and reduced to the state of a junior revolution like the Revolution of 1830, they nearly always retain sufficient providential lucidity to prevent them from falling amiss.	Even incomplete, even debased and abused and reduced to the state of a junior revolution like the Revolution of eighteen thirty, they nearly always retain sufficient providential lucidity to prevent them from falling amiss.	false	42.38	55.75	18
4490_16002_000009_000002	Their eclipse is never an abdication.	Their eclipse is never an abdication.	true	56.45	59.2	19
