5656_44577_000000_000000	QUESTIONS AND EXERCISES.	QUESTIONS AND EXERCISES.	false	0	0.84	14.17503
5656_44577_000001_000000	1.	one.	false	0.84	1.11	12
5656_44577_000001_000001	What are the causes of monotony?	What are the causes of monotony?	false	1.11	2.52	16
5656_44577_000002_000000	2.	two.	false	2.52	2.76	29
5656_44577_000002_000001	Cite some instances in nature.	Cite some instances in nature.	false	2.76	3.96	38.43279
5656_44577_000003_000000	3.	three.	false	3.96	4.2	16
5656_44577_000003_000001	Cite instances in man's daily life.	Cite instances in man's daily life.	false	4.2	5.64	20.632898
5656_44577_000004_000000	4.	four.	false	5.64	5.88	3
5656_44577_000004_000001	Describe some of the effects of monotony in both cases.	Describe some of the effects of monotony in both cases.	false	5.88	8.04	22.193954
5656_44577_000005_000000	5.	five.	false	8.04	8.22	59
5656_44577_000005_000001	Read aloud some speech without paying particular attention to its meaning or force.	Read aloud some speech without paying particular attention to its meaning or force.	false	8.22	10.89	23.883604
5656_44577_000006_000000	6.	six.	false	10.89	11.28	16
5656_44577_000006_000001	Now repeat it after you have thoroughly assimilated its matter and spirit.	Now repeat it after you have thoroughly assimilated its matter and spirit.	false	11.28	15.78	24.01138
5656_44577_000006_000002	What difference do you notice in its rendition?	What difference do you notice in its rendition?	false	15.78	18.81	25.676352
5656_44577_000007_000000	7.	seven.	false	18.81	19.17	31.441118
5656_44577_000007_000001	Why is monotony one of the worst as well as one of the most common faults of speakers?	Why is monotony one of the worst as well as one of the most common faults of speakers?	false	19.17	25.02	24.235512
5656_44577_000008_000000	CHAPTER III	CHAPTER three	true	25.02	25.99	26.878544
5656_44577_000009_000000	EFFICIENCY THROUGH EMPHASIS AND SUBORDINATION	EFFICIENCY THROUGH EMPHASIS AND SUBORDINATION	false	26.03	31.29	20.92415
5656_44577_000010_000000	In a word, the principle of emphasis...is followed best, not by remembering particular rules, but by being full of a particular feeling.	In a word, the principle of emphasis...is followed best, not by remembering particular rules, but by being full of a particular feeling.	false	31.29	41.97	22.400398
5656_44577_000011_000000	--C.S.	--c s	true	41.97	42.42	24
5656_44577_000011_000001	BALDWIN, _Writing and Speaking_.	BALDWIN, underscore Writing and Speaking underscore.	false	42.42	45.78	24.562643
5656_44577_000012_000000	The gun that scatters too much does not bag the birds.	The gun that scatters too much does not bag the birds.	true	45.78	49.24	26.224245
5656_44577_000012_000001	The same principle applies to speech.	The same principle applies to speech.	true	49.64	51.97	30.993511
5656_44577_000012_000002	The speaker that fires his force and emphasis at random into a sentence will not get results.	The speaker that fires his force and emphasis at random into a sentence will not get results.	true	52.34	58.63	26.177214
5656_44577_000012_000003	Not every word is of special importance--therefore only certain words demand emphasis.	Not every word is of special importance-therefore only certain words demand emphasis.	true	59.63	65.14	25.20884
5656_44577_000013_000000	You say Massa_CHU_setts and Minne_AP_olis, you do not emphasize each syllable alike, but hit the accented syllable with force and hurry over the unimportant ones.	You say Massa underscore CHU underscore setts and Minne underscore a p underscore olis, you do not emphasize each syllable alike, but hit the accented syllable with force and hurry over the unimportant ones.	false	66.08	77.02	26.445251
5656_44577_000013_000001	Now why do you not apply this principle in speaking a sentence?	Now why do you not apply this principle in speaking a sentence?	false	78.32	81.73	28.366217
5656_44577_000013_000002	To some extent you do, in ordinary speech; but do you in public discourse?	To some extent you do, in ordinary speech; but do you in public discourse?	true	82.43	88.21	25.44319
5656_44577_000013_000003	It is there that monotony caused by lack of emphasis is so painfully apparent.	It is there that monotony caused by lack of emphasis is so painfully apparent.	true	88.52	93.61	25.088713
5656_44577_000014_000000	So far as emphasis is concerned, you may consider the average sentence as just one big word, with the important word as the accented syllable. Note the following:	So far as emphasis is concerned, you may consider the average sentence as just one big word, with the important word as the accented syllable. Note the following:	false	94.55	105.93	23.882702
5656_44577_000015_000000	"Destiny is not a matter of chance.	"Destiny is not a matter of chance.	true	105.93	108.045	23
5656_44577_000015_000001	It is a matter of choice."	It is a matter of choice."	false	108.045	111.885	25.815077
5656_44577_000016_000000	You might as well say _MASS-A-CHU-SETTS_, emphasizing every syllable equally, as to lay equal stress on each word in the foregoing sentences.	You might as well say underscore MASS A CHU SETTS underscore, emphasizing every syllable equally, as to lay equal stress on each word in the foregoing sentences.	false	111.885	120.85	22.025997
5656_44577_000017_000000	Speak it aloud and see.	Speak it aloud and see.	true	121.73	123.58	23.640226
5656_44577_000017_000001	Of course you will want to emphasize _destiny_, for it is the principal idea in your declaration, and you will put some emphasis on _not_, else your hearers may think you are affirming that destiny _is_ a matter of chance.	Of course you will want to emphasize underscore destiny underscore, for it is the principal idea in your declaration, and you will put some emphasis on underscore not underscore, else your hearers may think you are affirming that destiny underscore is underscore a matter of chance.	false	124.1	137.26	23.632524
5656_44577_000017_000002	By all means you must emphasize _chance_, for it is one of the two big ideas in the statement.	By all means you must emphasize underscore chance underscore, for it is one of the two big ideas in the statement.	false	138.08	144.61	20.662798
5656_44577_000018_000000	Another reason why _chance_ takes emphasis is that it is contrasted with _choice_ in the next sentence.	Another reason why underscore chance underscore takes emphasis is that it is contrasted with underscore choice underscore in the next sentence.	false	145.43	151.36	25.31556
5656_44577_000018_000001	Obviously, the author has contrasted these ideas purposely, so that they might be more emphatic, and here we see that contrast is one of the very first devices to gain emphasis.	Obviously, the author has contrasted these ideas purposely, so that they might be more emphatic, and here we see that contrast is one of the very first devices to gain emphasis.	true	152	163.06	23.57585
5656_44577_000019_000000	As a public speaker you can assist this emphasis of contrast with your voice.	As a public speaker you can assist this emphasis of contrast with your voice.	true	163.7	169	28.160439
5656_44577_000019_000001	If you say, "My horse is not _black_," what color immediately comes into mind?	If you say, "My horse is not underscore black underscore," what color immediately comes into mind?	false	169.52	175.12	25.847221
5656_44577_000019_000002	White, naturally, for that is the opposite of black.	White, naturally, for that is the opposite of black.	true	175.52	178.9	25.023378
5656_44577_000019_000003	If you wish to bring out the thought that destiny is a matter of choice, you can do so more effectively by first saying that "_DESTINY_ is _NOT_ a matter of _CHANCE_." Is not the color of the horse impressed upon us more emphatically when you say, "My horse is _NOT BLACK_.	If you wish to bring out the thought that destiny is a matter of choice, you can do so more effectively by first saying that "underscore DESTINY underscore is underscore NOT underscore a matter of underscore CHANCE underscore." Is not the color of the horse impressed upon us more emphatically when you say, "My horse is underscore NOT BLACK underscore.	false	179.3	196.08	25.121021
5656_44577_000019_000004	He is _WHITE_" than it would be by hearing you assert merely that your horse is white?	He is underscore WHITE underscore" than it would be by hearing you assert merely that your horse is white?	false	196.08	201.7	23.52423
5656_44577_000020_000000	In the second sentence of the statement there is only one important word--_choice_.	In the second sentence of the statement there is only one important word-underscore choice underscore.	false	203.18	208.2	28.986233
5656_44577_000020_000001	It is the one word that positively defines the quality of the subject being discussed, and the author of those lines desired to bring it out emphatically, as he has shown by contrasting it with another idea.	It is the one word that positively defines the quality of the subject being discussed, and the author of those lines desired to bring it out emphatically, as he has shown by contrasting it with another idea.	true	208.2	220.57	22.33736
5656_44577_000020_000002	These lines, then, would read like this:	These lines, then, would read like this:	true	221.3	223.77	23.809624
5656_44577_000021_000000	"_DESTINY_ is _NOT_ a matter of _CHANCE_.	"underscore DESTINY underscore is underscore NOT underscore a matter of underscore CHANCE underscore.	false	223.77	227.55	25.850353
5656_44577_000021_000001	It is a matter of _CHOICE_." Now read this over, striking the words in capitals with a great deal of force.	It is a matter of underscore CHOICE underscore." Now read this over, striking the words in capitals with a great deal of force.	false	227.55	234.16	24.987518
5656_44577_000022_000000	In almost every sentence there are a few _MOUNTAIN PEAK WORDS_ that represent the big, important ideas.	In almost every sentence there are a few underscore MOUNTAIN PEAK WORDS underscore that represent the big, important ideas.	false	234.77	241.48	27.857304
5656_44577_000022_000001	When you pick up the evening paper you can tell at a glance which are the important news articles.	When you pick up the evening paper you can tell at a glance which are the important news articles.	true	242.42	247.15	25.051542
5656_44577_000022_000002	Thanks to the editor, he does not tell about a "hold up" in Hong Kong in the same sized type as he uses to report the death of five firemen in your home city.	Thanks to the editor, he does not tell about a "hold up" in Hong Kong in the same sized type as he uses to report the death of five firemen in your home city.	false	247.73	257.775	22.587193
5656_44577_000022_000003	Size of type is his device to show emphasis in bold relief. He brings out sometimes even in red headlines the striking news of the day.	Size of type is his device to show emphasis in bold relief. He brings out sometimes even in red headlines the striking news of the day.	true	257.775	267.19	22.974327
5656_44577_000023_000000	It would be a boon to speech-making if speakers would conserve the attention of their audiences in the same way and emphasize only the words representing the important ideas.	It would be a boon to speech making if speakers would conserve the attention of their audiences in the same way and emphasize only the words representing the important ideas.	true	268.19	277.81	23
5656_44577_000023_000001	The average speaker will deliver the foregoing line on destiny with about the same amount of emphasis on each word.	The average speaker will deliver the foregoing line on destiny with about the same amount of emphasis on each word.	true	278.39	285.01	24.541681
5656_44577_000023_000002	Instead of saying, "It is a matter of _CHOICE_," he will deliver it, "It is a matter of choice," or "_IT IS A MATTER OF CHOICE_"--both equally bad.	Instead of saying, "It is a matter of underscore CHOICE underscore," he will deliver it, "It is a matter of choice," or "underscore IT IS A MATTER OF CHOICE underscore"--both equally bad.	false	285.35	295.57	22.863487
5656_44577_000024_000000	Charles Dana, the famous editor of _The New York Sun_, told one of his reporters that if he went up the street and saw a dog bite a man, to pay no attention to it.	Charles Dana, the famous editor of underscore The New York Sun underscore, told one of his reporters that if he went up the street and saw a dog bite a man, to pay no attention to it.	false	296.15	305.34	25.92244
5656_44577_000024_000001	_The Sun_ could not afford to waste the time and attention of its readers on such unimportant happenings.	underscore The Sun underscore could not afford to waste the time and attention of its readers on such unimportant happenings.	false	305.34	312.51	24.286753
5656_44577_000024_000002	"But," said Mr. Dana, "if you see a man bite a dog, hurry back to the office and write the story." Of course that is news; that is unusual.	"But," said mr Dana, "if you see a man bite a dog, hurry back to the office and write the story." Of course that is news; that is unusual.	true	312.51	322.36	25.415056
5656_44577_000025_000000	Now the speaker who says "_IT IS A MATTER OF CHOICE_" is putting too much emphasis upon things that are of no more importance to metropolitan readers than a dog bite, and when he fails to emphasize "choice" he is like the reporter who "passes up" the man's biting a dog.	Now the speaker who says "underscore IT IS A MATTER OF CHOICE underscore" is putting too much emphasis upon things that are of no more importance to metropolitan readers than a dog bite, and when he fails to emphasize "choice" he is like the reporter who "passes up" the man's biting a dog.	false	323.48	341.74	23.745672
5656_44577_000025_000001	The ideal speaker makes his big words stand out like mountain peaks; his unimportant words are submerged like stream-beds.	The ideal speaker makes his big words stand out like mountain peaks; his unimportant words are submerged like stream beds.	true	341.87	349.42	26.883884
5656_44577_000025_000002	His big thoughts stand like huge oaks; his ideas of no especial value are merely like the grass around the tree.	His big thoughts stand like huge oaks; his ideas of no especial value are merely like the grass around the tree.	true	349.88	357.19	24.445658
5656_44577_000026_000000	From all this we may deduce this important principle: _EMPHASIS_ is a matter of _CONTRAST_ and _COMPARISON_.	From all this we may deduce this important principle: underscore EMPHASIS underscore is a matter of underscore CONTRAST underscore and underscore COMPARISON underscore.	false	358.13	365.58	24.412533
5656_44577_000027_000000	Recently the _New York American_ featured an editorial by Arthur Brisbane.	Recently the underscore New York American underscore featured an editorial by Arthur Brisbane.	false	365.58	369.7	24.907759
5656_44577_000027_000001	Note the following, printed in the same type as given here.	Note the following, printed in the same type as given here.	true	370.07	373.32	23.609911
5656_44577_000028_000000	=We do not know what the President THOUGHT when he got that message, or what the elephant thinks when he sees the mouse, but we do know what the President DID.=	equals We do not know what the President THOUGHT when he got that message, or what the elephant thinks when he sees the mouse, but we do know what the President DID.equals	false	373.32	383.85	28.056742
