2882_147159_000000_000000	Then, still rigidly silent, they each took up their hats and went every one his own way.	Then, still rigidly silent, they each took up their hats and went every one his own way.	false	0	7.89	21.86363
2882_147159_000001_000000	He who had drawn the marked paper had drawn the lot of the assassin! and he had sworn to act according to his drawing!	He who had drawn the marked paper had drawn the lot of the assassin! and he had sworn to act according to his drawing!	false	7.89	16.2	22.672882
2882_147159_000001_000001	But no one save God and his own conscience knew who was the appointed murderer!	But no one save God and his own conscience knew who was the appointed murderer!	false	16.2	25.83	26.827042
2882_147159_000002_000000	CHAPTER XVII.	CHAPTER seventeen.	true	25.83	27.28	25.95428
2882_147159_000003_000000	BARTON'S NIGHT-ERRAND.	BARTON'S NIGHT ERRAND.	true	29.21	30.75	26.959229
2882_147159_000004_000000	"Mournful is't to say Farewell, Though for few brief hours we part; In that absence, who can tell What may come to wring the heart!"	"Mournful is't to say Farewell, Though for few brief hours we part; In that absence, who can tell What may come to wring the heart!"	false	30.75	40.51	21.502424
2882_147159_000005_000000	ANONYMOUS.	ANONYMOUS.	true	41.33	42.31	27.22563
2882_147159_000006_000000	The events recorded in the last chapter took place on a Tuesday.	The events recorded in the last chapter took place on a Tuesday.	true	44.15	48.61	27.052734
2882_147159_000006_000001	On Thursday afternoon Mary was surprised, in the midst of some little bustle in which she was engaged, by the entrance of Will Wilson. He looked strange, at least it was strange to see any different expression on his face to his usual joyous beaming appearance.	On Thursday afternoon Mary was surprised, in the midst of some little bustle in which she was engaged, by the entrance of Will Wilson. He looked strange, at least it was strange to see any different expression on his face to his usual joyous beaming appearance.	true	48.95	65.89	23.746124
2882_147159_000006_000002	He had a paper parcel in his hand.	He had a paper parcel in his hand.	true	66.53	68.92	22.391066
2882_147159_000006_000003	He came in, and sat down, more quietly than usual.	He came in, and sat down, more quietly than usual.	true	69.47	73.27	23.389765
2882_147159_000007_000000	"Why, Will! what's the matter with you?	"Why, Will! what's the matter with you?	true	74.09	76.6	23.113724
2882_147159_000007_000001	You seem quite cut up about something!"	You seem quite cut up about something!"	true	77.06	79.51	20.892517
2882_147159_000008_000000	"And I am, Mary!	"And I am, Mary!	true	80.21	81.52	19.104149
2882_147159_000008_000001	I'm come to say good-bye; and few folk like to say good-bye to them they love."	I'm come to say good bye; and few folk like to say good bye to them they love."	true	81.71	86.74	22.53959
2882_147159_000009_000000	"Good-bye!	"Good bye!	true	87.38	88.51	21.881247
2882_147159_000009_000001	Bless me, Will, that's sudden, isn't it?"	Bless me, Will, that's sudden, isn't it?"	true	88.85	91.15	25.241705
2882_147159_000010_000000	Mary left off ironing, and came and stood near the fire-place.	Mary left off ironing, and came and stood near the fire place.	true	92.33	96.4	21.870752
2882_147159_000010_000001	She had always liked Will; but now it seemed as if a sudden spring of sisterly love had gushed up in her heart, so sorry did she feel to hear of his approaching departure.	She had always liked Will; but now it seemed as if a sudden spring of sisterly love had gushed up in her heart, so sorry did she feel to hear of his approaching departure.	true	96.83	108.31	22.959965
