3923_181420_000000_000000	[Illustration: (signed) Wilfred Grenfell]	[Illustration: (signed) Wilfred Grenfell]	false	0	1.89	22.512999
3923_181420_000001_000000	ADRIFT ON AN ICE-PAN	ADRIFT ON AN ICE PAN	true	1.89	3.63	27.067045
3923_181420_000002_000000	BY WILFRED THOMASON GRENFELL M.D. (OXON), C.M.G.	BY WILFRED THOMASON GRENFELL m d (OXON), c m g	false	3.63	6.39	21.785318
3923_181420_000003_000000	ILLUSTRATED FROM PHOTOGRAPHS BY DR.	ILLUSTRATED FROM PHOTOGRAPHS BY dr	false	6.39	8.07	21
3923_181420_000003_000001	GRENFELL AND OTHERS	GRENFELL AND OTHERS	false	8.07	9.06	23.052454
3923_181420_000004_000000	BOSTON AND NEW YORK HOUGHTON MIFFLIN COMPANY	BOSTON AND NEW YORK HOUGHTON MIFFLIN COMPANY	false	9.06	11.4	20.811594
3923_181420_000005_000000	COPYRIGHT 1909 BY WILFRED THOMASON GRENFELL ALL RIGHTS RESERVED	COPYRIGHT nineteen o nine BY WILFRED THOMASON GRENFELL ALL RIGHTS RESERVED	false	11.4	15.06	28.325607
3923_181420_000006_000000	PUBLISHED JUNE 1909	PUBLISHED june nineteen o nine	false	15.06	16.74	25.832647
3923_181420_000007_000000	CONTENTS	CONTENTS	false	16.74	17.07	-20
3923_181420_000008_000000	BIOGRAPHICAL SKETCH ix	BIOGRAPHICAL SKETCH ix	false	17.07	18.09	-20
3923_181420_000009_000000	ADRIFT ON AN ICE-PAN 1	ADRIFT ON AN ICE PAN one	false	18.09	20.07	26.701153
3923_181420_000010_000000	APPENDIX 59	APPENDIX fifty nine	false	20.07	20.43	42
3923_181420_000011_000000	ILLUSTRATIONS	ILLUSTRATIONS	false	20.43	20.55	9
3923_181420_000012_000000	WILFRED THOMASON GRENFELL, M.D. (OXON), C.M.G _Frontispiece_	WILFRED THOMASON GRENFELL, m d (OXON), c m G underscore Frontispiece underscore	false	20.55	21.99	26.345512
3923_181420_000013_000000	THE SETTLEMENT AT ST.	THE SETTLEMENT AT st	false	21.99	22.17	-20
3923_181420_000013_000001	ANTHONY 2	ANTHONY two	false	22.17	22.23	-20
3923_181420_000014_000000	ON A JOURNEY FROM ST.	ON A JOURNEY FROM st	false	22.23	22.44	-20
3923_181420_000014_000001	ANTHONY 4	ANTHONY four	false	22.44	22.5	-20
3923_181420_000015_000000	TRAVELLING ON BROKEN ICE 8	TRAVELLING ON BROKEN ICE eight	false	22.5	22.71	100
3923_181420_000016_000000	PART OF DR.	PART OF dr	false	22.71	22.83	12
3923_181420_000016_000001	GRENFELL'S TEAM 12	GRENFELL'S TEAM twelve	false	22.83	22.95	25.702106
3923_181420_000017_000000	DR.	dr	false	22.95	22.98	33
3923_181420_000017_000001	GRENFELL AND JACK 20 WITH THE JACKET MADE FROM MOCCASINS	GRENFELL AND JACK twenty WITH THE JACKET MADE FROM MOCCASINS	false	22.98	23.37	8
3923_181420_000018_000000	DOC 30	DOC thirty	false	23.37	23.46	-1
3923_181420_000019_000000	MEMORIAL TABLET, ST.	MEMORIAL TABLET, st	false	23.46	23.58	16.376633
3923_181420_000019_000001	ANTHONY'S HOSPITAL, NEWFOUNDLAND 54	ANTHONY'S HOSPITAL, NEWFOUNDLAND fifty four	false	23.58	23.79	8
3923_181420_000020_000000	BIOGRAPHICAL SKETCH	BIOGRAPHICAL SKETCH	true	23.79	25.42	29.86027
3923_181420_000021_000000	"MOST NOBLE VICE-CHANCELLOR, AND YOU, EMINENT PROCTORS:	"MOST NOBLE VICE CHANCELLOR, AND YOU, EMINENT PROCTORS:	true	26.48	30.31	23.925535
3923_181420_000022_000000	"A citizen of Britain is before you, once a student in this University, now better known to the people of the New World than to our own.	"A citizen of Britain is before you, once a student in this University, now better known to the people of the New World than to our own.	true	31.01	39.16	24.013498
3923_181420_000022_000001	This is the man who fifteen years ago went to the coast of Labrador, to succor with medical aid the solitary fishermen of the northern sea; in executing which service he despised the perils of the ocean, which are there most terrible, in order to bring comfort and light to the wretched and sorrowing.	This is the man who fifteen years ago went to the coast of Labrador, to succor with medical aid the solitary fishermen of the northern sea; in executing which service he despised the perils of the ocean, which are there most terrible, in order to bring comfort and light to the wretched and sorrowing.	true	39.47	56.8	24.616425
3923_181420_000022_000002	Thus, up to the measure of human ability, he seems to follow, if it is right to say it of any one, in the footsteps of Christ Himself, as a truly Christian man.	Thus, up to the measure of human ability, he seems to follow, if it is right to say it of any one, in the footsteps of Christ Himself, as a truly Christian man.	true	56.87	66.13	25.507874
3923_181420_000022_000003	Rightly then we praise him by whose praise not he alone, but our University also is honored.	Rightly then we praise him by whose praise not he alone, but our University also is honored.	true	66.53	72.55	23.004414
3923_181420_000022_000004	I present to you Wilfred Thomason Grenfell, that he may be admitted to the degree of Doctor in Medicine, HONORIS CAUSA."	I present to you Wilfred Thomason Grenfell, that he may be admitted to the degree of Doctor in Medicine, HONORIS c a u s a."	false	72.65	80.835	22.461283
3923_181420_000023_000000	Thus may be rendered the Latin address when, in May, 1907, for the first time in its history, the University of Oxford conferred the honorary degree in medicine.	Thus may be rendered the Latin address when, in May, nineteen o seven, for the first time in its history, the University of Oxford conferred the honorary degree in medicine.	false	80.835	90.7	23.215202
3923_181420_000023_000001	With these fitting words was presented a man whose simple faith has been the motive power of his works, to whom pain and weariness of flesh have called no stay since there was discouragement never, to whom personal danger has counted as nothing since fear is incomprehensible.	With these fitting words was presented a man whose simple faith has been the motive power of his works, to whom pain and weariness of flesh have called no stay since there was discouragement never, to whom personal danger has counted as nothing since fear is incomprehensible.	true	91.01	107.8	23.524105
3923_181420_000023_000002	"As the Lord wills, whether for wreck or service, I am about His business." On November 9th of the preceding year, the King of England gave one of his "Birthday Honors" to the same man, making him a Companion of St. Michael and St. George (C.M.G.).	"As the Lord wills, whether for wreck or service, I am about His business." On november ninth of the preceding year, the King of England gave one of his "Birthday Honors" to the same man, making him a Companion of saint Michael and saint George (c m g).	true	108.32	123.46	22.735586
3923_181420_000024_000000	Wilfred Thomason Grenfell, second son of the Rev.	Wilfred Thomason Grenfell, second son of the Rev.	false	124.25	127.71	22.936768
3923_181420_000024_000001	Algernon Sydney Grenfell and Jane Georgiana Hutchinson, was born on the twenty-eighth day of February, eighteen hundred and sixty-five, at Mostyn House School, Parkgate, by Chester, England, of an ancestry which laid a firm foundation for his career and in surroundings which fitted him for it.	Algernon Sydney Grenfell and Jane Georgiana Hutchinson, was born on the twenty eighth day of February, eighteen hundred and sixty five, at Mostyn House School, Parkgate, by Chester, England, of an ancestry which laid a firm foundation for his career and in surroundings which fitted him for it.	true	127.71	146.11	23.841904
3923_181420_000024_000002	On both sides of his inheritance have been exhibited the courage, patience, persistence, and fighting and teaching qualities which are exemplified in his own abilities to command, to administer, and to uplift.	On both sides of his inheritance have been exhibited the courage, patience, persistence, and fighting and teaching qualities which are exemplified in his own abilities to command, to administer, and to uplift.	true	146.54	158.83	24.385798
3923_181420_000025_000000	On his father's side were the Grenvilles, who made good account of themselves in such cause as they approved, among them Basil Grenville, commander of the Royalist Cornish Army, killed at Lansdown in 1643 in defence of King Charles.	On his father's side were the Grenvilles, who made good account of themselves in such cause as they approved, among them Basil Grenville, commander of the Royalist Cornish Army, killed at Lansdown in sixteen forty three in defence of King Charles.	true	159.14	172.99	25.511292
3923_181420_000026_000000	"Four wheels to Charles's wain: Grenville, Trevanion, Slanning, Godolphin slain."	"Four wheels to Charles's wain: Grenville, Trevanion, Slanning, Godolphin slain."	true	173.51	180.31	22.01888
3923_181420_000027_000000	There was also Sir Richard Grenville, immortalized by Tennyson in "The Revenge," and John Pascoe Grenville, the right-hand man of Admiral Cochrane, who boarded the Spanish admiral's ship, the Esmeralda, on the port side, while Cochrane came up on the starboard, when together they made short work of the capture.	There was also Sir Richard Grenville, immortalized by Tennyson in "The Revenge," and john Pascoe Grenville, the right-hand man of Admiral Cochrane, who boarded the Spanish admiral's ship, the Esmeralda, on the port side, while Cochrane came up on the starboard, when together they made short work of the capture.	true	180.71	197.92	24.873747
3923_181420_000027_000001	Nor has the strain died out, as is demonstrated in the present generation by many of Dr. Grenfell's cousins, among them General Francis Wallace Grenfell, Lord Kilvey, and by Dr. Grenfell himself on the Labrador in the fight against disease and disaster and distress along a stormy and uncharted coast.	Nor has the strain died out, as is demonstrated in the present generation by many of dr Grenfell's cousins, among them General Francis Wallace Grenfell, Lord Kilvey, and by dr Grenfell himself on the Labrador in the fight against disease and disaster and distress along a stormy and uncharted coast.	true	198.44	216.43	23.863832
3923_181420_000028_000000	On his mother's side, four of her brothers were generals or colonels in the trying times of service in India.	On his mother's side, four of her brothers were generals or colonels in the trying times of service in India.	true	217.19	223.6	23.25462
3923_181420_000028_000001	The eldest fought with distinction throughout the Indian Mutiny and in the defence of Lucknow, and another commanded the crack cavalry regiment, the "Guides," at Peshawar, and fell fighting in one of the turbulent North of India wars.	The eldest fought with distinction throughout the Indian Mutiny and in the defence of Lucknow, and another commanded the crack cavalry regiment, the "Guides," at Peshawar, and fell fighting in one of the turbulent North of India wars.	true	223.7	237.22	24.812908
3923_181420_000029_000000	Of teachers, there was Dr. Grenfell's paternal grandfather, the Rev. Algernon Grenfell, the second of three brothers, house master at Rugby under Arnold, and a fine classical scholar, whose elder and younger brothers each felt the ancestral call of the sea and became admirals, with brave records of daring and success.	Of teachers, there was dr Grenfell's paternal grandfather, the reverend Algernon Grenfell, the second of three brothers, house master at Rugby under Arnold, and a fine classical scholar, whose elder and younger brothers each felt the ancestral call of the sea and became admirals, with brave records of daring and success.	true	238.01	256.48	24.464485
