7832_258250_000000_000000	This is a LibriVox recording.	This is a LibriVox recording.	true	8.1	10.42	30
7832_258250_000000_000001	All LibriVox recordings are in the public domain.	All LibriVox recordings are in the public domain.	true	10.94	14.5	22.018476
7832_258250_000000_000002	For more information, or to volunteer, please visit librivox.org.	For more information, or to volunteer, please visit librivox dot org.	true	14.81	22.47	29.893955
7832_258250_000001_000000	This etext was scanned by JC Byers (http://www.capitalnet.com/~jcbyers/index.htm) and proofread by Nancy Bloomquist, J.C. Byers, Muhammad Hozien, Carrie Lorenz, Laura Shaffer, Sara Vazirian, and Charles Wilson.	This etext was scanned by j c Byers (h t t p colon slash slash w w w dot capitalnet dot com slash tilde jcbyers slash index dot h t m closing parenthesis and proofread by Nancy Bloomquist, j c Byers, Muhammad Hozien, Carrie Lorenz, Laura Shaffer, Sara Vazirian, and Charles Wilson.	false	22.47	23.16	7
7832_258250_000002_000000	THE BOOK OF THE THOUSAND NIGHTS AND A NIGHT A Plain and Literal Translation of the Arabian Nights Entertainments	THE BOOK OF THE THOUSAND NIGHTS AND A NIGHT A Plain and Literal Translation of the Arabian Nights Entertainments	false	23.16	29.73	25.129753
7832_258250_000003_000000	Translated and Annotated by Richard F. Burton	Translated and Annotated by Richard f Burton	false	29.73	32.97	25.898901
7832_258250_000004_000000	VOLUME SEVEN Privately Printed By The Burton Club	VOLUME SEVEN Privately Printed By The Burton Club	false	32.97	33.12	-20
7832_258250_000005_000000	I Inscribe these pages to An Old And Valued Friend,	I Inscribe these pages to An Old And Valued Friend,	false	33.12	33.36	-20
7832_258250_000006_000000	John W. Larking (Whilome of Alexandria).	john w Larking (Whilome of Alexandria).	false	33.36	33.48	11
7832_258250_000007_000000	In Whose Hospitable Home ("The Sycamores") I Made My Final Preparations For A Pilgrimage To Meccah and El-Medinah.	In Whose Hospitable Home ("The Sycamores") I Made My Final Preparations For A Pilgrimage To Meccah and El Medinah.	false	33.48	33.9	100
7832_258250_000008_000000	R. F. Burton	r f Burton	false	33.9	33.96	14
7832_258250_000009_000000	Contents of the Seventh Volume	Contents of the Seventh Volume	false	33.96	34.08	25
7832_258250_000010_000000	The History of Gharib and His Brother Ajib (continued) 138.	The History of Gharib and His Brother Ajib (continued) one hundred thirty eight.	false	34.08	34.86	20
7832_258250_000010_000001	Otbah and Rayya 139.	Otbah and Rayya one hundred thirty nine.	false	34.86	34.95	-20
7832_258250_000010_000002	Hind, Daughter of Al-Nu'man, and Al-Hajjaj 140.	Hind, Daughter of Al Nu'man, and Al Hajjaj one hundred forty.	false	34.95	35.04	-20
7832_258250_000010_000003	Khuzaymah Bin Bishr and Ikrimah Al-Fayyaz 141.	Khuzaymah Bin Bishr and Ikrimah Al Fayyaz one hundred forty one.	false	35.04	35.16	-20
7832_258250_000010_000004	Yunus the Scribe and the Caliph Walid Bin Sahl 142.	Yunus the Scribe and the Caliph Walid Bin Sahl one hundred forty two.	false	35.16	35.28	-20
7832_258250_000010_000005	Harun Al-Rashid and the Arab Girl 143.	Harun Al Rashid and the Arab Girl one hundred forty three.	false	35.28	35.37	-20
7832_258250_000010_000006	Al-Asma'i and the Three Girls of Bassorah 144.	Al Asma'i and the Three Girls of Bassorah one hundred forty four.	false	35.37	35.49	-20
7832_258250_000010_000007	Ibrahim of Mosul and the Devil 145.	Ibrahim of Mosul and the Devil one hundred forty five.	false	35.49	35.58	-20
7832_258250_000010_000008	The Lovers of the Banu Uzrah 146.	The Lovers of the Banu Uzrah one hundred forty six.	false	35.58	35.67	-20
7832_258250_000010_000009	The Badawi and His Wife 147.	The Badawi and His Wife one hundred forty seven.	false	35.67	35.76	-20
7832_258250_000010_000010	The Lovers of Bassorah 148.	The Lovers of Bassorah one hundred forty eight.	false	35.76	35.82	-20
