8119_115686_000000_000000	My ear discs remained silent.	My ear discs remained silent.	false	0	1.5	25.103483
8119_115686_000001_000000	"Deering and I remain here until they land and debark.	"Deering and I remain here until they land and debark.	false	1.5	4.53	16
8119_115686_000001_000001	Stand by and keep alert."	Stand by and keep alert."	false	4.53	6.06	20.520115
8119_115686_000002_000000	Rapidly and easily the largest of the Han ships settled to the earth. Three scouted sharply to the south, rising to a higher level.	Rapidly and easily the largest of the Han ships settled to the earth. Three scouted sharply to the south, rising to a higher level.	false	6.06	11.73	21.783188
8119_115686_000002_000001	The others floated motionless about a thousand feet above.	The others floated motionless about a thousand feet above.	false	11.73	13.62	21.755108
8119_115686_000003_000000	Peeping through a small fissure between two plates, I saw the vast hulk of the ship come to rest full on the line of our prospective ring barrage.	Peeping through a small fissure between two plates, I saw the vast hulk of the ship come to rest full on the line of our prospective ring barrage.	false	13.62	19.41	24.200544
8119_115686_000003_000001	A door clanged open a couple of feet from the ground, and one by one the crew emerged.	A door clanged open a couple of feet from the ground, and one by one the crew emerged.	false	19.41	23.01	16
8119_115686_000004_000000	CHAPTER VI	CHAPTER six	true	23.01	24.28	23.94869
8119_115686_000005_000000	The "Wyoming Massacre"	The "Wyoming Massacre"	true	25.25	27.07	16.70336
8119_115686_000006_000000	"They're coming out of the ship." I spoke quietly, with my hand over my mouth, for fear they might hear me.	"They're coming out of the ship." I spoke quietly, with my hand over my mouth, for fear they might hear me.	true	28.07	33.97	22.619417
8119_115686_000006_000001	"One--two--three--four, five--six--seven--eight--nine.	"One-two-three-four, five-six-seven-eight-nine.	true	34.37	43.66	20.853796
8119_115686_000006_000002	That seems to be all.	That seems to be all.	true	44.21	45.76	20.40509
8119_115686_000006_000003	Who knows how many men a ship like that is likely to carry?"	Who knows how many men a ship like that is likely to carry?"	false	46.34	49.63	19.317692
8119_115686_000007_000000	"About ten, if there are no passengers," replied one of my men, probably one of those on the hillside.	"About ten, if there are no passengers," replied one of my men, probably one of those on the hillside.	false	50.36	57.75	23.07608
8119_115686_000008_000000	"How are they armed?" I asked.	"How are they armed?" I asked.	true	57.75	60.16	20.103533
8119_115686_000009_000000	"Just knives," came the reply.	"Just knives," came the reply.	true	61.01	62.89	21.30688
8119_115686_000009_000001	"They never permit hand-rays on the ships.	"They never permit hand rays on the ships.	false	63.02	65.25	20.36829
8119_115686_000009_000002	Afraid of accidents.	Afraid of accidents.	true	65.25	66.52	23
8119_115686_000009_000003	Have a ruling against it."	Have a ruling against it."	true	66.56	68.11	22.635975
8119_115686_000010_000000	"Leave them to us then," I said, for I had a hastily formed plan in my mind.	"Leave them to us then," I said, for I had a hastily formed plan in my mind.	false	68.93	74.29	21.577505
8119_115686_000010_000001	"You, on the hillsides, take the ships above.	"You, on the hillsides, take the ships above.	true	74.6	78.19	19.745468
8119_115686_000010_000002	Abandon the ring target.	Abandon the ring target.	true	78.68	80.5	23.129667
8119_115686_000010_000003	Divide up in training on those repellor rays.	Divide up in training on those repellor rays.	true	80.69	83.59	19.709667
8119_115686_000010_000004	You, on the hilltops, all train on the repellors of the ships to the south.	You, on the hilltops, all train on the repellors of the ships to the south.	true	84.17	89.14	24.842056
8119_115686_000010_000005	Shoot at the word, but not before.	Shoot at the word, but not before.	true	89.42	92.32	26.17009
8119_115686_000011_000000	"Wilma, crawl over to your left where you can make a straight leap for the door in that ship.	"Wilma, crawl over to your left where you can make a straight leap for the door in that ship.	true	93.23	99.13	23.159056
8119_115686_000011_000001	These men are all walking around the wreck in a bunch.	These men are all walking around the wreck in a bunch.	true	99.74	102.88	21
8119_115686_000011_000002	When they're on the far side, I'll give the word and you leap through that door in one bound.	When they're on the far side, I'll give the word and you leap through that door in one bound.	false	103.61	109.36	21.213287
8119_115686_000011_000003	I'll follow.	I'll follow.	true	109.76	110.83	22.482029
8119_115686_000011_000004	Maybe we won't be seen. We'll overpower the guard inside, but don't shoot.	Maybe we won't be seen. We'll overpower the guard inside, but don't shoot.	true	111.05	116.68	21.130985
8119_115686_000011_000005	We may escape being seen by both this crew and ships above.	We may escape being seen by both this crew and ships above.	false	117.08	121.39	20.315289
8119_115686_000011_000006	They can't see over this wreck."	They can't see over this wreck."	true	121.61	123.88	21.236406
8119_115686_000012_000000	It was so easy that it seemed too good to be true.	It was so easy that it seemed too good to be true.	true	124.46	127.48	18.805391
8119_115686_000012_000001	The Hans who had emerged from the ship walked round the wreckage lazily, talking in guttural tones, keenly interested in the wreck, but quite unsuspicious.	The Hans who had emerged from the ship walked round the wreckage lazily, talking in guttural tones, keenly interested in the wreck, but quite unsuspicious.	false	127.79	136.87	19
8119_115686_000013_000000	At last they were on the far side.	At last they were on the far side.	true	137.27	139.93	20.409214
8119_115686_000013_000001	In a moment they would be picking their way into the wreck.	In a moment they would be picking their way into the wreck.	true	140.15	143.38	27
8119_115686_000014_000000	"Wilma, leap!" I almost whispered the order.	"Wilma, leap!" I almost whispered the order.	true	143.84	147.76	24.161594
