5935_43322_000002_000000	It was not until mid-day breakfast on the following morning that husband and wife met again.	It was not until mid day breakfast on the following morning that husband and wife met again.
5935_43322_000002_000001	Oliver had slept in town and telephoned about eleven o'clock that he would be home immediately, bringing a guest with him: and shortly before noon she heard their voices in the hall.	Oliver had slept in town and telephoned about eleven o'clock that he would be home immediately, bringing a guest with him: and shortly before noon she heard their voices in the hall.
5935_43322_000003_000000	Mr. Francis, who was presently introduced to her, seemed a harmless kind of man, she thought, not interesting, though he seemed in earnest about this Bill.	mr Francis, who was presently introduced to her, seemed a harmless kind of man, she thought, not interesting, though he seemed in earnest about this Bill.
5935_43322_000003_000001	It was not until breakfast was nearly over that she understood who he was.	It was not until breakfast was nearly over that she understood who he was.
5935_43322_000004_000000	"Don't go, Mabel," said her husband, as she made a movement to rise. "You will like to hear about this, I expect.	"Don't go, Mabel," said her husband, as she made a movement to rise. "You will like to hear about this, I expect.
5935_43322_000004_000001	My wife knows all that I know," he added.	My wife knows all that I know," he added.
5935_43322_000005_000000	Mr. Francis smiled and bowed.	mr Francis smiled and bowed.
5935_43322_000007_000000	"Why, certainly."	"Why, certainly."
5935_43322_000008_000000	Then she heard that he had been a Catholic priest a few months before, and that Mr. Snowford was in consultation with him as to the ceremonies in the Abbey.	Then she heard that he had been a Catholic priest a few months before, and that mr Snowford was in consultation with him as to the ceremonies in the Abbey.
5935_43322_000008_000001	She was conscious of a sudden interest as she heard this.	She was conscious of a sudden interest as she heard this.
5935_43322_000009_000001	"I want to hear everything."	"I want to hear everything."
5935_43322_000010_000000	It seemed that Mr. Francis had seen the new Minister of Public Worship that morning, and had received a definite commission from him to take charge of the ceremonies on the first of October.	It seemed that mr Francis had seen the new Minister of Public Worship that morning, and had received a definite commission from him to take charge of the ceremonies on the first of October.
5935_43322_000011_000000	Of course things would be somewhat sloppy at first, said Mr. Francis; but by the New Year it was hoped that all would be in order, at least in the cathedrals and principal towns.	Of course things would be somewhat sloppy at first, said mr Francis; but by the New Year it was hoped that all would be in order, at least in the cathedrals and principal towns.
5935_43322_000012_000000	"It is important," he said, "that this should be done as soon as possible.	"It is important," he said, "that this should be done as soon as possible.
5935_43322_000012_000001	It is very necessary to make a good impression.	It is very necessary to make a good impression.
5935_43322_000012_000002	There are thousands who have the instinct of worship, without knowing how to satisfy it."	There are thousands who have the instinct of worship, without knowing how to satisfy it."
5935_43322_000013_000000	"That is perfectly true," said Oliver.	"That is perfectly true," said Oliver.
5935_43322_000013_000001	"I have felt that for a long time.	"I have felt that for a long time.
5935_43322_000013_000002	I suppose it is the deepest instinct in man."	I suppose it is the deepest instinct in man."
5935_43322_000014_000000	"As to the ceremonies---" went on the other, with a slightly important air.	"As to the ceremonies---" went on the other, with a slightly important air.
