1060_134451_000001_000000	It was early evening of a day in the late fall and the Winesburg County Fair had brought crowds of country people into town.	It was early evening of a day in the late fall and the Winesburg County Fair had brought crowds of country people into town.
1060_134451_000001_000005	The dust rolled away over the fields and the departing sun set it ablaze with colors.	The dust rolled away over the fields and the departing sun set it ablaze with colors.
1060_134451_000003_000000	Pushing his way through the crowds in Main Street, young George Willard concealed himself in the stairway leading to Doctor Reefy's office and looked at the people.	Pushing his way through the crowds in Main Street, young George Willard concealed himself in the stairway leading to Doctor Reefy's office and looked at the people.
1060_134451_000003_000002	Thoughts kept coming into his head and he did not want to think.	Thoughts kept coming into his head and he did not want to think.
1060_134451_000003_000003	He stamped impatiently on the wooden steps and looked sharply about.	He stamped impatiently on the wooden steps and looked sharply about.
1060_134451_000003_000005	Have I done all this waiting for nothing?" he muttered.	Have I done all this waiting for nothing?" he muttered.
1060_134451_000004_000000	George Willard, the Ohio village boy, was fast growing into manhood and new thoughts had been coming into his mind.	George Willard, the Ohio village boy, was fast growing into manhood and new thoughts had been coming into his mind.
1060_134451_000004_000002	He was about to leave Winesburg to go away to some city where he hoped to get work on a city newspaper and he felt grown up.	He was about to leave Winesburg to go away to some city where he hoped to get work on a city newspaper and he felt grown up.
1060_134451_000004_000003	The mood that had taken possession of him was a thing known to men and unknown to boys.	The mood that had taken possession of him was a thing known to men and unknown to boys.
1060_134451_000004_000004	He felt old and a little tired.	He felt old and a little tired.
1060_134451_000004_000006	To his mind his new sense of maturity set him apart, made of him a half-tragic figure.	To his mind his new sense of maturity set him apart, made of him a half tragic figure.
1060_134451_000004_000007	He wanted someone to understand the feeling that had taken possession of him after his mother's death.	He wanted someone to understand the feeling that had taken possession of him after his mother's death.
1060_134451_000005_000000	There is a time in the life of every boy when he for the first time takes the backward view of life.	There is a time in the life of every boy when he for the first time takes the backward view of life.
1060_134451_000005_000002	The boy is walking through the street of his town.	The boy is walking through the street of his town.
1060_134451_000005_000003	He is thinking of the future and of the figure he will cut in the world.	He is thinking of the future and of the figure he will cut in the world.
1060_134451_000005_000004	Ambitions and regrets awake within him.	Ambitions and regrets awake within him.
1060_134451_000005_000005	Suddenly something happens; he stops under a tree and waits as for a voice calling his name. Ghosts of old things creep into his consciousness; the voices outside of himself whisper a message concerning the limitations of life.	Suddenly something happens; he stops under a tree and waits as for a voice calling his name. Ghosts of old things creep into his consciousness; the voices outside of himself whisper a message concerning the limitations of life.
1060_134451_000005_000006	From being quite sure of himself and his future he becomes not at all sure.	From being quite sure of himself and his future he becomes not at all sure.
