8163_116797_000000_000000	"I am old Philemon!" murmured the oak.	"I am old philemon!" murmured the oak.	false	0	0.24	-4
8163_116797_000001_000000	"I am old Baucis!" murmured the linden tree.	"I am old Baucis!" murmured the linden tree.	false	0.24	0.54	2
8163_116797_000002_000000	But, as the breeze grew stronger, the trees both spoke at once--"Philemon!	But, as the breeze grew stronger, the trees both spoke at once-"philemon!	false	0.54	1.02	18
8163_116797_000002_000001	Baucis!	Baucis!	false	1.02	1.05	-20
8163_116797_000002_000002	Baucis!	Baucis!	false	1.05	1.08	-20
8163_116797_000002_000003	Philemon!"--as if one were both and both were one, and talked together in the depths of their mutual heart. It was plain enough to perceive that the good old couple had renewed their age, and were now to spend a quiet and delightful hundred years or so, Philemon as an oak, and Baucis as a linden tree.	philemon!"--as if one were both and both were one, and talked together in the depths of their mutual heart. It was plain enough to perceive that the good old couple had renewed their age, and were now to spend a quiet and delightful hundred years or so, philemon as an oak, and Baucis as a linden tree.	false	1.08	7.77	22.392487
8163_116797_000002_000004	And oh, what a hospitable shade did they fling around them.	And oh, what a hospitable shade did they fling around them.	false	7.77	8.55	13
8163_116797_000002_000005	Whenever a wayfarer paused beneath it, he heard a pleasant whisper of the leaves above his head, and wondered how the sound should so much resemble words like these:	Whenever a wayfarer paused beneath it, he heard a pleasant whisper of the leaves above his head, and wondered how the sound should so much resemble words like these:	false	8.55	11.55	21.9741
8163_116797_000003_000000	"Welcome, welcome, dear traveller, welcome!"	"Welcome, welcome, dear traveller, welcome!"	false	11.55	12.21	22.373285
8163_116797_000004_000000	And some kind soul, that knew what would have pleased old Baucis and old Philemon best, built a circular seat around both their trunks, where, for a great while afterward the weary, and the hungry, and the thirsty used to repose themselves, and quaff milk abundantly out of the miraculous pitcher.	And some kind soul, that knew what would have pleased old Baucis and old philemon best, built a circular seat around both their trunks, where, for a great while afterward the weary, and the hungry, and the thirsty used to repose themselves, and quaff milk abundantly out of the miraculous pitcher.	false	12.21	22.26	22.19049
8163_116797_000005_000000	And I wish, for all our sakes, that we had the pitcher here now!	And I wish, for all our sakes, that we had the pitcher here now!	false	22.26	22.26	
8163_116797_000006_000000	CHAPTER VIII	CHAPTER eight	false	22.26	22.26	
8163_116797_000007_000000	THE PARADISE OF CHILDREN	THE PARADISE OF CHILDREN	false	22.26	24.04	20
8163_116797_000008_000000	Long, long ago, when this old world was in its tender infancy, there was a child, named Epimetheus, who never had either father or mother; and, that he might not be lonely, another child, fatherless and motherless like himself, was sent from a far country, to live with him, and be his playfellow and helpmate.	Long, long ago, when this old world was in its tender infancy, there was a child, named Epimetheus, who never had either father or mother; and, that he might not be lonely, another child, fatherless and motherless like himself, was sent from a far country, to live with him, and be his playfellow and helpmate.	true	25.4	46.3	19
8163_116797_000008_000001	Her name was Pandora.	Her name was Pandora.	true	46.52	48.49	22.162647
8163_116797_000009_000000	The first thing that Pandora saw, when she entered the cottage where Epimetheus dwelt, was a great box.	The first thing that Pandora saw, when she entered the cottage where Epimetheus dwelt, was a great box.	true	48.65	54.94	19.491693
8163_116797_000009_000001	And almost the first question which she put to him, after crossing the threshold, was this:	And almost the first question which she put to him, after crossing the threshold, was this:	true	55.16	60.49	18
8163_116797_000010_000000	"Epimetheus, what have you in that box?"	"Epimetheus, what have you in that box?"	false	61.01	63.91	20.842106
