8699_291107_000000_000000	He closed the book and again meditated.	He closed the book and again meditated.	false	0	3.39	25.235483
8699_291107_000000_000001	Later, he rose, replaced the book in his chest, drew the dead man's blanket over his face, and went out on deck.	Later, he rose, replaced the book in his chest, drew the dead man's blanket over his face, and went out on deck.	false	3.39	18.435	23.933025
8699_291107_000001_000000	THE CLEARER SIGHT	THE CLEARER SIGHT	true	18.435	19.62	22.041851
8699_291107_000002_000000	BY ERNEST STARR	BY ERNEST STARR	true	19.62	20.95	24.14542
8699_291107_000003_000000	Noakes leaned over a stand in one of the Maxineff laboratories and looked intently into a crucible, while he advanced the lever of a control-switch regulating the furnace beneath it.	Noakes leaned over a stand in one of the Maxineff laboratories and looked intently into a crucible, while he advanced the lever of a control switch regulating the furnace beneath it.	true	22.01	31.87	18
8699_291107_000003_000001	He held a steady hand on the lever, so that he might push it back instantly if he saw in the crucible too sudden a transformation.	He held a steady hand on the lever, so that he might push it back instantly if he saw in the crucible too sudden a transformation.	true	32.18	39.25	21
8699_291107_000003_000002	As he watched, the dull saffron powder took on a deeper hue about the edge, the body of it remaining unchanged.	As he watched, the dull saffron powder took on a deeper hue about the edge, the body of it remaining unchanged.	true	39.95	46.99	22.38956
8699_291107_000003_000003	For several minutes he peered with keen intentness at the evil, inert little mass.	For several minutes he peered with keen intentness at the evil, inert little mass.	true	47.3	52.21	17
8699_291107_000003_000004	No further change appeared.	No further change appeared.	true	52.52	54.43	22.535004
8699_291107_000003_000005	He leaned closer over it, regardless of the thin choking haze that spread about his face. In his attitude there was a rigidity of controlled excitement out of keeping with the seeming harmlessness of the experiment.	He leaned closer over it, regardless of the thin choking haze that spread about his face. In his attitude there was a rigidity of controlled excitement out of keeping with the seeming harmlessness of the experiment.	true	54.77	67.69	22
8699_291107_000003_000006	He was as a man attuned to a tremendous hazard, anticipation and mental endurance taut, all his force focused on one throbbing desire.	He was as a man attuned to a tremendous hazard, anticipation and mental endurance taut, all his force focused on one throbbing desire.	true	68.03	77.5	20.344944
8699_291107_000003_000007	He bent closer, and the hand on the lever trembled in nervous premonition.	He bent closer, and the hand on the lever trembled in nervous premonition.	true	77.75	82	17
8699_291107_000003_000008	The deepened hue touched only the edge, following regularly the contour of the vessel; it made no advance toward the centre of the substance.	The deepened hue touched only the edge, following regularly the contour of the vessel; it made no advance toward the centre of the substance.	true	82.22	90.46	21.051392
8699_291107_000004_000000	'It shall!' Noakes breathed; and as if conning an oft-repeated formula, he said, 'The entire mass should deepen in color, regularly and evenly. Heat!	'It shall!' Noakes breathed; and as if conning an oft repeated formula, he said, 'The entire mass should deepen in color, regularly and evenly. Heat!	true	90.65	101.355	22.746855
8699_291107_000004_000001	Heat!'	Heat!'	true	101.355	102.22	31.600624
