1649_68762_000000_000000	But on this route he saw even more.	But on this route he saw even more.	false	0.81	4.89	21.500937
1649_68762_000000_000001	They were painted on the fences and barns as he passed along.	They were painted on the fences and barns as he passed along.	false	4.89	8.76	19.885624
1649_68762_000000_000002	He scowled at each one, but they did not appear to him quite so inharmonious as those which marred the more picturesque and retired spots which were his favorite haunts.	He scowled at each one, but they did not appear to him quite so inharmonious as those which marred the more picturesque and retired spots which were his favorite haunts.	false	8.76	20.43	22.434189
1649_68762_000001_000000	CHAPTER III	CHAPTER three	true	20.43	21.345	26.844042
1649_68762_000002_000000	DON QUIXOTE	DON QUIXOTE	true	21.345	22.57	21.77807
1649_68762_000003_000000	When Kenneth got home he told Mr. Watson of his discovery and asked the old gentleman to write to the sign painter and find out what could be done.	When Kenneth got home he told mr Watson of his discovery and asked the old gentleman to write to the sign painter and find out what could be done.	true	24.11	31.6	22
1649_68762_000003_000001	The lawyer laughed heartily at his young friend's whim, but agreed to help him.	The lawyer laughed heartily at his young friend's whim, but agreed to help him.	true	32	35.86	21.947052
1649_68762_000004_000000	"If you are going to try to prevent rural advertising," he remarked, "you'll find your hands full."	"If you are going to try to prevent rural advertising," he remarked, "you'll find your hands full."	true	36.35	41.41	22.106161
1649_68762_000005_000000	Kenneth looked up smiling.	Kenneth looked up smiling.	true	41.96	43.54	26.070671
1649_68762_000006_000000	"Thank you," he said.	"Thank you," he said.	true	43.97	45.22	26.535006
1649_68762_000007_000000	"For what?"	"For what?"	true	45.5	46.36	36.835995
1649_68762_000008_000000	"For finding me something to do.	"For finding me something to do.	true	46.79	48.375	21.926212
1649_68762_000008_000001	I'm sick of this inaction."	I'm sick of this inaction."	true	48.375	49.96	27.193274
1649_68762_000009_000000	Again the lawyer laughed.	Again the lawyer laughed.	true	50.51	52.27	20.116194
1649_68762_000010_000000	"What is your idea?" he asked.	"What is your idea?" he asked.	false	52.49	54.66	19.559351
1649_68762_000011_000000	"To remove such eyesores as advertising signs from the neighborhood of Elmhurst."	"To remove such eyesores as advertising signs from the neighborhood of Elmhurst."	true	54.66	58.96	21
1649_68762_000012_000000	"It's a Titan's task, Ken."	"It's a Titan's task, Ken."	true	59.63	61.6	27.456861
1649_68762_000013_000000	"So much the better."	"So much the better."	true	62.33	63.64	29.439043
1649_68762_000014_000000	The lawyer grew thoughtful.	The lawyer grew thoughtful.	true	64.43	65.98	29.070644
1649_68762_000015_000000	"I believe it's impossible," he ventured.	"I believe it's impossible," he ventured.	true	67.04	69.4	20.628237
1649_68762_000016_000000	"Better yet.	"Better yet.	true	69.92	70.96	27.635456
1649_68762_000016_000001	I don't say I'll succeed, but I promise to try.	I don't say I'll succeed, but I promise to try.	true	70.97	73.69	24.21705
1649_68762_000016_000002	I want something to occupy myself--something really difficult, so that I may test my own powers."	I want something to occupy myself-something really difficult, so that I may test my own powers."	true	73.82	79.42	25.868492
1649_68762_000017_000000	"But, my dear boy!	"But, my dear boy!	true	80.45	81.42	31.186567
1649_68762_000017_000001	This foolish proposition isn't worthy your effort.	This foolish proposition isn't worthy your effort.	true	81.42	84.04	26
1649_68762_000017_000002	If you want to be up and doing we'll find something else to occupy your mind."	If you want to be up and doing we'll find something else to occupy your mind."	true	84.23	88	21.511866
1649_68762_000018_000000	"No, Mr. Watson; I'm set on this.	"No, mr Watson; I'm set on this.	true	88.7	90.82	21.104551
1649_68762_000018_000001	It's a crime to allow these signs to flaunt themselves in our prettiest scenes.	It's a crime to allow these signs to flaunt themselves in our prettiest scenes.	true	90.89	95.08	20.419317
1649_68762_000018_000002	My instinct revolts at the desecration.	My instinct revolts at the desecration.	false	95.3	97.89	30.218678
1649_68762_000018_000003	Besides, no one else seems to have undertaken the task of exterminating them."	Besides, no one else seems to have undertaken the task of exterminating them."	true	97.89	102.28	22.184147
1649_68762_000019_000000	"True enough.	"True enough.	true	103.52	104.53	32.737183
1649_68762_000019_000001	If you're serious, Ken, I'll frankly say the thing can't be done.	If you're serious, Ken, I'll frankly say the thing can't be done.	true	104.69	108.28	24.763142
1649_68762_000019_000002	You may, perhaps, buy the privilege of maintaining the rocks of the glen free from advertising; but the advertisers will paint more signs on all the approaches, and you won't have gained much."	You may, perhaps, buy the privilege of maintaining the rocks of the glen free from advertising; but the advertisers will paint more signs on all the approaches, and you won't have gained much."	true	108.62	118	21
1649_68762_000020_000000	"I'll drive every advertising sign out of this country."	"I'll drive every advertising sign out of this country."	true	118.58	121.81	21.470465
1649_68762_000021_000000	"Impossible.	"Impossible.	true	122.48	123.58	21.12752
1649_68762_000021_000001	The great corporations who control these industries make their fortunes by this style of advertising.	The great corporations who control these industries make their fortunes by this style of advertising.	true	123.62	128.47	21
1649_68762_000021_000002	The rural districts are their strongholds.	The rural districts are their strongholds.	true	128.75	130.74	19
1649_68762_000021_000003	And they must advertise or they can't sell their products."	And they must advertise or they can't sell their products."	true	130.74	133.6	23.697025
1649_68762_000022_000000	"Let them advertise in decent ways, then.	"Let them advertise in decent ways, then.	true	134.24	136.6	26.328772
1649_68762_000022_000001	What right has any soap maker to flaunt his wares in my face, whether I'm interested in them or not?"	What right has any soap maker to flaunt his wares in my face, whether I'm interested in them or not?"	true	136.73	141.88	20.834768
1649_68762_000023_000000	"The right of custom.	"The right of custom.	true	142.76	144.1	24.226227
1649_68762_000023_000001	People have submitted to these things so long that the manufacturers consider themselves justified in covering every barn, rock and fence with their signs.	People have submitted to these things so long that the manufacturers consider themselves justified in covering every barn, rock and fence with their signs.	true	144.41	152.5	18
1649_68762_000023_000002	I see no way to stop them."	I see no way to stop them."	true	152.66	154.39	20.19495
1649_68762_000024_000000	"Nor I, at present.	"Nor I, at present.	true	155.27	156.7	28.801975
1649_68762_000024_000001	But there must be a way."	But there must be a way."	false	156.74	159.09	21.421663
1649_68762_000025_000000	"Drive out one, and another will take his place.	"Drive out one, and another will take his place.	true	159.09	161.47	23
1649_68762_000025_000001	They pay liberally for locations--"	They pay liberally for locations-"	true	161.6	163.62	19
1649_68762_000026_000000	"Pshaw!	"p shaw!	false	163.62	165.03	20.283377
1649_68762_000026_000001	Ten dollars a year for a rock as big as a barn!"	Ten dollars a year for a rock as big as a barn!"	true	165.03	167.8	23.523361
1649_68762_000027_000000	"But they rent thousands of such positions, and in the aggregate our farmers get large sums from them."	"But they rent thousands of such positions, and in the aggregate our farmers get large sums from them."	true	168.5	173.68	23.174276
1649_68762_000028_000000	"And ruin the appearance of their homes and farms."	"And ruin the appearance of their homes and farms."	true	174.02	176.77	22.577421
1649_68762_000029_000000	Mr. Watson smiled.	mr Watson smiled.	true	177.62	179.35	26.210636
1649_68762_000030_000000	"They're not artists, Ken.	"They're not artists, Ken.	false	179.84	181.77	27.590189
1649_68762_000030_000001	They can't realize on appearances, but they can use the money the signs bring them."	They can't realize on appearances, but they can use the money the signs bring them."	true	181.77	186.28	19.289082
1649_68762_000031_000000	"They need to be educated, that's all.	"They need to be educated, that's all.	true	186.74	188.73	27.976458
1649_68762_000031_000001	These farmers seem very honest, decent fellows."	These farmers seem very honest, decent fellows."	true	188.73	191.68	22.230532
1649_68762_000032_000000	"They are, Ken.	"They are, Ken.	false	192.23	193.32	35.655823
1649_68762_000032_000001	I wish you knew them better."	I wish you knew them better."	true	193.32	194.74	21.061075
1649_68762_000033_000000	"So do I, Mr. Watson.	"So do I, mr Watson.	true	195.35	196.9	19.64485
1649_68762_000033_000001	This campaign ought to bring us closer together, for I mean to get them to help me."	This campaign ought to bring us closer together, for I mean to get them to help me."	true	196.97	201.01	24.019478
1649_68762_000034_000000	"You'll have to buy them, I'm afraid."	"You'll have to buy them, I'm afraid."	true	201.65	203.56	25.470743
1649_68762_000035_000000	"Not all of them.	"Not all of them.	true	204.41	205.44	20.988964
1649_68762_000035_000001	There must be some refinement among them."	There must be some refinement among them."	true	205.44	207.76	23.325441
1649_68762_000036_000000	But the lawyer was not convinced.	But the lawyer was not convinced.	true	209	210.85	24.565685
1649_68762_000036_000001	However, it was not his desire to stifle this new-born enthusiasm of Kenneth's, even though he believed it misdirected.	However, it was not his desire to stifle this new born enthusiasm of Kenneth's, even though he believed it misdirected.	true	211.28	217.72	20.954502
1649_68762_000036_000002	He wanted the young man to rouse himself and take an interest in life, and if his antagonism to advertising signs would effect this, the futile fight against them was to be welcomed.	He wanted the young man to rouse himself and take an interest in life, and if his antagonism to advertising signs would effect this, the futile fight against them was to be welcomed.	false	218.24	227.8	20.506357
1649_68762_000036_000003	It would cost the boy something, but he would gain his money's worth in experience.	It would cost the boy something, but he would gain his money's worth in experience.	true	227.99	232.12	22.054909
1649_68762_000037_000000	After a few days the sign painter answered the letter.	After a few days the sign painter answered the letter.	true	233	235.9	21.89379
1649_68762_000037_000001	He would relinquish the three signs in the glen for a payment of fifty dollars each, with the understanding that no other competing signs were to take their place.	He would relinquish the three signs in the glen for a payment of fifty dollars each, with the understanding that no other competing signs were to take their place.	true	236.36	244.06	21.18404
1649_68762_000037_000002	Kenneth promptly mailed a check for the amount demanded and early next morning started for the glen with what he called his "eliminators."	Kenneth promptly mailed a check for the amount demanded and early next morning started for the glen with what he called his "eliminators."	true	244.73	251.89	22.17719
1649_68762_000038_000000	These "eliminators" consisted of two men with cans of turpentine and gasoline and an equipment of scrubbing brushes.	These "eliminators" consisted of two men with cans of turpentine and gasoline and an equipment of scrubbing brushes.	true	252.98	259.6	23.854551
1649_68762_000038_000001	Parsons, the farmer, came over to watch this novel proceeding, happy in the possession of three crisp five-dollar notes given in accordance with the agreement made with him.	Parsons, the farmer, came over to watch this novel proceeding, happy in the possession of three crisp five dollar notes given in accordance with the agreement made with him.	true	260.3	269.56	23.895124
1649_68762_000038_000002	All day the two men scrubbed the rocks faithfully, assisted at odd times by their impatient employer; but the thick splashes of paint clung desperately to the rugged surface of the rock, and the task was a hard one.	All day the two men scrubbed the rocks faithfully, assisted at odd times by their impatient employer; but the thick splashes of paint clung desperately to the rugged surface of the rock, and the task was a hard one.	true	270.35	281.89	23.537222
1649_68762_000038_000003	When evening came the letters had almost disappeared when viewed closely; but when Kenneth rode to the mouth of the glen on his way home and paused to look back, he could see the injunction "Take Smith's Liver Pills" staring at him, in grim defiance of the scrubbing brushes.	When evening came the letters had almost disappeared when viewed closely; but when Kenneth rode to the mouth of the glen on his way home and paused to look back, he could see the injunction "Take Smith's Liver Pills" staring at him, in grim defiance of the scrubbing brushes.	true	282.62	297.37	21.797628
1649_68762_000039_000000	But his energy was not exhausted.	But his energy was not exhausted.	true	298.55	300.37	19.214039
1649_68762_000039_000001	No one ever knew what it cost in labor and material to erase those three signs; but after ten days they had vanished completely, and the boy heaved a sigh of satisfaction and turned his attention to extending the campaign.	No one ever knew what it cost in labor and material to erase those three signs; but after ten days they had vanished completely, and the boy heaved a sigh of satisfaction and turned his attention to extending the campaign.	true	300.41	312.79	22.592089
1649_68762_000040_000000	On the farm nearest to Elmhurst at the north, which belonged to a man named Webb, was a barn, facing the road, that displayed on its side a tobacco sign.	On the farm nearest to Elmhurst at the north, which belonged to a man named Webb, was a barn, facing the road, that displayed on its side a tobacco sign.	true	313.46	322.27	22.791399
1649_68762_000040_000001	Kenneth interviewed Mr. Webb and found that he received no money for the sign; but the man contended that the paint preserved his barn from the weather on that side.	Kenneth interviewed mr Webb and found that he received no money for the sign; but the man contended that the paint preserved his barn from the weather on that side.	true	322.82	331.12	22.508125
1649_68762_000040_000002	So Kenneth agreed to repaint the entire barn for him, and actually had the work done.	So Kenneth agreed to repaint the entire barn for him, and actually had the work done.	true	331.37	335.74	26.929285
1649_68762_000040_000003	As it took many coats of paint to blot out the sign it was rather a expensive operation.	As it took many coats of paint to blot out the sign it was rather a expensive operation.	true	336.35	341.29	23
1649_68762_000041_000000	By this time the campaign of the youthful proprietor of Elmhurst against advertising signs began to be talked of throughout the county, and was the subject of much merriment among the farmers.	By this time the campaign of the youthful proprietor of Elmhurst against advertising signs began to be talked of throughout the county, and was the subject of much merriment among the farmers.	true	342.14	351.55	20.998095
1649_68762_000041_000001	Some of them were intelligent enough to admire the young Quixote, and acknowledged frankly that it was a pity to decorate their premises with signs of patent medicines and questionable soaps.	Some of them were intelligent enough to admire the young Quixote, and acknowledged frankly that it was a pity to decorate their premises with signs of patent medicines and questionable soaps.	true	352.01	361.63	21.212036
1649_68762_000042_000000	But the majority of them sneered at the champion, and many refused point-blank to consider any proposition to discard the advertisements. Indeed, some were proud of them, and believed it a mark of distinction to have their fences and sheds announce an eye-remedy or several varieties of pickles.	But the majority of them sneered at the champion, and many refused point blank to consider any proposition to discard the advertisements. Indeed, some were proud of them, and believed it a mark of distinction to have their fences and sheds announce an eye remedy or several varieties of pickles.	true	362.33	376.93	21.952307
1649_68762_000043_000000	Mr. Watson, at first an amused observer of the campaign, soon became indignant at the way that Kenneth was ridiculed and reviled; and he took a hand in the fight himself.	mr Watson, at first an amused observer of the campaign, soon became indignant at the way that Kenneth was ridiculed and reviled; and he took a hand in the fight himself.	true	378.05	387.4	24.416525
1649_68762_000043_000001	He decided to call a meeting of the neighboring farmers at the district school-house on Saturday night, where Kenneth could address them with logical arguments and endeavor to win them over to his way of thinking.	He decided to call a meeting of the neighboring farmers at the district school house on Saturday night, where Kenneth could address them with logical arguments and endeavor to win them over to his way of thinking.	true	387.83	397	21
