2060_150843_000000_000000	"Anything--if you remember that the greatest thing is over."	"Anything-if you remember that the greatest thing is over."	false	0	3.15	19.990942
2060_150843_000001_000000	"I don't know you," she said tremulously.	"I don't know you," she said tremulously.	false	3.15	5.4	20.701168
2060_150843_000001_000001	"You have grown up in a moment.	"You have grown up in a moment.	false	5.4	7.35	21.721706
2060_150843_000001_000002	You never talked to us, and yet you understand it all.	You never talked to us, and yet you understand it all.	false	7.35	10.53	21.14913
2060_150843_000001_000003	Tell me again--I can only trust you--where he is."	Tell me again-I can only trust you-where he is."	false	10.53	11.58	16
2060_150843_000002_000000	"He is in heaven."	"He is in heaven."	false	11.58	12.3	15
2060_150843_000003_000000	"You are sure?"	"You are sure?"	false	12.3	13.56	20.555777
2060_150843_000004_000000	It puzzled her that Rickie, who could scarcely tell you the time without a saving clause, should be so certain about immortality.	It puzzled her that Rickie, who could scarcely tell you the time without a saving clause, should be so certain about immortality.	false	13.56	22.8	22.018064
2060_150843_000005_000000	VI	VI	false	22.8	23.22	-20
2060_150843_000006_000000	He did not stop for the funeral.	He did not stop for the funeral.	true	23.22	25.18	23.095316
2060_150843_000006_000001	Mr. Pembroke thought that he had a bad effect on Agnes, and prevented her from acquiescing in the tragedy as rapidly as she might have done.	mr Pembroke thought that he had a bad effect on Agnes, and prevented her from acquiescing in the tragedy as rapidly as she might have done.	true	25.28	33.49	21
2060_150843_000006_000002	As he expressed it, "one must not court sorrow," and he hinted to the young man that they desired to be alone.	As he expressed it, "one must not court sorrow," and he hinted to the young man that they desired to be alone.	true	34.07	41.62	21.868198
2060_150843_000007_000000	Rickie went back to the Silts.	Rickie went back to the Silts.	true	42.23	44.02	23.35573
2060_150843_000008_000000	He was only there a few days.	He was only there a few days.	true	45.11	46.9	20
2060_150843_000008_000001	As soon as term opened he returned to Cambridge, for which he longed passionately.	As soon as term opened he returned to Cambridge, for which he longed passionately.	true	47.3	51.7	17
2060_150843_000008_000002	The journey thither was now familiar to him, and he took pleasure in each landmark.	The journey thither was now familiar to him, and he took pleasure in each landmark.	true	52.1	56.68	19.663054
2060_150843_000008_000003	The fair valley of Tewin Water, the cutting into Hitchin where the train traverses the chalk, Baldock Church, Royston with its promise of downs, were nothing in themselves, but dear as stages in the pilgrimage towards the abode of peace.	The fair valley of Tewin Water, the cutting into Hitchin where the train traverses the chalk, Baldock Church, Royston with its promise of downs, were nothing in themselves, but dear as stages in the pilgrimage towards the abode of peace.	true	56.81	70.42	21.397417
2060_150843_000008_000004	On the platform he met friends.	On the platform he met friends.	true	71.03	73.06	25.087563
2060_150843_000008_000005	They had all had pleasant vacations: it was a happy world.	They had all had pleasant vacations: it was a happy world.	true	73.31	77.14	20.214443
2060_150843_000008_000006	The atmosphere alters.	The atmosphere alters.	true	77.39	79.15	25
2060_150843_000009_000000	Cambridge, according to her custom, welcomed her sons with open drains. Pettycury was up, so was Trinity Street, and navvies peeped out of King's Parade.	Cambridge, according to her custom, welcomed her sons with open drains. Pettycury was up, so was Trinity Street, and navvies peeped out of King's Parade.	true	79.97	89.38	22.91367
2060_150843_000009_000001	Here it was gas, there electric light, but everywhere something, and always a smell.	Here it was gas, there electric light, but everywhere something, and always a smell.	true	90.08	95.02	21
2060_150843_000009_000002	It was also the day that the wheels fell off the station tram, and Rickie, who was naturally inside, was among the passengers who "sustained no injury but a shock, and had as hearty a laugh over the mishap afterwards as any one."	It was also the day that the wheels fell off the station tram, and Rickie, who was naturally inside, was among the passengers who "sustained no injury but a shock, and had as hearty a laugh over the mishap afterwards as any one."	false	95.51	109.18	19
2060_150843_000010_000000	Tilliard fled into a hansom, cursing himself for having tried to do the thing cheaply.	Tilliard fled into a hansom, cursing himself for having tried to do the thing cheaply.	true	110.06	114.52	22.123493
2060_150843_000010_000001	Hornblower also swept past yelling derisively, with his luggage neatly piled above his head.	Hornblower also swept past yelling derisively, with his luggage neatly piled above his head.	false	114.8	120.4	19
2060_150843_000010_000002	"Let's get out and walk," muttered Ansell.	"Let's get out and walk," muttered Ansell.	true	120.77	123.34	19.780846
2060_150843_000010_000003	But Rickie was succouring a distressed female--Mrs.	But Rickie was succouring a distressed female-mrs	true	123.56	126.81	20
2060_150843_000010_000004	Aberdeen.	Aberdeen.	true	126.81	127.6	24.87424
2060_150843_000011_000000	"Oh, Mrs. Aberdeen, I never saw you: I am so glad to see you--I am so very glad." Mrs. Aberdeen was cold.	"Oh, mrs Aberdeen, I never saw you: I am so glad to see you-I am so very glad." mrs Aberdeen was cold.	true	128.39	135.435	20
2060_150843_000011_000001	She did not like being spoken to outside the college, and was also distrait about her basket.	She did not like being spoken to outside the college, and was also distrait about her basket.	true	135.435	141.43	22.170305
2060_150843_000011_000002	Hitherto no genteel eye had even seen inside it, but in the collision its little calico veil fell off, and there was revealed--nothing.	Hitherto no genteel eye had even seen inside it, but in the collision its little calico veil fell off, and there was revealed-nothing.	true	142.04	150.49	19
2060_150843_000011_000003	The basket was empty, and never would hold anything illegal.	The basket was empty, and never would hold anything illegal.	true	151.07	154.75	21.867361
2060_150843_000011_000004	All the same she was distrait, and "We shall meet later, sir, I dessy," was all the greeting Rickie got from her.	All the same she was distrait, and "We shall meet later, sir, I dessy," was all the greeting Rickie got from her.	true	155.24	163.03	19.988445
2060_150843_000012_000000	"Now what kind of a life has Mrs. Aberdeen?" he exclaimed, as he and Ansell pursued the Station Road.	"Now what kind of a life has mrs Aberdeen?" he exclaimed, as he and Ansell pursued the Station Road.	false	164.03	169.6	20
2060_150843_000012_000001	"Here these bedders come and make us comfortable.	"Here these bedders come and make us comfortable.	true	170.09	172.695	19.676805
2060_150843_000012_000002	We owe an enormous amount to them, their wages are absurd, and we know nothing about them.	We owe an enormous amount to them, their wages are absurd, and we know nothing about them.	true	172.695	177.82	18
2060_150843_000012_000003	Off they go to Barnwell, and then their lives are hidden.	Off they go to Barnwell, and then their lives are hidden.	true	178.61	181.27	19
2060_150843_000012_000004	I just know that Mrs. Aberdeen has a husband, but that's all.	I just know that mrs Aberdeen has a husband, but that's all.	true	181.37	184.75	19.5013
2060_150843_000012_000005	She never will talk about him.	She never will talk about him.	true	184.88	186.73	25.677198
2060_150843_000012_000006	Now I do so want to fill in her life.	Now I do so want to fill in her life.	true	186.83	189.195	18
2060_150843_000012_000007	I see one-half of it.	I see one half of it.	true	189.195	190.515	19
2060_150843_000012_000008	What's the other half?	What's the other half?	true	190.515	191.77	23.53518
2060_150843_000012_000009	She may have a real jolly house, in good taste, with a little garden and books, and pictures.	She may have a real jolly house, in good taste, with a little garden and books, and pictures.	true	191.93	196.99	18
2060_150843_000012_000010	Or, again, she mayn't.	Or, again, she mayn't.	false	197.24	198.9	16.86074
2060_150843_000012_000011	But in any case one ought to know.	But in any case one ought to know.	true	198.9	200.92	14
2060_150843_000012_000012	I know she'd dislike it, but she oughtn't to dislike.	I know she'd dislike it, but she oughtn't to dislike.	true	201.17	204.37	22
2060_150843_000012_000013	After all, bedders are to blame for the present lamentable state of things, just as much as gentlefolk.	After all, bedders are to blame for the present lamentable state of things, just as much as gentlefolk.	true	205.73	211.11	22
2060_150843_000012_000014	She ought to want me to come.	She ought to want me to come.	true	211.11	212.49	25
2060_150843_000012_000015	She ought to introduce me to her husband."	She ought to introduce me to her husband."	true	212.49	214.69	20
2060_150843_000013_000000	They had reached the corner of Hills Road.	They had reached the corner of Hills Road.	true	215.39	217.695	21.548138
2060_150843_000013_000001	Ansell spoke for the first time.	Ansell spoke for the first time.	true	217.695	219.42	19
2060_150843_000013_000002	He said, "Ugh!"	He said, "Ugh!"	true	219.42	220.93	19.544733
2060_150843_000014_000000	"Drains?"	"Drains?"	true	221.42	222.34	19.395586
2060_150843_000015_000000	"Yes.	"Yes.	true	222.53	223.14	17.605154
2060_150843_000015_000001	A spiritual cesspool."	A spiritual cesspool."	false	223.14	224.86	23
2060_150843_000016_000000	Rickie laughed.	Rickie laughed.	true	225.23	226.44	23.836515
2060_150843_000017_000000	"I expected it from your letter."	"I expected it from your letter."	true	226.44	228.37	23
2060_150843_000018_000000	"The one you never answered?"	"The one you never answered?"	true	229.04	230.53	17.550983
2060_150843_000019_000000	"I answer none of your letters.	"I answer none of your letters.	true	230.69	232.29	15
2060_150843_000019_000001	You are quite hopeless by now.	You are quite hopeless by now.	true	232.29	233.895	19
2060_150843_000019_000002	You can go to the bad.	You can go to the bad.	true	233.895	235.39	25.066723
2060_150843_000019_000003	But I refuse to accompany you.	But I refuse to accompany you.	true	235.49	237.46	22
2060_150843_000019_000004	I refuse to believe that every human being is a moving wonder of supreme interest and tragedy and beauty--which was what the letter in question amounted to.	I refuse to believe that every human being is a moving wonder of supreme interest and tragedy and beauty-which was what the letter in question amounted to.	true	237.65	245.55	15
2060_150843_000019_000005	You'll find plenty who will believe it.	You'll find plenty who will believe it.	false	245.55	247.95	20.100119
2060_150843_000019_000006	It's a very popular view among people who are too idle to think; it saves them the trouble of detecting the beautiful from the ugly, the interesting from the dull, the tragic from the melodramatic.	It's a very popular view among people who are too idle to think; it saves them the trouble of detecting the beautiful from the ugly, the interesting from the dull, the tragic from the melodramatic.	false	247.95	258.18	21.815153
2060_150843_000019_000007	You had just come from Sawston, and were apparently carried away by the fact that Miss Pembroke had the usual amount of arms and legs."	You had just come from Sawston, and were apparently carried away by the fact that Miss Pembroke had the usual amount of arms and legs."	false	258.18	265.72	21.228302
2060_150843_000020_000000	Rickie was silent.	Rickie was silent.	true	265.82	267.015	21
2060_150843_000020_000001	He had told his friend how he felt, but not what had happened.	He had told his friend how he felt, but not what had happened.	true	267.015	270.07	17
2060_150843_000020_000002	Ansell could discuss love and death admirably, but somehow he would not understand lovers or a dying man, and in the letter there had been scant allusion to these concrete facts.	Ansell could discuss love and death admirably, but somehow he would not understand lovers or a dying man, and in the letter there had been scant allusion to these concrete facts.	true	270.38	280.2	18
2060_150843_000020_000003	Would Cambridge understand them either?	Would Cambridge understand them either?	false	280.2	282.91	18.608765
2060_150843_000020_000004	He watched some dons who were peeping into an excavation, and throwing up their hands with humorous gestures of despair.	He watched some dons who were peeping into an excavation, and throwing up their hands with humorous gestures of despair.	true	283.28	289.63	17
2060_150843_000020_000005	These men would lecture next week on Catiline's conspiracy, on Luther, on Evolution, on Catullus.	These men would lecture next week on Catiline's conspiracy, on Luther, on Evolution, on Catullus.	true	290	296.505	19
2060_150843_000020_000006	They dealt with so much and they had experienced so little.	They dealt with so much and they had experienced so little.	true	296.505	299.77	20
2060_150843_000020_000007	Was it possible he would ever come to think Cambridge narrow? In his short life Rickie had known two sudden deaths, and that is enough to disarrange any placid outlook on the world.	Was it possible he would ever come to think Cambridge narrow? In his short life Rickie had known two sudden deaths, and that is enough to disarrange any placid outlook on the world.	true	300.32	310.51	20
2060_150843_000020_000008	He knew once for all that we are all of us bubbles on an extremely rough sea.	He knew once for all that we are all of us bubbles on an extremely rough sea.	true	310.73	314.95	18
2060_150843_000020_000009	Into this sea humanity has built, as it were, some little breakwaters--scientific knowledge, civilized restraint--so that the bubbles do not break so frequently or so soon.	Into this sea humanity has built, as it were, some little breakwaters-scientific knowledge, civilized restraint-so that the bubbles do not break so frequently or so soon.	false	315.08	325.63	20.865677
2060_150843_000020_000010	But the sea has not altered, and it was only a chance that he, Ansell, Tilliard, and Mrs. Aberdeen had not all been killed in the tram.	But the sea has not altered, and it was only a chance that he, Ansell, Tilliard, and mrs Aberdeen had not all been killed in the tram.	true	325.79	332.95	15
