1079_128632_000000_000000	[Page 414] FRIED TROUT--III	[Page four hundred fourteen] FRIED TROUT-three	false	154.35	196.66	24.84687
1079_128632_000001_000000	Salt the fish and dip in equal parts of flour and corn-meal, thoroughly mixed.	Salt the fish and dip in equal parts of flour and corn meal, thoroughly mixed.	true	196.94	201.405	27.152718
1079_128632_000001_000001	Saute in salt pork fat.	Saute in salt pork fat.	false	201.405	204.45	27.878454
1079_128632_000002_000000	FRIED BROOK-TROUT	FRIED BROOK TROUT	true	204.45	206.02	23.365763
1079_128632_000003_000000	Clean and split the fish, dip in seasoned flour or corn-meal, and saute in butter or salt pork fat.	Clean and split the fish, dip in seasoned flour or corn meal, and saute in butter or salt pork fat.	false	206.33	212.5	29.285269
1079_128632_000004_000000	FRIED FILLETS OF TROUT--I	FRIED FILLETS OF TROUT-I	false	213.17	215.94	27.226997
1079_128632_000005_000000	Remove the fillets from slices of sea-trout, dip in beaten egg, then in seasoned crumbs, and fry in deep fat.	Remove the fillets from slices of sea trout, dip in beaten egg, then in seasoned crumbs, and fry in deep fat.	true	215.94	222.63	21.192274
1079_128632_000005_000001	Serve with Tartar Sauce.	Serve with Tartar Sauce.	true	222.63	224.29	25.136393
1079_128632_000006_000000	FRIED FILLETS OF TROUT--II	FRIED FILLETS OF TROUT-two	false	225.2	228.33	27.06374
1079_128632_000007_000000	Boil and cool a trout and divide into fillets, removing the bone. Season with lemon-juice, chopped onion, and minced parsley, and cover with a very thick Cream Sauce.	Boil and cool a trout and divide into fillets, removing the bone. Season with lemon juice, chopped onion, and minced parsley, and cover with a very thick Cream Sauce.	true	228.33	238.21	23.96264
1079_128632_000007_000001	Dip into crumbs, then into beaten egg, then into crumbs, fry in deep fat, and serve with any preferred sauce.	Dip into crumbs, then into beaten egg, then into crumbs, fry in deep fat, and serve with any preferred sauce.	true	238.28	244.9	23
1079_128632_000008_000000	FRIED TROUT WITH MUSHROOM SAUCE	FRIED TROUT WITH MUSHROOM SAUCE	true	245.75	247.87	26.561039
1079_128632_000009_000000	Dip slices of sea-trout in beaten egg, then [Page 415] in seasoned crumbs, and fry in deep fat.	Dip slices of sea trout in beaten egg, then [Page four hundred fifteen] in seasoned crumbs, and fry in deep fat.	false	248.18	253.15	25.370975
1079_128632_000009_000001	Serve with the sauce given in the recipe for Baked Trout with Mushroom Sauce.	Serve with the sauce given in the recipe for Baked Trout with Mushroom Sauce.	false	253.25	257.83	24
1079_128632_000010_000000	TROUT WITH REMOULADE SAUCE	TROUT WITH REMOULADE SAUCE	true	258.71	260.92	25.729034
1079_128632_000011_000000	Saute a small trout in butter, drain on brown paper, and serve with Remoulade Sauce.	Saute a small trout in butter, drain on brown paper, and serve with Remoulade Sauce.	true	261.5	267.37	23.716837
1079_128632_000012_000000	FILLETS OF TROUT A L'AURORE	FILLETS OF TROUT A L'AURORE	true	267.95	270.55	23.718203
1079_128632_000013_000000	Saute the fillets of a cleaned trout in butter, seasoning with salt and pepper.	Saute the fillets of a cleaned trout in butter, seasoning with salt and pepper.	true	271.01	276.015	23.442009
1079_128632_000013_000001	Drain and serve with Aurora Sauce.	Drain and serve with Aurora Sauce.	true	276.015	278.35	18
1079_128632_000014_000000	BAKED TROUT--I	BAKED TROUT-I	false	279.47	282.9	28.085258
1079_128632_000015_000000	Scrape and clean the trout, stuff with seasoned crumbs, and put into a buttered baking-dish.	Scrape and clean the trout, stuff with seasoned crumbs, and put into a buttered baking dish.	true	282.9	288.07	24.384722
1079_128632_000015_000001	Lay a thin slice of salt pork on each fish, sprinkle with three or four tablespoonfuls of chopped onions, add a can of mushrooms drained from the liquor, a tablespoonful of minced parsley, three tablespoonfuls of butter, and one cupful of stock.	Lay a thin slice of salt pork on each fish, sprinkle with three or four tablespoonfuls of chopped onions, add a can of mushrooms drained from the liquor, a tablespoonful of minced parsley, three tablespoonfuls of butter, and one cupful of stock.	false	288.29	303.705	25
1079_128632_000015_000002	Bake, basting frequently.	Bake, basting frequently.	true	303.705	305.53	29.275755
1079_128632_000015_000003	Thicken the liquid with butter and flour cooked together, pour over the fish, and serve.	Thicken the liquid with butter and flour cooked together, pour over the fish, and serve.	true	305.75	311.47	25.968554
1079_128632_000016_000000	BAKED TROUT--II	BAKED TROUT-two	false	312.14	314.67	30.801434
