8725_294551_000000_000000	This is a LibriVox recording.	This is a LibriVox recording.	true	3.795	5.68	22.481108
8725_294551_000000_000001	All LibriVox recordings are in the public domain.	All LibriVox recordings are in the public domain.	true	5.72	8.68	23.14186
8725_294551_000000_000002	For more information, or to volunteer, please visit librivox.org.	For more information, or to volunteer, please visit librivox dot org.	true	8.96	13.59	22.256712
8725_294551_000001_000000	The Project Gutenberg eBook, Bunyan Characters, by Alexander Whyte	The Project Gutenberg eBook, Bunyan Characters, by Alexander Whyte	false	13.59	15.06	27.574427
8725_294551_000002_000000	This eBook is for the use of anyone anywhere at no cost and with almost no restrictions whatsoever.	This eBook is for the use of anyone anywhere at no cost and with almost no restrictions whatsoever.	false	15.06	16.05	16
8725_294551_000002_000001	You may copy it, give it away or re-use it under the terms of the Project Gutenberg License included with this eBook or online at www.gutenberg.net	You may copy it, give it away or re use it under the terms of the Project Gutenberg License included with this eBook or online at w w w dot gutenberg dot net	false	16.05	16.68	-2
8725_294551_000003_000000	Title: Bunyan Characters First Series	Title: Bunyan Characters First Series	false	16.68	16.77	8
8725_294551_000004_000000	Author: Alexander Whyte	Author: Alexander Whyte	false	16.77	16.83	17
8725_294551_000005_000000	Release Date: April 13, 2005 [eBook #1885]	Release Date: april thirteenth two thousand five [eBook # eighteen eighty five]	false	16.83	17.04	13
8725_294551_000006_000000	Language: English	Language: English	false	17.04	17.07	-20
8725_294551_000007_000000	Character set encoding: ISO-646-US (US-ASCII)	Character set encoding: i s o six four six u s (u s ASCII)	false	17.07	17.34	-20
8725_294551_000008_000000	***START OF THE PROJECT GUTENBERG EBOOK BUNYAN CHARACTERS***	asterisk asterisk START OF THE PROJECT GUTENBERG EBOOK BUNYAN CHARACTERS asterisk asterisk	false	17.34	17.58	-20
8725_294551_000009_000000	Transcribed from the 1893 Oliphant Anderson and Ferrier edition by David Price, email ccx074@coventry.ac.uk	Transcribed from the eighteen ninety three Oliphant Anderson and Ferrier edition by David Price, email c c x o seven four at coventry dot ac dot u k	false	17.58	18.12	5
