2012_139358_000000_000000	"Benito," he began, after taking him to the bow of the jangada, "I have something to say to you."	"Benito," he began, after taking him to the bow of the jangada, "I have something to say to you."	false	42.09	48.72	20.324924
2012_139358_000001_000000	Benito, generally so good-humored, stopped as he looked at Manoel, and a cloud came over his countenance.	Benito, generally so good humored, stopped as he looked at Manoel, and a cloud came over his countenance.	true	48.72	54.22	18
2012_139358_000002_000000	"I know why," he said; "it is about Torres."	"I know why," he said; "it is about Torres."	true	54.83	58.51	19.116226
2012_139358_000003_000000	"Yes, Benito."	"Yes, Benito."	true	58.91	60.1	24.308998
2012_139358_000004_000000	"And I also wish to speak to you."	"And I also wish to speak to you."	true	60.62	62.62	18.79158
2012_139358_000005_000000	"You have then noticed his attention to Minha?" said Manoel, turning pale.	"You have then noticed his attention to Minha?" said Manoel, turning pale.	true	63.17	67.78	18.601685
2012_139358_000006_000000	"Ah!	"Ah!	true	67.82	68.835	21.878849
2012_139358_000006_000001	It is not a feeling of jealousy, though, that exasperates you against such a man?" said Benito quickly.	It is not a feeling of jealousy, though, that exasperates you against such a man?" said Benito quickly.	true	68.835	74.56	17
2012_139358_000007_000000	"No!" replied Manoel.	"No!" replied Manoel.	true	74.75	76.27	22.135912
2012_139358_000007_000001	"Decidedly not!	"Decidedly not!	true	76.28	77.5	20.922129
2012_139358_000007_000002	Heaven forbid I should do such an injury to the girl who is to become my wife.	Heaven forbid I should do such an injury to the girl who is to become my wife.	true	77.57	81.825	17.39517
2012_139358_000007_000003	No, Benito!	No, Benito!	true	81.825	82.875	21.530987
2012_139358_000007_000004	She holds the adventurer in horror!	She holds the adventurer in horror!	true	82.875	85.18	15.809608
2012_139358_000007_000005	I am not thinking anything of that sort; but it distresses me to see this adventurer constantly obtruding himself by his presence and conversation on your mother and sister, and seeking to introduce himself into that intimacy with your family which is already mine."	I am not thinking anything of that sort; but it distresses me to see this adventurer constantly obtruding himself by his presence and conversation on your mother and sister, and seeking to introduce himself into that intimacy with your family which is already mine."	true	85.37	100.93	18.524376
2012_139358_000008_000000	"Manoel," gravely answered Benito, "I share your aversion for this dubious individual, and had I consulted my feelings I would already have driven Torres off the raft!	"Manoel," gravely answered Benito, "I share your aversion for this dubious individual, and had I consulted my feelings I would already have driven Torres off the raft!	true	101.81	112.35	18.383942
2012_139358_000008_000001	But I dare not!"	But I dare not!"	true	112.35	113.68	20.51778
