3368_170951_000005_000000	And what shall be their education?	And what shall be their education?
3368_170951_000005_000001	Can we find a better than the traditional sort?--and this has two divisions, gymnastic for the body, and music for the soul.	Can we find a better than the traditional sort?--and this has two divisions, gymnastic for the body, and music for the soul.
3368_170951_000006_000000	True.	True.
3368_170951_000007_000000	Shall we begin education with music, and go on to gymnastic afterwards?	Shall we begin education with music, and go on to gymnastic afterwards?
3368_170951_000008_000000	By all means.	By all means.
3368_170951_000009_000000	And when you speak of music, do you include literature or not?	And when you speak of music, do you include literature or not?
3368_170951_000010_000000	I do.	I do.
3368_170951_000011_000000	And literature may be either true or false?	And literature may be either true or false?
3368_170951_000012_000000	Yes.	Yes.
3368_170951_000014_000000	I do not understand your meaning, he said.	I do not understand your meaning, he said.
3368_170951_000016_000000	Very true.	Very true.
3368_170951_000017_000000	That was my meaning when I said that we must teach music before gymnastics.	That was my meaning when I said that we must teach music before gymnastics.
3368_170951_000018_000000	Quite right, he said.	Quite right, he said.
3368_170951_000020_000000	Quite true.	Quite true.
3368_170951_000021_000000	And shall we just carelessly allow children to hear any casual tales which may be devised by casual persons, and to receive into their minds ideas for the most part the very opposite of those which we should wish them to have when they are grown up?	And shall we just carelessly allow children to hear any casual tales which may be devised by casual persons, and to receive into their minds ideas for the most part the very opposite of those which we should wish them to have when they are grown up?
3368_170951_000022_000000	We cannot.	We cannot.
3368_170951_000023_000000	Then the first thing will be to establish a censorship of the writers of fiction, and let the censors receive any tale of fiction which is good, and reject the bad; and we will desire mothers and nurses to tell their children the authorised ones only.	Then the first thing will be to establish a censorship of the writers of fiction, and let the censors receive any tale of fiction which is good, and reject the bad; and we will desire mothers and nurses to tell their children the authorised ones only.
3368_170951_000024_000001	he said.	he said.
3368_170951_000025_000000	You may find a model of the lesser in the greater, I said; for they are necessarily of the same type, and there is the same spirit in both of them.	You may find a model of the lesser in the greater, I said; for they are necessarily of the same type, and there is the same spirit in both of them.
3368_170951_000026_000000	Very likely, he replied; but I do not as yet know what you would term the greater.	Very likely, he replied; but I do not as yet know what you would term the greater.
3368_170951_000029_000000	A fault which is most serious, I said; the fault of telling a lie, and, what is more, a bad lie.	A fault which is most serious, I said; the fault of telling a lie, and, what is more, a bad lie.
3368_170951_000030_000000	But when is this fault committed?	But when is this fault committed?
3368_170951_000031_000000	Whenever an erroneous representation is made of the nature of gods and heroes,--as when a painter paints a portrait not having the shadow of a likeness to the original.	Whenever an erroneous representation is made of the nature of gods and heroes,--as when a painter paints a portrait not having the shadow of a likeness to the original.
3368_170951_000032_000000	Yes, he said, that sort of thing is certainly very blameable; but what are the stories which you mean?	Yes, he said, that sort of thing is certainly very blameable; but what are the stories which you mean?
3368_170951_000033_000000	First of all, I said, there was that greatest of all lies in high places, which the poet told about Uranus, and which was a bad lie too,--I mean what Hesiod says that Uranus did, and how Cronus retaliated on him.	First of all, I said, there was that greatest of all lies in high places, which the poet told about Uranus, and which was a bad lie too,--I mean what Hesiod says that Uranus did, and how Cronus retaliated on him.
3368_170951_000037_000002	But the narrative of Hephaestus binding Here his mother, or how on another occasion Zeus sent him flying for taking her part when she was being beaten, and all the battles of the gods in Homer--these tales must not be admitted into our State, whether they are supposed to have an allegorical meaning or not.	But the narrative of Hephaestus binding Here his mother, or how on another occasion Zeus sent him flying for taking her part when she was being beaten, and all the battles of the gods in Homer-these tales must not be admitted into our State, whether they are supposed to have an allegorical meaning or not.
3368_170951_000037_000003	For a young person cannot judge what is allegorical and what is literal; anything that he receives into his mind at that age is likely to become indelible and unalterable; and therefore it is most important that the tales which the young first hear should be models of virtuous thoughts.	For a young person cannot judge what is allegorical and what is literal; anything that he receives into his mind at that age is likely to become indelible and unalterable; and therefore it is most important that the tales which the young first hear should be models of virtuous thoughts.
3368_170951_000038_000000	There you are right, he replied; but if any one asks where are such models to be found and of what tales are you speaking--how shall we answer him?	There you are right, he replied; but if any one asks where are such models to be found and of what tales are you speaking-how shall we answer him?
3368_170951_000039_000000	I said to him, You and I, Adeimantus, at this moment are not poets, but founders of a State: now the founders of a State ought to know the general forms in which poets should cast their tales, and the limits which must be observed by them, but to make the tales is not their business.	I said to him, You and I, Adeimantus, at this moment are not poets, but founders of a State: now the founders of a State ought to know the general forms in which poets should cast their tales, and the limits which must be observed by them, but to make the tales is not their business.
3368_170951_000040_000000	Very true, he said; but what are these forms of theology which you mean?	Very true, he said; but what are these forms of theology which you mean?
3368_170951_000041_000000	Something of this kind, I replied:--God is always to be represented as he truly is, whatever be the sort of poetry, epic, lyric or tragic, in which the representation is given.	Something of this kind, I replied:--God is always to be represented as he truly is, whatever be the sort of poetry, epic, lyric or tragic, in which the representation is given.
3368_170951_000042_000000	Right.	Right.
3368_170951_000043_000000	And is he not truly good? and must he not be represented as such?	And is he not truly good? and must he not be represented as such?
3368_170951_000044_000000	Certainly.	Certainly.
3368_170951_000045_000000	And no good thing is hurtful?	And no good thing is hurtful?
3368_170951_000046_000000	No, indeed.	No, indeed.
3368_170951_000047_000000	And that which is not hurtful hurts not?	And that which is not hurtful hurts not?
3368_170951_000048_000000	Certainly not.	Certainly not.
3368_170951_000049_000000	And that which hurts not does no evil?	And that which hurts not does no evil?
3368_170951_000050_000000	No.	no
3368_170951_000051_000000	And can that which does no evil be a cause of evil?	And can that which does no evil be a cause of evil?
3368_170951_000052_000000	Impossible.	Impossible.
3368_170951_000054_000000	Yes.	Yes.
3368_170951_000055_000000	And therefore the cause of well-being?	And therefore the cause of well-being?
3368_170951_000056_000000	Yes.	Yes.
3368_170951_000057_000000	It follows therefore that the good is not the cause of all things, but of the good only?	It follows therefore that the good is not the cause of all things, but of the good only?
3368_170951_000058_000000	Assuredly.	Assuredly.
3368_170951_000059_000000	Then God, if he be good, is not the author of all things, as the many assert, but he is the cause of a few things only, and not of most things that occur to men.	Then God, if he be good, is not the author of all things, as the many assert, but he is the cause of a few things only, and not of most things that occur to men.
3368_170951_000059_000001	For few are the goods of human life, and many are the evils, and the good is to be attributed to God alone; of the evils the causes are to be sought elsewhere, and not in him.	For few are the goods of human life, and many are the evils, and the good is to be attributed to God alone; of the evils the causes are to be sought elsewhere, and not in him.
3368_170951_000060_000000	That appears to me to be most true, he said.	That appears to me to be most true, he said.
3368_170951_000062_000000	'Lie at the threshold of Zeus, full of lots, one of good, the other of evil lots,'	'Lie at the threshold of Zeus, full of lots, one of good, the other of evil lots,'
3368_170951_000064_000000	'Sometimes meets with evil fortune, at other times with good;'	'Sometimes meets with evil fortune, at other times with good;'
3368_170951_000065_000000	but that he to whom is given the cup of unmingled ill,	but that he to whom is given the cup of unmingled ill,
3368_170951_000066_000000	'Him wild hunger drives o'er the beauteous earth.'	'Him wild hunger drives o'er the beauteous earth.'
3368_170951_000067_000000	And again--	And again-
3368_170951_000068_000000	'Zeus, who is the dispenser of good and evil to us.'	'Zeus, who is the dispenser of good and evil to us.'
3368_170951_000070_000000	'God plants guilt among men when he desires utterly to destroy a house.'	'God plants guilt among men when he desires utterly to destroy a house.'
3368_170951_000072_000000	I agree with you, he replied, and am ready to give my assent to the law.	I agree with you, he replied, and am ready to give my assent to the law.
3368_170951_000073_000000	Let this then be one of our rules and principles concerning the gods, to which our poets and reciters will be expected to conform,--that God is not the author of all things, but of good only.	Let this then be one of our rules and principles concerning the gods, to which our poets and reciters will be expected to conform,--that God is not the author of all things, but of good only.
3368_170951_000074_000000	That will do, he said.	That will do, he said.
3368_170951_000075_000000	And what do you think of a second principle?	And what do you think of a second principle?
3368_170951_000076_000000	I cannot answer you, he said, without more thought.	I cannot answer you, he said, without more thought.
3368_170951_000077_000000	Well, I said; but if we suppose a change in anything, that change must be effected either by the thing itself, or by some other thing?	Well, I said; but if we suppose a change in anything, that change must be effected either by the thing itself, or by some other thing?
3368_170951_000078_000000	Most certainly.	Most certainly.
