6115_58778_000000_000000	Thus it will be seen that the progression and recession of the ice have not only formed great lakes, changed river beds, and covered a million square miles of area with glacial drift averaging fifty feet in depth, making many waterfalls and giving variety to the surface of the earth, besides producing the finest agricultural region in the world, but have also given variety to our forests and plants wherever this ice sheet has extended.	Thus it will be seen that the progression and recession of the ice have not only formed great lakes, changed river beds, and covered a million square miles of area with glacial drift averaging fifty feet in depth, making many waterfalls and giving variety to the surface of the earth, besides producing the finest agricultural region in the world, but have also given variety to our forests and plants wherever this ice sheet has extended.	false	0	24.915	20.604126
6115_58778_000001_000000	CHAPTER XXIX.	CHAPTER twenty nine.	true	24.915	26.23	20.656849
6115_58778_000002_000000	DRAINAGE BEFORE THE ICE AGE.	DRAINAGE BEFORE THE ICE AGE.	true	26.78	28.75	19.628136
6115_58778_000003_000000	We have already said that during the ice age river-beds were changed, valleys were filled up, new lakes were made, and waterfalls created. Great as were the changes made by the carrying power of moving ice, still greater were those made in preglacial times; not, however, from the action of moving ice, but from running water.	We have already said that during the ice age river beds were changed, valleys were filled up, new lakes were made, and waterfalls created. Great as were the changes made by the carrying power of moving ice, still greater were those made in preglacial times; not, however, from the action of moving ice, but from running water.	true	30.2	50.8	19.393423
6115_58778_000003_000001	Erosion caused by running water has, probably, during the life of the world, transported more material from place to place, from mountain to valley, and from valley to ocean, than any other agency; chiefly for the reason that it has been so much longer doing its work.	Erosion caused by running water has, probably, during the life of the world, transported more material from place to place, from mountain to valley, and from valley to ocean, than any other agency; chiefly for the reason that it has been so much longer doing its work.	false	51.95	68.62	20.926184
6115_58778_000004_000000	The valley of the Ohio River, a thousand miles or more in length, together with the great number of feeders that empty into it, is an instance of the wonderful erosive power of running water.	The valley of the Ohio River, a thousand miles or more in length, together with the great number of feeders that empty into it, is an instance of the wonderful erosive power of running water.	false	69.62	80.47	18.25676
6115_58778_000004_000001	The valley of the Ohio River will probably average a mile in width at its upper level and, deep as it is to-day, it was much deeper in preglacial times.	The valley of the Ohio River will probably average a mile in width at its upper level and, deep as it is to day, it was much deeper in preglacial times.	true	81.29	92.08	20.676037
6115_58778_000004_000002	There is evidence that the whole bed of the river was from 100 to 150 feet deeper than it is at present.	There is evidence that the whole bed of the river was from one hundred to one hundred fifty feet deeper than it is at present.	true	92.81	99.91	20.5505
6115_58778_000004_000003	This has been determined by borings at different points to ascertain the depth of the drift that was lodged during the glacial period in the trough of the Ohio River.	This has been determined by borings at different points to ascertain the depth of the drift that was lodged during the glacial period in the trough of the Ohio River.	true	100.46	109.63	23
6115_58778_000004_000004	Anyone traveling up or down the river to-day can readily see that it is a great sinuous groove cut down through the earth by millions of years of water erosion, and not only this, but that at some time in its history this great valley has been partly filled, forming on one or both sides of the river level areas--called bottom land.	Anyone traveling up or down the river to day can readily see that it is a great sinuous groove cut down through the earth by millions of years of water erosion, and not only this, but that at some time in its history this great valley has been partly filled, forming on one or both sides of the river level areas-called bottom land.	true	110.42	128.89	19.62378
